project_id,name,start_date,end_date,status,manager_id
P1439,Project 1439,2025-08-12,2025-05-24,On Hold,E02666
P1440,Project 1440,2024-12-20,2025-05-25,Completed,E01425
P1441,Project 1441,2025-09-10,2025-02-07,Planning,E02701
P1442,Project 1442,2022-04-22,2025-08-09,Completed,E06442
P1443,Project 1443,2024-06-16,2025-04-25,On Hold,E07132
P1444,Project 1444,2021-11-11,2024-11-23,Active,E00486
P1445,Project 1445,2024-12-15,2025-07-07,Completed,E05448
P1446,Project 1446,2021-08-15,2025-05-16,Active,E07855
P1447,Project 1447,2021-12-02,2025-08-28,Planning,E02918
P1448,Project 1448,2022-11-15,2025-01-23,Completed,E00312
P1449,Project 1449,2025-09-19,2024-12-12,Active,E02090
P1450,Project 1450,2024-07-11,2025-07-27,Planning,E00694
P1451,Project 1451,2024-01-09,2025-06-04,Completed,E03123
P1452,Project 1452,2022-02-14,2024-10-30,On Hold,E03684
P1453,Project 1453,2025-05-13,2025-03-31,On Hold,E01353
P1454,Project 1454,2021-11-04,2025-06-10,Active,E01172
P1455,Project 1455,2023-01-03,2025-01-17,Completed,E06213
P1456,Project 1456,2021-10-02,2025-09-11,On Hold,E08470
P1457,Project 1457,2025-01-18,2025-08-19,Completed,E05064
P1458,Project 1458,2023-09-03,2025-03-07,Planning,E03335
P1459,Project 1459,2024-12-07,2024-12-02,Active,E06714
P1460,Project 1460,2023-11-28,2025-08-26,Active,E02137
P1461,Project 1461,2024-08-31,2024-10-31,On Hold,E05507
P1462,Project 1462,2023-07-13,2025-03-30,Completed,E09728
P1463,Project 1463,2021-10-31,2025-09-13,Completed,E05626
P1464,Project 1464,2024-05-17,2024-10-31,Active,E06748
P1465,Project 1465,2025-05-17,2025-06-05,Completed,E07634
P1466,Project 1466,2024-02-11,2024-11-23,Completed,E03931
P1467,Project 1467,2022-04-24,2025-07-09,Active,E07019
P1468,Project 1468,2022-11-28,2025-05-14,Active,E03850
P1469,Project 1469,2022-10-21,2025-09-22,Active,E00062
P1470,Project 1470,2021-08-09,2024-09-25,Active,E08622
P1471,Project 1471,2024-02-09,2025-03-14,On Hold,E02587
P1472,Project 1472,2024-03-08,2025-03-18,Completed,E07685
P1473,Project 1473,2023-10-31,2025-07-22,Completed,E01111
P1474,Project 1474,2023-08-22,2024-11-09,Active,E03752
P1475,Project 1475,2021-05-25,2024-12-19,Active,E09408
P1476,Project 1476,2025-03-23,2025-09-16,Active,E07334
P1477,Project 1477,2021-08-06,2025-03-25,Active,E03448
P1478,Project 1478,2025-01-06,2025-07-02,Planning,E06640
P1479,Project 1479,2023-10-16,2025-08-14,Planning,E02647
P1480,Project 1480,2023-05-15,2025-02-23,Completed,E02874
P1481,Project 1481,2024-11-25,2025-07-30,Completed,E05835
P1482,Project 1482,2022-08-22,2025-03-18,Active,E05624
P1483,Project 1483,2025-08-27,2025-07-21,Active,E08310
P1484,Project 1484,2022-01-06,2025-02-26,On Hold,E04475
P1485,Project 1485,2025-01-21,2025-09-12,Active,E03371
P1486,Project 1486,2022-10-07,2025-07-04,On Hold,E01341
P1487,Project 1487,2025-06-08,2025-03-20,Planning,E06327
P1488,Project 1488,2022-07-11,2025-09-14,On Hold,E06405
P1489,Project 1489,2022-04-12,2024-11-08,On Hold,E04363
P1490,Project 1490,2021-02-25,2025-05-05,On Hold,E09230
P1491,Project 1491,2021-11-19,2025-08-09,On Hold,E09778
P1492,Project 1492,2024-03-11,2025-08-18,On Hold,E08523
P1493,Project 1493,2021-04-20,2025-07-02,Planning,E01569
P1494,Project 1494,2022-08-12,2025-06-04,Completed,E02212
P1495,Project 1495,2022-02-23,2025-09-08,Active,E05773
P1496,Project 1496,2023-03-17,2024-11-20,Active,E08714
P1497,Project 1497,2023-07-04,2024-11-02,Planning,E02740
P1498,Project 1498,2023-02-24,2025-08-03,On Hold,E06442
P1499,Project 1499,2022-08-20,2024-11-12,Active,E01676
P1500,Project 1500,2023-08-07,2025-03-31,Planning,E02805
P1501,Project 1501,2023-02-22,2025-08-23,Completed,E02695
P1502,Project 1502,2022-11-06,2024-12-25,Active,E06743
P1503,Project 1503,2021-01-23,2025-03-22,Active,E08077
P1504,Project 1504,2023-07-04,2024-09-30,Active,E07040
P1505,Project 1505,2021-02-06,2025-08-19,On Hold,E03757
P1506,Project 1506,2021-08-30,2025-06-30,On Hold,E00226
P1507,Project 1507,2023-06-22,2025-07-28,Planning,E04824
P1508,Project 1508,2023-10-31,2025-01-03,On Hold,E09380
P1509,Project 1509,2022-05-01,2025-07-18,On Hold,E07250
P1510,Project 1510,2025-01-31,2025-08-27,On Hold,E02715
P1511,Project 1511,2020-11-25,2024-11-18,Active,E04243
P1512,Project 1512,2020-09-24,2025-02-27,Planning,E07926
P1513,Project 1513,2025-08-29,2025-04-16,Planning,E08389
P1514,Project 1514,2025-02-08,2025-04-28,Planning,E00117
P1515,Project 1515,2021-12-05,2025-06-29,On Hold,E04986
P1516,Project 1516,2021-06-24,2025-02-19,Completed,E02827
P1517,Project 1517,2021-04-01,2025-04-24,On Hold,E04116
P1518,Project 1518,2022-04-28,2024-10-11,On Hold,E06135
P1519,Project 1519,2025-01-05,2025-08-07,On Hold,E09912
P1520,Project 1520,2023-11-04,2025-04-23,Active,E02432
P1521,Project 1521,2025-09-08,2025-06-07,Completed,E07416
P1522,Project 1522,2022-12-27,2025-03-07,On Hold,E01112
P1523,Project 1523,2022-11-03,2025-08-16,Planning,E06383
P1524,Project 1524,2025-09-01,2024-12-11,Active,E07841
P1525,Project 1525,2021-08-29,2024-12-15,Active,E07903
P1526,Project 1526,2021-08-06,2025-03-17,Planning,E01250
P1527,Project 1527,2024-11-08,2025-03-09,Completed,E08893
P1528,Project 1528,2021-04-23,2024-12-01,Completed,E00652
P1529,Project 1529,2023-08-22,2024-10-15,On Hold,E00123
P1530,Project 1530,2021-08-17,2025-01-10,Completed,E04503
P1531,Project 1531,2023-02-13,2025-03-07,On Hold,E09692
P1532,Project 1532,2023-07-23,2025-04-28,Completed,E08125
P1533,Project 1533,2025-05-29,2025-05-26,On Hold,E01098
P1534,Project 1534,2024-03-08,2024-10-17,On Hold,E04592
P1535,Project 1535,2020-10-13,2025-03-04,On Hold,E05002
P1536,Project 1536,2024-09-06,2024-12-09,Planning,E02811
P1537,Project 1537,2023-07-11,2024-11-30,Completed,E06230
P1538,Project 1538,2022-03-08,2025-05-31,On Hold,E09561
P1539,Project 1539,2021-10-08,2025-05-27,Completed,E06198
P1540,Project 1540,2020-11-29,2025-03-11,Completed,E03550
P1541,Project 1541,2021-06-16,2025-03-27,Completed,E04246
P1542,Project 1542,2023-11-29,2025-01-14,Active,E06811
P1543,Project 1543,2022-04-09,2025-02-19,Completed,E04176
P1544,Project 1544,2021-06-09,2025-06-23,On Hold,E07215
P1545,Project 1545,2021-05-21,2025-05-10,Active,E09043
P1546,Project 1546,2023-12-03,2025-08-25,Planning,E01173
P1547,Project 1547,2023-01-28,2025-07-17,On Hold,E07502
P1548,Project 1548,2021-03-21,2025-01-20,Active,E06313
P1549,Project 1549,2024-06-17,2025-01-12,Planning,E05708
P1550,Project 1550,2024-01-21,2024-12-02,Completed,E06277
P1551,Project 1551,2020-10-07,2024-10-31,Completed,E09693
P1552,Project 1552,2023-03-09,2025-04-28,Completed,E00482
P1553,Project 1553,2021-05-22,2024-10-16,On Hold,E07681
P1554,Project 1554,2022-10-14,2024-10-21,Active,E08896
P1555,Project 1555,2020-11-14,2025-04-22,Completed,E02888
P1556,Project 1556,2025-03-13,2025-05-20,On Hold,E04557
P1557,Project 1557,2021-12-03,2025-07-30,Completed,E00409
P1558,Project 1558,2023-11-24,2024-10-18,On Hold,E00810
P1559,Project 1559,2021-02-25,2025-06-05,On Hold,E01343
P1560,Project 1560,2024-12-28,2024-11-02,Active,E02501
P1561,Project 1561,2023-06-25,2024-10-24,Active,E09125
P1562,Project 1562,2024-04-09,2025-02-18,Active,E07640
P1563,Project 1563,2023-06-18,2025-01-29,Planning,E04212
P1564,Project 1564,2021-05-05,2025-06-21,Active,E08671
P1565,Project 1565,2021-01-05,2025-05-24,Planning,E08424
P1566,Project 1566,2021-12-04,2025-08-07,Completed,E01061
P1567,Project 1567,2025-03-14,2025-07-20,On Hold,E08410
P1568,Project 1568,2022-07-15,2025-08-05,On Hold,E02587
P1569,Project 1569,2024-04-06,2025-08-23,On Hold,E06877
P1570,Project 1570,2023-01-03,2025-04-27,Planning,E01185
P1571,Project 1571,2023-02-28,2024-09-30,Completed,E09499
P1572,Project 1572,2024-03-02,2025-06-20,Active,E06191
P1573,Project 1573,2024-05-01,2025-03-27,Planning,E00972
P1574,Project 1574,2024-12-11,2025-06-24,Planning,E07998
P1575,Project 1575,2022-09-15,2024-10-23,Planning,E09244
P1576,Project 1576,2022-07-01,2024-10-22,Active,E05745
P1577,Project 1577,2025-09-17,2024-10-29,On Hold,E07311
P1578,Project 1578,2022-01-07,2025-02-25,Completed,E00868
P1579,Project 1579,2024-12-04,2025-05-14,Completed,E02858
P1580,Project 1580,2022-07-09,2025-07-15,Active,E08023
P1581,Project 1581,2021-04-23,2025-04-07,Planning,E05334
P1582,Project 1582,2021-05-19,2025-03-24,Planning,E07740
P1583,Project 1583,2024-10-15,2024-12-21,Planning,E06119
P1584,Project 1584,2023-11-03,2025-01-28,Completed,E05147
P1585,Project 1585,2023-11-02,2024-12-03,Active,E03546
P1586,Project 1586,2025-05-12,2025-08-05,Planning,E00271
P1587,Project 1587,2024-06-23,2024-11-10,Active,E05581
P1588,Project 1588,2022-10-10,2024-11-15,Completed,E05095
P1589,Project 1589,2021-05-30,2025-03-11,Planning,E09004
P1590,Project 1590,2020-11-07,2025-09-01,Planning,E00608
P1591,Project 1591,2021-06-30,2025-03-14,Completed,E02084
P1592,Project 1592,2023-02-26,2025-05-05,Active,E02627
P1593,Project 1593,2025-09-13,2025-08-18,Completed,E01428
P1594,Project 1594,2023-05-03,2025-01-08,Active,E08442
P1595,Project 1595,2024-06-10,2025-03-10,Planning,E06638
P1596,Project 1596,2021-11-01,2025-04-28,Planning,E03228
P1597,Project 1597,2022-09-20,2024-10-10,Active,E09556
P1598,Project 1598,2021-03-03,2024-12-05,On Hold,E07785
P1599,Project 1599,2024-09-26,2024-11-07,Active,E03304
P1600,Project 1600,2025-07-26,2024-10-09,Completed,E05855
P1601,Project 1601,2024-04-05,2025-08-01,Planning,E09221
P1602,Project 1602,2024-10-25,2024-11-08,Planning,E07234
P1603,Project 1603,2023-06-03,2025-05-10,Planning,E08309
P1604,Project 1604,2021-05-02,2025-05-20,Completed,E05095
P1605,Project 1605,2024-02-02,2025-01-10,Planning,E00165
P1606,Project 1606,2025-02-05,2025-03-18,Planning,E01043
P1607,Project 1607,2023-09-03,2025-01-15,Active,E06258
P1608,Project 1608,2022-08-10,2025-05-09,Planning,E08251
P1609,Project 1609,2022-12-25,2024-12-30,Planning,E02712
P1610,Project 1610,2021-11-16,2025-06-20,Planning,E07433
P1611,Project 1611,2024-06-17,2025-02-06,Active,E09183
P1612,Project 1612,2023-02-03,2025-09-19,Planning,E02283
P1613,Project 1613,2021-02-04,2025-03-02,Completed,E06401
P1614,Project 1614,2023-08-01,2025-09-07,On Hold,E02179
P1615,Project 1615,2022-12-09,2024-10-20,Active,E01958
P1616,Project 1616,2023-08-01,2025-07-12,Completed,E01414
P1617,Project 1617,2025-01-09,2025-01-12,On Hold,E07414
P1618,Project 1618,2024-10-21,2024-10-02,Completed,E09639
P1619,Project 1619,2021-01-31,2025-02-01,On Hold,E03121
P1620,Project 1620,2024-12-31,2024-12-13,Planning,E00526
P1621,Project 1621,2021-05-26,2025-02-12,Completed,E06763
P1622,Project 1622,2022-08-13,2025-07-18,On Hold,E09492
P1623,Project 1623,2021-09-20,2025-06-02,Completed,E01316
P1624,Project 1624,2021-08-31,2024-12-24,Active,E07277
P1625,Project 1625,2025-08-02,2024-12-16,On Hold,E03606
P1626,Project 1626,2021-04-21,2025-06-04,Active,E02904
P1627,Project 1627,2023-12-16,2025-02-11,Active,E02955
P1628,Project 1628,2021-10-10,2025-04-14,Completed,E03639
P1629,Project 1629,2024-07-20,2025-04-05,Planning,E02578
P1630,Project 1630,2024-10-19,2025-02-02,On Hold,E01700
P1631,Project 1631,2022-12-28,2025-01-22,Planning,E02376
P1632,Project 1632,2022-10-31,2024-11-22,Planning,E02850
P1633,Project 1633,2021-12-09,2025-06-11,On Hold,E08868
P1634,Project 1634,2025-02-21,2024-10-15,Planning,E03432
P1635,Project 1635,2025-07-16,2024-09-24,Planning,E01684
P1636,Project 1636,2020-11-26,2025-01-05,Completed,E08278
P1637,Project 1637,2023-07-05,2024-11-16,Completed,E04488
P1638,Project 1638,2024-05-16,2024-10-31,On Hold,E04900
P1639,Project 1639,2023-08-08,2025-04-21,On Hold,E07305
P1640,Project 1640,2021-02-06,2025-09-19,On Hold,E09386
P1641,Project 1641,2024-05-19,2025-04-29,On Hold,E06647
P1642,Project 1642,2023-05-08,2024-10-05,Active,E01675
P1643,Project 1643,2025-01-07,2024-10-28,Active,E00110
P1644,Project 1644,2022-03-29,2025-06-21,Completed,E09447
P1645,Project 1645,2023-11-23,2025-03-18,On Hold,E08636
P1646,Project 1646,2025-05-16,2025-03-26,Planning,E07771
P1647,Project 1647,2024-01-28,2024-10-27,Active,E00996
P1648,Project 1648,2025-04-13,2024-11-02,Planning,E01370
P1649,Project 1649,2024-09-16,2025-09-05,Completed,E06693
P1650,Project 1650,2022-07-16,2025-07-15,On Hold,E04811
P1651,Project 1651,2023-01-10,2025-02-18,Completed,E09522
P1652,Project 1652,2022-11-20,2025-06-12,Planning,E08286
P1653,Project 1653,2025-06-25,2025-02-13,Active,E07306
P1654,Project 1654,2021-08-31,2024-11-05,Active,E00662
P1655,Project 1655,2024-08-09,2025-09-11,On Hold,E06703
P1656,Project 1656,2023-12-10,2025-07-09,Completed,E01925
P1657,Project 1657,2022-03-18,2024-10-07,Completed,E02550
P1658,Project 1658,2021-01-01,2024-10-04,On Hold,E09295
P1659,Project 1659,2024-07-29,2025-03-27,Active,E00339
P1660,Project 1660,2024-06-01,2024-11-30,Active,E09800
P1661,Project 1661,2021-01-15,2024-11-03,Active,E05452
P1662,Project 1662,2022-02-03,2025-02-22,Completed,E06344
P1663,Project 1663,2024-03-05,2025-02-05,Completed,E09865
P1664,Project 1664,2021-06-23,2025-04-15,On Hold,E06978
P1665,Project 1665,2024-10-28,2025-01-05,On Hold,E09961
P1666,Project 1666,2024-10-08,2025-09-15,Planning,E09003
P1667,Project 1667,2024-07-11,2025-05-21,Active,E03029
P1668,Project 1668,2025-04-25,2025-07-11,Active,E01032
P1669,Project 1669,2023-02-06,2025-03-01,Planning,E09629
P1670,Project 1670,2022-11-03,2024-10-12,On Hold,E01150
P1671,Project 1671,2023-12-26,2025-08-05,On Hold,E02870
P1672,Project 1672,2025-06-07,2025-02-06,Completed,E00944
P1673,Project 1673,2023-03-17,2025-06-05,Active,E01601
P1674,Project 1674,2023-07-04,2025-05-12,On Hold,E04271
P1675,Project 1675,2024-06-30,2025-04-02,Completed,E00560
P1676,Project 1676,2024-05-20,2024-11-24,Planning,E01982
P1677,Project 1677,2024-06-20,2024-12-12,Active,E01657
P1678,Project 1678,2022-11-26,2025-08-02,Active,E05881
P1679,Project 1679,2022-04-02,2025-05-19,Planning,E07562
P1680,Project 1680,2024-04-02,2025-01-21,Active,E06139
P1681,Project 1681,2024-01-24,2025-06-08,On Hold,E04239
P1682,Project 1682,2021-02-11,2024-11-16,Active,E08076
P1683,Project 1683,2025-05-12,2025-02-14,Active,E05832
P1684,Project 1684,2020-12-08,2024-10-27,Completed,E07048
P1685,Project 1685,2022-06-26,2025-04-06,Active,E05399
P1686,Project 1686,2024-09-24,2025-09-24,On Hold,E02116
P1687,Project 1687,2024-10-23,2024-12-18,Active,E06779
P1688,Project 1688,2021-06-29,2025-05-09,Completed,E07987
P1689,Project 1689,2023-03-28,2025-03-10,Completed,E07950
P1690,Project 1690,2025-06-18,2025-03-15,Completed,E07637
P1691,Project 1691,2021-11-11,2025-02-14,On Hold,E08507
P1692,Project 1692,2021-10-06,2025-01-13,Planning,E05605
P1693,Project 1693,2024-07-14,2025-07-04,Active,E01194
P1694,Project 1694,2021-10-13,2025-08-02,Completed,E01946
P1695,Project 1695,2021-12-20,2024-09-29,Completed,E06931
P1696,Project 1696,2023-07-28,2025-05-07,Completed,E04811
P1697,Project 1697,2022-03-31,2025-02-27,On Hold,E02221
P1698,Project 1698,2025-02-20,2024-11-12,Completed,E04389
P1699,Project 1699,2022-05-01,2024-11-09,On Hold,E09333
P1700,Project 1700,2024-02-07,2025-08-26,Completed,E06629
P1701,Project 1701,2024-08-18,2025-04-23,Completed,E06853
P1702,Project 1702,2025-06-08,2025-07-25,Active,E03988
P1703,Project 1703,2021-09-22,2024-09-30,Planning,E08100
P1704,Project 1704,2024-09-22,2025-03-18,Completed,E09064
P1705,Project 1705,2022-04-25,2025-01-28,Completed,E08867
P1706,Project 1706,2025-08-30,2025-03-16,Active,E02357
P1707,Project 1707,2022-05-03,2025-06-11,On Hold,E08113
P1708,Project 1708,2021-11-04,2024-11-20,Completed,E07659
P1709,Project 1709,2024-02-10,2025-03-09,On Hold,E02023
P1710,Project 1710,2022-01-15,2025-05-15,Active,E09007
P1711,Project 1711,2021-05-03,2024-09-25,On Hold,E01069
P1712,Project 1712,2023-02-13,2025-02-17,Active,E08995
P1713,Project 1713,2020-11-29,2025-03-25,Completed,E07683
P1714,Project 1714,2021-11-16,2025-01-03,Completed,E04356
P1715,Project 1715,2021-12-29,2024-12-29,Planning,E09181
P1716,Project 1716,2022-04-04,2025-03-14,On Hold,E07465
P1717,Project 1717,2024-11-03,2025-01-15,On Hold,E04444
P1718,Project 1718,2025-05-27,2025-06-17,Active,E06744
P1719,Project 1719,2024-12-19,2025-08-18,Planning,E08897
P1720,Project 1720,2024-03-19,2025-01-26,On Hold,E01766
P1721,Project 1721,2022-06-12,2025-08-03,Completed,E04967
P1722,Project 1722,2021-08-01,2025-06-27,Active,E07515
P1723,Project 1723,2022-05-12,2024-12-31,Completed,E09337
P1724,Project 1724,2024-04-15,2025-06-25,Active,E04551
P1725,Project 1725,2024-01-12,2025-09-03,Completed,E08124
P1726,Project 1726,2025-03-16,2025-08-09,Completed,E04229
P1727,Project 1727,2024-06-12,2025-09-10,On Hold,E01921
P1728,Project 1728,2024-09-03,2025-09-07,On Hold,E06039
P1729,Project 1729,2024-10-06,2025-05-07,Active,E08782
P1730,Project 1730,2024-08-10,2025-02-07,Completed,E08609
P1731,Project 1731,2023-09-12,2024-10-27,Completed,E09989
P1732,Project 1732,2024-05-10,2025-09-09,Active,E07038
P1733,Project 1733,2022-08-29,2025-06-13,Planning,E04004
P1734,Project 1734,2024-10-21,2025-09-23,Planning,E03437
P1735,Project 1735,2024-12-22,2025-02-10,Completed,E05972
P1736,Project 1736,2023-09-08,2024-11-11,Planning,E00115
P1737,Project 1737,2020-10-28,2025-04-03,Completed,E05171
P1738,Project 1738,2025-07-28,2025-07-20,Planning,E02953
P1739,Project 1739,2025-07-04,2024-12-01,Planning,E08747
P1740,Project 1740,2023-07-19,2025-03-18,Active,E04643
P1741,Project 1741,2022-10-29,2025-09-07,Active,E07456
P1742,Project 1742,2022-02-07,2025-03-14,On Hold,E04813
P1743,Project 1743,2023-03-30,2025-04-02,Completed,E03463
P1744,Project 1744,2024-09-05,2025-01-14,On Hold,E03355
P1745,Project 1745,2023-10-26,2025-04-10,Planning,E07183
P1746,Project 1746,2025-05-15,2024-11-06,Planning,E01106
P1747,Project 1747,2025-01-19,2024-12-10,Planning,E01307
P1748,Project 1748,2022-02-13,2025-03-31,Completed,E01852
P1749,Project 1749,2021-10-02,2025-04-23,Planning,E06685
P1750,Project 1750,2021-01-07,2025-01-03,Completed,E05491
P1751,Project 1751,2025-01-05,2025-03-01,Active,E02483
P1752,Project 1752,2024-04-10,2024-12-12,Completed,E08395
P1753,Project 1753,2022-12-21,2025-08-21,Active,E02047
P1754,Project 1754,2024-07-24,2025-09-06,On Hold,E06084
P1755,Project 1755,2021-11-06,2025-01-04,Active,E04528
P1756,Project 1756,2022-02-16,2024-10-15,On Hold,E03114
P1757,Project 1757,2023-01-15,2025-09-15,Completed,E04232
P1758,Project 1758,2022-01-11,2025-01-27,Completed,E08540
P1759,Project 1759,2021-08-26,2025-01-20,Completed,E00172
P1760,Project 1760,2021-01-04,2025-04-24,On Hold,E06012
P1761,Project 1761,2025-04-05,2025-08-26,Active,E04848
P1762,Project 1762,2022-07-17,2025-05-22,Planning,E03533
P1763,Project 1763,2022-03-03,2025-07-01,On Hold,E02120
P1764,Project 1764,2024-01-29,2025-08-05,Completed,E02646
P1765,Project 1765,2021-02-09,2025-07-14,Planning,E04722
P1766,Project 1766,2025-08-24,2024-12-23,Active,E03850
P1767,Project 1767,2024-09-29,2025-09-05,On Hold,E03248
P1768,Project 1768,2023-05-14,2025-03-26,Completed,E00156
P1769,Project 1769,2024-07-10,2025-01-29,Planning,E03365
P1770,Project 1770,2024-01-31,2025-08-05,Completed,E07012
P1771,Project 1771,2022-02-13,2025-03-17,Planning,E02900
P1772,Project 1772,2025-09-09,2025-05-28,Completed,E03288
P1773,Project 1773,2024-09-06,2025-02-23,Planning,E09264
P1774,Project 1774,2022-06-08,2025-09-16,On Hold,E09816
P1775,Project 1775,2021-05-28,2025-05-19,On Hold,E02646
P1776,Project 1776,2024-04-06,2025-05-12,On Hold,E06182
P1777,Project 1777,2023-09-06,2025-05-06,Planning,E03916
P1778,Project 1778,2020-10-10,2025-08-04,Completed,E04079
P1779,Project 1779,2021-07-24,2025-09-01,Completed,E08650
P1780,Project 1780,2021-09-03,2025-04-04,On Hold,E04290
P1781,Project 1781,2023-08-28,2025-08-26,Planning,E06241
P1782,Project 1782,2022-08-06,2025-01-05,Active,E09772
P1783,Project 1783,2025-06-04,2025-06-10,On Hold,E05039
P1784,Project 1784,2022-06-04,2025-01-23,Active,E00483
P1785,Project 1785,2024-12-22,2025-04-09,On Hold,E01257
P1786,Project 1786,2023-10-19,2025-04-29,On Hold,E02114
P1787,Project 1787,2022-05-28,2024-11-30,Completed,E01693
P1788,Project 1788,2025-02-06,2024-11-23,Planning,E00792
P1789,Project 1789,2024-04-22,2024-11-11,Planning,E01760
P1790,Project 1790,2025-05-16,2025-05-03,On Hold,E07016
P1791,Project 1791,2023-12-18,2025-07-03,Planning,E00933
P1792,Project 1792,2022-07-31,2024-10-08,Completed,E05513
P1793,Project 1793,2021-11-20,2025-02-04,Planning,E02326
P1794,Project 1794,2024-11-06,2024-11-14,Completed,E03337
P1795,Project 1795,2023-11-21,2024-10-09,On Hold,E02812
P1796,Project 1796,2020-10-21,2025-08-17,Planning,E00038
P1797,Project 1797,2020-12-08,2025-09-23,Active,E03840
P1798,Project 1798,2023-05-18,2025-01-22,Planning,E09583
P1799,Project 1799,2021-10-24,2025-07-21,Completed,E07961
P1800,Project 1800,2024-10-31,2024-12-02,Planning,E03458
P1801,Project 1801,2023-11-07,2024-10-20,Completed,E08129
P1802,Project 1802,2023-05-09,2024-12-06,Planning,E00902
P1803,Project 1803,2022-08-13,2024-12-18,On Hold,E05933
P1804,Project 1804,2024-09-02,2025-03-17,Completed,E08628
P1805,Project 1805,2021-03-06,2025-04-24,Completed,E01655
P1806,Project 1806,2024-11-03,2025-09-17,Completed,E02145
P1807,Project 1807,2021-08-30,2025-05-21,Completed,E02726
P1808,Project 1808,2025-03-16,2025-02-28,Planning,E08496
P1809,Project 1809,2023-06-07,2024-10-15,On Hold,E01896
P1810,Project 1810,2023-08-21,2025-06-27,On Hold,E04716
P1811,Project 1811,2022-06-24,2025-07-11,On Hold,E08418
P1812,Project 1812,2023-03-27,2025-07-03,Active,E09694
P1813,Project 1813,2021-10-06,2025-07-01,Planning,E07264
P1814,Project 1814,2021-12-25,2025-01-01,Completed,E00188
P1815,Project 1815,2021-05-24,2025-05-15,Planning,E06179
P1816,Project 1816,2024-11-25,2025-05-18,Completed,E07785
P1817,Project 1817,2024-05-06,2025-05-27,Active,E00757
P1818,Project 1818,2021-03-19,2025-01-09,On Hold,E05227
P1819,Project 1819,2025-03-23,2024-11-05,On Hold,E01844
P1820,Project 1820,2023-12-23,2024-11-12,On Hold,E04809
P1821,Project 1821,2021-04-10,2025-09-11,On Hold,E01618
P1822,Project 1822,2023-12-09,2024-12-20,Active,E00696
P1823,Project 1823,2022-10-13,2025-07-03,Planning,E08878
P1824,Project 1824,2021-01-05,2025-04-12,Active,E05968
P1825,Project 1825,2024-02-10,2025-08-20,Planning,E07011
P1826,Project 1826,2023-02-07,2025-08-07,Completed,E09079
P1827,Project 1827,2024-10-27,2025-06-06,On Hold,E03794
P1828,Project 1828,2021-08-10,2025-04-17,Planning,E06578
P1829,Project 1829,2022-10-05,2025-09-19,Planning,E08564
P1830,Project 1830,2024-02-17,2024-11-01,Completed,E02484
P1831,Project 1831,2023-04-16,2024-10-15,Active,E08032
P1832,Project 1832,2022-07-14,2025-01-29,On Hold,E01162
P1833,Project 1833,2024-09-13,2025-02-25,Completed,E09866
P1834,Project 1834,2023-09-22,2024-12-01,On Hold,E05989
P1835,Project 1835,2022-02-16,2024-10-23,On Hold,E00442
P1836,Project 1836,2022-09-19,2025-01-29,Active,E02078
P1837,Project 1837,2020-11-26,2024-11-18,On Hold,E04442
P1838,Project 1838,2021-06-25,2025-05-03,Planning,E02716
P1839,Project 1839,2020-12-19,2025-01-27,Completed,E00817
P1840,Project 1840,2021-09-16,2025-09-14,Planning,E04948
P1841,Project 1841,2023-03-19,2024-10-31,Active,E09664
P1842,Project 1842,2023-08-16,2025-01-19,Completed,E01159
P1843,Project 1843,2021-08-22,2025-05-17,Completed,E03084
P1844,Project 1844,2022-01-23,2024-10-04,Planning,E01846
P1845,Project 1845,2021-01-02,2025-08-13,Planning,E09764
P1846,Project 1846,2025-04-21,2025-05-06,Planning,E06324
P1847,Project 1847,2025-07-18,2025-04-12,On Hold,E01874
P1848,Project 1848,2023-01-21,2025-03-16,Completed,E07732
P1849,Project 1849,2024-05-11,2024-11-18,Planning,E08484
P1850,Project 1850,2021-04-23,2025-08-30,On Hold,E09351
P1851,Project 1851,2021-05-25,2024-10-30,Planning,E07461
P1852,Project 1852,2023-10-10,2025-02-22,On Hold,E02667
P1853,Project 1853,2022-03-05,2025-04-15,Planning,E06673
P1854,Project 1854,2025-04-03,2024-10-21,Completed,E01341
P1855,Project 1855,2022-06-04,2025-02-27,Active,E04577
P1856,Project 1856,2021-06-03,2025-09-24,Active,E03358
P1857,Project 1857,2024-10-29,2025-01-29,On Hold,E03546
P1858,Project 1858,2024-09-30,2025-03-29,On Hold,E06549
P1859,Project 1859,2022-11-29,2025-06-23,Planning,E08705
P1860,Project 1860,2023-07-05,2025-05-29,On Hold,E05972
P1861,Project 1861,2025-02-15,2025-08-08,Completed,E09135
P1862,Project 1862,2022-10-03,2024-12-12,Active,E00490
P1863,Project 1863,2022-03-06,2025-01-13,Completed,E02690
P1864,Project 1864,2024-02-18,2025-06-26,On Hold,E05076
P1865,Project 1865,2020-12-03,2025-09-16,Completed,E07977
P1866,Project 1866,2023-02-10,2025-03-06,Completed,E07100
P1867,Project 1867,2025-01-19,2024-10-02,Completed,E07648
P1868,Project 1868,2021-08-03,2025-09-01,Active,E00011
P1869,Project 1869,2023-10-01,2025-02-11,Completed,E04317
P1870,Project 1870,2022-10-27,2025-08-12,Active,E04001
P1871,Project 1871,2021-08-22,2024-10-05,Planning,E02102
P1872,Project 1872,2023-10-13,2024-09-26,Planning,E05658
P1873,Project 1873,2023-09-11,2025-01-24,On Hold,E00462
P1874,Project 1874,2025-08-27,2025-03-07,On Hold,E08869
