task_id,project_id,assignee_id,description,priority,status,due_date
T00363,P0001,E00197,Sure cause job forget fly continue.,High,Completed,2025-03-22
T00364,P0037,E00061,Explain perhaps mind more.,High,Blocked,2025-04-29
T00365,P0030,E00010,Maintain century guess science center above baby.,Low,Completed,2025-06-07
T00366,P0024,E00178,Realize increase parent organization movie situation.,Low,In Progress,2024-12-17
T00367,P0025,E00079,It rate alone here look figure team.,Low,In Progress,2025-03-01
T00368,P0017,E00099,Also class term either area become recent yourself.,Medium,Completed,2025-07-21
T00369,P0010,E00177,Drop after bad two song.,High,Completed,2025-03-29
T00370,P0046,E00125,Hundred edge mother.,High,Blocked,2025-01-27
T00371,P0013,E00082,Floor card face child hotel gas everybody.,Low,Blocked,2025-02-21
T00372,P0035,E00062,View get religious model fish visit whatever.,Low,Open,2025-08-11
T00373,P0012,E00041,Practice lead understand prevent foreign.,Medium,Open,2025-09-13
T00374,P0006,E00055,Trial it theory prevent data subject.,High,Open,2025-06-11
T00375,P0033,E00013,Green those Mr professor attention president type.,Low,In Progress,2025-01-21
T00376,P0006,E00192,Tough realize outside seek year simple.,Medium,Open,2025-08-25
T00377,P0003,E00185,Can team various fill like region.,High,Completed,2024-11-24
T00378,P0029,E00176,Hotel those very exist it.,Medium,Completed,2025-08-04
T00379,P0024,E00115,Magazine operation course loss.,High,Blocked,2025-06-17
T00380,P0016,E00075,Though any spend about pressure us support spend.,High,In Progress,2025-05-04
T00381,P0010,E00144,Quickly you fine result.,Low,In Progress,2025-05-29
T00382,P0039,E00018,Student could western lawyer.,Low,In Progress,2024-10-30
T00383,P0043,E00181,Buy team half away.,Low,In Progress,2024-10-09
T00384,P0027,E00100,Together room him step spring.,High,Completed,2025-06-15
T00385,P0040,E00133,Read character behind from impact place.,Low,Completed,2024-12-19
T00386,P0038,E00132,World good miss explain rule.,High,Open,2025-02-11
T00387,P0034,E00070,Drive Mrs west address approach manager.,Medium,Blocked,2025-01-16
T00388,P0014,E00036,Series study assume event city center executive father.,High,Blocked,2025-06-26
T00389,P0021,E00131,Any evidence address western outside scene.,Medium,Completed,2024-12-23
T00390,P0028,E00037,Middle talk policy think.,Medium,Open,2025-05-04
T00391,P0042,E00049,Agency enter about until dark agency people.,Medium,Open,2025-03-14
T00392,P0041,E00037,Protect community question reflect.,Medium,Completed,2024-12-21
T00393,P0026,E00157,Series major picture determine.,High,Completed,2025-03-02
T00394,P0023,E00145,Either huge join kitchen live different.,High,Open,2025-01-19
T00395,P0039,E00016,Unit explain visit conference hope into fund.,Medium,Blocked,2025-06-01
T00396,P0002,E00147,Describe sign seat camera entire leg anything catch.,Medium,Blocked,2024-10-19
T00397,P0034,E00051,Value better those store.,Low,Blocked,2024-12-14
T00398,P0010,E00109,Notice join line take much.,Medium,Blocked,2025-05-06
T00399,P0047,E00085,Mean through speech list Democrat this.,High,Blocked,2025-04-18
T00400,P0012,E00069,Owner page analysis last.,Medium,Completed,2024-11-03
T00401,P0025,E00063,Body worry get drug recent guy left turn.,Low,In Progress,2025-09-06
T00402,P0047,E00136,Base school instead pull.,High,Completed,2025-09-18
T00403,P0009,E00176,Street relationship task.,Low,In Progress,2025-06-15
T00404,P0030,E00079,Our animal response street couple economy.,High,In Progress,2024-12-11
T00405,P0044,E00146,Face decision civil sing space.,Low,Open,2025-02-24
T00406,P0044,E00021,Education choose set type.,Low,In Progress,2024-09-26
T00407,P0003,E00047,Leg change turn whatever.,Low,Completed,2025-02-16
T00408,P0042,E00025,Dream church meet suggest medical think land.,Low,Completed,2025-04-11
T00409,P0006,E00054,Blood own design music head always analysis.,Medium,Completed,2024-10-09
T00410,P0003,E00084,Program deep wish garden.,Medium,Open,2025-06-18
T00411,P0046,E00100,Population live land former I necessary.,High,Completed,2024-11-07
T00412,P0011,E00059,Need finally leg agreement.,Medium,Open,2025-01-07
T00413,P0001,E00197,Point detail Republican star government smile.,High,Blocked,2025-06-29
T00414,P0032,E00122,Talk more voice side free security.,Medium,Open,2025-06-19
T00415,P0040,E00014,Building fine daughter win series stage.,Low,In Progress,2025-03-31
T00416,P0012,E00041,Skin successful matter notice.,High,Blocked,2025-02-12
T00417,P0002,E00122,Guess oil force in among up TV.,Low,Completed,2025-08-26
T00418,P0049,E00119,Relate language fire consumer successful.,High,Completed,2025-06-20
T00419,P0016,E00042,Eight cause across civil wife campaign begin.,Medium,Blocked,2024-12-30
T00420,P0017,E00137,Lose onto happy result law candidate.,Medium,Blocked,2025-03-20
T00421,P0018,E00163,And audience century involve degree continue.,Low,Open,2025-07-30
T00422,P0050,E00016,Nation determine main.,Low,In Progress,2024-11-28
T00423,P0014,E00060,Central administration single gun serious find without.,High,Completed,2024-12-02
T00424,P0017,E00063,Coach point allow respond.,Medium,Blocked,2025-05-28
T00425,P0031,E00061,Nothing today news agent source.,Low,Completed,2025-05-29
T00426,P0036,E00088,Special cup approach nation Mrs defense your family.,High,In Progress,2025-03-25
T00427,P0005,E00159,Reach agency week just choose field issue.,Medium,Completed,2025-02-14
T00428,P0049,E00088,Final no issue range above whose plant decision.,High,Blocked,2025-02-20
T00429,P0035,E00039,These sea town administration.,Low,Completed,2025-01-21
T00430,P0014,E00024,Congress skin interview number society help not sure.,Low,Open,2024-12-10
T00431,P0010,E00092,Force same city each.,Medium,In Progress,2025-09-05
T00432,P0048,E00158,Two star paper close which road.,Low,In Progress,2024-12-31
T00433,P0002,E00123,Court public drive point.,High,Open,2025-08-10
T00434,P0018,E00029,Indicate black government visit fear rock.,Low,Completed,2025-02-12
T00435,P0030,E00006,Answer her message collection sport history school.,High,Blocked,2025-04-02
T00436,P0029,E00015,What wall pattern college will page world.,Medium,Blocked,2025-08-15
T00437,P0040,E00181,Quite someone practice training growth.,High,In Progress,2025-04-02
T00438,P0020,E00065,Perform food son director feel another.,High,Completed,2025-04-17
T00439,P0020,E00189,Direction pretty than name name building often.,Medium,Completed,2024-12-02
T00440,P0042,E00155,Inside attention career strategy truth management management.,Medium,Open,2025-09-13
T00441,P0007,E00060,Place particular southern before pull.,Low,Completed,2024-11-20
T00442,P0049,E00178,Baby Democrat may.,Medium,Blocked,2025-02-05
T00443,P0014,E00030,Accept check oil.,High,Open,2025-02-04
T00444,P0009,E00077,Available crime sport house service.,Low,Blocked,2024-12-12
T00445,P0019,E00082,Fact above network bag.,High,Blocked,2025-03-20
T00446,P0015,E00147,Each near trip low.,Medium,Blocked,2024-10-06
T00447,P0034,E00074,Consumer girl adult summer.,Medium,In Progress,2024-12-22
T00448,P0046,E00026,Magazine floor tough recently add recognize real.,Low,Open,2025-05-22
T00449,P0013,E00089,Week heavy garden where.,High,Completed,2024-12-10
T00450,P0033,E00183,Voice sure morning either.,Medium,In Progress,2024-12-13
T00451,P0025,E00049,Travel loss head authority expect manage itself.,High,In Progress,2024-11-05
T00452,P0045,E00122,With around resource need action lot mouth.,Medium,Open,2024-12-01
T00453,P0012,E00126,Such apply perhaps.,High,Open,2025-05-22
T00454,P0039,E00040,Act thank value dark phone nothing box.,Medium,Completed,2025-07-27
T00455,P0012,E00029,Both program actually hear.,High,Open,2025-05-01
T00456,P0012,E00061,Concern recently national catch save.,High,Blocked,2025-01-30
T00457,P0011,E00133,His guess pretty amount clearly detail better.,High,Open,2025-03-14
T00458,P0032,E00064,Rise close west seat cold hit.,Medium,Blocked,2025-05-30
T00459,P0048,E00199,See base land book.,High,Completed,2025-07-14
T00460,P0037,E00127,Some score in career our conference benefit.,Low,Blocked,2024-12-02
T00461,P0042,E00160,Themselves senior it doctor administration commercial.,Medium,Open,2025-05-07
T00462,P0047,E00188,Base rate use full political.,High,Open,2024-10-02
T00463,P0037,E00104,Guess culture part.,High,Completed,2025-01-04
T00464,P0015,E00191,Art garden language somebody.,High,In Progress,2024-09-24
T00465,P0023,E00106,Maybe clearly fact upon land.,Low,In Progress,2024-12-18
T00466,P0038,E00086,Mean job particular anyone according pretty dinner.,Low,In Progress,2024-10-02
T00467,P0005,E00020,Hotel process store fund member focus responsibility.,Low,Blocked,2024-09-26
T00468,P0001,E00176,Total kind lawyer organization kind upon case.,Low,Open,2024-12-01
T00469,P0003,E00138,Brother ready traditional.,Low,In Progress,2024-11-10
T00470,P0009,E00015,Blue seem as cover agree time.,Medium,In Progress,2025-08-01
T00471,P0009,E00192,All though others hair condition among fire.,Low,Open,2024-10-18
T00472,P0035,E00151,Point story task listen back become any.,Low,Completed,2025-02-14
T00473,P0025,E00197,Goal speech key itself member if crime.,Low,Open,2025-05-22
T00474,P0019,E00109,Thus size effort argue.,Medium,Open,2025-06-21
T00475,P0029,E00030,Agent play myself bag east work miss officer.,Low,Open,2025-08-24
T00476,P0019,E00121,You we ever training.,High,In Progress,2025-06-06
T00477,P0017,E00120,Somebody I keep top once full environmental.,Medium,Open,2025-02-17
T00478,P0050,E00032,Benefit although check.,Medium,In Progress,2024-10-28
T00479,P0037,E00012,Fill avoid tonight thank level sometimes.,Medium,Blocked,2024-11-10
T00480,P0021,E00015,Program new edge world.,High,Blocked,2025-09-09
T00481,P0033,E00136,Laugh them key price follow.,High,Completed,2024-12-02
T00482,P0030,E00184,Arrive true player popular.,Medium,Open,2024-11-29
T00483,P0012,E00120,Model new six guess maybe.,Low,Open,2024-11-26
T00484,P0028,E00006,Whatever people then couple pick fund line.,Low,Completed,2025-06-01
T00485,P0004,E00040,Clear top air.,High,Completed,2025-07-19
T00486,P0022,E00004,Offer husband interest research son.,Medium,In Progress,2025-01-14
T00487,P0009,E00190,Experience experience career lawyer one discussion.,Medium,Open,2025-06-15
T00488,P0045,E00178,Somebody get report owner network need.,High,Completed,2025-05-24
T00489,P0010,E00071,Coach will list four wonder difficult.,Low,Blocked,2024-12-18
T00490,P0039,E00066,Time voice piece argue bit.,High,Completed,2025-02-26
T00491,P0028,E00077,Establish arrive energy there begin.,Medium,Blocked,2025-02-16
T00492,P0025,E00120,Eight ready gas win indeed.,Medium,Completed,2025-02-17
T00493,P0027,E00158,News consider describe hair allow every hair.,Low,Completed,2025-07-13
T00494,P0011,E00183,Science this wall data.,High,Completed,2025-08-08
T00495,P0001,E00005,Base black fund threat.,Low,Open,2024-12-29
T00496,P0045,E00029,Forward political coach spend place mother federal.,Low,Blocked,2025-08-03
T00497,P0017,E00049,Her media tonight avoid perhaps.,Medium,Completed,2024-11-08
T00498,P0032,E00188,Event make particular top produce explain.,Low,Open,2025-04-26
T00499,P0049,E00122,Wrong community kid daughter Democrat traditional peace.,Low,In Progress,2025-08-12
T00500,P0013,E00047,Share now brother dream able let.,Low,Completed,2025-07-17
