survey_id,subject_id,category,topic,rating,date
S02083,E00048,Customer,Support,3,2025-01-24
S02084,E00168,Customer,Support,5,2024-10-13
S02085,C03701,Customer,Experience,3,2025-06-22
S02086,C00180,Customer,Net Promoter Score,2,2023-10-21
S02087,C01664,Customer,Support,3,2024-10-15
S02088,C01624,Customer,Support,5,2024-11-25
S02089,E00173,Customer,Satisfaction,2,2024-05-30
S02090,E00417,Employee,Net Promoter Score,1,2024-02-17
S02091,E00196,Employee,Experience,3,2024-05-26
S02092,E00071,Customer,Support,5,2024-01-19
S02093,C02166,Employee,Support,5,2025-05-28
S02094,C01171,Employee,Net Promoter Score,3,2024-05-04
S02095,E00449,Employee,Satisfaction,2,2024-05-14
S02096,C04692,Customer,Satisfaction,3,2025-04-16
S02097,C00114,Employee,Experience,1,2024-07-16
S02098,E00182,Customer,Satisfaction,2,2024-04-26
S02099,E00193,Employee,Experience,3,2025-05-01
S02100,E00012,Employee,Net Promoter Score,3,2025-04-22
S02101,E00046,Employee,Support,4,2025-07-16
S02102,E00333,Customer,Satisfaction,1,2025-01-21
S02103,E00437,Employee,Support,5,2024-04-28
S02104,C02628,Customer,Experience,1,2024-04-02
S02105,C02662,Customer,Net Promoter Score,4,2024-12-16
S02106,E00425,Customer,Support,3,2025-01-24
S02107,E00423,Customer,Net Promoter Score,3,2025-06-27
S02108,C04814,Customer,Net Promoter Score,4,2024-12-10
S02109,C04653,Customer,Satisfaction,3,2024-01-02
S02110,C02015,Employee,Net Promoter Score,1,2025-03-09
S02111,C04154,Employee,Net Promoter Score,2,2024-08-08
S02112,E00352,Employee,Net Promoter Score,5,2025-02-21
S02113,C01833,Customer,Net Promoter Score,2,2024-11-25
S02114,C03656,Customer,Support,1,2024-12-19
S02115,C02237,Customer,Support,3,2025-08-21
S02116,E00124,Employee,Experience,5,2023-10-17
S02117,E00175,Employee,Support,3,2024-05-26
S02118,E00146,Customer,Satisfaction,4,2025-10-04
S02119,C00104,Customer,Satisfaction,5,2025-06-02
S02120,C03407,Employee,Support,2,2024-11-27
S02121,E00052,Employee,Satisfaction,3,2024-11-25
S02122,C02488,Customer,Net Promoter Score,2,2024-02-03
S02123,E00310,Employee,Experience,2,2024-05-21
S02124,E00231,Employee,Experience,2,2025-03-12
S02125,E00014,Customer,Support,3,2024-10-06
S02126,E00163,Employee,Support,5,2025-06-30
S02127,E00461,Employee,Experience,3,2024-05-06
S02128,E00459,Employee,Support,1,2025-02-06
S02129,E00133,Employee,Net Promoter Score,4,2025-05-20
S02130,C03705,Employee,Experience,2,2025-02-13
S02131,C02455,Employee,Net Promoter Score,3,2024-08-07
S02132,C03769,Customer,Support,2,2025-03-21
S02133,C03930,Employee,Net Promoter Score,4,2024-11-04
S02134,E00015,Employee,Experience,1,2024-07-20
S02135,E00080,Customer,Net Promoter Score,4,2025-08-19
S02136,E00178,Employee,Support,5,2024-09-10
S02137,E00285,Customer,Support,3,2024-09-13
S02138,E00356,Customer,Satisfaction,3,2024-11-15
S02139,C02178,Employee,Experience,1,2024-05-29
S02140,E00007,Customer,Support,3,2025-01-08
S02141,C01706,Employee,Support,1,2025-03-05
S02142,E00084,Employee,Support,4,2025-05-28
S02143,C00037,Employee,Net Promoter Score,2,2024-02-23
S02144,C01472,Customer,Support,3,2024-04-18
S02145,E00449,Employee,Experience,4,2024-11-06
S02146,C01495,Customer,Support,5,2024-03-25
S02147,E00313,Employee,Support,5,2024-03-11
S02148,C02551,Customer,Support,5,2024-06-03
S02149,C01229,Employee,Support,4,2024-11-19
S02150,C04943,Employee,Net Promoter Score,4,2023-12-05
S02151,E00250,Customer,Satisfaction,4,2025-07-05
S02152,C03812,Customer,Net Promoter Score,5,2024-02-20
S02153,E00238,Customer,Support,2,2023-10-11
S02154,C04833,Customer,Satisfaction,3,2024-05-08
S02155,C00479,Customer,Satisfaction,2,2024-10-08
S02156,C04899,Customer,Satisfaction,5,2025-02-28
S02157,E00288,Employee,Satisfaction,2,2025-01-26
S02158,C00473,Customer,Satisfaction,2,2025-07-05
S02159,C03779,Customer,Experience,2,2025-04-25
S02160,C02170,Customer,Experience,1,2023-11-23
S02161,E00232,Employee,Experience,3,2025-04-13
S02162,C00533,Employee,Net Promoter Score,3,2024-11-28
S02163,E00139,Customer,Satisfaction,1,2025-04-23
S02164,C02205,Customer,Satisfaction,4,2025-09-17
S02165,E00446,Customer,Net Promoter Score,5,2024-02-22
S02166,C00118,Employee,Satisfaction,3,2024-02-13
S02167,E00203,Employee,Support,5,2024-07-31
S02168,E00132,Employee,Satisfaction,2,2025-09-05
S02169,C00422,Employee,Net Promoter Score,4,2024-02-11
S02170,E00244,Customer,Satisfaction,3,2024-01-25
S02171,E00218,Employee,Experience,4,2024-03-03
S02172,E00434,Employee,Experience,3,2025-04-03
S02173,E00075,Employee,Net Promoter Score,1,2023-11-09
S02174,E00440,Employee,Satisfaction,5,2024-09-04
S02175,C02345,Employee,Experience,1,2024-10-27
S02176,C00824,Customer,Satisfaction,4,2024-11-04
S02177,E00461,Customer,Experience,4,2025-01-04
S02178,E00120,Employee,Experience,2,2024-01-27
S02179,C03969,Employee,Experience,5,2024-02-13
S02180,C02877,Customer,Satisfaction,4,2023-12-12
S02181,E00135,Customer,Support,1,2023-10-28
S02182,C01867,Employee,Experience,2,2024-10-31
S02183,E00255,Employee,Experience,4,2025-01-22
S02184,C03415,Customer,Experience,2,2025-09-14
S02185,E00346,Employee,Experience,3,2025-02-22
S02186,C04414,Employee,Support,2,2025-01-02
S02187,C01472,Customer,Satisfaction,1,2025-03-24
S02188,C01027,Employee,Net Promoter Score,3,2024-12-12
S02189,E00215,Employee,Satisfaction,4,2024-05-21
S02190,E00458,Customer,Net Promoter Score,5,2024-04-07
S02191,C02362,Customer,Experience,5,2025-04-13
S02192,E00251,Employee,Support,2,2025-05-04
S02193,C03041,Employee,Net Promoter Score,3,2024-11-30
S02194,C00536,Employee,Experience,2,2025-07-06
S02195,E00009,Customer,Support,3,2023-10-06
S02196,E00190,Employee,Experience,1,2025-08-22
S02197,C03434,Employee,Support,2,2025-05-18
S02198,C01703,Employee,Net Promoter Score,3,2023-10-23
S02199,E00184,Customer,Net Promoter Score,5,2024-08-21
S02200,C00591,Employee,Support,4,2024-09-15
S02201,C01341,Customer,Support,3,2025-02-25
S02202,E00315,Customer,Satisfaction,4,2025-05-31
S02203,C00318,Customer,Experience,4,2024-12-17
S02204,C01256,Employee,Support,3,2024-04-03
S02205,C03894,Employee,Support,1,2025-06-13
S02206,C00246,Employee,Experience,5,2024-08-26
S02207,E00402,Customer,Support,2,2025-09-16
S02208,E00306,Customer,Experience,3,2025-06-09
S02209,C04323,Customer,Experience,3,2024-12-08
S02210,C04289,Customer,Satisfaction,1,2025-05-01
S02211,E00130,Customer,Satisfaction,1,2023-11-03
S02212,E00117,Employee,Experience,1,2024-12-17
S02213,E00497,Employee,Experience,1,2024-03-08
S02214,C01083,Customer,Support,4,2024-10-30
S02215,E00227,Customer,Satisfaction,1,2025-09-02
S02216,E00076,Employee,Experience,2,2024-01-15
S02217,C01467,Customer,Support,2,2024-11-24
S02218,C03564,Customer,Net Promoter Score,5,2024-07-13
S02219,E00027,Customer,Satisfaction,3,2024-01-13
S02220,E00083,Customer,Experience,3,2023-12-25
S02221,E00438,Customer,Satisfaction,2,2024-07-13
S02222,C03953,Customer,Net Promoter Score,1,2024-06-25
S02223,E00310,Employee,Satisfaction,4,2025-01-22
S02224,C03620,Employee,Experience,3,2025-07-04
S02225,E00301,Employee,Support,5,2024-06-12
S02226,C03048,Customer,Net Promoter Score,3,2024-12-06
S02227,E00092,Customer,Satisfaction,1,2025-08-15
S02228,C02483,Customer,Net Promoter Score,1,2025-04-29
S02229,E00025,Employee,Net Promoter Score,4,2023-11-25
S02230,E00470,Employee,Net Promoter Score,3,2024-09-08
S02231,C01194,Customer,Experience,4,2025-02-03
S02232,C00736,Employee,Support,2,2024-09-25
S02233,E00351,Customer,Support,3,2025-04-29
S02234,E00378,Customer,Experience,2,2024-07-27
S02235,E00293,Employee,Satisfaction,1,2024-11-25
S02236,C01036,Customer,Support,3,2024-12-28
S02237,E00250,Employee,Net Promoter Score,4,2023-10-29
S02238,E00056,Employee,Experience,2,2024-07-02
S02239,C01171,Employee,Support,1,2024-07-25
S02240,C00753,Employee,Satisfaction,3,2025-09-24
S02241,E00411,Customer,Support,4,2025-05-16
S02242,C00990,Employee,Support,3,2024-02-17
S02243,E00021,Customer,Satisfaction,4,2024-03-25
S02244,C04055,Employee,Satisfaction,1,2024-05-22
S02245,C04796,Employee,Support,4,2024-03-16
S02246,C02049,Customer,Net Promoter Score,4,2025-06-30
S02247,C02634,Employee,Net Promoter Score,4,2025-05-18
S02248,C00226,Customer,Experience,5,2025-08-22
S02249,E00161,Employee,Net Promoter Score,2,2024-04-03
S02250,E00022,Employee,Support,3,2025-04-04
S02251,C01691,Customer,Net Promoter Score,5,2024-04-23
S02252,E00449,Customer,Net Promoter Score,4,2024-05-22
S02253,C02187,Customer,Experience,5,2024-01-27
S02254,E00122,Employee,Satisfaction,4,2025-09-07
S02255,E00404,Employee,Support,5,2023-11-19
S02256,E00485,Employee,Satisfaction,4,2024-07-15
S02257,C02395,Employee,Experience,2,2025-07-04
S02258,E00354,Customer,Satisfaction,4,2025-07-17
S02259,C04650,Employee,Support,3,2024-04-16
S02260,E00291,Customer,Net Promoter Score,3,2024-04-21
S02261,C02026,Customer,Satisfaction,1,2024-03-16
S02262,C00386,Customer,Satisfaction,3,2025-07-19
S02263,C00398,Customer,Satisfaction,3,2024-12-02
S02264,E00145,Employee,Support,4,2024-12-12
S02265,C00871,Customer,Net Promoter Score,5,2024-06-24
S02266,E00254,Employee,Satisfaction,4,2025-08-04
S02267,E00327,Employee,Support,1,2024-10-24
S02268,C03233,Customer,Support,4,2025-04-24
S02269,E00399,Employee,Support,2,2025-01-22
S02270,C00017,Customer,Satisfaction,3,2024-12-31
S02271,C01736,Employee,Satisfaction,2,2024-06-14
S02272,C02426,Customer,Experience,3,2025-01-01
S02273,C03519,Employee,Satisfaction,3,2025-01-13
S02274,E00050,Customer,Support,4,2024-08-09
S02275,E00160,Employee,Experience,3,2023-12-17
S02276,E00326,Customer,Net Promoter Score,3,2025-01-16
S02277,E00353,Employee,Support,2,2024-05-19
S02278,C02311,Customer,Support,5,2025-02-05
S02279,E00286,Customer,Support,4,2025-09-08
S02280,C01816,Employee,Satisfaction,4,2024-05-14
S02281,E00109,Employee,Satisfaction,1,2024-08-08
S02282,E00372,Employee,Satisfaction,3,2025-01-14
S02283,E00359,Customer,Support,5,2024-03-19
S02284,E00122,Employee,Satisfaction,2,2023-11-24
S02285,C02555,Customer,Support,5,2024-05-03
S02286,C01812,Employee,Net Promoter Score,5,2025-06-16
S02287,C00891,Employee,Support,2,2024-10-21
S02288,E00217,Employee,Net Promoter Score,2,2024-10-12
S02289,C04681,Customer,Support,3,2025-07-03
S02290,C00525,Employee,Support,5,2025-07-25
S02291,E00094,Employee,Experience,5,2025-08-28
S02292,E00327,Customer,Net Promoter Score,4,2024-12-10
S02293,E00353,Employee,Support,3,2025-09-06
S02294,E00016,Employee,Support,3,2025-03-15
S02295,C01719,Employee,Support,3,2023-11-23
S02296,E00318,Customer,Satisfaction,5,2024-11-26
S02297,E00176,Customer,Support,3,2023-10-23
S02298,E00447,Customer,Experience,4,2025-07-10
S02299,C02229,Customer,Satisfaction,5,2023-11-11
S02300,E00355,Customer,Satisfaction,4,2024-03-02
S02301,E00370,Employee,Net Promoter Score,3,2024-03-19
S02302,C02656,Customer,Support,5,2024-12-31
S02303,C01605,Customer,Support,2,2024-12-29
S02304,C03893,Employee,Satisfaction,1,2025-01-04
S02305,E00307,Employee,Net Promoter Score,3,2025-01-10
S02306,C00875,Employee,Net Promoter Score,4,2024-10-16
S02307,E00232,Employee,Net Promoter Score,4,2024-09-26
S02308,C01583,Employee,Satisfaction,3,2023-11-23
S02309,C00310,Customer,Experience,3,2024-07-01
S02310,E00223,Customer,Satisfaction,2,2024-05-24
S02311,E00466,Employee,Satisfaction,2,2024-02-24
S02312,C01005,Customer,Support,1,2024-06-22
S02313,C00576,Employee,Net Promoter Score,1,2025-03-21
S02314,E00360,Customer,Experience,3,2024-10-14
S02315,E00109,Customer,Net Promoter Score,3,2023-11-23
S02316,C02558,Customer,Experience,3,2024-05-27
S02317,C03357,Employee,Satisfaction,1,2025-08-26
S02318,C04853,Employee,Satisfaction,3,2024-12-12
S02319,C00240,Customer,Net Promoter Score,4,2024-04-15
S02320,C00512,Employee,Experience,5,2023-12-17
S02321,C02130,Customer,Satisfaction,5,2024-10-19
S02322,C01817,Employee,Support,4,2025-06-27
S02323,C01439,Employee,Experience,1,2024-12-15
S02324,C04523,Customer,Support,3,2024-02-01
S02325,E00434,Customer,Support,1,2025-06-01
S02326,C02624,Employee,Satisfaction,2,2024-05-21
S02327,E00196,Employee,Support,5,2024-05-10
S02328,C03666,Employee,Net Promoter Score,4,2023-11-12
S02329,C00833,Customer,Experience,5,2024-07-29
S02330,E00143,Customer,Support,2,2024-12-05
S02331,C01225,Customer,Satisfaction,5,2023-11-22
S02332,C03154,Customer,Support,2,2023-10-13
S02333,C00753,Employee,Experience,1,2024-06-11
S02334,E00468,Employee,Support,5,2025-02-23
S02335,C04037,Customer,Support,4,2024-06-06
S02336,E00199,Employee,Satisfaction,2,2024-07-29
S02337,C03997,Employee,Support,5,2025-08-04
S02338,E00437,Employee,Experience,4,2024-06-29
S02339,E00030,Customer,Experience,2,2023-12-07
S02340,E00039,Customer,Support,3,2024-03-11
S02341,C04367,Customer,Satisfaction,2,2024-06-10
S02342,C02616,Employee,Experience,3,2024-03-24
S02343,C00131,Customer,Experience,3,2023-11-29
S02344,C01682,Customer,Support,5,2024-08-13
S02345,E00051,Customer,Satisfaction,2,2025-09-09
S02346,E00246,Employee,Satisfaction,1,2024-03-11
S02347,E00202,Customer,Net Promoter Score,1,2023-11-05
S02348,C01102,Employee,Net Promoter Score,5,2025-06-21
S02349,E00406,Employee,Support,2,2024-07-03
S02350,C02834,Customer,Satisfaction,3,2025-05-10
S02351,E00432,Customer,Experience,4,2024-01-18
S02352,C04103,Employee,Support,5,2024-02-13
S02353,C04552,Customer,Satisfaction,4,2025-08-03
S02354,E00350,Customer,Net Promoter Score,5,2023-12-20
S02355,E00426,Employee,Satisfaction,5,2025-04-17
S02356,E00031,Customer,Net Promoter Score,4,2024-05-24
S02357,E00016,Employee,Satisfaction,2,2024-10-24
S02358,C02924,Employee,Net Promoter Score,4,2025-05-03
S02359,E00112,Employee,Net Promoter Score,2,2025-02-25
S02360,C04224,Customer,Support,4,2024-03-08
S02361,E00453,Customer,Support,2,2024-10-15
S02362,C02885,Customer,Satisfaction,2,2024-02-15
S02363,E00253,Customer,Net Promoter Score,4,2025-06-26
S02364,C00770,Customer,Net Promoter Score,2,2024-07-02
S02365,E00067,Employee,Satisfaction,2,2023-11-20
S02366,C01205,Employee,Net Promoter Score,1,2024-03-31
S02367,C04506,Employee,Satisfaction,5,2025-08-13
S02368,E00027,Customer,Experience,2,2024-06-04
S02369,C02466,Customer,Support,1,2024-08-25
S02370,C03395,Customer,Net Promoter Score,4,2025-07-29
S02371,E00402,Employee,Satisfaction,1,2025-06-23
S02372,E00166,Customer,Satisfaction,1,2024-02-17
S02373,C03364,Employee,Support,3,2024-07-27
S02374,C00021,Customer,Satisfaction,1,2025-08-27
S02375,C00668,Customer,Experience,4,2025-06-06
S02376,C02162,Employee,Satisfaction,5,2024-09-25
S02377,C00986,Employee,Experience,5,2025-01-23
S02378,C01239,Employee,Satisfaction,5,2024-03-16
S02379,C03576,Customer,Satisfaction,3,2024-11-06
S02380,E00210,Employee,Satisfaction,2,2024-05-03
S02381,C03874,Employee,Experience,2,2024-12-22
S02382,C00168,Employee,Support,3,2025-09-25
S02383,E00142,Customer,Experience,4,2024-07-03
S02384,C04880,Employee,Experience,2,2025-06-14
S02385,C03339,Employee,Support,4,2024-12-26
S02386,C04501,Customer,Experience,5,2025-03-09
S02387,E00338,Employee,Satisfaction,1,2023-10-10
S02388,E00423,Employee,Satisfaction,1,2023-11-30
S02389,C03117,Employee,Satisfaction,2,2023-10-14
S02390,E00307,Employee,Net Promoter Score,1,2024-10-21
S02391,E00431,Customer,Support,4,2024-08-01
S02392,E00018,Customer,Support,1,2025-04-30
S02393,E00129,Employee,Satisfaction,3,2024-10-29
S02394,E00256,Customer,Support,2,2024-01-20
S02395,C03501,Employee,Satisfaction,3,2024-05-01
S02396,C00022,Employee,Satisfaction,1,2025-01-20
S02397,C00087,Customer,Net Promoter Score,1,2024-02-25
S02398,E00013,Customer,Satisfaction,5,2025-08-21
S02399,E00262,Employee,Satisfaction,5,2025-07-22
S02400,C02602,Customer,Net Promoter Score,3,2024-11-19
S02401,E00116,Customer,Experience,1,2024-08-20
S02402,C01055,Customer,Experience,2,2024-06-28
S02403,E00222,Employee,Net Promoter Score,5,2025-09-19
S02404,C03071,Customer,Support,3,2024-09-30
S02405,E00142,Employee,Support,1,2024-05-17
S02406,E00469,Customer,Satisfaction,2,2024-12-06
S02407,C02337,Employee,Satisfaction,4,2025-05-22
S02408,E00388,Customer,Satisfaction,2,2024-05-10
S02409,C03523,Customer,Support,3,2025-01-24
S02410,C00407,Customer,Satisfaction,4,2024-06-02
S02411,C01031,Customer,Net Promoter Score,4,2025-09-11
S02412,E00345,Employee,Support,5,2023-12-11
S02413,C04235,Customer,Net Promoter Score,2,2024-01-03
S02414,E00173,Customer,Satisfaction,3,2025-06-13
S02415,E00016,Employee,Support,1,2025-01-11
S02416,E00101,Employee,Experience,5,2025-03-02
S02417,E00184,Customer,Experience,5,2023-12-25
S02418,C03629,Employee,Support,1,2024-11-07
S02419,E00135,Employee,Support,3,2024-05-14
S02420,E00350,Customer,Satisfaction,4,2025-05-22
S02421,E00251,Employee,Experience,3,2025-09-21
S02422,E00383,Customer,Support,2,2025-09-13
S02423,C04876,Employee,Experience,1,2023-10-12
S02424,E00248,Employee,Experience,1,2025-02-17
S02425,E00191,Customer,Experience,4,2024-09-17
S02426,C04210,Employee,Net Promoter Score,2,2025-03-09
S02427,E00054,Customer,Net Promoter Score,4,2025-05-10
S02428,C04921,Customer,Net Promoter Score,4,2023-11-04
S02429,C00199,Employee,Support,5,2025-03-02
S02430,C03166,Employee,Support,1,2024-08-07
S02431,E00009,Customer,Support,3,2024-07-20
S02432,C03751,Customer,Support,2,2024-05-01
S02433,C01537,Customer,Experience,3,2024-08-04
S02434,C02946,Employee,Support,3,2025-09-16
S02435,E00362,Customer,Satisfaction,4,2025-01-14
S02436,E00147,Employee,Support,5,2024-02-21
S02437,E00081,Customer,Satisfaction,2,2025-04-25
S02438,E00147,Customer,Net Promoter Score,3,2025-03-03
S02439,E00223,Customer,Experience,1,2023-10-11
S02440,C00337,Customer,Satisfaction,2,2024-09-11
S02441,C04927,Employee,Experience,4,2025-04-30
S02442,C02243,Customer,Support,3,2025-02-14
S02443,E00014,Customer,Satisfaction,3,2025-07-28
S02444,C04096,Customer,Support,4,2024-08-19
S02445,E00218,Customer,Satisfaction,1,2024-03-07
S02446,E00494,Employee,Support,4,2024-08-11
S02447,E00243,Customer,Experience,3,2025-05-01
S02448,C00496,Customer,Experience,1,2025-03-05
S02449,E00401,Customer,Support,1,2024-10-21
S02450,E00063,Customer,Support,5,2024-03-10
S02451,E00422,Customer,Support,2,2025-08-06
S02452,E00339,Employee,Satisfaction,2,2024-06-14
S02453,C03894,Employee,Satisfaction,1,2024-04-17
S02454,E00132,Customer,Net Promoter Score,4,2024-05-14
S02455,C01798,Employee,Satisfaction,2,2023-11-17
S02456,C04793,Customer,Experience,2,2025-08-22
S02457,C02390,Customer,Satisfaction,1,2024-09-14
S02458,E00231,Customer,Support,2,2023-12-15
S02459,E00126,Employee,Net Promoter Score,1,2025-06-13
S02460,C00716,Customer,Support,1,2025-03-26
S02461,C03903,Employee,Support,3,2024-06-22
S02462,C03471,Customer,Satisfaction,5,2024-04-05
S02463,C02276,Employee,Experience,4,2024-09-17
S02464,C04003,Customer,Satisfaction,4,2024-12-21
S02465,E00360,Employee,Support,1,2024-11-18
S02466,C01001,Customer,Support,3,2024-05-21
S02467,C02524,Employee,Net Promoter Score,5,2024-01-04
S02468,E00462,Employee,Experience,3,2024-01-21
S02469,C01555,Customer,Experience,5,2024-05-28
S02470,E00183,Employee,Net Promoter Score,2,2024-01-23
S02471,E00299,Employee,Satisfaction,3,2024-03-12
S02472,C03578,Customer,Net Promoter Score,3,2024-10-24
S02473,E00466,Employee,Net Promoter Score,4,2025-06-19
S02474,C03813,Employee,Satisfaction,3,2023-12-27
S02475,E00361,Employee,Net Promoter Score,4,2024-02-15
S02476,C03980,Customer,Net Promoter Score,3,2024-06-07
S02477,C00473,Customer,Satisfaction,4,2025-05-22
S02478,E00178,Customer,Satisfaction,5,2024-08-13
S02479,E00268,Customer,Satisfaction,4,2025-07-16
S02480,C01771,Employee,Net Promoter Score,3,2023-12-02
S02481,E00040,Customer,Satisfaction,3,2025-08-30
S02482,E00069,Customer,Experience,1,2023-10-18
S02483,C02342,Employee,Satisfaction,2,2024-12-08
S02484,C00572,Employee,Experience,4,2025-05-20
S02485,E00442,Employee,Satisfaction,3,2024-12-05
S02486,E00290,Customer,Support,1,2024-06-07
S02487,C00426,Customer,Support,2,2024-09-07
S02488,E00428,Customer,Support,5,2024-06-20
S02489,E00228,Customer,Support,3,2023-10-31
S02490,C04086,Customer,Experience,2,2024-02-21
S02491,C01229,Customer,Support,5,2024-11-04
S02492,C04886,Employee,Experience,2,2025-03-11
S02493,C01674,Customer,Net Promoter Score,5,2024-03-06
S02494,E00490,Employee,Satisfaction,2,2024-08-04
S02495,C01283,Employee,Experience,2,2024-04-17
S02496,C03127,Employee,Experience,5,2025-09-26
S02497,C01821,Employee,Support,1,2025-01-31
S02498,E00438,Customer,Satisfaction,2,2024-01-19
S02499,E00064,Employee,Satisfaction,2,2024-01-12
S02500,C04482,Customer,Satisfaction,3,2025-07-23
S02501,E00014,Customer,Net Promoter Score,5,2025-01-06
S02502,C03546,Employee,Net Promoter Score,3,2023-12-10
S02503,C01026,Customer,Support,4,2025-02-14
S02504,C00480,Employee,Support,5,2025-01-21
S02505,E00247,Employee,Satisfaction,5,2025-03-21
S02506,E00374,Customer,Satisfaction,5,2024-09-22
S02507,C02504,Customer,Net Promoter Score,2,2024-03-20
S02508,E00071,Customer,Support,5,2025-08-08
S02509,E00346,Employee,Support,4,2024-12-16
S02510,E00124,Customer,Net Promoter Score,2,2024-12-27
S02511,E00100,Employee,Experience,5,2024-08-26
S02512,C04219,Customer,Support,2,2024-10-04
S02513,C02660,Employee,Support,2,2025-03-18
S02514,E00293,Employee,Satisfaction,2,2025-01-24
S02515,E00358,Employee,Support,4,2025-07-31
S02516,E00262,Employee,Net Promoter Score,1,2025-07-31
S02517,C00923,Employee,Support,2,2025-06-18
S02518,C00792,Customer,Satisfaction,1,2025-07-30
S02519,E00102,Employee,Support,2,2024-08-03
S02520,C01672,Customer,Experience,5,2024-03-28
S02521,E00003,Employee,Experience,2,2025-04-15
S02522,C04393,Employee,Experience,5,2025-04-18
S02523,C00004,Customer,Net Promoter Score,4,2024-04-17
S02524,E00133,Employee,Support,1,2024-10-01
S02525,E00393,Customer,Support,3,2023-11-24
S02526,E00056,Employee,Net Promoter Score,3,2024-12-07
S02527,E00479,Customer,Satisfaction,5,2024-06-16
S02528,C01138,Employee,Net Promoter Score,5,2023-11-07
S02529,C01878,Customer,Support,2,2025-05-12
S02530,C02199,Customer,Satisfaction,3,2024-08-10
S02531,E00075,Employee,Experience,4,2025-01-06
S02532,C04899,Employee,Support,5,2025-09-25
S02533,C00796,Customer,Support,5,2025-08-09
S02534,C02021,Employee,Satisfaction,4,2025-04-06
S02535,E00320,Customer,Experience,4,2024-02-03
S02536,C00251,Employee,Net Promoter Score,4,2025-04-11
S02537,E00359,Employee,Support,4,2025-03-11
S02538,E00237,Customer,Net Promoter Score,1,2025-05-21
S02539,C03667,Employee,Satisfaction,2,2024-03-23
S02540,E00164,Customer,Support,1,2024-01-06
S02541,E00120,Employee,Net Promoter Score,4,2024-04-06
S02542,E00303,Customer,Net Promoter Score,1,2025-01-07
S02543,C02080,Customer,Satisfaction,1,2023-11-17
S02544,C04328,Customer,Support,4,2025-04-18
S02545,E00142,Customer,Satisfaction,5,2024-01-04
S02546,E00326,Customer,Net Promoter Score,3,2024-01-21
S02547,E00282,Employee,Net Promoter Score,2,2025-01-05
S02548,E00254,Customer,Net Promoter Score,2,2024-06-05
S02549,C00811,Customer,Net Promoter Score,4,2024-03-17
S02550,C04442,Customer,Net Promoter Score,3,2023-12-19
S02551,C00547,Employee,Support,4,2025-07-12
S02552,C00134,Employee,Experience,4,2025-02-21
S02553,E00248,Employee,Support,4,2024-03-12
S02554,C03637,Employee,Net Promoter Score,5,2023-12-04
S02555,E00126,Employee,Satisfaction,5,2024-01-20
S02556,E00271,Employee,Satisfaction,3,2025-06-19
S02557,E00182,Customer,Net Promoter Score,4,2024-09-08
S02558,C01447,Customer,Experience,3,2024-11-23
S02559,E00291,Customer,Satisfaction,1,2023-10-30
S02560,C00399,Employee,Support,4,2024-03-27
S02561,E00272,Customer,Support,2,2024-06-11
S02562,E00454,Employee,Experience,3,2023-11-13
S02563,C04257,Employee,Satisfaction,5,2024-11-19
S02564,C04886,Customer,Support,5,2025-04-24
S02565,E00364,Employee,Support,5,2025-06-05
S02566,C01311,Employee,Support,4,2023-10-30
S02567,C02051,Customer,Support,5,2025-08-10
S02568,E00219,Customer,Satisfaction,5,2024-09-24
S02569,E00493,Employee,Experience,3,2025-07-20
S02570,E00078,Employee,Satisfaction,4,2025-01-25
S02571,C03804,Customer,Experience,5,2023-12-29
S02572,E00445,Employee,Experience,2,2025-05-06
S02573,C00449,Customer,Support,5,2025-06-11
S02574,C00852,Customer,Experience,4,2024-05-28
S02575,E00142,Customer,Satisfaction,5,2024-04-05
S02576,C00193,Employee,Net Promoter Score,1,2024-02-28
S02577,C01871,Customer,Experience,5,2025-06-07
S02578,C03862,Employee,Net Promoter Score,4,2025-08-26
S02579,C04863,Customer,Support,2,2025-04-07
S02580,E00469,Customer,Support,2,2025-04-22
S02581,E00331,Customer,Support,3,2025-09-19
S02582,E00156,Customer,Satisfaction,5,2025-01-16
S02583,E00414,Employee,Support,3,2025-04-26
S02584,C01947,Customer,Satisfaction,4,2025-03-28
S02585,C01518,Employee,Net Promoter Score,1,2025-01-04
S02586,E00137,Customer,Satisfaction,4,2023-10-22
S02587,E00080,Customer,Support,2,2025-07-23
S02588,E00299,Employee,Net Promoter Score,2,2025-01-08
S02589,C00174,Employee,Net Promoter Score,1,2023-12-20
S02590,C02434,Customer,Satisfaction,2,2025-08-15
S02591,C02212,Customer,Satisfaction,2,2025-05-25
S02592,C04385,Employee,Support,4,2025-04-12
S02593,E00120,Customer,Satisfaction,2,2023-10-17
S02594,E00008,Customer,Net Promoter Score,2,2025-01-27
S02595,E00315,Customer,Satisfaction,1,2024-08-28
S02596,C01222,Customer,Net Promoter Score,1,2024-05-02
S02597,E00231,Customer,Experience,2,2025-07-03
S02598,E00227,Customer,Satisfaction,1,2025-04-26
S02599,C01955,Customer,Satisfaction,2,2025-08-07
S02600,E00174,Customer,Support,5,2024-12-14
S02601,C03914,Employee,Satisfaction,1,2023-11-06
S02602,E00033,Employee,Support,5,2024-04-09
S02603,E00314,Employee,Net Promoter Score,5,2024-12-15
S02604,E00326,Employee,Support,5,2025-06-11
S02605,E00366,Customer,Support,3,2024-06-09
S02606,C01767,Employee,Support,1,2024-05-12
S02607,C02408,Employee,Support,1,2024-10-12
