call_id,customer_id,call_type,duration_min,date,cell_tower_id
63695b04-17cb-4f82-b567-4c73f45a59d1,C09480,SMS,52.29,2024-10-22,T141
09da2264-f785-4cdd-afaf-913b7b1a1d4f,C03326,data,28.77,2024-11-01,T067
d8fcb1f8-db4f-48d5-b733-d752adb2f893,C03378,SMS,54.46,2024-11-08,T104
339776fc-71b4-4958-b4a6-2f5005ead660,C02792,voice,28.54,2025-07-31,T179
d7cf1287-2b77-4766-9cec-52f75907013b,C08098,data,15.58,2025-03-24,T046
1ebc5bca-b5c5-4fe9-9e08-dbdf41a09fa0,C08663,data,36.15,2024-11-16,T187
00adeb35-1033-4b66-b44a-90eabb521f96,C04922,SMS,25.0,2025-02-07,T102
abb8760a-37fe-4cb9-b3f7-b205a8ab9b2c,C04979,SMS,11.91,2025-03-27,T149
c22c7b19-4ef8-4be5-b41a-700189150ae7,C08099,voice,44.67,2025-05-07,T133
ac1aa326-f730-42b8-b230-8fb28b00545c,C05425,SMS,45.83,2025-03-13,T051
bc1aee00-9bad-4e71-9be2-1437a68ee141,C08371,data,43.51,2025-01-02,T116
6305267a-c10d-4ff7-bf3f-1e3d58d6040b,C03226,data,48.77,2025-03-18,T175
af4061af-b834-42e6-ae91-0799718c33a4,C08813,SMS,11.71,2025-04-02,T189
4c226680-8c65-4643-af20-02b281923f74,C01041,data,42.91,2025-03-14,T065
bb23a28f-b23d-4393-96fc-9e502024fa87,C04541,voice,52.67,2025-04-23,T087
c06325c8-2a58-4691-b336-37e266d69d40,C07014,data,50.77,2025-07-06,T175
62e1f654-f9ae-4e97-8e55-2f2c32739a06,C07163,data,46.18,2025-08-06,T146
82f79fa0-77cb-477b-b158-1c3512a4883d,C09799,voice,26.75,2025-04-21,T048
15a6dd0f-7a05-4c2a-bdc9-5890e066536d,C00260,data,34.36,2024-10-15,T049
0f7ae27f-2831-4f3d-a517-c74aadcd12c8,C03834,data,0.67,2024-12-09,T033
1c0c7311-4225-40ef-af21-fff288ccdf97,C08452,SMS,47.66,2025-09-01,T056
4b8f7202-af49-43c3-9d8a-c05c8ae89090,C07455,data,3.24,2025-03-09,T072
90434d65-752d-4d55-93f3-cb8478872d2b,C02288,voice,28.09,2025-04-22,T123
83fb85fa-6721-4239-87c3-4bb586d93d59,C02161,data,41.9,2024-12-25,T170
69b16053-89df-4c58-b6c4-f2fb7c8f68bc,C06794,data,25.84,2025-06-28,T085
63ec6753-451d-4206-a943-9e778e843c18,C00691,data,30.55,2025-05-01,T110
693a8a61-a127-46ce-9727-676f71ecd57d,C04862,data,36.43,2025-04-08,T200
de4b3651-1109-45b7-99b9-6ef8c3f4c11d,C05331,voice,46.0,2025-09-04,T128
a21821a9-7c1f-460d-a9d8-ec8a15c64241,C03468,voice,35.31,2025-05-31,T188
d5954961-5479-44e9-9459-e05136a585b5,C07664,SMS,56.22,2025-07-28,T037
892ce6de-d455-41f4-9f14-377bcbc44b7d,C05598,data,8.71,2024-10-26,T069
47590a4c-0035-464e-acb4-cf6c9b899693,C04532,SMS,2.15,2025-07-28,T143
182d8703-a3cb-4d0f-a7f7-740ffe52c618,C05347,SMS,21.18,2025-06-22,T079
f8d4ae05-d449-467c-97f7-813523ea8802,C00125,voice,14.18,2024-11-02,T124
ad998c01-1e2a-496d-b1ea-2de7537205fd,C02065,voice,16.27,2025-02-13,T135
b3a475e4-e5e0-4cfd-bc04-7d079aa179a6,C04027,voice,22.75,2025-01-07,T159
ccae2a98-294c-4b37-add8-fd0a15f514b2,C07788,SMS,30.02,2025-04-12,T185
ff2ba520-904e-4a0d-8489-8f68b2644019,C05455,data,17.53,2024-10-22,T154
f1a30eb7-807b-46dc-8121-bbe2c2b2c5d3,C00519,voice,4.89,2025-08-18,T149
15349463-d8ea-4df8-8448-22be9945fdcf,C00030,voice,11.59,2025-06-25,T026
cda8b536-d3ff-494b-bbd0-c43d9f0ab54e,C02557,SMS,21.94,2024-10-31,T020
b3b638dc-ea74-4ea2-9987-8e7f1e867917,C02133,voice,52.71,2025-01-22,T180
24b36d64-7262-4d56-82be-7c21aa423ee8,C04122,voice,41.9,2025-07-17,T193
35ebdc29-bdd3-42d0-8701-af5cf650f4f9,C02929,data,21.93,2025-01-08,T037
d8145d15-0da4-40d1-b2ab-6903f44f05ed,C04981,voice,45.45,2025-06-13,T151
4bf777e1-dcf8-4ad5-b864-82de68d09107,C09064,SMS,59.35,2024-10-18,T063
204d9d40-1d85-4677-bd27-b55cefb6546c,C05360,voice,52.62,2024-12-20,T005
1a33b255-9c8d-4a78-8c77-302d86376c3b,C08587,voice,31.07,2025-09-08,T028
a04fa13f-9a67-4d12-a9c9-9393b50efa39,C09096,data,2.24,2025-09-13,T174
87fb22b7-63fa-4717-9cb7-d7f47fb2a00a,C00462,SMS,56.98,2025-04-07,T065
7ec83b79-9b22-4274-9df7-f8a28309bace,C03564,data,53.23,2025-07-08,T058
d38b18c4-324a-44ca-8640-eaafc993ff4f,C04686,data,45.84,2025-03-24,T175
f62ff2d5-a387-40d0-b189-94674f4ebb8d,C06735,SMS,56.91,2025-06-05,T036
777de32f-bdf9-4519-af26-09cb3631e1db,C03125,data,43.01,2025-08-26,T156
b9c9981b-bb53-4d39-b3e5-b26f206ea1b5,C02931,SMS,19.84,2025-02-06,T173
ff3e713f-3de6-4fb3-aa5c-f7c2cce2c513,C05131,data,50.04,2025-03-14,T041
b001099f-a269-41b8-a9fb-a94e040f821e,C01448,voice,24.07,2025-09-01,T115
eef91921-ebc2-4786-905c-3c7cae7ed208,C05922,data,14.82,2025-03-06,T073
bd10d3a4-578f-4686-929b-6a7433f4cb30,C02689,voice,30.21,2025-02-24,T154
a2b2fdf6-3195-479d-881f-165413336562,C02312,SMS,25.95,2025-08-25,T053
24072ab9-557d-4b80-8841-44db02562484,C08987,data,13.01,2025-01-09,T041
d7b7cfdb-5fc8-4f34-936e-4f7213bc991a,C05921,data,21.2,2024-12-17,T026
f99a135f-0b74-471b-b5c3-7999f7e90174,C07533,data,49.93,2025-06-24,T051
73225593-7482-457a-849d-934de2719209,C09563,voice,33.53,2025-07-04,T048
8385d0d4-1e88-4c10-9b1a-ccc1d28859dd,C06948,data,24.07,2025-03-14,T131
4ac65e0b-3237-4f90-a9a8-202860be335e,C05293,data,15.39,2025-01-17,T121
c8e54270-a57c-4231-967b-2982d03ce3a3,C06595,voice,47.96,2025-03-22,T062
43f8dcb0-8352-403a-9374-6126ebf96934,C05474,voice,7.86,2025-03-31,T092
b4495fb3-cd3f-47be-9133-6dc0916d8dba,C03108,voice,36.98,2025-06-26,T145
5d1bfc85-3728-4ff4-9e26-983d4a3dc37a,C03008,data,32.33,2024-12-19,T042
30611aa9-2154-4c04-b67b-0ed0cf5f753d,C00291,voice,17.17,2025-06-01,T067
9946375f-a203-476a-a84a-534542967d97,C07192,data,48.99,2024-11-25,T087
7d8d0f96-906e-48c9-b83b-492ce6d13422,C01536,data,17.88,2025-08-11,T085
715fda73-39dd-47f6-a4e1-48bcd572aa9a,C05370,data,21.77,2025-07-07,T136
47b7d71a-21b0-48d8-9243-7fb7e5cdfbf7,C02715,data,39.15,2025-09-16,T156
0f4bebae-ec7e-42b7-9e93-9cddffbfa5c5,C01139,voice,13.19,2025-07-28,T052
f6238c12-0c2e-48a4-9797-5736d690e5d8,C02975,SMS,53.77,2024-12-16,T016
3711a80b-d3df-4da4-a5d2-f1c33de869b4,C04273,data,5.34,2024-12-14,T163
f828720d-96d7-4bbb-a82a-f7e614b51035,C09042,SMS,20.73,2025-03-08,T185
40f6bc21-a54e-40d3-b7c8-64d29b5dcd69,C02125,voice,34.03,2025-07-27,T033
d2135ef9-7c4d-4d25-ac42-4aa656eccb07,C02227,voice,22.83,2025-09-16,T186
9a7b10ac-aac3-49f3-ad99-463bf6450168,C05457,voice,21.22,2025-02-23,T119
a7a45f33-2ef6-4671-af64-87f061d1e809,C07145,SMS,53.81,2025-09-01,T071
33cb2265-2d12-4c34-8224-8bf826689f3f,C03360,voice,7.64,2025-03-22,T029
82e2da87-72eb-4da4-b80e-0d0966fdf9a6,C04972,data,21.65,2025-04-11,T093
097e747e-3904-4805-96b2-67823fc9a4f6,C08929,SMS,45.98,2025-07-21,T117
1a465b19-7be4-479c-abcc-b5126dca7000,C05870,data,12.34,2024-11-15,T101
8822a864-7cf4-49a8-b179-9af4342456b2,C03817,SMS,53.2,2025-02-22,T133
f86fc3c6-e092-457d-8021-447f90776820,C06851,data,59.78,2025-07-26,T135
c2dd7339-3109-4e45-8fd8-d8863363a9d8,C00477,SMS,28.88,2025-06-14,T155
d4fffc41-c787-49fe-b538-2098be044ca4,C07867,SMS,40.55,2024-12-29,T094
4fb522cb-a975-4d61-9b2f-4a56aa893976,C04901,voice,16.71,2025-06-08,T117
3ea99065-719d-4c58-a6b8-25328b23964a,C02825,SMS,38.51,2025-05-14,T138
d412c3fb-8ca7-498f-822c-950b5c92f67d,C00477,SMS,3.56,2025-05-27,T009
1812dd1f-65c8-4b2c-aa2f-ffb41947200b,C00457,data,4.69,2025-01-04,T147
d58de30b-79d9-4c04-a735-16d984c9ef27,C06554,voice,23.93,2025-06-06,T141
c259b16d-bd6e-42f4-83de-644b06f8c1db,C09048,SMS,9.61,2025-07-07,T015
29a8fde6-e3c0-42ba-ab4b-75d1e15daf33,C07831,voice,26.36,2025-06-18,T109
a3b337d4-f0c4-462c-814d-7af16ee6514a,C08608,data,1.14,2024-11-18,T161
f3357669-a617-494c-8fb0-255320978946,C01479,SMS,1.02,2025-01-30,T156
78302a2f-449a-41d1-965e-c4c80f6aca48,C05684,voice,55.94,2024-11-18,T108
e5161380-da0d-4168-97b9-032ae3b4a514,C01676,voice,50.96,2025-06-14,T089
da2afecf-2409-4772-bcae-7ed960494bcc,C00754,SMS,20.34,2025-07-17,T110
5fb10034-25d3-4a1c-9669-3d08b261bbb5,C06263,voice,40.96,2025-08-08,T012
839811e8-8034-442b-af0f-9195b68f04e3,C01678,data,52.34,2025-02-05,T169
e46e0a16-214e-45dd-82a5-95d9f43d899c,C06701,SMS,44.26,2024-10-18,T191
0f38f0c8-49e9-47b1-a843-3062246d9058,C01658,data,32.77,2024-11-16,T065
400b6010-1d5e-45d8-8048-18bf36767a1c,C02520,SMS,57.26,2024-10-03,T107
e7246bdb-d694-48e7-8d19-7d0aaa244a21,C01266,SMS,42.84,2024-12-25,T157
98b57833-0c13-4578-bedd-7511db612ce1,C08493,voice,9.09,2025-04-08,T026
33bcf258-3a33-4b3f-9612-5b2a3c1f9f90,C08010,voice,2.47,2024-11-03,T179
fe2e9b9c-aba0-4bbe-a774-2436c81365b5,C02195,SMS,17.67,2025-01-25,T166
fab6c543-c6c7-460f-aa05-0791f58d1907,C09705,data,10.69,2025-06-09,T156
3d8b46ce-6273-49b9-9666-8bc200ee9f5d,C04143,SMS,18.09,2025-05-22,T077
3c993a28-9adf-462e-809e-8b4541109779,C08237,data,27.33,2025-02-24,T134
4ad377d8-e76a-4ac1-9376-ef54572ef44c,C03860,voice,24.85,2025-02-08,T086
e46f21ad-5950-47e5-ab38-2f3cb37d6a6d,C08173,data,11.17,2025-03-16,T013
c7df37b6-b7d0-4e65-b397-06011481f974,C02695,data,47.48,2025-05-25,T191
d4c77cc3-8279-4d00-b8c3-93c12a7f571e,C01467,voice,38.6,2025-02-01,T074
bbce52e9-92fe-4c65-8e3b-2247fbd91ffc,C03509,data,37.39,2025-08-16,T194
77203e02-ba40-4375-b60b-787987601fed,C01638,data,26.68,2024-12-29,T069
cf0bc849-b190-4d74-9675-1fe9c8d8b9b6,C08842,SMS,41.95,2025-03-26,T083
44481e17-6e5d-4152-97a9-f561fe82e7db,C06694,data,31.2,2024-11-08,T020
674a9966-88c4-49c9-a387-053499da929f,C06014,SMS,13.43,2025-01-06,T083
e3b6bf99-8f1c-40c6-9d9f-77b101205134,C08449,voice,24.23,2025-07-06,T111
2a4b9f96-a85d-484b-94c1-86a4044989a7,C00164,voice,17.6,2025-04-26,T154
ba624b55-2f5e-4ab9-8c59-23c0e166d792,C04566,data,53.94,2025-05-30,T061
71e52ce5-071e-4482-9530-6bbaf72d9790,C04901,voice,48.79,2025-04-20,T046
ed865065-3e68-463b-aa2c-110aa7281339,C01922,data,21.1,2025-02-09,T002
223acd0c-fbf6-4d46-804c-fb869b7f9991,C01549,data,54.68,2024-09-26,T036
f9089b0f-f75a-4687-837a-d32b185d6711,C06870,SMS,25.2,2025-05-03,T113
bbddf52b-2f40-4847-b22e-3b97a197342e,C09482,voice,15.11,2025-04-06,T017
b4b8327a-2d4d-4d1f-9aa2-d5ba29cea132,C09243,voice,22.13,2025-02-01,T074
2e4bf747-5bcb-4ad1-990f-a4438f708fab,C05661,data,34.22,2025-06-24,T132
212e29fe-c3d2-4605-aad3-b86206b6bd87,C01964,voice,13.28,2025-07-07,T154
c88e7fbd-12ed-4f33-8005-cce3f0aeec01,C04640,voice,2.47,2024-12-13,T015
a6b49f4a-8d85-4cdd-a203-806af8cf7ba1,C08023,SMS,10.55,2024-12-25,T169
8add5075-22e4-434c-87ed-4c4c84d3f5ef,C00729,SMS,5.49,2025-06-20,T016
c833c827-b412-461d-acd3-b039519965fe,C06414,voice,18.51,2025-09-25,T198
d0561f85-8fc7-44f2-bc43-6630fce2097f,C06234,voice,34.77,2025-02-25,T180
335b1fd0-b60c-4096-a329-ba419de8f5ff,C05035,data,34.09,2025-06-18,T137
d5a4971e-3afe-4c92-b033-4deb28d0304a,C02210,SMS,39.47,2025-07-15,T095
85e6cef9-eaa4-4708-84f9-2ef993c52bf2,C04123,SMS,26.43,2025-05-31,T085
0e073f8c-0e9d-41bd-8066-ddbf65b0c4ca,C06028,voice,53.13,2024-09-26,T032
eefe4355-64c1-4c18-aa26-89d147b166ba,C06186,data,11.19,2025-04-01,T041
b5d77dd3-24db-4a35-b839-635e5bf32297,C07881,SMS,23.3,2025-01-14,T112
56dea7bf-a4e5-490f-9844-4234c9ad73e0,C07669,data,37.44,2024-10-15,T193
b291ed91-28a4-485e-9bee-4a1c6b42a238,C08492,voice,17.68,2025-08-31,T068
36611dbf-db3f-4cb9-ba62-b3beccff8f05,C09231,data,56.25,2025-06-23,T094
b831f789-0bd7-4425-bbae-b98851056609,C00495,data,31.3,2024-11-04,T094
0c0382a2-51e4-41fe-ab40-58651a21ebd2,C02930,SMS,42.92,2025-04-19,T021
afa4b13d-e11e-4fc7-8543-e218994e98d9,C05398,data,48.32,2024-10-14,T120
ef1ed1a0-591d-4edf-b206-791dd578128c,C01851,voice,34.8,2025-09-06,T020
feec51a9-72be-4827-a22d-842459b931cb,C00642,SMS,58.91,2025-08-30,T187
b24cc920-26f4-46e7-a7db-2250181cb9da,C02342,SMS,4.95,2025-03-21,T123
2517244c-1d46-4bca-ba53-4d29004fffe1,C05205,SMS,5.33,2025-09-02,T030
a3e25a1e-6cb8-45ba-853c-2c89ed344bfe,C05251,data,51.63,2025-07-03,T078
441bf049-6ae9-4091-afc6-9a91fe6027d0,C09673,voice,49.48,2024-11-13,T127
511dfb71-bcfc-4f81-b6df-4dad99315c35,C09592,SMS,58.03,2025-01-12,T185
15b0cff9-7e32-4f7f-a9b3-33997de3c3af,C05958,SMS,38.32,2025-04-26,T164
d375c1c2-232d-40c1-963b-935acf6fab81,C09448,data,52.85,2025-01-12,T114
26a8715b-e7cc-4881-84ea-f1f98a6ccef2,C01013,data,41.53,2024-11-24,T166
af958624-3c3c-4e0b-abcd-5449bb3cc5f0,C01690,SMS,34.32,2024-11-15,T043
066cd4d7-c6ee-4a92-85a9-eaca8b8dd2d7,C05701,data,38.42,2025-08-01,T027
20a3c308-ae42-46c8-989f-55e667964fdf,C06681,voice,51.93,2025-04-27,T057
0033c34f-7a56-4bdb-9f3e-9a20213d1b2d,C09514,voice,12.82,2025-03-01,T057
ea045a96-fbdd-4f2f-86bb-3b6c5fea4b06,C04000,voice,38.68,2024-12-16,T140
1af4815f-6565-4cb6-adfe-7d2062622ab8,C06368,SMS,3.0,2024-11-17,T120
ca5da78c-1d78-4200-9570-7f54b314a3f3,C08198,voice,8.7,2024-11-14,T178
e7f58d4e-f1c7-4839-b649-ef82d727c23d,C01844,voice,41.89,2025-09-15,T005
d6cc988c-d2c2-4380-80b0-c257271051d8,C04711,data,14.89,2024-10-27,T041
0c2e2dc3-85c4-4a03-9593-b0b0b0563d61,C00640,voice,48.22,2024-11-20,T143
83462299-9fad-4207-b6c9-157bc2e977aa,C01921,SMS,9.35,2024-12-06,T046
8346dc05-bf46-4227-9604-a296bd89e15a,C09890,voice,45.55,2025-03-13,T086
4492b63a-c23f-4439-8c13-e2d07460809c,C02684,voice,35.52,2024-11-08,T190
040be981-4a28-4c06-972f-694b2090e1b1,C04665,data,33.21,2025-01-05,T085
b68f4538-2fd8-44e7-824c-ac2a881e421b,C01026,voice,42.99,2025-09-05,T068
d2e1e9dc-d7d7-413e-bd2b-dcc9f41a9de4,C07730,SMS,2.49,2025-04-01,T036
bf12eed9-595d-4bea-944e-e0153d5cacc6,C00538,data,16.02,2025-06-16,T021
5a30c416-14be-4e66-93ec-5f4bd1ccf468,C03043,SMS,55.96,2025-04-11,T173
be7491d2-79bc-48eb-abc7-3e0ec6c683df,C09016,data,22.46,2024-09-28,T164
b3f44d0c-e0ce-4719-a133-3f764150ac69,C06088,voice,40.29,2025-06-23,T162
5e6c3aff-85a1-4e41-aa51-493b5cb0b382,C00594,voice,11.63,2025-04-19,T191
48796c47-4a0b-412a-b849-14982cc722f1,C06151,voice,43.9,2025-02-25,T076
36b574db-eb58-40a0-b539-ccaa3a8007de,C06164,voice,17.09,2024-11-26,T046
c2def807-9df7-4498-932d-5fdd132d83c2,C06773,voice,17.61,2024-12-26,T012
d9853d7f-df40-4d53-9148-a48b08753426,C08715,SMS,34.15,2024-10-20,T187
e7788d9d-a83b-4100-a5e2-b010de82b93b,C03563,data,27.6,2024-12-21,T114
d02de89f-3902-4a74-a1cb-45b3918f27d3,C08327,voice,1.74,2025-05-16,T161
97463d8c-e493-40a0-b69d-b00515cbfead,C01727,voice,37.77,2025-05-21,T026
1b07a1f8-ab00-4b2a-ae43-63b3e7e263d4,C00287,SMS,33.18,2025-06-06,T096
75468dd4-0ac9-45df-a346-071ab1c1530a,C06009,SMS,10.56,2025-05-14,T138
e57d5ba9-7de4-4164-bc0b-f2b4271940d2,C09142,SMS,34.51,2025-03-29,T167
1c25bd46-7618-40c8-ad1c-025658815425,C00879,SMS,45.85,2024-11-26,T198
0bc78def-a262-4341-9ebc-90f4a6d74718,C00875,data,58.94,2024-10-22,T135
ef47e7bd-4e88-43fe-b8e1-1fc47f71c0fb,C01662,voice,31.15,2025-07-11,T127
273d64c4-089d-467f-bed0-cf9c39b45d39,C03970,voice,47.23,2025-09-13,T002
075415a8-fc6c-4331-a0b2-1c0cc12aee36,C07553,SMS,36.34,2025-07-26,T048
bd802907-2b92-46b6-bc33-4ee0675ef515,C04358,data,59.5,2025-03-04,T021
5f3e7fe2-9656-4e50-bbd3-c776e7e0fef8,C07873,SMS,18.5,2025-09-09,T077
49a28e55-9f6a-436f-8548-e741f88f4fc7,C09818,data,49.53,2025-03-31,T029
b214af7b-8526-4b8a-a764-e755ed59e2fe,C01977,data,27.07,2025-02-09,T155
454caef8-696b-47af-b780-d5bfb0cc2f6a,C08072,data,36.18,2024-11-09,T164
0724ec3d-3f8a-40f3-abe5-a7936383a390,C07818,voice,37.38,2025-01-26,T152
38420edd-a4d3-4ebb-817d-243c697115f1,C02927,data,56.51,2025-07-06,T099
26ccefce-8643-4719-aa33-3c56e0841155,C04643,voice,53.39,2024-12-19,T139
7eea6c6b-78e3-4e41-bae5-f596105cef2f,C03895,voice,2.66,2025-08-07,T003
c02ff977-4b86-4cf7-be29-173f6e9c8c37,C03095,data,44.33,2025-04-29,T168
3cc3018d-fa41-4aa8-9db1-fbcfef47c448,C08868,voice,15.54,2024-12-10,T120
650bd317-4288-46ac-8c0f-0a7fb3ed2f97,C00825,SMS,57.28,2025-04-14,T146
57df22a7-b8ab-4461-a486-33a17926a739,C03833,voice,19.58,2025-07-24,T107
ede13c6d-799f-4e3a-9787-c5d9d80b9403,C02449,voice,20.19,2025-05-10,T102
8c12f86a-a654-4302-bfa0-78368e1bb13d,C08029,voice,46.5,2024-10-12,T005
60be509c-a791-4ea1-81a4-50db60b51537,C01817,data,8.1,2025-02-10,T047
63b42578-d991-492d-9835-bf050da6b907,C03174,SMS,52.82,2025-05-21,T093
e2a368e0-5a9c-4941-ba72-077c8df39eca,C01904,data,35.31,2025-07-27,T161
f12f3743-638a-4d88-9eeb-54587bd5d432,C04856,SMS,4.88,2025-08-14,T002
b9a944eb-645e-465b-890e-b8d835b6e079,C04050,voice,28.62,2024-11-27,T113
44e8d82a-8d79-4616-88c0-bdf131f5e0fa,C01511,voice,54.97,2024-10-22,T101
a9bcda63-0b9b-4de8-ba97-94c2dd1205fa,C05410,data,45.92,2025-09-12,T033
ef84bf4c-9233-4d7a-b792-bb1cff2ed754,C08204,SMS,18.69,2025-01-30,T025
b1d35d95-f006-4138-8150-833dd5398bb6,C04419,SMS,49.36,2025-01-03,T188
6a4d8566-5ea7-43ef-b2ac-78dbe4de426b,C06393,SMS,23.47,2025-05-26,T164
6d2f592e-50ef-4606-b7d1-0bb50d9080d6,C04573,SMS,11.01,2025-06-08,T079
8cf6543c-adfa-444c-b153-a965e3b16e08,C02331,SMS,50.55,2024-10-04,T191
5f2db393-52b8-48a1-86ef-1e3d56d734e7,C00268,SMS,2.6,2025-03-19,T200
9773b290-7b85-41fe-961f-bd918d479e15,C03394,voice,43.55,2025-01-07,T089
aa8fddf3-267e-4c98-b170-616d67668298,C02378,data,23.35,2025-05-06,T118
a900aa80-4779-485d-ad19-ce251df617fc,C08659,data,3.21,2025-02-22,T029
0e01c9c0-ea5d-44d9-b475-ab174f3b98cf,C04278,SMS,27.08,2025-05-21,T180
5d22c4fc-7762-49c1-b42d-bf68fa5a66cb,C08438,SMS,5.19,2025-09-07,T003
ec1d9f01-acea-4c3b-a091-73c166e30a52,C04218,data,56.61,2024-11-03,T061
401540b7-ff00-4115-8a64-add0eb1f1d55,C02072,voice,45.95,2024-12-01,T109
d337ffb9-a605-42e5-a328-d8c242d809c0,C09702,voice,20.29,2025-02-20,T111
4dd2f202-c21f-4b23-bc39-2ff7bd6f3e80,C08355,voice,56.32,2025-06-25,T167
b6b32e93-df2a-4e10-ad06-5e2917204f66,C01790,SMS,14.04,2025-05-21,T183
4683145a-7644-4415-938a-c7df459e7d82,C08803,voice,50.95,2025-04-07,T027
c8074379-5b84-45e6-9ed6-8fe89af4363f,C08020,data,32.61,2025-07-09,T114
0b2f786c-6290-4903-9080-7ae43af43c45,C02726,SMS,30.86,2025-07-10,T108
cd834559-33bc-4c5e-81c5-6a3fe12c1836,C04649,data,52.29,2025-06-29,T195
23295a2c-835f-4dcf-9cb6-7806fc5b2bbc,C05860,data,3.32,2025-08-22,T192
1b44b1bd-d72a-41df-90ef-7b90d26472e8,C01841,SMS,37.07,2025-04-12,T136
e6d61fb2-84b9-4436-8c5c-d5541f387a22,C06791,data,20.27,2025-02-08,T140
d9c45744-1ace-444f-ac60-9ed0f988fc28,C05751,voice,26.8,2025-04-18,T186
3fa2d88f-6d19-45dd-95ea-aec994311fa6,C01015,voice,23.1,2024-12-26,T085
47e0d037-d51f-4589-9e58-f1d6e2c9e134,C06625,SMS,57.85,2024-10-03,T169
da615bee-bc25-433d-8986-3580b4ae37ab,C00805,data,48.94,2025-07-22,T004
4f7121c7-2d9b-4e75-8f8a-e8618668cafc,C02213,SMS,54.67,2025-03-16,T130
21d0e438-cdd5-4599-8b74-474b97313ae0,C07536,SMS,57.98,2025-05-22,T053
7efdf266-e2eb-4e7c-9d0a-c65e2a12f55d,C04654,data,30.99,2025-04-07,T110
a05480fa-054a-4671-85cc-9b36348361ac,C01341,data,17.18,2025-07-08,T139
9e2312b0-f74c-4df3-9439-3bf9b6a86aab,C03219,data,12.93,2024-10-25,T115
ae151bb5-2cd5-4773-9246-8e2af0e7a222,C09487,voice,23.41,2024-11-30,T161
d3085165-e737-414e-90eb-bcb49ccaf0ea,C05204,SMS,2.86,2024-12-07,T079
ad13932f-ff69-49ca-8096-4305c1e98acb,C08655,data,16.36,2025-04-27,T190
c9fed14e-b66c-4f70-9dde-deb29880d856,C05508,SMS,28.3,2025-08-31,T083
8318051f-e384-4d02-bee1-b2bc0ff106ba,C08893,voice,51.89,2025-01-31,T037
3975dc1f-da9c-4522-98cb-f631c05580ac,C08445,data,41.52,2024-11-23,T010
7946c90a-7769-4227-ae37-41567f1b8024,C02992,SMS,55.03,2024-10-07,T123
0cdec98d-ceca-4497-a95b-c5e25f53bd6a,C09533,data,1.13,2025-08-25,T081
7708dc48-eb5d-45d1-b5cc-4b7fec490001,C09935,SMS,59.4,2024-10-28,T157
ad14e626-c654-47de-934e-be72890df9fb,C08331,voice,4.79,2025-05-13,T052
4ec6ac9a-2490-4177-a1c9-ea9f987fe2ea,C04864,voice,5.75,2025-08-19,T110
ae87e422-6875-4b06-ad75-abeb790e2d36,C07643,data,28.23,2025-01-18,T117
decf14fe-56a4-4daa-81fe-56ac9700aef5,C05208,voice,8.92,2025-08-22,T156
986bd902-c272-42bd-847b-8d69334ac40b,C09919,data,33.58,2025-05-21,T111
4063e418-7057-4f3c-ae5e-a3965b06a536,C09855,data,21.61,2025-01-09,T071
a190a6ad-1b91-424b-8e0f-255013a33f32,C06804,voice,25.41,2025-05-30,T023
5703fd74-405e-4b7a-8edd-850291d26fb7,C05227,voice,9.8,2025-02-04,T118
d78e0c11-ee7b-4bb0-9597-9c0a405a818d,C07051,voice,40.73,2025-02-23,T114
11ca790e-d4c5-4501-acd2-d90d36c31718,C01623,SMS,7.3,2025-03-10,T098
f95af453-b11d-4c42-8661-5c82191ae0a1,C05556,data,19.39,2025-05-30,T158
d4290061-1a88-4999-8359-4914fc9b12db,C00222,SMS,56.0,2025-04-03,T125
b78d08f8-309a-4cc9-81de-0ec06289758b,C01085,voice,47.47,2025-01-29,T074
137588ac-6805-41ed-931e-5f9278296583,C01496,SMS,27.14,2025-03-26,T124
fa21ddd6-99a2-4074-a500-937ef01df6f9,C03199,voice,14.67,2025-03-16,T147
23b4e124-ec9b-45ec-bff0-d0e42dc6d191,C03602,voice,28.57,2024-10-15,T101
92879b7e-2238-4094-b477-4b9efd2d9e07,C04646,data,7.11,2024-12-28,T144
49d17c8a-ae85-4f48-9712-e24ee4a51ea1,C03162,SMS,26.06,2025-03-03,T171
6e4fb3ab-2c0c-4da7-b835-2c5ebfd2de1f,C00691,voice,51.44,2024-10-27,T019
85288173-4ef0-407f-84cc-42aa247c9d40,C08018,data,28.36,2024-12-11,T109
bcb382b1-198f-40e4-815a-1d469e251b40,C09408,SMS,41.37,2025-03-09,T100
37483dec-2911-4da4-bea8-caafe4a34cd1,C00176,voice,26.57,2024-10-13,T158
aebc430d-1123-4d03-a4c2-3c1a9d1f7596,C08432,SMS,2.06,2024-11-15,T190
964c5411-e8b7-4cf5-a975-6162a41f4c10,C01920,voice,37.95,2025-01-06,T132
ece3d89e-5928-4da0-a216-7a83fcdf33a9,C03234,SMS,33.49,2025-07-03,T143
37654d0c-bee5-4c47-b707-2cf917ba4d26,C03284,data,17.82,2025-03-16,T033
acb07e39-2250-4b68-88c1-a86b3fcb9662,C00081,data,51.04,2024-12-19,T038
8ba2b870-33c6-406c-a5a9-5ef281c6d68f,C01953,voice,48.13,2025-05-06,T076
8d99c9a4-575d-4dfe-a8a1-47f3556736ec,C06353,SMS,29.98,2024-12-26,T126
b7a307e0-df07-42b7-9227-cd4e61712382,C09256,voice,34.78,2025-07-12,T179
