purchase_id,customer_id,product_id,payment_type,installments_total,remaining_amount,status,purchase_date
b8beff3d-cb9f-4f6d-af3a-6f27ef06fccb,C00378,34,Full,1,0.0,Pending,2024-04-11
8b0e8eb1-ad37-4d9e-92cf-60211f33242d,C00883,20,Full,1,0.0,Completed,2024-06-28
585abefb-d181-4f77-a500-1423faebcd19,C00152,50,Installment,9,151.66,Pending,2025-08-22
0ac4de85-4a5b-4aff-a57f-7595cdfb4db9,C00116,74,Installment,6,323.29,Pending,2024-04-22
ec8be537-58ab-4778-943b-45e3b6d1f6bb,C00093,42,Full,1,0.0,Pending,2024-08-13
36c7d6fa-7aa4-4052-bf51-936241a64fed,C00786,50,Installment,7,194.99,Completed,2024-02-19
8fe069b6-eeda-4802-8568-f42689e03e22,C00435,62,Installment,11,52.27,Failed,2025-02-14
bdab07e7-9d9d-428e-9bf6-45f623245211,C00342,18,Full,1,0.0,Completed,2024-11-26
e7ba26ac-ab7a-4d1c-8cfe-f6833e11bafe,C00429,71,Installment,10,152.38,Failed,2024-10-17
19a692c9-0d70-4ea4-bb9b-2d45a35055e4,C00505,69,Full,1,0.0,Completed,2024-07-23
ae62990c-19bd-4f93-b8ef-7666b7a4c719,C00086,75,Installment,10,96.11,Failed,2025-04-10
fa585b27-8ce3-47c3-b6ea-b3a001539221,C00796,89,Full,1,0.0,Failed,2025-08-04
e1721c83-ef5e-4376-a723-fb72682b163a,C00090,31,Installment,2,1211.64,Pending,2025-06-28
c1836315-330f-4be1-a689-b4247a3a10e1,C00872,3,Installment,10,116.33,Completed,2025-08-29
0f25477d-a559-40e7-8910-fade52380bf2,C00981,18,Full,1,0.0,Pending,2025-07-19
3b72c86d-92fa-475f-a6fd-0cb116e6e5c0,C00934,45,Installment,4,684.62,Completed,2024-10-20
098c60b3-efc9-409e-99af-6e09b91e3d6e,C00472,19,Installment,5,115.34,Pending,2025-07-23
d66d4627-e1da-4e6a-aafa-828c2cd10b9f,C00848,29,Full,1,0.0,Failed,2024-01-31
d61169a1-ff46-46bf-894d-916deb6d2fed,C00142,16,Full,1,0.0,Completed,2024-07-11
bfbeac7a-efc5-4738-afb2-1e667ed17aab,C00751,4,Installment,7,271.04,Pending,2025-08-28
0997623a-e072-4d96-8a1a-81f5ed10f004,C00719,14,Full,1,0.0,Completed,2023-10-01
edaf3766-1b78-4ede-9a4f-fc0c9165f2ed,C00858,77,Full,1,0.0,Pending,2025-09-12
a42d0cd7-fd35-4f6a-b450-388748d90846,C00151,47,Full,1,0.0,Pending,2024-10-26
225aed6c-f045-4043-a3a6-8a707e710b55,C00251,10,Full,1,0.0,Failed,2025-06-08
cf0e6d2b-315c-467a-85d8-a6ad77d0359e,C00852,54,Full,1,0.0,Pending,2023-12-16
a5f60735-757b-4b29-bb2a-a1462999394c,C00482,96,Full,1,0.0,Failed,2024-03-31
564cfbd2-bc92-4d81-839b-058c2faabe0b,C00541,90,Installment,9,329.24,Completed,2025-04-25
317304b5-c1dd-484a-aca5-8d95915a1c30,C00740,44,Installment,12,170.08,Failed,2024-01-31
67ce378f-e5a4-483b-a383-889adb2c6ac8,C00014,37,Full,1,0.0,Pending,2025-05-21
669d01ff-1634-425b-93f3-007383e96ef4,C00062,83,Full,1,0.0,Failed,2025-01-26
7a3a6e96-23ff-43d3-bb4f-b88a2f4dd219,C00770,23,Full,1,0.0,Pending,2024-05-18
6231ee73-42c2-42eb-81bf-9e733f800385,C00406,55,Installment,10,40.76,Failed,2024-03-15
546252e7-f43b-4052-8459-bd6ec0f63229,C00850,34,Installment,5,204.25,Completed,2024-05-02
42f525b9-02ed-43ce-92a8-1713b90ed44b,C00954,21,Installment,3,812.66,Failed,2025-01-14
aaf407f7-0fe7-4149-bc7e-5368b1594847,C00387,17,Full,1,0.0,Completed,2023-12-20
afa28559-67c9-4204-a8e3-33b64e8adc4b,C00634,8,Full,1,0.0,Completed,2024-09-26
c5144d98-b41c-404f-a346-f415e5267a2b,C00189,96,Full,1,0.0,Failed,2024-05-09
f0cd7f05-ea87-455e-a382-95d31e0ef546,C00480,62,Installment,12,47.91,Failed,2024-04-27
f5159494-3818-4fd3-b889-936a9d5817e8,C00415,49,Full,1,0.0,Pending,2023-12-31
fd247c11-bf6b-4cdf-b479-7b6127372b52,C00823,48,Installment,5,86.66,Completed,2024-12-10
e9ad0e9b-8c9a-41e9-b3b2-63376a74dbb7,C00112,14,Full,1,0.0,Completed,2024-09-03
d35ac07a-aa02-47d0-8d4f-8b2b899ac252,C00618,100,Installment,2,1063.47,Pending,2024-03-02
98874bfe-c136-4c65-ae2a-e3413f59e4f2,C00289,21,Full,1,0.0,Pending,2025-06-24
87365a84-725e-434d-8687-9aa914f573d0,C00217,77,Full,1,0.0,Completed,2025-02-20
1cb9b73a-906d-4c8c-aad0-8c8913fe8a29,C00193,71,Full,1,0.0,Failed,2023-11-09
33c08bf1-8167-499f-a723-ada38c32bdb2,C00952,5,Full,1,0.0,Completed,2024-11-16
dabf984e-53ff-4461-aa1f-1b61265cb9d9,C00088,73,Full,1,0.0,Failed,2024-10-09
b787ef8d-3495-411e-ae27-d4321dc1e7eb,C00810,62,Full,1,0.0,Pending,2024-11-24
720b274b-82a7-4586-a61d-9cde1747f387,C00323,12,Installment,2,1465.36,Completed,2025-05-08
6a5943ce-8364-45e3-a1c7-1aa3741423b5,C00770,37,Installment,10,226.0,Pending,2024-08-23
ac3a812f-765e-4cb5-8f0d-55400ec7d662,C00323,97,Installment,7,248.46,Pending,2025-05-06
41241bb4-655c-4508-8592-bfa5b928e23f,C00720,87,Full,1,0.0,Completed,2025-05-13
12b2102d-940c-4503-b7c8-6152beed0af9,C00418,95,Full,1,0.0,Failed,2023-10-28
8a89b0f0-1052-41d3-b34c-6c7358330b30,C00827,100,Full,1,0.0,Pending,2025-09-20
fc737d92-11ab-4d11-a4eb-8000ef40d162,C00602,49,Installment,11,256.41,Pending,2025-08-07
2e13418d-68ab-40ea-897e-c6d1081fc6dc,C00298,21,Full,1,0.0,Failed,2025-04-09
bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,C00475,11,Full,1,0.0,Failed,2025-01-09
e42e707a-fe2b-4987-9fdc-abbf6b9cd71c,C00238,28,Full,1,0.0,Failed,2024-06-30
60a399d4-e821-4716-aac8-0da1de9f6f5b,C00165,65,Installment,9,10.81,Pending,2024-06-25
dfe2c0a0-a96b-4c42-b6d2-2a7baec76a82,C00348,38,Installment,11,231.37,Completed,2024-10-23
1e5ebe54-5907-4299-9c3b-bdd8a74e02a9,C00041,92,Installment,5,394.03,Pending,2024-02-02
2099d180-8762-4997-a49f-7d888989c5ab,C00626,78,Full,1,0.0,Pending,2025-03-10
c194f97f-00e3-4026-95b6-de85390239d9,C00581,81,Installment,3,67.91,Pending,2023-10-11
b8168aeb-ac6a-4c85-b687-6c624c61845e,C00147,99,Installment,10,159.86,Pending,2024-10-26
3acb43a3-d2c7-4ffb-a118-433b882ccd1e,C00511,13,Installment,7,420.95,Pending,2024-03-23
3040413c-4690-4b15-a7b6-08dc589decb0,C00957,38,Full,1,0.0,Pending,2025-08-10
083f64c3-1ce3-42f8-83f7-25feb99b2b5a,C00287,74,Installment,7,277.11,Pending,2025-05-08
efad49e9-c41c-447e-9d6b-9b626b535a19,C00073,23,Installment,6,488.68,Completed,2025-07-02
1139fa12-34c1-43ea-bd9c-4e6404015ced,C00263,98,Installment,12,5.74,Pending,2023-12-07
ac09bdb7-9908-4e47-b249-f62c08987462,C00963,16,Installment,2,296.76,Completed,2025-02-20
0b531932-bd94-49aa-bea6-e5b20c760d28,C00880,37,Installment,8,282.49,Failed,2024-07-15
c11f6bf5-379e-4467-8a2d-b2e63bfda8a6,C00940,88,Full,1,0.0,Completed,2025-06-17
fe54ee4b-80ff-4173-a3df-ecd70e731dd7,C00376,66,Installment,7,342.99,Pending,2024-04-23
937bf79b-bb44-4adc-aa98-fef8d0d75e37,C00699,53,Installment,6,456.16,Failed,2024-05-15
d18183d1-ac2b-4cfc-85c5-1060991121e7,C00044,80,Full,1,0.0,Failed,2024-05-16
fc568b53-24ac-4722-a052-77394d406f1b,C00810,32,Full,1,0.0,Pending,2025-01-19
46707cd6-4ced-4164-a9df-14e9389641dd,C00874,14,Installment,8,44.91,Pending,2023-11-08
bc36dc59-e134-4dfc-9777-7f10f2d2393f,C00584,52,Full,1,0.0,Pending,2025-07-22
8e4c3ab5-6d5d-4477-adc2-9178a0411612,C00398,60,Full,1,0.0,Completed,2024-09-21
a4b05c89-f10b-4e9c-982b-91eef8e8035b,C00478,60,Installment,3,184.41,Pending,2025-01-27
b2414482-5198-44d8-8643-3603c92a7d7c,C00185,94,Full,1,0.0,Completed,2024-07-25
2f12b150-605f-41eb-8cc5-7e0d26332018,C00787,56,Full,1,0.0,Completed,2025-03-29
39b02e2a-d96e-484f-bdb0-174e7938878a,C00337,9,Installment,7,32.64,Failed,2024-05-01
7688d11f-ce47-48be-a4f4-3c62b523c0de,C00498,28,Installment,3,231.62,Completed,2025-07-24
6aa0426d-f7c0-45f7-a9a5-3b4f8ff8869d,C00466,5,Full,1,0.0,Completed,2024-11-05
41476506-3e2b-49c9-a36f-6e5c2253e706,C00150,82,Full,1,0.0,Completed,2024-02-20
73253aa3-ec17-4298-943d-f5b3a58e83dd,C00582,5,Installment,2,166.35,Completed,2025-06-05
d453f867-b97e-4224-891f-691217abb863,C00809,56,Installment,5,159.13,Pending,2024-02-11
9adf4709-ac75-4344-a08e-149e44b9e602,C00217,3,Installment,6,193.89,Completed,2024-12-08
cdfd9531-302b-4831-92a1-fe7ddfa59722,C00651,23,Full,1,0.0,Pending,2025-04-03
378e6510-8f10-433e-abe4-2e7db96c1163,C00071,36,Installment,3,824.83,Completed,2024-09-09
4d9dbaeb-553d-4625-a833-4da5de95d695,C00895,92,Installment,8,246.27,Failed,2025-08-24
30a5648e-efe9-43d0-b639-08bf03ece8ff,C00220,86,Installment,4,327.7,Pending,2025-08-28
c11bd1c4-ffe3-4366-bf33-7a151e086f20,C00095,55,Installment,6,67.94,Pending,2024-09-09
b42a2d93-9aba-4f15-b214-90623e1a963e,C00204,45,Installment,9,304.27,Completed,2024-02-21
52555c75-8d55-419e-bd44-cb2cea45ba41,C00549,89,Full,1,0.0,Failed,2025-04-13
a6129a1c-889d-4b76-b75c-30b561730c48,C00448,46,Installment,2,128.22,Failed,2024-06-13
e1fff6c0-8347-41da-9c11-ab6d42f5b3f5,C00802,77,Full,1,0.0,Pending,2024-09-22
b8f0188e-fb37-4fae-8d85-63ca193e638d,C00741,86,Full,1,0.0,Completed,2024-09-02
340029c3-ea11-405b-91fa-cefad6f89f7a,C00681,94,Installment,2,400.07,Pending,2024-06-21
dd34aa18-9001-4ed4-8bb4-01e769f753f1,C00919,59,Full,1,0.0,Completed,2024-03-04
8da5d39b-42c2-4797-8426-fcc9255b30e2,C00886,41,Full,1,0.0,Failed,2025-08-08
4b91b8cb-6ae6-4582-b852-b3cd9442b5e6,C00417,34,Full,1,0.0,Completed,2024-01-14
91ddb9bf-613d-4de9-bae2-802354720d2d,C00966,17,Installment,12,32.48,Failed,2025-05-26
f186e47a-a794-4320-8cf6-e8b87fd238c3,C00100,5,Full,1,0.0,Failed,2025-02-06
7d1645a0-d253-4966-836b-9a0a41e02a89,C00193,54,Full,1,0.0,Failed,2025-08-31
75f8e3a8-7d97-4c0f-bd56-09c4a4461663,C00387,28,Installment,5,138.97,Pending,2024-01-25
23d4526b-2b54-4f7a-9a28-37b2cb8383f2,C00996,87,Full,1,0.0,Completed,2025-03-04
e3ad64d4-eab9-4b02-af1d-c1217d024c6d,C00834,47,Full,1,0.0,Completed,2024-10-25
862138ad-0f09-405c-b50d-7a37a44d9fec,C00919,40,Full,1,0.0,Failed,2023-10-19
d1682e09-f1f7-4904-9307-5157d8c128e7,C00512,84,Installment,8,171.55,Completed,2025-01-25
2332a50e-6992-496e-81a2-5ed1c3abb5f1,C00361,46,Installment,10,25.64,Completed,2025-06-01
26a9e100-b509-409b-9166-58ce3b3f3800,C00117,23,Installment,8,366.51,Completed,2023-10-01
0f79a8a7-5f8a-44bd-b4bd-0c938177b661,C00182,71,Full,1,0.0,Failed,2024-12-19
e9aa144b-9dd4-4675-af14-5064aab07015,C00447,49,Installment,12,235.04,Failed,2024-09-12
883f13c6-01b1-48e9-8406-ff447ce40679,C00697,56,Installment,11,72.33,Pending,2024-11-01
b8e19f56-8787-4a21-8448-2a220308aa5e,C00090,14,Full,1,0.0,Failed,2024-04-12
80913ac1-0463-450e-8964-6b96fa3c1628,C00017,79,Installment,3,342.42,Completed,2025-05-11
f090f5a0-ce61-4199-ae3a-0ba8ac8d6c7d,C00768,97,Full,1,0.0,Failed,2025-07-21
863e1f2a-18a8-46ef-ab05-3fc41b656dab,C00455,65,Full,1,0.0,Failed,2024-01-11
409e7a80-86c5-41d6-9ea9-f50831227592,C00297,54,Full,1,0.0,Pending,2025-05-12
143a9aff-659b-4105-8b80-f288446f64dd,C00796,59,Installment,3,555.95,Pending,2024-06-23
3e42df5b-90a3-4bbf-b580-e05067f1698c,C00877,61,Full,1,0.0,Completed,2025-09-17
d3fbe043-af1d-4a1a-8ccb-235539d1c7ff,C00991,60,Installment,12,46.1,Failed,2025-06-05
a65f7b8a-dbb4-4021-bdde-64afa75b395a,C00804,95,Installment,2,889.59,Completed,2025-04-02
608e2f5c-6117-4270-a7c0-518b17efa621,C00801,29,Installment,6,74.38,Failed,2024-11-02
b3eda8f1-026b-4383-a301-ec030e5d8c6a,C00271,40,Installment,12,209.26,Pending,2024-01-28
a518a418-6f14-43f6-9867-888b7ff6b824,C00005,54,Full,1,0.0,Pending,2025-04-20
f94d8fcb-dba3-496f-ba32-3f6990dbfad6,C00027,20,Installment,10,116.78,Failed,2023-12-03
3ad1fa33-0ae4-4c11-ab4d-8f42873570a2,C00615,41,Installment,4,233.48,Failed,2024-02-26
9118c400-e336-4243-b139-c476de3ce88b,C00441,31,Installment,5,484.66,Failed,2024-09-06
af36b8cc-1308-4974-ac95-b3ac0beb7c34,C00660,51,Full,1,0.0,Failed,2025-08-01
a879d8f8-9042-4eb7-8b04-0f53e63949d4,C00440,17,Installment,4,97.45,Completed,2023-10-19
04022b3c-5082-41a5-99b5-9f84edc3a1c3,C00926,41,Full,1,0.0,Completed,2025-08-27
d218c9d6-c093-4fb0-a4e9-bcfd9647ff9f,C00237,13,Full,1,0.0,Failed,2025-02-26
4c9d6907-13b2-4cec-adca-bf9465f6ba53,C00122,81,Installment,12,16.98,Completed,2024-01-21
d9750f00-d5ab-48ae-9112-fbc03d8f95f4,C00858,71,Full,1,0.0,Completed,2024-07-05
6243bed7-54ec-4f33-8a62-4cbde582b678,C00209,12,Full,1,0.0,Pending,2025-03-30
b076a7dc-fd0c-4433-8a5e-151b23d3cd4c,C00448,2,Full,1,0.0,Pending,2025-03-07
588a3f87-f96d-40f8-bed6-3da08033f5c2,C00633,91,Full,1,0.0,Failed,2023-11-03
1375ee90-d6b3-41e4-bb6d-ca0d6fe5040b,C00392,4,Full,1,0.0,Completed,2024-05-30
9879cf35-f471-4986-9d26-4599c4dd8df5,C00650,81,Installment,4,50.93,Pending,2024-07-10
a255e1bb-0795-4c1f-938d-6b8cc607b1e9,C00669,29,Installment,5,89.25,Failed,2024-04-11
3a67470c-7d98-402f-b357-41e5fe1a1ba9,C00861,32,Installment,6,138.93,Failed,2024-06-11
2f8c83e5-6e8d-4644-a01b-fbcbf0eebcce,C00053,36,Full,1,0.0,Pending,2025-02-02
c5acc354-15f0-4cb4-a14c-721da921cb4c,C00643,3,Full,1,0.0,Pending,2024-12-20
12d15585-b68e-47fa-bf17-5534cc4d5819,C00471,77,Full,1,0.0,Pending,2023-11-23
c8ad0899-b630-494d-a147-adeb277b0667,C00146,37,Installment,4,564.99,Pending,2024-12-31
5c56d9bc-5111-431d-a3be-441dbd5a0c9e,C00080,64,Installment,5,38.71,Completed,2023-12-11
71da35b9-4eea-4db8-b165-d77901547950,C00104,63,Full,1,0.0,Completed,2024-06-14
16591c89-21eb-4aa9-9a2b-d69c450f69ee,C00076,63,Full,1,0.0,Pending,2024-02-08
832f52c4-8e03-40cf-8e96-922772e76b51,C00704,54,Installment,7,122.52,Failed,2024-07-19
8de1596c-5a9a-406a-96f1-42a206b919aa,C00931,58,Full,1,0.0,Pending,2023-12-02
dd1ca267-530d-4da6-88d0-f9e5991965ea,C00306,2,Full,1,0.0,Failed,2024-07-02
c777a07f-6346-44ef-a9ef-74e34ab6821c,C00581,81,Full,1,0.0,Pending,2023-11-25
fe2390f3-e7bb-4efc-8f3d-c97fe6b0da0a,C01000,44,Installment,9,226.77,Failed,2025-09-09
af70de70-2b69-495e-8567-1b58926bffa5,C00615,70,Full,1,0.0,Pending,2024-06-29
44b64ec1-4d16-4049-84d7-df9a238b05b7,C00535,95,Installment,3,593.06,Pending,2024-09-19
46a56fe8-6f46-41b1-aace-1aa9103246b3,C00621,4,Full,1,0.0,Failed,2024-07-28
5c72aebd-13b1-4e59-885c-d7147bf69552,C00525,98,Full,1,0.0,Pending,2024-03-26
7eece88d-a002-452a-b88c-ddde3f2086c2,C00888,47,Full,1,0.0,Pending,2024-12-02
22af711f-1b62-4a9d-b536-6b9f320f72c0,C00031,42,Full,1,0.0,Pending,2024-05-04
d773f98d-550c-4fe9-a54c-11d9f2e61828,C00086,94,Full,1,0.0,Completed,2024-12-21
70b27304-545c-488d-9cb9-075ecdd7f460,C00281,62,Full,1,0.0,Pending,2024-05-26
a6aa59e5-dc08-4f29-92d3-3488d0c30018,C00357,91,Installment,9,69.22,Failed,2025-09-06
9a6c0db9-5217-4c88-8ce9-53a722d90db3,C00829,64,Installment,10,19.36,Completed,2025-08-17
2d79a2d1-506e-40c7-baa0-61e9336b00cb,C00945,25,Installment,4,465.98,Pending,2025-08-30
bc20b9f2-4a9c-489e-91b3-0182f7fe604f,C00704,92,Installment,8,246.27,Pending,2025-02-14
c82f78fd-936c-431c-b7bf-52447db2a7aa,C00598,99,Installment,4,399.66,Pending,2024-03-20
c92e8c93-d105-48d6-87c1-c01760452909,C00977,93,Installment,8,238.91,Completed,2024-07-08
33261887-9058-41df-ae9b-f3e11d27c09a,C00434,77,Installment,7,423.75,Failed,2024-11-30
c4829b71-ae84-481c-ae0f-b5b38bae591e,C00111,78,Installment,8,296.45,Pending,2024-10-31
f166cdcf-762c-4fbc-ba2a-a7baf3f81c31,C00581,46,Installment,12,21.37,Pending,2025-02-23
d4cee27c-4a94-4e9f-8c35-1e4f703e957f,C00461,22,Full,1,0.0,Failed,2025-02-12
cb881c32-cbb0-4a8b-9908-a121d1a7ba20,C00260,76,Installment,6,154.17,Failed,2024-07-20
4d8670bd-a222-4f96-a3a1-3e207fd255ee,C00847,83,Installment,8,272.37,Pending,2024-03-19
6c521d13-b719-4b68-a775-ee42a89e22f2,C00118,24,Installment,8,25.89,Pending,2025-04-23
9912316a-fd9e-4e20-b2f6-095812ef6101,C00367,32,Full,1,0.0,Pending,2024-09-09
ec6a37ad-81b1-4db9-88cc-4d49669b29b8,C00673,48,Installment,4,108.32,Completed,2025-07-28
09697101-8b2c-450a-ab15-c11bb113d50b,C00126,2,Installment,2,671.83,Failed,2025-04-25
cff2b1c4-e53f-4644-b39e-4df25c0a1feb,C00337,28,Installment,11,63.17,Completed,2024-10-21
1bffa279-15c1-404f-aa16-3354a35fc9c1,C00921,30,Full,1,0.0,Completed,2025-04-09
2a9528c3-5ae1-4bad-aa29-60fda85894df,C00291,78,Full,1,0.0,Failed,2025-01-09
a520c3d0-fbcd-4f5e-902f-34650b570720,C00223,14,Installment,11,32.66,Failed,2025-02-01
54e38579-c0af-4193-b780-ef2f664d5922,C00077,74,Installment,12,161.65,Completed,2025-08-30
193e4783-02b3-4254-9b1f-2eb16e3255a8,C00326,41,Full,1,0.0,Pending,2024-04-01
8ed8a80d-84cf-4e39-bf31-c29f82bbad84,C00051,64,Installment,2,96.78,Completed,2024-11-22
5fc64cd0-721e-4b1f-b895-89399342a09f,C00432,16,Full,1,0.0,Completed,2024-07-06
b0c07fcc-96ad-44df-adf7-5924c5b8386b,C00176,77,Installment,11,269.66,Completed,2024-09-24
7b96e2d1-0649-4cf6-bf69-723d584fc85b,C00243,74,Full,1,0.0,Completed,2023-12-10
15fa9483-f633-4c2d-aba9-00e16a7d5d96,C00019,83,Full,1,0.0,Completed,2023-12-18
592c1107-2444-4301-baeb-286bf0d0270f,C00292,17,Installment,2,194.91,Failed,2024-05-09
8567c805-34f5-41c0-88c5-eb2a7490adeb,C00941,68,Full,1,0.0,Completed,2024-09-12
b8d49848-702b-449f-98fd-d2b979e5c9aa,C00661,3,Full,1,0.0,Completed,2025-02-15
0b705933-4cde-4b6b-9132-567c51a40d2a,C00098,54,Installment,6,142.94,Completed,2025-05-09
57d3f4dd-d963-4c72-85c8-234b1d763a66,C00772,45,Installment,3,912.82,Failed,2025-01-10
ee0f65a8-2a13-4c1f-8cd0-15c1ad5900dd,C00794,41,Installment,11,84.9,Pending,2025-09-13
8d49fe3f-2ca8-4783-8418-2d353e711433,C00403,39,Installment,9,15.42,Failed,2024-01-20
76492e64-f55d-4e6d-ad26-8b378f5242d3,C00991,16,Installment,11,53.96,Pending,2024-03-12
2fb70dab-2f38-4b43-a137-f8e467b13040,C00030,29,Full,1,0.0,Pending,2025-01-05
bcc57be0-0779-450a-a544-e3136ea05d13,C00143,14,Installment,8,44.91,Pending,2024-12-16
6df72cd3-979a-4051-b317-591a3283daa4,C00175,12,Full,1,0.0,Failed,2024-07-05
47419b48-34ae-4abd-b6fc-e0acb4698db3,C00924,48,Full,1,0.0,Failed,2025-03-27
93cd1291-1004-4d82-8bc7-2f1acf08ea54,C00889,7,Installment,2,184.31,Pending,2023-12-08
5da49cb9-2fdc-4992-8971-8eeadf3a098a,C00050,39,Full,1,0.0,Completed,2024-05-20
abb316a7-4329-4780-9d2c-272175220646,C00338,89,Installment,6,463.47,Failed,2025-06-16
503b4078-a39c-4ec6-b746-4c02871854c1,C00175,18,Installment,3,211.19,Pending,2024-12-04
1d3e503a-9645-40e4-a47d-c3929c7eb575,C00327,19,Installment,12,48.06,Completed,2024-06-05
2c2ac34b-9e0b-4b01-b536-59efd873dad9,C00685,16,Full,1,0.0,Failed,2025-05-11
eb2ec80e-4c25-4823-8cf4-ffb0b4bba73f,C00490,85,Installment,6,90.82,Completed,2024-12-17
502cf0ee-224a-46a6-ac0f-680115b24e1d,C00792,94,Installment,5,160.03,Pending,2023-12-20
5f90fc87-2edc-417e-9df0-5d184e2d6255,C00271,99,Installment,3,532.88,Completed,2025-02-12
98af5cca-6b11-47cb-a372-542482c56b21,C00572,32,Full,1,0.0,Failed,2024-01-03
7c966b55-2f8d-4ded-ac4c-450b623ad0fc,C00080,10,Installment,2,1168.86,Pending,2025-01-01
ee4205ee-a52f-43ec-ab4e-2281b184d1fc,C00014,86,Full,1,0.0,Completed,2025-09-24
49f1137d-7d59-4e19-aab7-b2ef8e0ec033,C00839,50,Full,1,0.0,Completed,2024-01-05
9e91a71c-7374-4cbf-978c-57d3508850d3,C00108,44,Full,1,0.0,Failed,2023-11-03
7c0f549d-0274-4f73-b3ab-ea0d5be9fdb3,C00780,68,Installment,6,122.6,Failed,2024-01-02
8fc3d7d3-f6bd-40c7-a24a-2a50d0b1fde0,C00465,84,Full,1,0.0,Failed,2024-09-28
7de1bf5d-af48-47f0-a8bd-075b7eb6581e,C00109,17,Full,1,0.0,Completed,2024-07-24
2ad11fe8-7d1b-495e-b1a0-449dd703262f,C00395,58,Full,1,0.0,Completed,2023-11-24
38749f3c-c2d4-4b56-8bbe-d98007e67cb0,C00193,9,Installment,8,28.56,Pending,2024-04-25
49e64c22-89a0-47eb-b98f-569b465cc2cb,C00703,40,Full,1,0.0,Pending,2024-01-25
c5c5ae8a-be15-4d12-90ce-77e9751303b9,C00473,14,Full,1,0.0,Pending,2025-04-06
929d6377-1cfb-455f-82c4-2e488cbadae5,C00017,59,Full,1,0.0,Completed,2023-12-17
fdab3441-d2c2-4960-8b09-01abc66dceb3,C00030,61,Installment,7,319.61,Completed,2024-06-19
c28fa16b-0aa6-4cb9-81bc-be59d296a12d,C00122,71,Full,1,0.0,Completed,2025-03-03
6cd6f011-fd61-413b-b7f2-5d368bddcee3,C00442,28,Full,1,0.0,Completed,2023-12-08
3f5e3b8c-c058-4da5-a757-075bd47f83b1,C00515,56,Installment,2,397.83,Completed,2024-04-29
4347dbca-7321-48b2-8840-405affd2f491,C00280,48,Full,1,0.0,Pending,2024-06-05
dd83ad03-7066-4289-9644-84a0d1151fff,C00665,49,Installment,5,564.1,Completed,2025-09-20
35ba9357-3ca8-4f31-8fd7-f3b9c68fcba5,C00194,52,Full,1,0.0,Failed,2025-05-09
dc6dafff-59c2-4153-b06b-0f0c96822e22,C00283,68,Installment,10,73.56,Completed,2025-02-25
9dbc15c0-2a7d-457c-ad9c-5b50a1fd4187,C00112,88,Full,1,0.0,Failed,2024-01-04
ce315937-34fa-42b6-9043-7e4c34e50699,C00255,15,Full,1,0.0,Pending,2023-11-07
98cbaa52-47f5-4019-8843-8de259cf0b0d,C00055,5,Installment,5,66.54,Pending,2024-10-22
4aea1b8f-b43c-4e0a-ba9f-c10e52daf681,C00545,13,Installment,5,589.33,Failed,2024-04-23
83b0b35c-dba6-4df8-b3d0-4ffb44709848,C00717,92,Installment,8,246.27,Completed,2025-09-14
22b5f457-1860-4d28-90af-b235ade68f51,C00104,29,Installment,9,49.59,Pending,2025-08-28
0f2d5c15-eb34-4d3a-a95e-5ea9c9230c64,C00176,27,Installment,12,102.73,Completed,2025-09-19
b390b059-207b-4e21-a7e8-d18eddf6d4ac,C00723,77,Installment,2,1483.12,Pending,2025-06-19
5274ee11-b61d-4906-a570-35db3fead90a,C00190,65,Installment,6,16.22,Failed,2025-05-22
64880945-ad1d-4537-97f3-4368c2efeecb,C00245,22,Installment,12,199.58,Pending,2024-09-16
a0b85755-44ca-45a2-a1e5-18a293d228d4,C00171,24,Installment,9,23.01,Pending,2024-07-23
cb6ad0c7-a235-4dd4-9355-08d073b5bad5,C00986,2,Installment,8,167.96,Completed,2025-06-29
bff30c8d-83ff-4e96-a721-3a7017d50f59,C00022,23,Installment,3,977.37,Pending,2024-04-15
7466ef02-5e7b-42c8-a097-dedbefb3b939,C00696,98,Full,1,0.0,Failed,2025-08-19
de70bd30-00a2-4367-94fb-09f053c93ae7,C00361,61,Full,1,0.0,Completed,2025-04-12
f8ded777-bb1e-4ae8-97d8-21b8bb93cd40,C00895,32,Installment,3,277.86,Pending,2024-08-25
d9a09007-5bb4-4c18-b281-87c4aa055442,C00839,3,Installment,5,232.66,Failed,2023-11-10
f7d7465d-37c3-43c9-a5d0-b51788d00abd,C00516,22,Full,1,0.0,Pending,2024-08-04
52a74a41-44be-4486-bea5-a387363be5cb,C00103,39,Installment,9,15.42,Completed,2025-05-22
216e9fe5-93f3-4596-8c1c-8b0556771f36,C00753,45,Installment,12,228.21,Completed,2024-11-11
e4e751de-57ff-41d9-89ce-44bd7c3f1add,C00260,47,Installment,2,256.62,Completed,2025-02-04
a04d4d14-197d-4ae1-8bc2-ea720c648ca2,C00309,91,Installment,10,62.3,Failed,2025-04-20
edef5003-1fce-41e3-842b-03ca75a72686,C00878,77,Installment,3,988.74,Completed,2025-06-12
fde91c42-002c-4c22-b4de-5f7070f81dba,C00703,67,Full,1,0.0,Pending,2025-08-25
e8cee951-b047-4ea4-bee5-ce6933cb202e,C00421,29,Full,1,0.0,Completed,2023-12-30
dfda35b2-28b2-4f21-8d47-0ed6a6663769,C00510,4,Full,1,0.0,Failed,2025-08-06
5c457e4d-a793-43b8-97e5-2113462623be,C00759,90,Installment,7,423.31,Pending,2024-03-26
