redemption_id,customer_id,reward_type,date
RW1724,C00133,Event Ticket,2023-12-19
RW1725,C00068,Data Voucher,2025-08-23
RW1726,C00304,Event Ticket,2021-01-18
RW1727,C00499,Discount Coupon,2021-05-03
RW1728,C00399,Discount Coupon,2021-04-29
RW1729,C00393,Event Ticket,2023-07-01
RW1730,C00264,Event Ticket,2020-05-03
RW1731,C00056,Data Voucher,2021-08-20
RW1732,C00205,Event Ticket,2023-06-21
RW1733,C00384,Event Ticket,2023-12-12
RW1734,C00340,Data Voucher,2021-02-25
RW1735,C00314,Discount Coupon,2024-11-28
RW1736,C00151,Data Voucher,2021-05-23
RW1737,C00106,Event Ticket,2022-12-20
RW1738,C00358,Data Voucher,2022-03-11
RW1739,C00273,Event Ticket,2024-11-21
RW1740,C00095,Discount Coupon,2024-05-22
RW1741,C00364,Data Voucher,2020-05-30
RW1742,C00422,Data Voucher,2024-12-22
RW1743,C00112,Data Voucher,2024-07-06
RW1744,C00133,Discount Coupon,2020-07-26
RW1745,C00474,Event Ticket,2024-01-11
RW1746,C00035,Data Voucher,2022-10-30
RW1747,C00270,Discount Coupon,2022-11-19
RW1748,C00147,Data Voucher,2020-11-07
RW1749,C00373,Event Ticket,2023-05-10
RW1750,C00348,Event Ticket,2024-10-21
RW1751,C00341,Data Voucher,2025-03-08
RW1752,C00367,Event Ticket,2023-07-31
RW1753,C00110,Data Voucher,2024-12-05
RW1754,C00113,Data Voucher,2023-07-01
RW1755,C00318,Data Voucher,2023-04-19
RW1756,C00193,Event Ticket,2025-05-11
RW1757,C00047,Event Ticket,2023-08-20
RW1758,C00138,Data Voucher,2021-06-17
RW1759,C00259,Data Voucher,2023-02-10
RW1760,C00094,Discount Coupon,2020-12-19
RW1761,C00412,Event Ticket,2025-01-01
RW1762,C00308,Event Ticket,2025-01-19
RW1763,C00343,Discount Coupon,2021-06-10
RW1764,C00310,Event Ticket,2024-10-26
RW1765,C00100,Discount Coupon,2021-09-18
RW1766,C00009,Event Ticket,2023-10-28
RW1767,C00048,Data Voucher,2020-03-12
RW1768,C00405,Discount Coupon,2020-11-03
RW1769,C00248,Data Voucher,2022-09-16
RW1770,C00253,Event Ticket,2025-03-07
RW1771,C00077,Discount Coupon,2022-02-03
RW1772,C00323,Event Ticket,2025-01-04
RW1773,C00379,Discount Coupon,2024-05-16
RW1774,C00041,Event Ticket,2023-08-15
RW1775,C00448,Data Voucher,2020-09-29
RW1776,C00425,Data Voucher,2022-02-05
RW1777,C00060,Event Ticket,2024-03-30
RW1778,C00460,Event Ticket,2022-04-17
RW1779,C00235,Discount Coupon,2023-07-12
RW1780,C00348,Event Ticket,2020-10-13
RW1781,C00462,Discount Coupon,2025-02-28
RW1782,C00447,Discount Coupon,2023-07-15
RW1783,C00022,Data Voucher,2023-01-07
RW1784,C00473,Event Ticket,2025-05-14
RW1785,C00250,Discount Coupon,2020-07-14
RW1786,C00440,Discount Coupon,2021-06-15
RW1787,C00499,Data Voucher,2020-01-15
RW1788,C00469,Discount Coupon,2024-10-15
RW1789,C00011,Discount Coupon,2022-07-22
RW1790,C00321,Data Voucher,2023-04-18
RW1791,C00187,Discount Coupon,2022-10-31
RW1792,C00022,Event Ticket,2020-06-09
RW1793,C00471,Event Ticket,2022-10-23
RW1794,C00066,Event Ticket,2024-03-05
RW1795,C00204,Discount Coupon,2023-11-01
RW1796,C00033,Event Ticket,2021-02-12
RW1797,C00144,Event Ticket,2020-03-29
RW1798,C00136,Data Voucher,2022-03-30
RW1799,C00294,Event Ticket,2021-08-10
RW1800,C00303,Discount Coupon,2020-12-24
RW1801,C00308,Event Ticket,2023-07-14
RW1802,C00154,Data Voucher,2023-07-09
RW1803,C00099,Event Ticket,2025-03-05
RW1804,C00056,Event Ticket,2023-11-09
RW1805,C00348,Data Voucher,2022-04-07
RW1806,C00006,Data Voucher,2020-12-16
RW1807,C00094,Event Ticket,2021-06-04
RW1808,C00264,Data Voucher,2022-01-24
RW1809,C00180,Data Voucher,2024-03-02
RW1810,C00147,Discount Coupon,2021-05-22
RW1811,C00124,Discount Coupon,2024-01-19
RW1812,C00118,Data Voucher,2024-12-20
RW1813,C00073,Event Ticket,2025-01-02
RW1814,C00459,Data Voucher,2023-03-01
RW1815,C00054,Discount Coupon,2024-10-29
RW1816,C00324,Data Voucher,2024-03-30
RW1817,C00221,Data Voucher,2021-03-05
RW1818,C00320,Discount Coupon,2024-07-28
RW1819,C00419,Discount Coupon,2024-05-14
RW1820,C00498,Event Ticket,2023-12-24
RW1821,C00394,Data Voucher,2025-08-18
RW1822,C00323,Data Voucher,2023-03-04
RW1823,C00115,Data Voucher,2024-11-05
RW1824,C00147,Data Voucher,2023-04-24
RW1825,C00461,Discount Coupon,2024-12-02
RW1826,C00255,Event Ticket,2024-08-09
RW1827,C00402,Data Voucher,2021-04-20
RW1828,C00456,Discount Coupon,2024-03-01
RW1829,C00022,Data Voucher,2023-04-22
RW1830,C00178,Data Voucher,2022-05-05
RW1831,C00419,Event Ticket,2024-07-26
RW1832,C00079,Discount Coupon,2020-07-17
RW1833,C00103,Discount Coupon,2020-09-16
RW1834,C00367,Event Ticket,2020-09-10
RW1835,C00210,Discount Coupon,2024-01-19
RW1836,C00170,Data Voucher,2023-08-18
RW1837,C00385,Event Ticket,2024-11-28
RW1838,C00207,Data Voucher,2020-01-08
RW1839,C00402,Data Voucher,2025-02-27
RW1840,C00148,Event Ticket,2023-04-24
RW1841,C00145,Discount Coupon,2023-07-29
RW1842,C00218,Event Ticket,2025-05-23
RW1843,C00451,Discount Coupon,2023-03-28
RW1844,C00188,Data Voucher,2022-08-05
RW1845,C00254,Discount Coupon,2024-11-24
RW1846,C00068,Data Voucher,2021-07-07
RW1847,C00017,Data Voucher,2022-04-16
RW1848,C00307,Data Voucher,2021-08-30
RW1849,C00332,Event Ticket,2021-10-31
RW1850,C00345,Data Voucher,2022-11-04
RW1851,C00479,Data Voucher,2020-09-15
RW1852,C00447,Discount Coupon,2023-11-23
RW1853,C00218,Event Ticket,2025-08-08
RW1854,C00059,Data Voucher,2025-02-09
RW1855,C00459,Data Voucher,2025-06-19
RW1856,C00361,Data Voucher,2022-03-16
RW1857,C00067,Data Voucher,2023-04-14
RW1858,C00203,Discount Coupon,2020-04-21
RW1859,C00254,Event Ticket,2021-09-13
RW1860,C00300,Discount Coupon,2020-12-15
RW1861,C00287,Data Voucher,2023-05-16
RW1862,C00177,Discount Coupon,2021-11-09
RW1863,C00232,Event Ticket,2024-10-30
RW1864,C00202,Data Voucher,2022-03-23
RW1865,C00133,Data Voucher,2020-05-24
RW1866,C00041,Event Ticket,2021-12-15
RW1867,C00292,Data Voucher,2022-05-26
RW1868,C00219,Data Voucher,2024-07-17
RW1869,C00490,Event Ticket,2023-10-24
RW1870,C00205,Discount Coupon,2021-09-11
RW1871,C00162,Discount Coupon,2020-10-25
RW1872,C00128,Discount Coupon,2025-05-03
RW1873,C00061,Data Voucher,2023-01-05
RW1874,C00127,Data Voucher,2020-09-08
RW1875,C00090,Discount Coupon,2022-11-17
RW1876,C00213,Discount Coupon,2023-08-17
RW1877,C00326,Discount Coupon,2022-09-06
RW1878,C00326,Discount Coupon,2023-04-08
RW1879,C00436,Data Voucher,2022-10-04
RW1880,C00358,Data Voucher,2021-02-01
RW1881,C00210,Data Voucher,2022-09-11
RW1882,C00038,Data Voucher,2023-01-10
RW1883,C00045,Discount Coupon,2025-04-25
RW1884,C00305,Event Ticket,2024-02-09
RW1885,C00087,Data Voucher,2020-06-23
RW1886,C00346,Discount Coupon,2023-01-18
RW1887,C00463,Event Ticket,2025-07-01
RW1888,C00262,Discount Coupon,2020-11-30
RW1889,C00044,Discount Coupon,2023-12-28
RW1890,C00438,Data Voucher,2022-11-14
RW1891,C00200,Discount Coupon,2023-03-09
RW1892,C00364,Discount Coupon,2020-10-09
RW1893,C00321,Data Voucher,2025-02-24
RW1894,C00008,Event Ticket,2021-07-23
RW1895,C00058,Data Voucher,2022-06-24
RW1896,C00172,Discount Coupon,2020-02-04
RW1897,C00259,Discount Coupon,2022-03-25
RW1898,C00134,Event Ticket,2025-03-04
RW1899,C00141,Data Voucher,2023-05-03
RW1900,C00268,Discount Coupon,2025-01-19
RW1901,C00202,Data Voucher,2024-04-14
RW1902,C00118,Event Ticket,2024-10-19
RW1903,C00171,Event Ticket,2020-02-05
RW1904,C00426,Discount Coupon,2022-01-13
RW1905,C00229,Discount Coupon,2024-05-31
RW1906,C00015,Event Ticket,2025-09-17
RW1907,C00229,Data Voucher,2022-09-15
RW1908,C00220,Discount Coupon,2020-04-25
RW1909,C00284,Discount Coupon,2022-05-16
RW1910,C00265,Discount Coupon,2020-05-01
RW1911,C00297,Discount Coupon,2025-06-18
RW1912,C00155,Event Ticket,2020-04-06
RW1913,C00283,Discount Coupon,2024-11-26
RW1914,C00022,Event Ticket,2022-02-23
RW1915,C00480,Discount Coupon,2024-03-18
RW1916,C00315,Event Ticket,2025-08-29
RW1917,C00449,Discount Coupon,2020-07-02
RW1918,C00250,Discount Coupon,2022-12-29
RW1919,C00347,Event Ticket,2023-10-22
RW1920,C00314,Event Ticket,2024-08-26
RW1921,C00455,Data Voucher,2024-09-30
RW1922,C00171,Data Voucher,2021-10-14
RW1923,C00057,Event Ticket,2021-08-09
RW1924,C00197,Discount Coupon,2021-02-17
RW1925,C00196,Data Voucher,2025-09-02
RW1926,C00279,Data Voucher,2024-12-04
RW1927,C00376,Discount Coupon,2021-10-26
RW1928,C00427,Event Ticket,2025-05-02
RW1929,C00010,Discount Coupon,2024-02-02
RW1930,C00034,Data Voucher,2023-02-16
RW1931,C00499,Data Voucher,2021-10-15
RW1932,C00023,Discount Coupon,2023-11-20
RW1933,C00301,Data Voucher,2021-10-15
RW1934,C00202,Discount Coupon,2023-06-25
RW1935,C00295,Discount Coupon,2025-05-11
RW1936,C00390,Discount Coupon,2024-04-14
RW1937,C00308,Data Voucher,2021-05-20
RW1938,C00266,Discount Coupon,2023-04-14
RW1939,C00334,Data Voucher,2022-10-25
RW1940,C00004,Event Ticket,2024-08-11
RW1941,C00346,Event Ticket,2025-07-01
RW1942,C00238,Data Voucher,2022-02-16
RW1943,C00257,Discount Coupon,2022-05-20
RW1944,C00438,Discount Coupon,2021-01-03
RW1945,C00034,Data Voucher,2021-11-07
RW1946,C00014,Event Ticket,2020-03-16
RW1947,C00331,Event Ticket,2022-10-04
RW1948,C00478,Discount Coupon,2020-12-06
RW1949,C00015,Data Voucher,2023-02-19
RW1950,C00267,Discount Coupon,2021-11-30
RW1951,C00418,Data Voucher,2024-06-29
RW1952,C00097,Event Ticket,2023-03-10
RW1953,C00277,Event Ticket,2023-02-24
RW1954,C00346,Event Ticket,2021-08-19
RW1955,C00003,Event Ticket,2021-09-21
RW1956,C00483,Discount Coupon,2021-08-15
RW1957,C00217,Event Ticket,2025-09-20
RW1958,C00018,Data Voucher,2022-08-29
RW1959,C00387,Event Ticket,2023-03-15
RW1960,C00093,Event Ticket,2021-10-05
RW1961,C00044,Event Ticket,2021-01-25
RW1962,C00224,Discount Coupon,2024-06-30
RW1963,C00439,Data Voucher,2020-07-26
RW1964,C00405,Data Voucher,2022-04-11
RW1965,C00478,Event Ticket,2023-01-25
RW1966,C00403,Event Ticket,2025-04-24
RW1967,C00386,Discount Coupon,2024-12-11
RW1968,C00054,Event Ticket,2021-02-24
RW1969,C00440,Event Ticket,2023-02-03
RW1970,C00164,Discount Coupon,2021-04-18
RW1971,C00145,Event Ticket,2022-03-09
RW1972,C00208,Discount Coupon,2025-05-19
RW1973,C00065,Discount Coupon,2023-02-04
RW1974,C00499,Discount Coupon,2020-11-25
RW1975,C00465,Discount Coupon,2020-08-29
RW1976,C00013,Event Ticket,2024-12-28
RW1977,C00362,Discount Coupon,2024-07-15
RW1978,C00080,Discount Coupon,2023-11-29
RW1979,C00035,Discount Coupon,2021-08-18
RW1980,C00028,Discount Coupon,2021-09-30
RW1981,C00210,Discount Coupon,2023-05-08
RW1982,C00144,Data Voucher,2020-11-14
RW1983,C00295,Data Voucher,2021-11-30
RW1984,C00168,Data Voucher,2020-12-04
RW1985,C00424,Event Ticket,2021-03-07
RW1986,C00229,Data Voucher,2020-12-17
RW1987,C00364,Discount Coupon,2024-09-15
RW1988,C00490,Discount Coupon,2024-09-17
RW1989,C00437,Discount Coupon,2025-06-26
RW1990,C00165,Discount Coupon,2024-02-29
RW1991,C00133,Discount Coupon,2021-10-26
RW1992,C00079,Discount Coupon,2022-05-07
RW1993,C00205,Event Ticket,2022-02-16
RW1994,C00336,Data Voucher,2025-09-02
RW1995,C00203,Discount Coupon,2024-02-06
RW1996,C00074,Discount Coupon,2025-03-02
RW1997,C00102,Discount Coupon,2024-11-30
RW1998,C00168,Event Ticket,2022-01-22
RW1999,C00057,Discount Coupon,2020-04-13
RW2000,C00086,Discount Coupon,2022-07-15
RW2001,C00083,Data Voucher,2020-07-23
RW2002,C00250,Event Ticket,2022-05-11
RW2003,C00484,Discount Coupon,2020-03-19
RW2004,C00165,Discount Coupon,2025-05-31
RW2005,C00172,Discount Coupon,2025-05-14
RW2006,C00024,Data Voucher,2025-08-15
RW2007,C00344,Data Voucher,2021-04-15
RW2008,C00461,Event Ticket,2023-10-15
RW2009,C00448,Event Ticket,2024-07-26
RW2010,C00093,Event Ticket,2022-11-02
RW2011,C00295,Discount Coupon,2022-05-10
RW2012,C00053,Discount Coupon,2024-10-19
RW2013,C00143,Data Voucher,2025-07-26
RW2014,C00059,Event Ticket,2020-02-21
RW2015,C00033,Discount Coupon,2020-08-05
RW2016,C00341,Data Voucher,2020-02-05
RW2017,C00232,Data Voucher,2023-01-20
RW2018,C00026,Data Voucher,2025-07-08
RW2019,C00161,Data Voucher,2022-08-13
RW2020,C00489,Discount Coupon,2022-04-07
RW2021,C00220,Discount Coupon,2022-11-06
RW2022,C00078,Event Ticket,2025-06-09
RW2023,C00240,Data Voucher,2023-11-13
RW2024,C00159,Event Ticket,2023-05-06
RW2025,C00074,Discount Coupon,2020-12-29
RW2026,C00036,Event Ticket,2025-06-25
RW2027,C00316,Data Voucher,2024-08-13
RW2028,C00383,Event Ticket,2025-08-16
RW2029,C00003,Discount Coupon,2024-06-30
RW2030,C00100,Data Voucher,2020-06-18
RW2031,C00339,Data Voucher,2024-08-29
RW2032,C00489,Event Ticket,2020-07-14
RW2033,C00449,Discount Coupon,2021-12-31
RW2034,C00477,Event Ticket,2020-05-11
RW2035,C00036,Discount Coupon,2023-03-10
RW2036,C00033,Discount Coupon,2023-06-22
RW2037,C00204,Event Ticket,2025-04-10
RW2038,C00185,Event Ticket,2022-08-09
RW2039,C00296,Data Voucher,2020-05-24
RW2040,C00258,Data Voucher,2024-08-16
RW2041,C00447,Discount Coupon,2025-05-23
RW2042,C00357,Discount Coupon,2021-04-04
RW2043,C00043,Event Ticket,2023-12-12
RW2044,C00378,Discount Coupon,2020-04-27
RW2045,C00244,Event Ticket,2021-11-29
RW2046,C00431,Data Voucher,2025-01-15
RW2047,C00239,Data Voucher,2021-05-18
RW2048,C00407,Event Ticket,2025-07-14
RW2049,C00115,Data Voucher,2024-05-02
RW2050,C00389,Event Ticket,2020-06-16
RW2051,C00332,Discount Coupon,2022-05-27
RW2052,C00286,Event Ticket,2024-05-28
RW2053,C00103,Event Ticket,2023-08-15
RW2054,C00480,Data Voucher,2022-11-04
RW2055,C00162,Discount Coupon,2023-03-17
RW2056,C00485,Data Voucher,2023-01-07
RW2057,C00030,Discount Coupon,2022-03-26
RW2058,C00498,Data Voucher,2021-06-03
RW2059,C00397,Event Ticket,2021-03-17
RW2060,C00096,Discount Coupon,2024-06-08
RW2061,C00437,Discount Coupon,2024-09-01
RW2062,C00013,Event Ticket,2020-05-21
RW2063,C00407,Event Ticket,2020-05-31
RW2064,C00258,Discount Coupon,2021-04-28
RW2065,C00167,Discount Coupon,2024-07-01
RW2066,C00489,Data Voucher,2023-01-17
RW2067,C00063,Event Ticket,2021-11-30
RW2068,C00080,Data Voucher,2023-04-01
RW2069,C00167,Event Ticket,2020-06-13
RW2070,C00211,Discount Coupon,2023-09-23
RW2071,C00008,Discount Coupon,2023-06-12
RW2072,C00379,Discount Coupon,2020-11-08
RW2073,C00489,Discount Coupon,2021-05-23
RW2074,C00212,Event Ticket,2025-06-26
RW2075,C00011,Data Voucher,2023-01-24
RW2076,C00220,Event Ticket,2021-07-23
RW2077,C00091,Discount Coupon,2025-03-03
RW2078,C00098,Discount Coupon,2020-05-02
RW2079,C00474,Event Ticket,2020-03-30
RW2080,C00047,Data Voucher,2020-12-14
RW2081,C00402,Discount Coupon,2024-08-04
RW2082,C00192,Data Voucher,2020-07-14
RW2083,C00384,Event Ticket,2021-05-08
RW2084,C00100,Discount Coupon,2021-01-26
RW2085,C00087,Discount Coupon,2024-02-15
RW2086,C00093,Event Ticket,2022-08-27
RW2087,C00200,Data Voucher,2023-04-25
RW2088,C00313,Event Ticket,2023-03-30
RW2089,C00201,Event Ticket,2023-05-28
RW2090,C00263,Discount Coupon,2022-04-18
RW2091,C00215,Event Ticket,2022-03-16
RW2092,C00219,Data Voucher,2021-02-03
RW2093,C00280,Event Ticket,2023-08-04
RW2094,C00403,Data Voucher,2024-08-08
RW2095,C00380,Event Ticket,2021-02-16
RW2096,C00066,Discount Coupon,2021-12-12
RW2097,C00319,Discount Coupon,2024-11-15
RW2098,C00462,Event Ticket,2024-01-28
RW2099,C00367,Discount Coupon,2021-02-19
RW2100,C00312,Event Ticket,2022-06-06
RW2101,C00183,Event Ticket,2020-02-12
RW2102,C00280,Event Ticket,2021-10-07
RW2103,C00098,Discount Coupon,2022-03-30
RW2104,C00473,Data Voucher,2021-01-21
RW2105,C00212,Data Voucher,2025-02-12
RW2106,C00472,Data Voucher,2025-04-12
RW2107,C00105,Event Ticket,2022-09-28
RW2108,C00326,Discount Coupon,2023-03-23
RW2109,C00474,Discount Coupon,2020-06-03
RW2110,C00435,Event Ticket,2022-11-07
RW2111,C00162,Event Ticket,2024-09-16
RW2112,C00293,Event Ticket,2024-10-11
RW2113,C00371,Data Voucher,2022-05-30
RW2114,C00473,Data Voucher,2025-01-28
RW2115,C00500,Data Voucher,2025-05-27
RW2116,C00106,Discount Coupon,2023-09-13
RW2117,C00473,Discount Coupon,2025-06-22
RW2118,C00452,Discount Coupon,2020-10-12
RW2119,C00074,Event Ticket,2022-06-20
RW2120,C00385,Data Voucher,2020-10-23
RW2121,C00243,Data Voucher,2024-08-24
RW2122,C00410,Discount Coupon,2022-01-02
RW2123,C00457,Discount Coupon,2024-03-26
RW2124,C00147,Event Ticket,2024-11-25
RW2125,C00330,Data Voucher,2024-10-04
RW2126,C00097,Discount Coupon,2022-01-29
RW2127,C00404,Event Ticket,2021-12-25
RW2128,C00138,Data Voucher,2020-06-29
RW2129,C00445,Data Voucher,2020-04-01
RW2130,C00372,Discount Coupon,2020-10-08
RW2131,C00500,Event Ticket,2020-09-18
RW2132,C00052,Event Ticket,2020-01-02
RW2133,C00036,Data Voucher,2021-01-22
RW2134,C00378,Discount Coupon,2021-06-23
RW2135,C00500,Discount Coupon,2025-02-22
RW2136,C00274,Event Ticket,2024-09-20
RW2137,C00486,Discount Coupon,2022-12-19
RW2138,C00296,Discount Coupon,2025-03-08
RW2139,C00312,Discount Coupon,2022-02-04
RW2140,C00161,Event Ticket,2025-04-02
RW2141,C00014,Data Voucher,2025-03-14
RW2142,C00052,Data Voucher,2020-07-09
RW2143,C00494,Discount Coupon,2024-11-27
RW2144,C00392,Discount Coupon,2020-11-13
RW2145,C00384,Event Ticket,2024-11-22
RW2146,C00255,Event Ticket,2021-07-27
RW2147,C00478,Discount Coupon,2025-03-24
RW2148,C00070,Data Voucher,2023-02-24
RW2149,C00481,Discount Coupon,2022-10-01
RW2150,C00121,Discount Coupon,2021-08-13
RW2151,C00183,Discount Coupon,2022-08-21
RW2152,C00018,Event Ticket,2022-05-13
RW2153,C00371,Discount Coupon,2024-05-09
RW2154,C00060,Data Voucher,2021-10-01
RW2155,C00027,Data Voucher,2020-05-20
RW2156,C00106,Event Ticket,2020-10-03
RW2157,C00367,Event Ticket,2020-08-10
RW2158,C00324,Event Ticket,2025-08-03
RW2159,C00401,Data Voucher,2020-09-10
RW2160,C00394,Data Voucher,2022-07-08
RW2161,C00206,Discount Coupon,2023-10-03
RW2162,C00074,Event Ticket,2021-08-06
RW2163,C00378,Event Ticket,2022-02-21
RW2164,C00258,Discount Coupon,2021-11-16
RW2165,C00114,Discount Coupon,2021-01-08
RW2166,C00496,Data Voucher,2025-01-02
RW2167,C00420,Data Voucher,2022-04-25
RW2168,C00388,Discount Coupon,2023-06-23
RW2169,C00421,Discount Coupon,2023-01-24
RW2170,C00181,Data Voucher,2020-06-15
RW2171,C00326,Discount Coupon,2020-04-30
RW2172,C00076,Discount Coupon,2020-09-18
RW2173,C00257,Event Ticket,2024-04-20
RW2174,C00470,Discount Coupon,2023-07-08
RW2175,C00409,Discount Coupon,2023-08-05
RW2176,C00417,Data Voucher,2023-05-19
RW2177,C00350,Discount Coupon,2022-03-26
RW2178,C00460,Discount Coupon,2021-06-13
RW2179,C00266,Data Voucher,2020-03-08
RW2180,C00359,Data Voucher,2023-01-18
RW2181,C00383,Data Voucher,2021-03-18
RW2182,C00402,Data Voucher,2020-10-12
RW2183,C00101,Data Voucher,2021-05-05
RW2184,C00488,Discount Coupon,2024-02-07
RW2185,C00321,Event Ticket,2025-07-15
RW2186,C00126,Event Ticket,2020-03-15
RW2187,C00133,Data Voucher,2024-05-31
RW2188,C00389,Event Ticket,2025-07-06
RW2189,C00337,Discount Coupon,2022-01-29
RW2190,C00281,Event Ticket,2025-09-17
RW2191,C00167,Discount Coupon,2024-02-13
RW2192,C00180,Event Ticket,2020-02-06
RW2193,C00026,Data Voucher,2020-01-15
RW2194,C00023,Data Voucher,2024-07-30
RW2195,C00199,Discount Coupon,2022-10-09
RW2196,C00250,Data Voucher,2025-01-07
RW2197,C00074,Data Voucher,2022-06-02
RW2198,C00112,Discount Coupon,2021-04-29
RW2199,C00413,Data Voucher,2023-06-04
RW2200,C00292,Data Voucher,2022-12-10
RW2201,C00325,Event Ticket,2021-01-27
RW2202,C00500,Discount Coupon,2020-07-01
RW2203,C00271,Event Ticket,2021-08-14
RW2204,C00170,Event Ticket,2022-03-02
RW2205,C00331,Data Voucher,2021-02-19
RW2206,C00272,Discount Coupon,2020-05-18
RW2207,C00312,Data Voucher,2020-10-01
RW2208,C00047,Discount Coupon,2025-09-28
RW2209,C00490,Data Voucher,2023-04-01
RW2210,C00380,Event Ticket,2021-04-09
RW2211,C00197,Discount Coupon,2024-08-04
RW2212,C00497,Event Ticket,2022-05-25
RW2213,C00182,Data Voucher,2024-01-30
RW2214,C00212,Data Voucher,2022-09-12
RW2215,C00195,Event Ticket,2025-08-03
RW2216,C00265,Discount Coupon,2024-08-11
RW2217,C00223,Data Voucher,2022-09-10
RW2218,C00390,Event Ticket,2020-09-22
RW2219,C00163,Discount Coupon,2021-10-13
RW2220,C00026,Data Voucher,2024-07-22
RW2221,C00174,Data Voucher,2023-04-28
RW2222,C00112,Event Ticket,2022-11-25
RW2223,C00423,Data Voucher,2020-09-14
RW2224,C00071,Data Voucher,2025-05-07
RW2225,C00080,Data Voucher,2023-11-02
RW2226,C00399,Discount Coupon,2024-09-06
RW2227,C00278,Discount Coupon,2025-04-12
RW2228,C00307,Event Ticket,2023-12-05
RW2229,C00188,Data Voucher,2020-10-06
RW2230,C00164,Event Ticket,2023-07-24
RW2231,C00367,Data Voucher,2024-08-09
RW2232,C00250,Event Ticket,2020-04-27
RW2233,C00253,Event Ticket,2024-03-26
RW2234,C00167,Discount Coupon,2020-04-12
RW2235,C00067,Discount Coupon,2022-09-27
RW2236,C00247,Data Voucher,2023-11-04
RW2237,C00068,Event Ticket,2020-12-08
RW2238,C00115,Data Voucher,2022-09-22
RW2239,C00050,Discount Coupon,2022-12-28
RW2240,C00353,Data Voucher,2023-12-29
RW2241,C00093,Data Voucher,2020-03-29
RW2242,C00394,Data Voucher,2022-10-20
RW2243,C00107,Data Voucher,2022-12-12
RW2244,C00394,Discount Coupon,2025-06-22
RW2245,C00005,Event Ticket,2023-12-02
RW2246,C00051,Data Voucher,2023-03-04
RW2247,C00473,Data Voucher,2022-08-16
RW2248,C00087,Event Ticket,2021-08-22
RW2249,C00305,Event Ticket,2022-12-31
RW2250,C00405,Event Ticket,2021-11-21
RW2251,C00422,Data Voucher,2021-05-20
RW2252,C00309,Data Voucher,2023-11-21
RW2253,C00104,Event Ticket,2022-05-01
RW2254,C00308,Discount Coupon,2021-11-13
RW2255,C00002,Discount Coupon,2021-10-19
RW2256,C00210,Event Ticket,2025-06-21
RW2257,C00446,Event Ticket,2021-06-13
RW2258,C00137,Event Ticket,2024-04-04
RW2259,C00305,Data Voucher,2022-08-31
RW2260,C00415,Data Voucher,2025-08-24
RW2261,C00362,Discount Coupon,2020-09-23
RW2262,C00413,Discount Coupon,2021-01-26
RW2263,C00446,Data Voucher,2022-10-28
RW2264,C00221,Discount Coupon,2022-10-18
RW2265,C00329,Discount Coupon,2022-09-22
RW2266,C00234,Event Ticket,2023-09-01
RW2267,C00414,Data Voucher,2023-04-28
RW2268,C00241,Data Voucher,2021-07-08
RW2269,C00179,Discount Coupon,2023-12-31
RW2270,C00468,Discount Coupon,2024-08-23
RW2271,C00495,Event Ticket,2024-12-10
RW2272,C00269,Data Voucher,2020-03-10
RW2273,C00083,Event Ticket,2024-05-15
RW2274,C00137,Discount Coupon,2021-07-19
RW2275,C00213,Discount Coupon,2025-05-24
RW2276,C00188,Discount Coupon,2020-06-19
RW2277,C00109,Event Ticket,2021-06-03
RW2278,C00408,Data Voucher,2022-03-17
RW2279,C00191,Discount Coupon,2020-10-21
RW2280,C00333,Event Ticket,2023-09-18
RW2281,C00176,Discount Coupon,2020-02-26
RW2282,C00151,Event Ticket,2023-10-21
RW2283,C00117,Data Voucher,2022-10-08
RW2284,C00049,Discount Coupon,2022-08-15
RW2285,C00027,Discount Coupon,2023-04-06
RW2286,C00003,Discount Coupon,2023-06-03
RW2287,C00250,Data Voucher,2020-07-06
RW2288,C00098,Event Ticket,2022-09-25
RW2289,C00060,Discount Coupon,2023-01-26
RW2290,C00105,Event Ticket,2024-11-30
RW2291,C00257,Data Voucher,2024-05-16
RW2292,C00219,Data Voucher,2021-06-25
RW2293,C00465,Event Ticket,2024-10-11
RW2294,C00259,Discount Coupon,2025-07-21
RW2295,C00237,Event Ticket,2021-12-18
RW2296,C00251,Event Ticket,2025-06-04
RW2297,C00337,Event Ticket,2020-05-24
RW2298,C00073,Data Voucher,2025-02-02
RW2299,C00450,Discount Coupon,2023-06-20
RW2300,C00291,Event Ticket,2022-02-25
RW2301,C00185,Discount Coupon,2022-08-08
RW2302,C00134,Data Voucher,2024-09-28
RW2303,C00475,Discount Coupon,2020-03-11
RW2304,C00209,Event Ticket,2020-08-12
RW2305,C00455,Event Ticket,2021-06-11
RW2306,C00295,Discount Coupon,2024-08-13
RW2307,C00444,Data Voucher,2020-02-17
RW2308,C00121,Discount Coupon,2022-07-22
RW2309,C00103,Event Ticket,2023-12-25
RW2310,C00482,Data Voucher,2022-09-04
RW2311,C00312,Event Ticket,2021-04-29
RW2312,C00474,Event Ticket,2023-05-06
RW2313,C00202,Data Voucher,2022-03-28
RW2314,C00010,Event Ticket,2024-12-08
RW2315,C00494,Discount Coupon,2023-02-25
RW2316,C00030,Event Ticket,2022-11-04
RW2317,C00078,Discount Coupon,2020-04-07
RW2318,C00005,Event Ticket,2025-09-15
RW2319,C00284,Event Ticket,2022-11-14
RW2320,C00443,Data Voucher,2024-07-28
RW2321,C00197,Discount Coupon,2021-11-26
