event_id,customer_id,event_name,attended,date
EV2041,C00016,Hackathon,1,2023-12-03
EV2042,C00310,Workshop,1,2024-07-15
EV2043,C00269,Football Tournament,0,2022-04-22
EV2044,C00048,Workshop,0,2023-03-14
EV2045,C00201,Music Festival,0,2024-07-28
EV2046,C00071,Football Tournament,1,2020-08-12
EV2047,C00092,Football Tournament,1,2023-09-02
EV2048,C00142,Workshop,0,2022-07-31
EV2049,C00242,Football Tournament,1,2023-08-28
EV2050,C00061,Football Tournament,0,2024-07-21
EV2051,C00337,Hackathon,1,2024-06-15
EV2052,C00218,Music Festival,0,2024-12-29
EV2053,C00223,Music Festival,1,2023-10-16
EV2054,C00128,Hackathon,1,2022-03-06
EV2055,C00373,Hackathon,0,2023-07-30
EV2056,C00159,Hackathon,1,2023-07-23
EV2057,C00350,Workshop,0,2021-03-21
EV2058,C00226,Workshop,1,2024-05-22
EV2059,C00113,Hackathon,0,2023-08-27
EV2060,C00274,Football Tournament,1,2022-07-07
EV2061,C00175,Workshop,1,2024-04-29
EV2062,C00217,Music Festival,0,2021-04-20
EV2063,C00394,Workshop,1,2024-05-24
EV2064,C00105,Music Festival,1,2023-08-12
EV2065,C00402,Football Tournament,0,2023-10-27
EV2066,C00296,Music Festival,0,2020-04-21
EV2067,C00392,Hackathon,1,2022-10-22
EV2068,C00318,Football Tournament,1,2021-09-02
EV2069,C00059,Workshop,1,2023-04-26
EV2070,C00395,Music Festival,0,2024-02-03
EV2071,C00108,Football Tournament,1,2024-09-26
EV2072,C00030,Football Tournament,1,2020-10-02
EV2073,C00342,Hackathon,1,2020-07-21
EV2074,C00128,Music Festival,0,2025-08-21
EV2075,C00003,Workshop,0,2024-10-01
EV2076,C00364,Music Festival,1,2022-06-09
EV2077,C00155,Workshop,1,2023-11-28
EV2078,C00254,Football Tournament,0,2022-12-30
EV2079,C00146,Music Festival,0,2020-02-16
EV2080,C00012,Hackathon,1,2020-01-29
EV2081,C00117,Music Festival,1,2020-08-16
EV2082,C00217,Hackathon,0,2021-09-15
EV2083,C00057,Hackathon,1,2020-05-09
EV2084,C00115,Workshop,1,2020-11-25
EV2085,C00152,Hackathon,0,2021-08-05
EV2086,C00049,Hackathon,0,2024-08-17
EV2087,C00397,Workshop,1,2023-03-23
EV2088,C00343,Music Festival,0,2023-08-13
EV2089,C00296,Music Festival,0,2021-10-20
EV2090,C00196,Music Festival,1,2020-06-25
EV2091,C00416,Music Festival,0,2024-01-30
EV2092,C00365,Football Tournament,0,2021-08-06
EV2093,C00228,Music Festival,1,2023-11-26
EV2094,C00269,Football Tournament,0,2022-10-19
EV2095,C00047,Workshop,0,2024-09-28
EV2096,C00419,Hackathon,1,2024-02-21
EV2097,C00116,Football Tournament,1,2020-05-04
EV2098,C00043,Football Tournament,0,2023-07-01
EV2099,C00138,Music Festival,0,2024-04-23
EV2100,C00316,Hackathon,1,2023-03-13
EV2101,C00076,Music Festival,1,2024-09-15
EV2102,C00306,Football Tournament,0,2025-04-28
EV2103,C00034,Workshop,1,2021-08-22
EV2104,C00352,Hackathon,0,2024-07-17
EV2105,C00446,Workshop,0,2023-12-19
EV2106,C00196,Workshop,1,2023-05-24
EV2107,C00408,Football Tournament,1,2023-07-23
EV2108,C00017,Music Festival,1,2024-12-12
EV2109,C00467,Music Festival,1,2021-03-01
EV2110,C00203,Football Tournament,1,2024-04-07
EV2111,C00022,Music Festival,1,2024-04-06
EV2112,C00174,Football Tournament,0,2022-10-31
EV2113,C00215,Workshop,0,2021-02-05
EV2114,C00496,Music Festival,0,2020-04-22
EV2115,C00210,Hackathon,1,2023-05-16
EV2116,C00078,Music Festival,0,2022-06-08
EV2117,C00006,Workshop,1,2024-03-23
EV2118,C00052,Football Tournament,0,2024-01-11
EV2119,C00321,Music Festival,0,2025-04-18
EV2120,C00274,Music Festival,0,2025-09-26
EV2121,C00277,Hackathon,0,2022-07-27
EV2122,C00164,Football Tournament,1,2021-03-24
EV2123,C00200,Workshop,1,2023-02-08
EV2124,C00370,Football Tournament,0,2020-08-02
EV2125,C00470,Music Festival,0,2021-10-07
EV2126,C00110,Hackathon,1,2020-01-07
EV2127,C00400,Workshop,0,2021-12-26
EV2128,C00285,Music Festival,1,2024-05-27
EV2129,C00410,Music Festival,1,2025-02-10
EV2130,C00423,Music Festival,0,2025-07-18
EV2131,C00395,Music Festival,1,2021-07-21
EV2132,C00419,Music Festival,0,2025-02-19
EV2133,C00382,Hackathon,1,2020-07-06
EV2134,C00391,Music Festival,1,2024-03-27
EV2135,C00412,Hackathon,0,2020-02-21
EV2136,C00114,Workshop,1,2024-01-08
EV2137,C00251,Workshop,0,2021-02-17
EV2138,C00479,Workshop,0,2021-01-28
EV2139,C00092,Music Festival,1,2021-12-23
EV2140,C00361,Music Festival,0,2020-12-19
EV2141,C00433,Football Tournament,1,2025-01-16
EV2142,C00485,Football Tournament,1,2020-10-05
EV2143,C00297,Football Tournament,1,2021-11-03
EV2144,C00153,Football Tournament,1,2021-01-13
EV2145,C00123,Hackathon,0,2025-04-14
EV2146,C00219,Football Tournament,0,2020-10-13
EV2147,C00377,Hackathon,0,2025-03-13
EV2148,C00174,Football Tournament,1,2020-10-22
EV2149,C00304,Football Tournament,1,2025-01-05
EV2150,C00005,Hackathon,0,2020-07-01
EV2151,C00226,Football Tournament,0,2022-08-01
EV2152,C00351,Music Festival,0,2022-05-06
EV2153,C00418,Music Festival,0,2021-09-29
EV2154,C00264,Music Festival,1,2021-07-26
EV2155,C00339,Football Tournament,0,2023-09-01
EV2156,C00398,Football Tournament,0,2023-07-05
EV2157,C00004,Workshop,0,2024-06-17
EV2158,C00012,Hackathon,0,2025-08-05
EV2159,C00100,Football Tournament,0,2020-05-09
EV2160,C00155,Football Tournament,1,2022-01-18
EV2161,C00087,Music Festival,0,2024-02-06
EV2162,C00006,Hackathon,1,2025-09-11
EV2163,C00498,Hackathon,0,2024-02-03
EV2164,C00082,Football Tournament,1,2020-08-20
EV2165,C00405,Music Festival,1,2023-09-10
EV2166,C00440,Workshop,1,2020-03-20
EV2167,C00140,Hackathon,0,2021-06-26
EV2168,C00223,Football Tournament,0,2023-05-16
EV2169,C00065,Hackathon,1,2024-07-26
EV2170,C00442,Football Tournament,1,2020-08-08
EV2171,C00465,Football Tournament,1,2020-01-12
EV2172,C00027,Music Festival,1,2020-09-30
EV2173,C00366,Hackathon,0,2023-09-28
EV2174,C00250,Football Tournament,0,2025-06-18
EV2175,C00164,Music Festival,0,2024-09-27
EV2176,C00352,Workshop,1,2025-02-08
EV2177,C00096,Workshop,0,2024-10-01
EV2178,C00114,Hackathon,1,2024-09-23
EV2179,C00482,Workshop,0,2023-10-17
EV2180,C00178,Workshop,1,2021-09-01
EV2181,C00368,Hackathon,0,2022-06-08
EV2182,C00235,Football Tournament,1,2025-03-31
EV2183,C00441,Workshop,1,2024-08-06
EV2184,C00345,Football Tournament,1,2020-12-29
EV2185,C00114,Hackathon,0,2022-03-22
EV2186,C00163,Workshop,0,2023-06-29
EV2187,C00074,Hackathon,1,2022-12-13
EV2188,C00470,Hackathon,1,2022-06-19
EV2189,C00212,Workshop,1,2023-08-12
EV2190,C00286,Workshop,1,2021-07-28
EV2191,C00206,Football Tournament,0,2021-04-27
EV2192,C00450,Music Festival,0,2024-06-24
EV2193,C00242,Football Tournament,1,2020-03-13
EV2194,C00286,Music Festival,0,2023-07-08
EV2195,C00363,Workshop,0,2021-08-11
EV2196,C00096,Hackathon,1,2020-03-20
EV2197,C00198,Music Festival,1,2025-05-27
EV2198,C00402,Music Festival,1,2025-04-01
EV2199,C00072,Hackathon,1,2025-08-15
EV2200,C00382,Workshop,1,2021-11-25
EV2201,C00089,Football Tournament,0,2023-10-02
EV2202,C00478,Workshop,0,2023-09-07
EV2203,C00411,Football Tournament,1,2022-09-17
EV2204,C00424,Football Tournament,1,2025-05-08
EV2205,C00099,Football Tournament,1,2023-08-02
EV2206,C00319,Hackathon,1,2024-07-26
EV2207,C00450,Hackathon,0,2024-11-04
EV2208,C00321,Music Festival,1,2025-03-15
EV2209,C00170,Football Tournament,0,2021-11-06
EV2210,C00306,Hackathon,1,2023-08-21
EV2211,C00149,Hackathon,1,2025-05-05
EV2212,C00106,Workshop,0,2020-05-19
EV2213,C00098,Music Festival,1,2020-12-10
EV2214,C00070,Music Festival,1,2024-07-17
EV2215,C00437,Music Festival,1,2020-05-26
EV2216,C00207,Football Tournament,0,2024-08-19
EV2217,C00469,Music Festival,1,2024-08-14
EV2218,C00017,Hackathon,0,2021-09-09
EV2219,C00264,Workshop,0,2021-11-05
EV2220,C00364,Hackathon,0,2023-08-31
EV2221,C00189,Hackathon,0,2020-10-09
EV2222,C00084,Music Festival,0,2025-08-08
EV2223,C00369,Music Festival,1,2021-03-07
EV2224,C00497,Music Festival,1,2022-06-12
EV2225,C00394,Football Tournament,0,2025-08-24
EV2226,C00257,Music Festival,1,2021-03-06
EV2227,C00437,Workshop,1,2022-04-21
EV2228,C00143,Music Festival,0,2021-02-12
EV2229,C00495,Football Tournament,0,2021-03-27
EV2230,C00441,Music Festival,0,2024-04-20
EV2231,C00252,Workshop,0,2022-03-04
EV2232,C00219,Football Tournament,0,2025-07-15
EV2233,C00029,Music Festival,0,2021-03-23
EV2234,C00407,Workshop,0,2025-01-28
EV2235,C00100,Music Festival,0,2021-10-14
EV2236,C00016,Hackathon,1,2022-11-24
EV2237,C00267,Hackathon,0,2022-12-30
EV2238,C00341,Workshop,0,2021-12-03
EV2239,C00481,Music Festival,1,2022-09-02
EV2240,C00131,Workshop,1,2020-09-27
EV2241,C00026,Football Tournament,1,2023-08-31
EV2242,C00325,Music Festival,0,2025-08-07
EV2243,C00408,Football Tournament,1,2022-05-09
EV2244,C00283,Music Festival,0,2021-02-11
EV2245,C00448,Workshop,0,2025-05-26
EV2246,C00139,Music Festival,0,2023-12-09
EV2247,C00121,Workshop,0,2025-09-10
EV2248,C00332,Hackathon,0,2022-09-17
EV2249,C00174,Music Festival,0,2024-11-23
EV2250,C00393,Music Festival,0,2020-02-04
EV2251,C00324,Workshop,0,2022-12-10
EV2252,C00131,Workshop,1,2020-04-03
EV2253,C00458,Football Tournament,1,2020-11-09
EV2254,C00356,Music Festival,1,2025-03-02
EV2255,C00399,Hackathon,1,2022-03-09
EV2256,C00438,Music Festival,1,2021-05-24
EV2257,C00255,Workshop,1,2022-12-04
EV2258,C00443,Hackathon,0,2022-09-04
EV2259,C00155,Football Tournament,1,2023-06-18
EV2260,C00328,Music Festival,1,2022-04-14
EV2261,C00106,Music Festival,1,2022-11-10
EV2262,C00093,Music Festival,0,2020-05-20
EV2263,C00063,Football Tournament,1,2024-11-05
EV2264,C00324,Hackathon,0,2021-03-31
EV2265,C00217,Football Tournament,1,2021-08-08
EV2266,C00247,Football Tournament,0,2024-11-17
EV2267,C00026,Football Tournament,1,2020-10-27
EV2268,C00266,Hackathon,1,2022-06-06
EV2269,C00036,Workshop,0,2022-10-11
EV2270,C00267,Workshop,1,2025-03-30
EV2271,C00279,Music Festival,1,2023-09-20
EV2272,C00329,Workshop,1,2020-04-27
EV2273,C00355,Workshop,0,2021-01-07
EV2274,C00321,Workshop,1,2021-09-30
EV2275,C00074,Hackathon,1,2021-11-18
EV2276,C00497,Football Tournament,0,2022-03-14
EV2277,C00329,Workshop,0,2024-06-25
EV2278,C00250,Music Festival,1,2023-10-07
EV2279,C00457,Hackathon,0,2023-04-25
EV2280,C00463,Hackathon,0,2023-10-19
EV2281,C00018,Workshop,0,2020-02-17
EV2282,C00031,Music Festival,1,2024-11-11
EV2283,C00091,Workshop,1,2025-04-08
EV2284,C00143,Football Tournament,0,2021-01-16
EV2285,C00343,Football Tournament,0,2025-02-23
EV2286,C00155,Workshop,0,2023-07-07
EV2287,C00391,Workshop,1,2024-09-17
EV2288,C00492,Football Tournament,0,2023-02-21
EV2289,C00437,Hackathon,0,2020-05-31
EV2290,C00097,Hackathon,0,2023-02-06
EV2291,C00031,Hackathon,0,2022-06-25
EV2292,C00498,Music Festival,0,2025-07-31
EV2293,C00455,Workshop,1,2024-11-18
EV2294,C00040,Hackathon,1,2021-05-24
EV2295,C00045,Music Festival,0,2025-04-01
EV2296,C00393,Music Festival,0,2020-03-28
EV2297,C00439,Hackathon,0,2021-06-05
EV2298,C00266,Hackathon,0,2024-05-07
EV2299,C00042,Music Festival,0,2025-05-28
EV2300,C00332,Football Tournament,1,2025-01-02
EV2301,C00050,Workshop,0,2024-11-27
EV2302,C00437,Football Tournament,0,2023-04-15
EV2303,C00475,Hackathon,0,2023-03-17
EV2304,C00297,Music Festival,1,2020-11-17
EV2305,C00242,Hackathon,0,2020-05-22
EV2306,C00066,Football Tournament,1,2022-06-23
EV2307,C00269,Football Tournament,1,2025-07-18
EV2308,C00046,Workshop,1,2024-11-02
EV2309,C00068,Music Festival,0,2024-07-23
EV2310,C00270,Music Festival,1,2021-05-29
EV2311,C00279,Football Tournament,1,2023-12-11
EV2312,C00478,Workshop,0,2020-03-02
EV2313,C00177,Hackathon,0,2021-12-11
EV2314,C00191,Hackathon,1,2023-08-15
EV2315,C00369,Music Festival,1,2023-07-09
EV2316,C00354,Music Festival,1,2024-06-13
EV2317,C00032,Workshop,1,2021-06-17
EV2318,C00461,Hackathon,0,2020-08-12
EV2319,C00236,Music Festival,1,2023-04-29
EV2320,C00496,Football Tournament,0,2021-11-16
EV2321,C00495,Hackathon,0,2022-07-16
EV2322,C00224,Football Tournament,0,2025-02-10
EV2323,C00083,Hackathon,1,2023-04-07
EV2324,C00475,Football Tournament,1,2023-03-10
EV2325,C00172,Music Festival,0,2021-11-20
EV2326,C00496,Workshop,0,2022-03-08
EV2327,C00283,Workshop,0,2020-02-18
EV2328,C00392,Football Tournament,0,2021-04-03
EV2329,C00208,Football Tournament,1,2022-01-02
EV2330,C00300,Workshop,1,2020-07-02
EV2331,C00214,Football Tournament,0,2020-09-23
EV2332,C00408,Football Tournament,1,2021-05-07
EV2333,C00181,Football Tournament,0,2022-02-20
EV2334,C00020,Football Tournament,0,2023-07-12
EV2335,C00434,Football Tournament,0,2020-10-11
EV2336,C00223,Football Tournament,1,2025-06-07
EV2337,C00119,Football Tournament,1,2021-10-17
EV2338,C00098,Hackathon,1,2020-01-17
EV2339,C00113,Football Tournament,1,2025-06-06
EV2340,C00312,Music Festival,1,2022-03-06
EV2341,C00113,Music Festival,0,2020-11-29
EV2342,C00404,Football Tournament,1,2023-09-30
EV2343,C00168,Workshop,0,2023-05-18
EV2344,C00111,Football Tournament,0,2021-05-17
EV2345,C00022,Hackathon,1,2020-12-18
EV2346,C00237,Football Tournament,0,2024-04-10
EV2347,C00181,Hackathon,0,2023-11-25
EV2348,C00080,Hackathon,0,2025-05-20
EV2349,C00075,Workshop,1,2022-11-01
EV2350,C00280,Football Tournament,0,2022-12-11
EV2351,C00227,Music Festival,1,2020-05-05
EV2352,C00479,Hackathon,0,2022-12-28
EV2353,C00394,Workshop,0,2025-05-05
EV2354,C00137,Football Tournament,0,2025-04-10
EV2355,C00211,Music Festival,1,2020-04-08
EV2356,C00232,Workshop,1,2021-12-08
EV2357,C00497,Hackathon,0,2021-06-11
EV2358,C00429,Football Tournament,1,2021-01-19
EV2359,C00257,Music Festival,1,2020-11-29
EV2360,C00401,Hackathon,1,2024-02-25
EV2361,C00246,Football Tournament,1,2023-08-30
EV2362,C00381,Music Festival,1,2020-12-25
EV2363,C00019,Hackathon,0,2020-01-14
EV2364,C00012,Music Festival,0,2021-05-08
EV2365,C00182,Workshop,1,2024-12-22
EV2366,C00082,Music Festival,0,2021-08-19
EV2367,C00485,Workshop,0,2023-08-19
EV2368,C00140,Workshop,1,2021-09-01
EV2369,C00070,Football Tournament,1,2021-08-18
EV2370,C00238,Football Tournament,0,2023-06-11
EV2371,C00282,Hackathon,1,2020-04-07
EV2372,C00328,Hackathon,0,2025-08-25
EV2373,C00362,Football Tournament,1,2022-04-28
EV2374,C00460,Hackathon,1,2021-11-24
EV2375,C00275,Music Festival,1,2025-04-08
EV2376,C00094,Football Tournament,0,2022-05-23
EV2377,C00042,Football Tournament,1,2020-02-23
EV2378,C00051,Workshop,1,2020-01-11
EV2379,C00243,Football Tournament,1,2024-07-30
EV2380,C00074,Workshop,1,2022-04-11
EV2381,C00265,Hackathon,0,2022-12-09
EV2382,C00189,Football Tournament,0,2021-01-12
EV2383,C00139,Football Tournament,1,2022-09-11
EV2384,C00353,Football Tournament,0,2024-03-12
EV2385,C00234,Hackathon,1,2020-09-05
EV2386,C00051,Football Tournament,1,2022-04-19
EV2387,C00288,Football Tournament,0,2020-02-07
EV2388,C00190,Hackathon,0,2025-02-16
EV2389,C00091,Music Festival,1,2023-05-29
EV2390,C00231,Workshop,1,2025-08-22
EV2391,C00403,Workshop,0,2022-07-30
EV2392,C00151,Workshop,0,2023-08-09
EV2393,C00366,Hackathon,0,2024-09-16
EV2394,C00210,Hackathon,1,2021-09-22
EV2395,C00160,Workshop,0,2024-02-07
EV2396,C00396,Music Festival,0,2025-04-22
EV2397,C00316,Workshop,1,2024-09-13
EV2398,C00289,Workshop,0,2022-02-28
EV2399,C00412,Music Festival,0,2022-11-06
EV2400,C00042,Football Tournament,1,2025-08-25
EV2401,C00036,Music Festival,0,2025-03-23
EV2402,C00106,Hackathon,1,2023-03-03
EV2403,C00184,Music Festival,0,2020-06-19
EV2404,C00203,Hackathon,0,2024-07-18
EV2405,C00203,Football Tournament,0,2024-10-08
EV2406,C00232,Music Festival,1,2022-02-24
EV2407,C00449,Football Tournament,1,2023-12-14
EV2408,C00295,Hackathon,0,2023-11-04
EV2409,C00475,Music Festival,1,2025-09-19
EV2410,C00045,Football Tournament,1,2025-04-04
EV2411,C00173,Music Festival,1,2021-12-22
EV2412,C00219,Football Tournament,0,2024-09-28
EV2413,C00484,Workshop,0,2024-01-04
EV2414,C00217,Music Festival,1,2024-01-13
EV2415,C00343,Music Festival,0,2022-02-28
EV2416,C00480,Hackathon,0,2022-12-06
EV2417,C00040,Football Tournament,0,2021-03-23
EV2418,C00399,Workshop,1,2024-08-27
EV2419,C00261,Music Festival,1,2025-02-18
EV2420,C00412,Football Tournament,1,2023-05-09
EV2421,C00174,Hackathon,1,2024-09-30
EV2422,C00247,Workshop,1,2022-05-18
EV2423,C00322,Football Tournament,0,2024-03-10
EV2424,C00058,Hackathon,1,2025-03-07
EV2425,C00003,Music Festival,0,2024-05-13
EV2426,C00404,Music Festival,1,2020-10-09
EV2427,C00446,Music Festival,0,2021-05-07
EV2428,C00127,Music Festival,0,2024-10-31
EV2429,C00473,Football Tournament,0,2020-09-03
EV2430,C00079,Workshop,1,2022-07-16
EV2431,C00087,Hackathon,1,2024-08-11
EV2432,C00443,Music Festival,1,2021-11-28
EV2433,C00030,Football Tournament,0,2021-02-01
EV2434,C00481,Football Tournament,0,2022-12-29
EV2435,C00393,Workshop,1,2024-02-09
EV2436,C00344,Music Festival,0,2024-07-12
EV2437,C00163,Music Festival,1,2023-11-15
EV2438,C00194,Hackathon,1,2021-05-13
EV2439,C00059,Music Festival,0,2023-08-11
EV2440,C00208,Workshop,1,2024-10-13
EV2441,C00126,Football Tournament,1,2020-03-12
EV2442,C00100,Music Festival,1,2020-12-15
EV2443,C00286,Football Tournament,0,2020-08-08
EV2444,C00492,Music Festival,0,2021-12-17
EV2445,C00247,Music Festival,1,2025-01-04
EV2446,C00336,Football Tournament,1,2025-09-08
EV2447,C00001,Workshop,1,2020-01-23
EV2448,C00060,Hackathon,1,2025-02-28
EV2449,C00168,Football Tournament,0,2024-10-30
EV2450,C00169,Workshop,0,2022-09-16
EV2451,C00149,Workshop,1,2023-02-07
EV2452,C00019,Workshop,1,2024-04-05
EV2453,C00035,Music Festival,1,2020-07-20
EV2454,C00066,Workshop,1,2022-06-10
EV2455,C00219,Hackathon,0,2021-12-21
EV2456,C00450,Football Tournament,0,2024-03-12
EV2457,C00112,Hackathon,0,2023-09-07
EV2458,C00442,Workshop,0,2025-05-26
EV2459,C00295,Workshop,1,2024-01-02
EV2460,C00133,Workshop,1,2021-05-11
EV2461,C00071,Music Festival,0,2023-05-03
EV2462,C00216,Hackathon,0,2022-09-26
EV2463,C00171,Workshop,1,2023-01-30
EV2464,C00139,Workshop,1,2025-05-14
EV2465,C00031,Music Festival,0,2023-03-10
EV2466,C00106,Hackathon,1,2024-11-29
EV2467,C00135,Football Tournament,0,2020-06-08
EV2468,C00302,Workshop,1,2022-06-10
EV2469,C00037,Hackathon,0,2022-09-02
EV2470,C00201,Football Tournament,0,2023-11-01
EV2471,C00175,Music Festival,1,2021-05-15
EV2472,C00054,Workshop,0,2020-12-07
EV2473,C00323,Football Tournament,0,2025-08-28
EV2474,C00134,Hackathon,0,2023-08-16
EV2475,C00453,Football Tournament,0,2023-02-27
EV2476,C00156,Music Festival,1,2023-06-07
EV2477,C00233,Workshop,0,2021-05-28
EV2478,C00015,Workshop,1,2025-02-18
EV2479,C00146,Hackathon,1,2022-09-16
EV2480,C00378,Hackathon,1,2024-09-27
EV2481,C00088,Hackathon,0,2024-07-28
EV2482,C00374,Music Festival,0,2022-11-04
EV2483,C00256,Football Tournament,0,2021-05-01
EV2484,C00231,Workshop,0,2025-05-02
EV2485,C00483,Hackathon,1,2022-07-25
EV2486,C00173,Workshop,1,2024-04-18
EV2487,C00319,Football Tournament,0,2022-09-26
EV2488,C00410,Workshop,1,2022-12-06
EV2489,C00137,Workshop,1,2025-01-23
EV2490,C00455,Workshop,0,2023-05-08
EV2491,C00371,Workshop,1,2023-09-28
EV2492,C00268,Workshop,1,2022-03-14
EV2493,C00134,Hackathon,1,2022-01-09
EV2494,C00012,Workshop,0,2021-05-12
EV2495,C00270,Workshop,1,2025-07-24
EV2496,C00216,Workshop,0,2020-02-13
EV2497,C00393,Music Festival,0,2020-06-30
EV2498,C00477,Hackathon,0,2020-10-24
EV2499,C00091,Football Tournament,1,2023-06-22
EV2500,C00002,Football Tournament,1,2020-05-21
EV2501,C00255,Hackathon,0,2021-12-05
EV2502,C00500,Hackathon,0,2025-07-13
EV2503,C00425,Workshop,1,2024-02-02
EV2504,C00028,Football Tournament,0,2020-03-04
EV2505,C00490,Football Tournament,1,2021-04-04
EV2506,C00136,Hackathon,0,2021-09-24
EV2507,C00050,Music Festival,0,2025-06-29
EV2508,C00262,Football Tournament,1,2025-03-17
EV2509,C00289,Hackathon,1,2024-02-15
EV2510,C00273,Music Festival,0,2024-03-07
EV2511,C00268,Music Festival,0,2023-08-25
EV2512,C00206,Workshop,1,2024-05-30
EV2513,C00067,Hackathon,0,2025-06-05
EV2514,C00047,Football Tournament,0,2020-01-17
EV2515,C00417,Workshop,1,2022-04-23
EV2516,C00198,Workshop,1,2024-06-25
EV2517,C00169,Hackathon,1,2020-01-30
EV2518,C00186,Music Festival,1,2022-08-18
EV2519,C00405,Football Tournament,0,2022-04-01
EV2520,C00178,Football Tournament,1,2022-05-02
EV2521,C00045,Music Festival,0,2024-04-24
EV2522,C00343,Workshop,0,2025-08-01
EV2523,C00475,Football Tournament,1,2020-05-03
EV2524,C00245,Hackathon,0,2021-12-16
EV2525,C00395,Workshop,0,2023-05-19
EV2526,C00200,Football Tournament,0,2023-10-08
EV2527,C00155,Hackathon,0,2024-01-01
EV2528,C00484,Music Festival,0,2022-09-13
EV2529,C00285,Hackathon,0,2022-06-07
EV2530,C00460,Football Tournament,1,2025-06-25
EV2531,C00196,Workshop,1,2025-09-25
EV2532,C00171,Music Festival,0,2023-04-03
EV2533,C00080,Workshop,0,2020-11-07
EV2534,C00164,Hackathon,1,2024-08-05
EV2535,C00202,Music Festival,0,2025-04-26
EV2536,C00225,Hackathon,1,2022-09-01
EV2537,C00480,Football Tournament,1,2025-08-05
EV2538,C00312,Workshop,0,2023-08-03
EV2539,C00006,Music Festival,1,2020-01-09
EV2540,C00034,Football Tournament,0,2020-04-15
EV2541,C00055,Football Tournament,0,2021-01-22
EV2542,C00208,Football Tournament,1,2024-04-13
EV2543,C00221,Hackathon,0,2025-01-19
EV2544,C00112,Football Tournament,0,2024-08-01
EV2545,C00074,Music Festival,1,2021-01-14
EV2546,C00029,Football Tournament,1,2024-10-13
EV2547,C00366,Football Tournament,1,2022-11-28
EV2548,C00072,Football Tournament,1,2021-06-04
EV2549,C00293,Music Festival,1,2022-08-01
EV2550,C00333,Music Festival,1,2021-08-14
EV2551,C00390,Football Tournament,1,2023-10-28
EV2552,C00321,Hackathon,0,2022-02-26
EV2553,C00454,Workshop,0,2020-09-28
EV2554,C00415,Workshop,1,2024-11-28
EV2555,C00187,Hackathon,1,2021-08-13
EV2556,C00115,Football Tournament,1,2022-01-10
EV2557,C00417,Workshop,1,2022-11-24
EV2558,C00452,Workshop,1,2024-10-21
EV2559,C00187,Football Tournament,1,2021-12-17
EV2560,C00310,Workshop,0,2024-06-26
EV2561,C00316,Football Tournament,0,2021-02-20
EV2562,C00276,Music Festival,0,2025-06-01
EV2563,C00157,Music Festival,1,2021-06-25
EV2564,C00108,Workshop,1,2025-08-17
EV2565,C00439,Hackathon,1,2022-10-16
EV2566,C00298,Music Festival,1,2022-02-04
EV2567,C00306,Football Tournament,0,2021-06-17
EV2568,C00342,Football Tournament,1,2022-03-30
EV2569,C00119,Football Tournament,0,2022-09-20
EV2570,C00057,Music Festival,1,2023-11-11
EV2571,C00445,Hackathon,0,2021-11-14
EV2572,C00114,Workshop,1,2023-12-13
EV2573,C00175,Hackathon,1,2020-04-03
EV2574,C00197,Workshop,1,2023-03-16
EV2575,C00137,Workshop,0,2024-01-23
EV2576,C00090,Football Tournament,1,2022-12-24
EV2577,C00294,Football Tournament,1,2024-10-24
EV2578,C00290,Football Tournament,0,2023-07-28
EV2579,C00225,Football Tournament,1,2021-10-09
EV2580,C00214,Hackathon,1,2020-07-23
EV2581,C00065,Hackathon,0,2025-08-10
EV2582,C00242,Music Festival,1,2023-11-07
EV2583,C00050,Workshop,0,2024-04-02
EV2584,C00393,Hackathon,1,2020-06-03
EV2585,C00207,Music Festival,0,2022-02-07
EV2586,C00456,Workshop,0,2023-04-11
EV2587,C00116,Football Tournament,1,2023-12-19
EV2588,C00260,Music Festival,0,2024-10-14
EV2589,C00326,Workshop,1,2021-02-20
EV2590,C00081,Football Tournament,0,2020-08-25
EV2591,C00136,Workshop,0,2022-04-16
EV2592,C00435,Music Festival,1,2024-04-18
EV2593,C00465,Music Festival,0,2024-03-30
EV2594,C00103,Hackathon,0,2023-07-22
EV2595,C00249,Football Tournament,0,2020-09-29
EV2596,C00224,Hackathon,1,2020-11-21
EV2597,C00455,Football Tournament,1,2020-11-04
EV2598,C00189,Hackathon,0,2023-11-19
EV2599,C00007,Workshop,0,2021-09-23
EV2600,C00027,Workshop,0,2022-01-28
EV2601,C00369,Football Tournament,1,2024-11-24
EV2602,C00292,Football Tournament,0,2024-06-24
EV2603,C00341,Football Tournament,1,2021-03-13
EV2604,C00090,Music Festival,1,2022-03-25
EV2605,C00040,Hackathon,1,2022-09-30
EV2606,C00029,Football Tournament,0,2022-03-08
EV2607,C00181,Workshop,1,2022-12-19
EV2608,C00108,Hackathon,0,2021-04-01
EV2609,C00046,Music Festival,0,2023-02-24
EV2610,C00339,Music Festival,1,2022-02-07
EV2611,C00408,Hackathon,0,2023-06-06
EV2612,C00060,Hackathon,1,2021-02-04
EV2613,C00096,Music Festival,1,2020-08-19
EV2614,C00169,Workshop,0,2022-09-16
EV2615,C00037,Music Festival,1,2022-07-13
EV2616,C00256,Hackathon,0,2022-08-09
EV2617,C00445,Hackathon,1,2022-07-10
EV2618,C00372,Hackathon,1,2020-07-20
EV2619,C00466,Hackathon,1,2020-02-25
EV2620,C00088,Workshop,1,2025-07-27
EV2621,C00113,Workshop,0,2021-11-25
