employee_id,department,role,completed_trainings,preferred_learning_mode
E2535,IT,Analyst,4,Text
E2536,Operations,Executive,5,Text
E2537,Operations,Manager,10,Video
E2538,Marketing,Manager,8,Video
E2539,Operations,Analyst,6,Video
E2540,Marketing,Manager,7,Interactive
E2541,Marketing,Executive,10,Video
E2542,HR,Executive,2,Text
E2543,IT,Intern,5,Text
E2544,Marketing,Executive,1,Interactive
E2545,HR,Manager,3,Interactive
E2546,HR,Executive,4,Text
E2547,Marketing,Manager,8,Video
E2548,IT,Intern,1,Interactive
E2549,IT,Executive,9,Video
E2550,Finance,Intern,1,Interactive
E2551,Finance,Executive,10,Video
E2552,Operations,Manager,4,Interactive
E2553,Finance,Manager,9,Interactive
E2554,Operations,Manager,9,Text
E2555,HR,Analyst,4,Text
E2556,Marketing,Intern,5,Text
E2557,IT,Intern,0,Interactive
E2558,Marketing,Manager,3,Video
E2559,Operations,Manager,7,Text
E2560,HR,Intern,5,Interactive
E2561,Operations,Manager,10,Interactive
E2562,Finance,Manager,6,Text
E2563,Operations,Executive,7,Interactive
E2564,Marketing,Executive,7,Text
E2565,Operations,Manager,0,Text
E2566,HR,Manager,3,Interactive
E2567,HR,Intern,2,Interactive
E2568,Marketing,Executive,10,Video
E2569,Marketing,Analyst,1,Video
E2570,Marketing,Manager,3,Text
E2571,Operations,Manager,2,Video
E2572,Marketing,Manager,5,Video
E2573,Operations,Executive,4,Video
E2574,Operations,Analyst,9,Text
E2575,HR,Manager,1,Video
E2576,Operations,Analyst,8,Interactive
E2577,HR,Analyst,2,Text
E2578,Finance,Analyst,4,Text
E2579,HR,Intern,8,Text
E2580,IT,Intern,1,Text
E2581,IT,Analyst,10,Text
E2582,Operations,Manager,3,Video
E2583,IT,Analyst,8,Interactive
E2584,Operations,Executive,3,Interactive
E2585,HR,Analyst,7,Text
E2586,HR,Intern,4,Video
E2587,IT,Analyst,7,Video
E2588,Finance,Manager,8,Text
E2589,Marketing,Executive,3,Interactive
E2590,Operations,Manager,7,Text
E2591,Finance,Manager,3,Video
E2592,Marketing,Manager,2,Video
E2593,Operations,Intern,9,Text
E2594,Marketing,Intern,7,Text
E2595,HR,Executive,7,Text
E2596,Marketing,Executive,2,Text
E2597,Operations,Intern,10,Video
E2598,HR,Intern,3,Video
E2599,Operations,Analyst,7,Text
E2600,Finance,Executive,3,Video
E2601,IT,Executive,9,Text
E2602,HR,Analyst,8,Text
E2603,Operations,Analyst,10,Video
E2604,Marketing,Analyst,7,Text
E2605,HR,Manager,10,Text
E2606,Marketing,Intern,8,Interactive
E2607,Marketing,Analyst,0,Interactive
E2608,HR,Analyst,2,Text
E2609,HR,Executive,0,Video
E2610,HR,Executive,7,Interactive
E2611,Marketing,Manager,4,Video
E2612,HR,Intern,7,Text
E2613,IT,Manager,7,Video
E2614,Finance,Analyst,3,Text
E2615,Marketing,Intern,1,Video
E2616,IT,Intern,2,Text
E2617,IT,Manager,10,Video
E2618,Finance,Intern,7,Interactive
E2619,Finance,Manager,6,Interactive
E2620,Operations,Analyst,5,Text
E2621,HR,Manager,10,Text
E2622,IT,Analyst,5,Interactive
E2623,HR,Executive,8,Video
E2624,Finance,Analyst,8,Video
E2625,Operations,Manager,3,Text
E2626,Finance,Analyst,3,Text
E2627,HR,Intern,9,Interactive
E2628,IT,Executive,2,Video
E2629,HR,Analyst,10,Text
E2630,Operations,Intern,3,Video
E2631,Operations,Executive,6,Interactive
E2632,Operations,Intern,9,Video
E2633,Operations,Manager,1,Interactive
E2634,Operations,Executive,6,Video
E2635,Operations,Executive,9,Interactive
E2636,Finance,Executive,3,Video
E2637,HR,Executive,7,Video
E2638,Operations,Manager,9,Video
E2639,Marketing,Executive,3,Interactive
E2640,Operations,Manager,3,Interactive
E2641,Finance,Manager,10,Video
E2642,Finance,Analyst,2,Text
E2643,Finance,Executive,1,Video
E2644,Marketing,Intern,2,Interactive
E2645,Finance,Intern,4,Text
E2646,Operations,Intern,5,Text
E2647,HR,Intern,0,Video
E2648,HR,Analyst,7,Text
E2649,Operations,Intern,9,Text
E2650,IT,Analyst,10,Text
E2651,Marketing,Manager,3,Interactive
E2652,Finance,Intern,5,Interactive
E2653,Finance,Analyst,4,Interactive
E2654,HR,Manager,4,Text
E2655,Marketing,Executive,3,Video
E2656,Operations,Intern,2,Text
E2657,Finance,Intern,5,Video
E2658,IT,Intern,6,Interactive
E2659,Finance,Analyst,8,Video
E2660,Finance,Intern,5,Video
E2661,Operations,Intern,7,Video
E2662,Marketing,Intern,0,Video
E2663,Operations,Manager,7,Text
E2664,Marketing,Intern,6,Video
E2665,Operations,Analyst,7,Text
E2666,IT,Intern,4,Interactive
E2667,IT,Intern,0,Video
E2668,IT,Analyst,4,Video
E2669,Marketing,Manager,2,Interactive
E2670,HR,Intern,1,Interactive
E2671,Marketing,Executive,8,Text
E2672,HR,Manager,2,Text
E2673,IT,Analyst,9,Text
E2674,Finance,Analyst,7,Text
E2675,HR,Analyst,8,Video
E2676,Marketing,Manager,9,Video
E2677,IT,Analyst,4,Video
E2678,Marketing,Manager,3,Interactive
E2679,Finance,Manager,5,Text
E2680,Finance,Intern,7,Text
E2681,Finance,Analyst,10,Text
E2682,Operations,Manager,1,Video
E2683,IT,Intern,6,Text
E2684,HR,Intern,10,Video
E2685,IT,Intern,5,Interactive
E2686,Finance,Manager,1,Interactive
E2687,HR,Analyst,4,Text
E2688,Operations,Manager,9,Interactive
E2689,Marketing,Manager,4,Text
E2690,Marketing,Manager,3,Interactive
E2691,Operations,Intern,8,Video
E2692,IT,Analyst,8,Text
E2693,IT,Manager,5,Text
E2694,Operations,Analyst,5,Text
E2695,Operations,Analyst,5,Interactive
E2696,Operations,Intern,4,Interactive
E2697,Finance,Manager,5,Interactive
E2698,Finance,Executive,8,Interactive
E2699,HR,Manager,2,Video
E2700,IT,Executive,4,Text
E2701,Operations,Intern,1,Text
E2702,IT,Executive,2,Interactive
E2703,HR,Intern,10,Text
E2704,Operations,Executive,7,Video
E2705,Marketing,Manager,4,Text
E2706,IT,Analyst,6,Interactive
E2707,Operations,Executive,9,Text
E2708,IT,Intern,8,Interactive
E2709,Finance,Manager,3,Interactive
E2710,IT,Executive,6,Video
E2711,Finance,Manager,5,Text
E2712,IT,Intern,9,Text
E2713,Finance,Analyst,7,Text
E2714,Finance,Executive,3,Video
E2715,HR,Manager,4,Video
E2716,HR,Intern,3,Text
E2717,Finance,Executive,10,Interactive
E2718,IT,Analyst,1,Video
E2719,IT,Executive,5,Text
E2720,HR,Analyst,8,Text
E2721,Marketing,Intern,3,Text
E2722,Finance,Intern,9,Interactive
E2723,Operations,Analyst,9,Video
E2724,HR,Manager,5,Video
E2725,Finance,Executive,7,Interactive
E2726,IT,Executive,1,Text
E2727,Finance,Intern,7,Interactive
E2728,HR,Intern,1,Text
E2729,Operations,Intern,8,Interactive
E2730,IT,Executive,9,Text
E2731,HR,Intern,5,Video
E2732,Operations,Analyst,3,Interactive
E2733,IT,Manager,7,Video
E2734,HR,Intern,0,Text
E2735,Operations,Executive,4,Text
E2736,HR,Analyst,0,Text
E2737,Finance,Analyst,2,Text
E2738,Marketing,Manager,1,Video
E2739,IT,Executive,6,Interactive
E2740,IT,Manager,5,Video
E2741,Operations,Intern,9,Video
E2742,Operations,Executive,10,Interactive
E2743,Finance,Intern,6,Interactive
E2744,HR,Manager,0,Video
E2745,Finance,Intern,0,Text
E2746,Operations,Executive,6,Video
E2747,Finance,Executive,9,Text
E2748,Finance,Intern,7,Video
E2749,HR,Analyst,1,Video
E2750,Marketing,Executive,9,Text
E2751,Finance,Executive,9,Text
E2752,Finance,Intern,9,Video
E2753,IT,Executive,9,Video
E2754,HR,Analyst,6,Video
E2755,Operations,Manager,6,Interactive
E2756,Marketing,Executive,4,Interactive
E2757,Marketing,Executive,4,Text
E2758,Marketing,Manager,1,Text
E2759,Finance,Executive,10,Text
E2760,IT,Executive,5,Text
E2761,IT,Analyst,3,Video
E2762,Finance,Manager,1,Video
E2763,IT,Analyst,4,Video
E2764,Operations,Manager,5,Interactive
E2765,HR,Executive,9,Interactive
E2766,Finance,Manager,10,Text
E2767,HR,Intern,1,Interactive
E2768,Operations,Manager,2,Text
E2769,Finance,Manager,9,Video
E2770,IT,Analyst,6,Interactive
E2771,Marketing,Manager,9,Text
E2772,IT,Intern,8,Text
E2773,Marketing,Analyst,0,Text
E2774,HR,Analyst,10,Video
E2775,Operations,Analyst,7,Interactive
E2776,Finance,Intern,1,Video
E2777,IT,Intern,10,Text
E2778,Finance,Manager,6,Text
E2779,IT,Intern,10,Text
E2780,HR,Executive,8,Text
E2781,Operations,Intern,3,Interactive
E2782,IT,Manager,0,Video
E2783,Finance,Manager,1,Interactive
E2784,HR,Intern,7,Interactive
E2785,Operations,Intern,1,Interactive
E2786,IT,Executive,2,Interactive
E2787,HR,Analyst,3,Video
E2788,HR,Analyst,6,Video
E2789,Operations,Analyst,0,Video
E2790,IT,Intern,2,Text
E2791,Finance,Manager,8,Text
E2792,IT,Analyst,7,Text
E2793,Operations,Executive,5,Video
E2794,Finance,Manager,8,Text
E2795,Operations,Analyst,3,Video
E2796,HR,Manager,9,Video
E2797,Marketing,Intern,1,Video
E2798,Finance,Intern,4,Video
E2799,IT,Analyst,1,Video
E2800,Finance,Manager,5,Interactive
E2801,Finance,Executive,4,Video
E2802,IT,Intern,7,Interactive
E2803,Finance,Executive,0,Text
E2804,Operations,Manager,5,Text
E2805,IT,Executive,1,Text
E2806,Finance,Analyst,2,Text
E2807,Operations,Analyst,9,Video
E2808,Operations,Analyst,1,Video
E2809,Operations,Executive,10,Text
E2810,IT,Manager,4,Video
E2811,Finance,Executive,3,Text
E2812,Marketing,Intern,7,Video
E2813,Finance,Executive,2,Video
E2814,Operations,Manager,0,Text
E2815,HR,Intern,10,Video
E2816,Finance,Analyst,9,Video
E2817,Marketing,Intern,9,Interactive
E2818,Finance,Executive,9,Text
E2819,Marketing,Executive,5,Video
E2820,Finance,Manager,4,Video
E2821,Marketing,Analyst,8,Text
E2822,HR,Executive,10,Text
E2823,HR,Intern,8,Video
E2824,IT,Intern,9,Text
E2825,HR,Analyst,7,Video
E2826,Finance,Executive,10,Video
E2827,Finance,Manager,6,Video
E2828,HR,Manager,2,Text
E2829,IT,Executive,8,Interactive
E2830,HR,Executive,0,Video
E2831,Operations,Executive,5,Text
E2832,Marketing,Manager,3,Text
E2833,HR,Executive,3,Text
E2834,IT,Analyst,8,Interactive
E2835,HR,Executive,2,Video
E2836,IT,Intern,9,Video
E2837,IT,Analyst,5,Video
E2838,Operations,Intern,0,Video
E2839,HR,Executive,6,Text
E2840,IT,Manager,2,Text
E2841,Marketing,Executive,7,Video
E2842,Operations,Executive,7,Video
E2843,HR,Analyst,5,Interactive
E2844,Finance,Intern,10,Text
E2845,HR,Manager,9,Video
E2846,Marketing,Manager,1,Interactive
E2847,Operations,Intern,8,Text
E2848,Marketing,Analyst,0,Text
E2849,Operations,Executive,2,Video
E2850,Finance,Manager,2,Text
E2851,Operations,Analyst,6,Video
E2852,HR,Intern,0,Video
E2853,IT,Manager,4,Text
E2854,IT,Intern,0,Interactive
E2855,Marketing,Analyst,9,Video
E2856,Marketing,Intern,6,Video
E2857,IT,Intern,1,Interactive
E2858,HR,Executive,6,Text
E2859,HR,Intern,3,Video
E2860,Finance,Intern,5,Interactive
E2861,Marketing,Executive,8,Text
E2862,Operations,Executive,10,Interactive
E2863,HR,Executive,10,Video
E2864,IT,Executive,6,Interactive
E2865,IT,Manager,2,Video
E2866,Finance,Executive,5,Interactive
E2867,IT,Executive,2,Text
E2868,HR,Intern,2,Interactive
E2869,Finance,Analyst,10,Interactive
E2870,IT,Analyst,0,Text
E2871,Operations,Intern,9,Interactive
E2872,Finance,Intern,8,Text
E2873,IT,Manager,9,Interactive
E2874,Marketing,Analyst,7,Video
E2875,IT,Executive,1,Text
E2876,Operations,Intern,4,Text
E2877,IT,Executive,1,Text
E2878,Finance,Manager,9,Interactive
E2879,IT,Executive,3,Text
E2880,Finance,Manager,4,Text
E2881,HR,Analyst,8,Text
E2882,HR,Manager,0,Interactive
E2883,Operations,Executive,5,Video
E2884,HR,Manager,1,Text
E2885,HR,Intern,9,Video
E2886,Finance,Analyst,10,Text
E2887,Operations,Analyst,9,Interactive
E2888,IT,Intern,2,Video
E2889,IT,Manager,8,Video
E2890,Operations,Analyst,3,Text
E2891,Finance,Executive,8,Interactive
E2892,IT,Executive,2,Interactive
E2893,Finance,Executive,10,Text
E2894,Operations,Manager,8,Interactive
E2895,Finance,Analyst,2,Video
E2896,HR,Analyst,6,Interactive
E2897,Finance,Executive,10,Video
E2898,IT,Manager,8,Video
E2899,Finance,Intern,10,Text
E2900,HR,Intern,0,Video
E2901,Marketing,Intern,4,Video
E2902,Finance,Executive,0,Video
E2903,IT,Intern,8,Text
E2904,HR,Intern,7,Interactive
E2905,Marketing,Executive,0,Text
E2906,HR,Executive,0,Video
E2907,Marketing,Analyst,10,Interactive
E2908,Finance,Manager,3,Interactive
E2909,HR,Executive,10,Interactive
E2910,Finance,Analyst,8,Video
E2911,Finance,Analyst,1,Interactive
E2912,Marketing,Manager,7,Interactive
E2913,Operations,Intern,9,Text
E2914,Finance,Executive,1,Interactive
E2915,Operations,Executive,3,Video
E2916,Operations,Manager,2,Interactive
E2917,IT,Executive,7,Text
E2918,Operations,Intern,2,Interactive
E2919,Operations,Manager,9,Video
E2920,IT,Executive,5,Text
E2921,Marketing,Intern,5,Video
E2922,Marketing,Executive,4,Text
E2923,Finance,Executive,8,Text
E2924,Marketing,Analyst,7,Interactive
E2925,Finance,Manager,1,Text
E2926,Operations,Manager,0,Text
E2927,Finance,Analyst,6,Text
E2928,Marketing,Manager,3,Interactive
E2929,HR,Intern,4,Video
E2930,IT,Analyst,1,Video
E2931,Operations,Intern,9,Text
E2932,IT,Manager,9,Video
E2933,HR,Executive,4,Video
E2934,Marketing,Analyst,7,Text
E2935,Operations,Manager,0,Video
E2936,Finance,Manager,2,Interactive
E2937,Marketing,Executive,6,Interactive
E2938,IT,Analyst,1,Interactive
E2939,IT,Intern,3,Text
E2940,Finance,Executive,4,Text
E2941,Operations,Intern,2,Video
E2942,Operations,Analyst,7,Interactive
E2943,Operations,Intern,9,Text
E2944,Operations,Manager,10,Interactive
E2945,IT,Intern,1,Text
E2946,Finance,Analyst,6,Video
E2947,HR,Manager,8,Interactive
E2948,Marketing,Manager,6,Video
E2949,Operations,Analyst,8,Interactive
E2950,Marketing,Intern,3,Text
E2951,Marketing,Executive,5,Interactive
E2952,Operations,Intern,10,Interactive
E2953,Operations,Manager,8,Video
E2954,Finance,Analyst,9,Video
E2955,Operations,Intern,0,Text
E2956,Operations,Intern,7,Text
E2957,Marketing,Analyst,3,Interactive
E2958,IT,Intern,9,Text
E2959,Marketing,Manager,5,Video
E2960,Operations,Executive,7,Interactive
E2961,Marketing,Manager,9,Interactive
E2962,Operations,Intern,2,Text
E2963,IT,Analyst,7,Interactive
E2964,HR,Manager,8,Video
E2965,HR,Manager,5,Text
E2966,Finance,Executive,7,Interactive
E2967,IT,Manager,0,Video
E2968,Operations,Analyst,8,Video
E2969,Marketing,Manager,8,Video
E2970,IT,Manager,5,Video
E2971,Operations,Manager,3,Text
E2972,Finance,Intern,2,Video
E2973,Marketing,Analyst,8,Video
E2974,Marketing,Executive,7,Interactive
E2975,HR,Intern,9,Video
E2976,Operations,Intern,2,Interactive
E2977,Operations,Manager,6,Text
E2978,IT,Analyst,8,Text
E2979,Finance,Analyst,3,Video
E2980,Marketing,Manager,9,Video
E2981,Marketing,Analyst,0,Text
E2982,IT,Analyst,6,Text
E2983,Operations,Manager,7,Interactive
E2984,Finance,Manager,7,Interactive
E2985,Marketing,Analyst,10,Text
E2986,Operations,Manager,9,Video
E2987,HR,Intern,5,Text
E2988,Operations,Intern,2,Video
E2989,HR,Manager,8,Video
E2990,Marketing,Intern,0,Interactive
E2991,IT,Analyst,9,Text
E2992,IT,Analyst,3,Text
E2993,HR,Intern,3,Video
E2994,Operations,Intern,1,Video
E2995,IT,Analyst,3,Interactive
E2996,Operations,Manager,6,Interactive
E2997,Operations,Executive,2,Interactive
E2998,HR,Manager,1,Video
E2999,IT,Manager,9,Video
E3000,Marketing,Manager,2,Interactive
E3001,IT,Executive,6,Video
E3002,Operations,Intern,0,Video
E3003,Finance,Intern,7,Interactive
E3004,Operations,Analyst,2,Video
E3005,Finance,Manager,5,Video
E3006,HR,Executive,7,Video
E3007,Marketing,Analyst,2,Interactive
E3008,Marketing,Executive,7,Interactive
E3009,Operations,Executive,4,Interactive
E3010,IT,Intern,5,Text
E3011,HR,Executive,10,Video
E3012,Marketing,Executive,7,Interactive
E3013,HR,Analyst,0,Text
E3014,HR,Analyst,2,Text
E3015,IT,Executive,8,Video
E3016,Operations,Analyst,5,Text
E3017,Finance,Intern,6,Interactive
E3018,Finance,Executive,1,Text
E3019,IT,Executive,10,Video
E3020,Marketing,Analyst,7,Interactive
E3021,Marketing,Intern,2,Interactive
E3022,Operations,Executive,10,Video
E3023,IT,Analyst,6,Video
E3024,IT,Manager,10,Video
E3025,IT,Manager,6,Interactive
E3026,IT,Manager,2,Video
E3027,Operations,Analyst,6,Video
E3028,IT,Analyst,9,Video
E3029,Finance,Intern,5,Interactive
E3030,Finance,Executive,10,Text
E3031,IT,Manager,9,Interactive
E3032,Marketing,Executive,6,Interactive
E3033,Operations,Intern,8,Text
E3034,Marketing,Executive,0,Interactive
E3035,Operations,Analyst,3,Text
E3036,Marketing,Intern,9,Video
E3037,Marketing,Executive,5,Text
E3038,IT,Executive,2,Text
E3039,Marketing,Analyst,6,Text
E3040,Operations,Intern,5,Video
E3041,Operations,Executive,5,Text
E3042,Operations,Executive,6,Interactive
E3043,Operations,Manager,0,Video
E3044,Operations,Manager,10,Interactive
E3045,IT,Manager,0,Text
E3046,Operations,Analyst,6,Interactive
E3047,HR,Intern,3,Interactive
E3048,HR,Analyst,2,Interactive
E3049,HR,Executive,6,Interactive
E3050,IT,Executive,0,Text
E3051,Marketing,Analyst,1,Interactive
E3052,HR,Intern,6,Video
E3053,Marketing,Manager,10,Video
E3054,HR,Executive,9,Text
E3055,Operations,Intern,6,Text
E3056,Marketing,Executive,8,Video
E3057,IT,Analyst,4,Text
E3058,IT,Manager,3,Text
E3059,Marketing,Analyst,10,Interactive
E3060,Operations,Manager,6,Interactive
E3061,Finance,Manager,2,Video
E3062,Operations,Intern,8,Video
E3063,Operations,Intern,3,Interactive
E3064,Marketing,Executive,4,Interactive
E3065,IT,Manager,5,Text
E3066,Finance,Executive,0,Interactive
E3067,Operations,Analyst,8,Video
E3068,Marketing,Analyst,0,Text
E3069,HR,Intern,2,Text
E3070,HR,Intern,5,Interactive
E3071,Marketing,Executive,10,Video
E3072,HR,Intern,5,Interactive
E3073,IT,Manager,9,Interactive
E3074,IT,Manager,2,Video
E3075,Finance,Intern,2,Video
E3076,Finance,Intern,6,Video
E3077,Marketing,Manager,0,Interactive
E3078,Marketing,Analyst,0,Text
E3079,HR,Manager,4,Video
E3080,Operations,Executive,5,Interactive
E3081,Finance,Manager,9,Interactive
E3082,IT,Executive,7,Video
E3083,Finance,Intern,10,Video
E3084,HR,Executive,6,Video
E3085,Operations,Executive,3,Text
E3086,Finance,Analyst,7,Video
E3087,HR,Intern,8,Text
E3088,IT,Executive,8,Text
E3089,Marketing,Intern,10,Text
E3090,Finance,Manager,0,Text
E3091,HR,Manager,9,Interactive
E3092,Marketing,Analyst,5,Text
E3093,IT,Executive,1,Text
E3094,IT,Manager,4,Text
E3095,IT,Intern,4,Text
E3096,IT,Intern,8,Video
E3097,Operations,Executive,8,Text
E3098,Finance,Manager,5,Video
E3099,Finance,Analyst,1,Video
E3100,Marketing,Executive,4,Text
E3101,Marketing,Executive,4,Text
E3102,HR,Intern,0,Video
E3103,IT,Manager,10,Interactive
E3104,Finance,Executive,5,Interactive
E3105,HR,Executive,9,Text
E3106,Marketing,Manager,3,Interactive
E3107,IT,Executive,1,Video
E3108,Finance,Analyst,6,Video
E3109,IT,Intern,9,Interactive
E3110,IT,Intern,6,Interactive
E3111,Marketing,Analyst,10,Video
E3112,Operations,Analyst,3,Text
E3113,Marketing,Executive,4,Video
E3114,Marketing,Manager,6,Interactive
E3115,HR,Executive,10,Video
E3116,Finance,Analyst,5,Text
E3117,Operations,Analyst,7,Text
E3118,Marketing,Manager,6,Interactive
E3119,HR,Analyst,3,Video
E3120,IT,Executive,9,Video
E3121,Operations,Manager,9,Video
E3122,IT,Intern,4,Interactive
E3123,Marketing,Intern,1,Interactive
E3124,IT,Intern,0,Text
E3125,HR,Intern,1,Interactive
E3126,Operations,Manager,9,Video
E3127,Finance,Analyst,7,Interactive
E3128,Operations,Manager,2,Video
E3129,Finance,Intern,2,Text
E3130,Marketing,Executive,7,Video
E3131,IT,Executive,1,Interactive
E3132,Operations,Manager,2,Video
E3133,HR,Analyst,4,Text
E3134,Finance,Manager,9,Video
E3135,Operations,Intern,2,Text
E3136,HR,Analyst,5,Interactive
E3137,Operations,Executive,3,Video
E3138,HR,Manager,0,Interactive
E3139,Operations,Analyst,7,Interactive
E3140,Operations,Executive,8,Video
E3141,Operations,Executive,4,Interactive
E3142,Finance,Executive,1,Interactive
E3143,Marketing,Executive,8,Text
E3144,IT,Manager,2,Text
E3145,Finance,Analyst,1,Interactive
E3146,Finance,Analyst,0,Interactive
E3147,HR,Executive,0,Video
E3148,Operations,Manager,5,Text
E3149,Operations,Analyst,5,Interactive
E3150,Finance,Executive,3,Interactive
E3151,HR,Manager,4,Text
E3152,Finance,Manager,5,Video
E3153,Operations,Executive,4,Interactive
E3154,HR,Analyst,10,Video
E3155,Marketing,Executive,3,Interactive
E3156,Marketing,Analyst,6,Text
E3157,Finance,Manager,10,Interactive
E3158,Finance,Manager,6,Video
E3159,Operations,Executive,1,Text
E3160,IT,Intern,6,Text
E3161,Finance,Intern,1,Interactive
E3162,Finance,Intern,6,Text
E3163,HR,Analyst,2,Interactive
E3164,Finance,Executive,9,Interactive
E3165,HR,Manager,4,Video
E3166,HR,Intern,1,Interactive
E3167,Marketing,Intern,3,Video
E3168,HR,Analyst,6,Video
E3169,Finance,Analyst,8,Video
E3170,HR,Analyst,10,Text
E3171,Operations,Intern,8,Text
E3172,IT,Intern,10,Text
E3173,HR,Analyst,3,Video
E3174,HR,Manager,10,Text
E3175,Marketing,Intern,8,Text
E3176,Operations,Executive,3,Video
E3177,Operations,Executive,6,Video
E3178,Finance,Executive,9,Video
E3179,HR,Executive,1,Video
E3180,Finance,Intern,7,Text
E3181,IT,Executive,6,Video
E3182,HR,Executive,6,Video
E3183,Marketing,Analyst,1,Video
E3184,Finance,Executive,4,Text
E3185,Operations,Analyst,6,Video
E3186,Operations,Analyst,9,Video
E3187,IT,Executive,8,Video
E3188,Marketing,Manager,2,Interactive
E3189,IT,Executive,4,Text
E3190,HR,Manager,9,Video
E3191,Finance,Manager,1,Text
E3192,HR,Manager,2,Text
E3193,Marketing,Intern,6,Interactive
E3194,Marketing,Executive,3,Interactive
E3195,Operations,Manager,6,Video
E3196,Marketing,Intern,7,Video
E3197,Marketing,Analyst,6,Text
E3198,Operations,Manager,5,Video
E3199,Operations,Intern,7,Interactive
E3200,Finance,Executive,0,Interactive
E3201,Operations,Intern,7,Interactive
E3202,IT,Intern,10,Interactive
E3203,Marketing,Executive,4,Video
E3204,Finance,Analyst,0,Interactive
E3205,HR,Manager,9,Video
E3206,Finance,Executive,6,Video
E3207,Finance,Intern,7,Text
E3208,HR,Intern,10,Text
E3209,Operations,Intern,6,Video
E3210,Finance,Analyst,8,Video
E3211,IT,Intern,0,Interactive
E3212,HR,Analyst,9,Text
E3213,Finance,Executive,9,Text
E3214,Marketing,Analyst,1,Text
E3215,Operations,Analyst,0,Text
E3216,HR,Analyst,1,Interactive
E3217,Marketing,Manager,4,Text
E3218,Operations,Intern,9,Text
E3219,HR,Intern,7,Text
E3220,Finance,Analyst,9,Text
E3221,Finance,Intern,10,Text
E3222,Finance,Manager,0,Text
E3223,Finance,Intern,1,Interactive
E3224,Operations,Manager,6,Interactive
E3225,IT,Analyst,4,Text
E3226,Finance,Intern,5,Video
E3227,Marketing,Manager,0,Video
E3228,IT,Executive,9,Video
E3229,Marketing,Executive,4,Text
E3230,HR,Intern,6,Text
E3231,Operations,Executive,4,Video
E3232,Finance,Analyst,1,Text
E3233,IT,Intern,1,Interactive
E3234,Marketing,Manager,7,Video
E3235,IT,Manager,8,Video
E3236,IT,Intern,4,Video
E3237,Operations,Manager,5,Video
E3238,Operations,Analyst,10,Interactive
E3239,Marketing,Executive,3,Text
E3240,Operations,Manager,5,Text
E3241,HR,Executive,0,Text
E3242,Finance,Analyst,0,Interactive
E3243,HR,Intern,3,Video
E3244,Operations,Intern,9,Text
E3245,Marketing,Intern,8,Video
E3246,Operations,Analyst,10,Text
E3247,Marketing,Manager,4,Text
E3248,HR,Manager,2,Video
E3249,Operations,Manager,9,Interactive
E3250,IT,Manager,0,Interactive
E3251,HR,Manager,4,Interactive
E3252,Operations,Executive,5,Video
E3253,IT,Executive,6,Interactive
E3254,IT,Intern,2,Interactive
E3255,IT,Manager,7,Text
E3256,Marketing,Executive,2,Text
E3257,Marketing,Intern,0,Video
E3258,Operations,Executive,6,Text
E3259,Marketing,Intern,9,Video
E3260,Operations,Intern,7,Text
E3261,Finance,Executive,6,Text
E3262,Operations,Executive,9,Text
E3263,Operations,Manager,1,Video
E3264,Finance,Manager,0,Video
E3265,IT,Executive,2,Interactive
E3266,HR,Analyst,5,Interactive
E3267,Finance,Intern,8,Text
E3268,IT,Manager,5,Video
E3269,HR,Manager,2,Text
E3270,Finance,Executive,4,Interactive
E3271,Marketing,Manager,1,Video
E3272,Marketing,Executive,9,Text
E3273,IT,Manager,9,Interactive
E3274,Finance,Analyst,0,Video
E3275,Operations,Analyst,9,Video
E3276,Operations,Manager,7,Video
E3277,IT,Intern,7,Video
E3278,Operations,Analyst,0,Video
E3279,IT,Analyst,2,Interactive
E3280,HR,Manager,7,Text
E3281,Marketing,Intern,3,Text
E3282,Finance,Manager,1,Interactive
E3283,HR,Analyst,2,Interactive
E3284,Marketing,Executive,9,Interactive
E3285,Marketing,Intern,7,Interactive
E3286,IT,Analyst,5,Video
E3287,IT,Manager,0,Video
E3288,IT,Executive,9,Video
E3289,Operations,Executive,9,Text
E3290,Finance,Manager,3,Text
E3291,HR,Analyst,5,Text
E3292,Finance,Executive,4,Interactive
E3293,HR,Manager,2,Interactive
E3294,Marketing,Executive,4,Video
E3295,HR,Analyst,7,Interactive
E3296,IT,Executive,5,Interactive
E3297,Marketing,Executive,1,Text
E3298,Marketing,Manager,3,Video
E3299,Operations,Intern,1,Video
E3300,IT,Executive,9,Text
E3301,Marketing,Analyst,0,Video
E3302,Marketing,Intern,5,Video
E3303,IT,Manager,3,Text
E3304,Finance,Manager,5,Interactive
E3305,Marketing,Executive,5,Interactive
E3306,Marketing,Manager,5,Text
E3307,HR,Analyst,2,Video
E3308,HR,Intern,2,Video
E3309,Marketing,Analyst,8,Interactive
E3310,Finance,Intern,5,Interactive
E3311,IT,Executive,3,Interactive
E3312,Finance,Intern,9,Video
E3313,IT,Analyst,5,Video
E3314,IT,Analyst,9,Video
E3315,Marketing,Analyst,8,Video
E3316,IT,Intern,9,Video
E3317,IT,Intern,6,Video
E3318,HR,Manager,9,Text
E3319,IT,Executive,9,Interactive
E3320,Marketing,Manager,7,Video
E3321,HR,Manager,8,Video
E3322,Marketing,Analyst,1,Text
E3323,Marketing,Intern,4,Text
E3324,Finance,Executive,1,Video
E3325,Marketing,Analyst,4,Text
E3326,IT,Analyst,8,Video
E3327,Finance,Manager,2,Video
