survey_id,customer_id,score,comment,date
SV2072,C00223,3,Too expensive,2024-07-11
SV2073,C00452,1,Too expensive,2023-08-25
SV2074,C00386,2,Network issue,2024-07-24
SV2075,C00477,4,Happy with Zain,2025-09-21
SV2076,C00076,2,Too expensive,2020-12-05
SV2077,C00396,4,Too expensive,2025-03-07
SV2078,C00295,3,Network issue,2023-06-28
SV2079,C00251,2,Great service,2022-06-16
SV2080,C00234,1,Happy with Zain,2020-12-10
SV2081,C00199,5,Network issue,2023-01-09
SV2082,C00322,2,Great service,2021-05-10
SV2083,C00461,3,Network issue,2020-07-11
SV2084,C00482,1,Great service,2021-06-07
SV2085,C00159,5,Network issue,2021-02-02
SV2086,C00060,4,Great service,2022-05-20
SV2087,C00069,2,Great service,2021-03-28
SV2088,C00026,3,Happy with Zain,2020-09-11
SV2089,C00273,1,Too expensive,2023-04-28
SV2090,C00090,5,Great service,2025-04-21
SV2091,C00126,4,Too expensive,2020-06-30
SV2092,C00478,5,Happy with Zain,2024-06-01
SV2093,C00450,1,Network issue,2021-06-10
SV2094,C00225,3,Network issue,2023-02-10
SV2095,C00436,2,Great service,2023-05-29
SV2096,C00203,5,Network issue,2024-08-26
SV2097,C00247,3,Happy with Zain,2024-08-13
SV2098,C00096,3,Too expensive,2020-05-29
SV2099,C00187,2,Great service,2022-02-15
SV2100,C00303,4,Network issue,2021-11-13
SV2101,C00225,1,Too expensive,2024-08-19
SV2102,C00299,5,Too expensive,2024-03-30
SV2103,C00460,3,Happy with Zain,2020-05-23
SV2104,C00364,2,Too expensive,2023-03-29
SV2105,C00149,3,Great service,2024-09-24
SV2106,C00423,4,Great service,2023-07-13
SV2107,C00099,5,Great service,2023-07-24
SV2108,C00331,1,Happy with Zain,2020-08-22
SV2109,C00333,3,Network issue,2024-12-01
SV2110,C00444,3,Happy with Zain,2021-09-13
SV2111,C00289,2,Great service,2023-01-26
SV2112,C00294,4,Too expensive,2020-09-28
SV2113,C00393,4,Great service,2024-06-17
SV2114,C00296,2,Great service,2023-07-18
SV2115,C00440,4,Too expensive,2025-06-16
SV2116,C00358,1,Happy with Zain,2020-12-07
SV2117,C00496,5,Too expensive,2024-03-04
SV2118,C00364,5,Network issue,2022-02-22
SV2119,C00102,1,Happy with Zain,2024-03-19
SV2120,C00177,3,Network issue,2021-02-08
SV2121,C00467,4,Network issue,2020-11-05
SV2122,C00202,4,Network issue,2025-09-02
SV2123,C00079,1,Great service,2025-07-30
SV2124,C00483,4,Too expensive,2021-04-15
SV2125,C00479,3,Too expensive,2020-03-24
SV2126,C00075,4,Too expensive,2023-09-03
SV2127,C00224,3,Happy with Zain,2020-01-08
SV2128,C00281,3,Too expensive,2023-03-08
SV2129,C00332,5,Network issue,2021-07-06
SV2130,C00220,3,Great service,2023-11-09
SV2131,C00188,2,Network issue,2025-08-16
SV2132,C00045,2,Happy with Zain,2020-04-11
SV2133,C00473,2,Network issue,2024-10-13
SV2134,C00483,3,Great service,2024-10-10
SV2135,C00426,1,Network issue,2020-07-10
SV2136,C00186,5,Network issue,2021-08-29
SV2137,C00255,5,Happy with Zain,2022-12-14
SV2138,C00037,5,Too expensive,2022-12-29
SV2139,C00422,4,Too expensive,2024-10-04
SV2140,C00236,2,Network issue,2021-04-14
SV2141,C00085,5,Too expensive,2020-03-01
SV2142,C00346,2,Happy with Zain,2020-06-12
SV2143,C00409,5,Great service,2023-07-17
SV2144,C00366,3,Great service,2025-08-10
SV2145,C00315,5,Happy with Zain,2023-08-11
SV2146,C00068,5,Great service,2024-03-30
SV2147,C00431,3,Great service,2023-09-20
SV2148,C00205,2,Happy with Zain,2020-03-25
SV2149,C00094,5,Network issue,2024-09-05
SV2150,C00205,3,Network issue,2024-12-11
SV2151,C00391,2,Happy with Zain,2023-09-13
SV2152,C00226,3,Too expensive,2022-12-02
SV2153,C00145,2,Network issue,2024-01-10
SV2154,C00393,4,Great service,2023-02-02
SV2155,C00244,3,Too expensive,2020-06-17
SV2156,C00158,3,Too expensive,2024-01-22
SV2157,C00212,1,Great service,2023-04-14
SV2158,C00026,2,Network issue,2022-10-05
SV2159,C00189,3,Great service,2025-09-15
SV2160,C00314,2,Network issue,2025-07-23
SV2161,C00402,2,Great service,2021-01-12
SV2162,C00462,3,Great service,2023-03-18
SV2163,C00328,1,Great service,2024-05-07
SV2164,C00038,4,Network issue,2023-05-13
SV2165,C00344,3,Too expensive,2021-01-30
SV2166,C00391,4,Too expensive,2024-07-06
SV2167,C00470,2,Great service,2020-10-23
SV2168,C00038,4,Network issue,2020-06-22
SV2169,C00271,1,Happy with Zain,2021-11-15
SV2170,C00411,4,Happy with Zain,2021-04-24
SV2171,C00320,1,Great service,2021-11-29
SV2172,C00191,5,Network issue,2023-05-04
SV2173,C00017,2,Great service,2022-04-27
SV2174,C00399,5,Too expensive,2022-03-09
SV2175,C00043,5,Network issue,2020-12-13
SV2176,C00403,5,Great service,2022-09-14
SV2177,C00467,4,Great service,2020-05-11
SV2178,C00077,2,Too expensive,2025-06-15
SV2179,C00434,5,Network issue,2020-06-09
SV2180,C00046,1,Happy with Zain,2023-05-25
SV2181,C00245,2,Too expensive,2020-05-15
SV2182,C00006,5,Happy with Zain,2022-09-07
SV2183,C00419,1,Network issue,2023-05-22
SV2184,C00197,5,Happy with Zain,2022-06-17
SV2185,C00257,5,Network issue,2020-08-20
SV2186,C00076,1,Too expensive,2024-06-03
SV2187,C00040,3,Network issue,2024-02-11
SV2188,C00236,5,Too expensive,2025-08-31
SV2189,C00191,2,Network issue,2024-10-05
SV2190,C00442,2,Network issue,2023-05-29
SV2191,C00474,2,Great service,2023-07-06
SV2192,C00386,2,Too expensive,2021-01-23
SV2193,C00437,1,Great service,2021-05-13
SV2194,C00197,3,Network issue,2023-10-08
SV2195,C00473,5,Network issue,2022-04-17
SV2196,C00245,2,Happy with Zain,2022-01-20
SV2197,C00384,2,Too expensive,2020-09-12
SV2198,C00209,4,Great service,2025-06-22
SV2199,C00080,4,Network issue,2022-04-06
SV2200,C00325,1,Great service,2025-04-28
SV2201,C00018,2,Great service,2023-07-17
SV2202,C00418,3,Happy with Zain,2025-02-23
SV2203,C00090,1,Network issue,2023-12-24
SV2204,C00279,3,Happy with Zain,2023-02-18
SV2205,C00151,5,Too expensive,2024-06-27
SV2206,C00269,1,Network issue,2022-08-25
SV2207,C00163,5,Great service,2022-12-05
SV2208,C00293,2,Happy with Zain,2020-12-27
SV2209,C00025,2,Network issue,2022-10-05
SV2210,C00494,3,Happy with Zain,2025-02-12
SV2211,C00153,3,Great service,2021-05-08
SV2212,C00288,3,Too expensive,2024-09-21
SV2213,C00111,2,Great service,2025-08-21
SV2214,C00345,3,Network issue,2022-07-29
SV2215,C00034,4,Network issue,2022-08-12
SV2216,C00234,2,Great service,2022-02-13
SV2217,C00148,5,Network issue,2024-11-07
SV2218,C00001,2,Happy with Zain,2020-05-05
SV2219,C00250,1,Great service,2023-07-04
SV2220,C00123,4,Great service,2022-07-30
SV2221,C00060,4,Happy with Zain,2020-10-30
SV2222,C00321,4,Great service,2024-05-03
SV2223,C00353,4,Great service,2023-04-29
SV2224,C00492,4,Network issue,2021-07-08
SV2225,C00415,3,Great service,2024-10-26
SV2226,C00374,5,Great service,2022-02-27
SV2227,C00324,1,Great service,2020-01-09
SV2228,C00299,1,Too expensive,2022-07-08
SV2229,C00489,5,Too expensive,2020-12-28
SV2230,C00140,5,Network issue,2023-09-24
SV2231,C00287,2,Too expensive,2020-04-05
SV2232,C00362,4,Network issue,2025-09-02
SV2233,C00205,1,Too expensive,2024-06-14
SV2234,C00275,3,Too expensive,2023-07-26
SV2235,C00298,4,Network issue,2022-12-02
SV2236,C00080,4,Too expensive,2021-11-03
SV2237,C00452,4,Great service,2020-07-25
SV2238,C00442,1,Too expensive,2023-04-02
SV2239,C00016,1,Happy with Zain,2025-02-21
SV2240,C00231,2,Happy with Zain,2024-04-11
SV2241,C00108,4,Happy with Zain,2023-01-27
SV2242,C00291,5,Network issue,2023-01-29
SV2243,C00161,5,Happy with Zain,2022-09-22
SV2244,C00197,1,Network issue,2020-05-24
SV2245,C00461,2,Great service,2024-06-27
SV2246,C00283,2,Happy with Zain,2021-11-08
SV2247,C00197,2,Network issue,2021-03-11
SV2248,C00091,4,Happy with Zain,2024-08-19
SV2249,C00392,3,Network issue,2024-09-20
SV2250,C00063,4,Great service,2025-09-16
SV2251,C00133,3,Network issue,2024-11-12
SV2252,C00368,1,Happy with Zain,2022-12-25
SV2253,C00216,2,Happy with Zain,2023-05-02
SV2254,C00409,3,Network issue,2020-10-01
SV2255,C00399,2,Network issue,2024-01-01
SV2256,C00166,3,Too expensive,2022-08-22
SV2257,C00402,1,Too expensive,2025-02-27
SV2258,C00486,4,Happy with Zain,2024-08-05
SV2259,C00172,5,Happy with Zain,2020-05-16
SV2260,C00138,2,Great service,2020-05-29
SV2261,C00075,2,Too expensive,2025-05-20
SV2262,C00090,3,Happy with Zain,2021-01-15
SV2263,C00393,3,Network issue,2024-10-06
SV2264,C00390,5,Happy with Zain,2024-08-06
SV2265,C00457,5,Too expensive,2025-03-27
SV2266,C00465,3,Too expensive,2020-09-07
SV2267,C00066,5,Great service,2022-05-29
SV2268,C00047,3,Too expensive,2023-04-10
SV2269,C00123,5,Happy with Zain,2023-01-30
SV2270,C00118,2,Happy with Zain,2024-04-21
SV2271,C00344,2,Great service,2020-11-26
SV2272,C00257,3,Great service,2021-10-26
SV2273,C00424,5,Network issue,2025-05-13
SV2274,C00474,2,Too expensive,2021-02-18
SV2275,C00315,5,Network issue,2024-01-04
SV2276,C00177,4,Happy with Zain,2022-07-11
SV2277,C00484,3,Network issue,2020-02-25
SV2278,C00040,2,Happy with Zain,2021-10-22
SV2279,C00259,1,Happy with Zain,2024-04-14
SV2280,C00424,1,Too expensive,2023-10-28
SV2281,C00205,5,Great service,2025-05-13
SV2282,C00335,4,Network issue,2023-07-24
SV2283,C00015,1,Too expensive,2021-01-13
SV2284,C00102,4,Network issue,2022-01-26
SV2285,C00374,4,Great service,2025-04-10
SV2286,C00307,2,Too expensive,2021-08-17
SV2287,C00487,5,Network issue,2020-11-13
SV2288,C00457,3,Network issue,2023-06-26
SV2289,C00300,4,Great service,2020-05-10
SV2290,C00435,1,Network issue,2020-09-14
SV2291,C00379,3,Too expensive,2022-05-24
SV2292,C00002,3,Great service,2021-07-18
SV2293,C00350,2,Network issue,2022-08-08
SV2294,C00415,3,Network issue,2023-12-27
SV2295,C00271,1,Happy with Zain,2020-08-30
SV2296,C00017,3,Happy with Zain,2024-11-22
SV2297,C00385,2,Too expensive,2024-07-26
SV2298,C00125,2,Too expensive,2022-08-09
SV2299,C00172,3,Great service,2023-04-06
SV2300,C00281,2,Happy with Zain,2024-03-14
SV2301,C00172,5,Network issue,2024-06-12
SV2302,C00083,5,Too expensive,2023-08-30
SV2303,C00406,4,Great service,2023-04-07
SV2304,C00472,1,Great service,2023-12-09
SV2305,C00307,4,Happy with Zain,2021-03-11
SV2306,C00019,1,Happy with Zain,2021-03-24
SV2307,C00410,5,Great service,2023-11-21
SV2308,C00014,3,Too expensive,2022-10-31
SV2309,C00233,1,Too expensive,2023-05-01
SV2310,C00400,2,Too expensive,2024-11-05
SV2311,C00232,2,Network issue,2021-03-21
SV2312,C00354,5,Great service,2021-05-26
SV2313,C00030,3,Network issue,2022-06-04
SV2314,C00028,4,Too expensive,2022-03-24
SV2315,C00269,2,Too expensive,2023-01-21
SV2316,C00309,4,Network issue,2024-02-07
SV2317,C00230,1,Too expensive,2023-05-06
SV2318,C00061,5,Too expensive,2023-08-17
SV2319,C00048,4,Network issue,2025-06-08
SV2320,C00144,5,Happy with Zain,2023-12-14
SV2321,C00173,5,Too expensive,2022-04-10
SV2322,C00097,1,Great service,2023-07-01
SV2323,C00316,5,Happy with Zain,2023-02-01
SV2324,C00037,2,Happy with Zain,2024-05-13
SV2325,C00448,3,Happy with Zain,2020-11-28
SV2326,C00001,3,Too expensive,2020-02-28
SV2327,C00017,5,Network issue,2021-02-23
SV2328,C00388,2,Too expensive,2021-10-07
SV2329,C00310,5,Great service,2021-03-31
SV2330,C00075,4,Great service,2023-08-26
SV2331,C00195,2,Network issue,2024-03-05
SV2332,C00217,4,Happy with Zain,2025-07-08
SV2333,C00291,2,Too expensive,2024-12-27
SV2334,C00060,2,Too expensive,2021-12-19
SV2335,C00184,2,Great service,2022-01-10
SV2336,C00471,5,Great service,2025-02-10
SV2337,C00449,4,Network issue,2023-10-09
SV2338,C00378,4,Great service,2020-12-08
SV2339,C00067,2,Too expensive,2022-08-05
SV2340,C00285,5,Too expensive,2020-10-04
SV2341,C00148,5,Network issue,2024-09-02
SV2342,C00359,1,Happy with Zain,2020-12-18
SV2343,C00361,1,Happy with Zain,2021-05-08
SV2344,C00135,4,Too expensive,2025-08-04
SV2345,C00223,3,Happy with Zain,2023-12-17
SV2346,C00331,1,Happy with Zain,2023-01-04
SV2347,C00206,3,Happy with Zain,2021-11-19
SV2348,C00326,2,Network issue,2023-09-04
SV2349,C00270,1,Happy with Zain,2021-03-09
SV2350,C00224,1,Too expensive,2021-02-18
SV2351,C00055,3,Network issue,2021-07-04
SV2352,C00468,3,Happy with Zain,2023-03-22
SV2353,C00199,5,Too expensive,2022-08-19
SV2354,C00222,5,Too expensive,2022-04-15
SV2355,C00314,1,Too expensive,2022-06-09
SV2356,C00132,2,Happy with Zain,2024-10-04
SV2357,C00092,1,Happy with Zain,2021-02-09
SV2358,C00456,4,Happy with Zain,2022-02-13
SV2359,C00219,5,Too expensive,2023-02-04
SV2360,C00345,4,Too expensive,2023-08-01
SV2361,C00230,3,Great service,2023-03-05
SV2362,C00497,3,Too expensive,2025-05-20
SV2363,C00392,3,Too expensive,2021-01-17
SV2364,C00075,4,Too expensive,2021-06-26
SV2365,C00089,3,Network issue,2021-10-20
SV2366,C00326,2,Happy with Zain,2023-04-29
SV2367,C00486,4,Network issue,2020-10-08
SV2368,C00313,4,Too expensive,2025-07-03
SV2369,C00197,2,Network issue,2021-05-15
SV2370,C00136,4,Happy with Zain,2024-05-23
SV2371,C00321,1,Happy with Zain,2022-09-03
SV2372,C00421,1,Great service,2020-04-24
SV2373,C00240,1,Happy with Zain,2025-01-18
SV2374,C00122,1,Great service,2021-04-01
SV2375,C00086,1,Great service,2024-02-24
SV2376,C00072,5,Great service,2025-06-29
SV2377,C00096,2,Network issue,2022-04-20
SV2378,C00397,5,Too expensive,2020-03-04
SV2379,C00088,1,Great service,2023-12-02
SV2380,C00002,3,Happy with Zain,2023-06-11
SV2381,C00191,1,Happy with Zain,2021-12-19
SV2382,C00153,2,Great service,2021-10-23
SV2383,C00086,4,Network issue,2021-07-13
SV2384,C00117,4,Happy with Zain,2020-06-19
SV2385,C00009,5,Too expensive,2021-11-29
SV2386,C00406,3,Network issue,2020-04-10
SV2387,C00124,1,Great service,2022-06-13
SV2388,C00344,2,Network issue,2021-10-02
SV2389,C00045,1,Too expensive,2020-05-26
SV2390,C00002,1,Happy with Zain,2021-06-25
SV2391,C00139,4,Network issue,2021-09-01
SV2392,C00196,1,Happy with Zain,2023-04-23
SV2393,C00093,1,Too expensive,2024-02-18
SV2394,C00342,5,Great service,2022-10-06
SV2395,C00080,5,Too expensive,2022-11-05
SV2396,C00325,3,Happy with Zain,2025-07-11
SV2397,C00471,4,Network issue,2025-08-23
SV2398,C00396,3,Happy with Zain,2020-02-20
SV2399,C00423,4,Great service,2020-10-27
SV2400,C00172,1,Great service,2022-08-13
SV2401,C00382,3,Too expensive,2023-06-28
SV2402,C00309,3,Happy with Zain,2021-10-17
SV2403,C00247,3,Happy with Zain,2024-11-30
SV2404,C00496,1,Great service,2023-04-12
SV2405,C00270,1,Happy with Zain,2022-06-03
SV2406,C00112,5,Network issue,2024-10-18
SV2407,C00251,3,Network issue,2022-08-02
SV2408,C00459,2,Too expensive,2023-07-05
SV2409,C00212,2,Great service,2022-06-06
SV2410,C00359,2,Great service,2025-02-18
SV2411,C00221,2,Great service,2024-12-20
SV2412,C00182,4,Too expensive,2021-01-29
SV2413,C00042,2,Great service,2023-12-31
SV2414,C00101,5,Too expensive,2024-05-12
SV2415,C00242,4,Too expensive,2023-02-11
SV2416,C00020,3,Great service,2022-08-18
SV2417,C00315,1,Too expensive,2023-09-13
SV2418,C00327,5,Great service,2022-01-10
SV2419,C00136,2,Great service,2020-09-06
SV2420,C00146,5,Too expensive,2020-03-20
SV2421,C00174,3,Too expensive,2021-04-25
SV2422,C00015,2,Great service,2024-02-28
SV2423,C00355,1,Too expensive,2020-10-25
SV2424,C00348,5,Happy with Zain,2024-08-05
SV2425,C00414,5,Too expensive,2023-08-26
SV2426,C00335,3,Network issue,2023-11-03
SV2427,C00287,5,Too expensive,2021-10-12
SV2428,C00098,2,Network issue,2020-07-28
SV2429,C00490,1,Happy with Zain,2023-07-10
SV2430,C00117,4,Network issue,2023-05-26
SV2431,C00068,2,Happy with Zain,2021-01-14
SV2432,C00362,1,Happy with Zain,2023-10-20
SV2433,C00460,1,Network issue,2020-09-09
SV2434,C00332,3,Happy with Zain,2021-07-04
SV2435,C00473,4,Great service,2020-02-07
SV2436,C00201,1,Great service,2023-03-02
SV2437,C00406,1,Great service,2025-09-22
SV2438,C00082,5,Too expensive,2023-07-21
SV2439,C00493,3,Too expensive,2020-05-22
SV2440,C00421,3,Happy with Zain,2021-08-27
SV2441,C00428,4,Happy with Zain,2022-12-24
SV2442,C00343,3,Network issue,2021-10-09
SV2443,C00231,4,Network issue,2025-04-11
SV2444,C00097,5,Happy with Zain,2020-04-26
SV2445,C00179,3,Too expensive,2022-02-01
SV2446,C00106,5,Network issue,2022-07-07
SV2447,C00181,3,Too expensive,2023-04-30
SV2448,C00318,4,Network issue,2025-03-26
SV2449,C00495,1,Happy with Zain,2023-11-27
SV2450,C00062,3,Too expensive,2022-08-08
SV2451,C00199,1,Great service,2022-02-04
SV2452,C00297,4,Network issue,2020-09-30
SV2453,C00108,4,Great service,2021-05-10
SV2454,C00427,4,Happy with Zain,2023-05-27
SV2455,C00291,4,Happy with Zain,2024-04-10
SV2456,C00101,3,Network issue,2023-07-14
SV2457,C00326,1,Great service,2024-07-05
SV2458,C00333,2,Network issue,2024-12-31
SV2459,C00070,1,Great service,2024-08-26
SV2460,C00315,1,Too expensive,2021-12-16
SV2461,C00199,4,Too expensive,2024-03-21
SV2462,C00353,3,Happy with Zain,2025-09-06
SV2463,C00112,4,Too expensive,2023-11-26
SV2464,C00162,2,Network issue,2020-02-09
SV2465,C00083,5,Too expensive,2025-07-29
SV2466,C00013,3,Great service,2024-02-22
SV2467,C00334,2,Too expensive,2024-05-15
SV2468,C00391,5,Network issue,2022-01-08
SV2469,C00320,5,Too expensive,2023-09-22
SV2470,C00394,5,Too expensive,2021-01-11
SV2471,C00278,5,Network issue,2020-05-19
SV2472,C00346,1,Network issue,2024-02-02
SV2473,C00484,1,Network issue,2020-01-24
SV2474,C00226,1,Happy with Zain,2021-07-13
SV2475,C00310,2,Great service,2020-09-18
SV2476,C00425,4,Great service,2024-01-05
SV2477,C00405,5,Happy with Zain,2020-07-18
SV2478,C00228,2,Network issue,2025-03-31
SV2479,C00156,3,Happy with Zain,2024-11-26
SV2480,C00041,2,Great service,2020-08-09
SV2481,C00288,4,Happy with Zain,2025-01-16
SV2482,C00384,1,Great service,2020-12-08
SV2483,C00404,4,Happy with Zain,2020-04-17
SV2484,C00004,3,Happy with Zain,2022-05-18
SV2485,C00500,2,Happy with Zain,2020-10-19
SV2486,C00275,2,Great service,2021-06-06
SV2487,C00011,2,Network issue,2022-09-17
SV2488,C00013,5,Network issue,2021-03-20
SV2489,C00366,4,Happy with Zain,2025-09-06
SV2490,C00074,1,Too expensive,2020-08-09
SV2491,C00246,2,Too expensive,2022-02-27
SV2492,C00442,5,Happy with Zain,2023-08-03
SV2493,C00335,5,Happy with Zain,2022-08-14
SV2494,C00189,2,Network issue,2024-01-08
SV2495,C00160,2,Happy with Zain,2020-12-30
SV2496,C00466,2,Network issue,2022-12-19
SV2497,C00171,4,Network issue,2020-11-03
SV2498,C00456,4,Network issue,2023-01-09
SV2499,C00259,2,Network issue,2021-08-26
SV2500,C00076,5,Network issue,2022-06-19
SV2501,C00343,1,Network issue,2020-03-03
SV2502,C00314,1,Great service,2024-05-17
SV2503,C00065,2,Too expensive,2023-01-14
SV2504,C00464,3,Happy with Zain,2021-02-09
SV2505,C00242,1,Happy with Zain,2020-06-24
SV2506,C00107,1,Network issue,2020-12-29
SV2507,C00230,2,Network issue,2020-11-09
SV2508,C00091,5,Happy with Zain,2024-04-06
SV2509,C00414,5,Too expensive,2025-01-04
SV2510,C00174,3,Network issue,2023-03-09
SV2511,C00121,3,Network issue,2025-02-28
SV2512,C00212,4,Happy with Zain,2022-06-17
SV2513,C00245,3,Network issue,2021-09-30
SV2514,C00495,3,Network issue,2025-01-20
SV2515,C00229,5,Network issue,2020-11-05
SV2516,C00284,2,Too expensive,2025-06-25
SV2517,C00327,1,Network issue,2020-06-07
SV2518,C00384,2,Great service,2020-02-19
SV2519,C00316,2,Great service,2023-03-31
SV2520,C00138,4,Too expensive,2023-12-15
SV2521,C00386,1,Too expensive,2022-08-31
SV2522,C00499,4,Too expensive,2022-02-09
SV2523,C00223,4,Great service,2024-05-01
SV2524,C00472,5,Great service,2020-07-22
SV2525,C00093,4,Network issue,2024-09-08
SV2526,C00477,5,Too expensive,2021-05-10
SV2527,C00061,2,Happy with Zain,2021-07-04
SV2528,C00286,4,Happy with Zain,2023-10-24
SV2529,C00139,3,Happy with Zain,2025-01-17
SV2530,C00396,5,Too expensive,2023-06-25
SV2531,C00245,1,Great service,2021-02-22
SV2532,C00030,2,Network issue,2024-04-05
SV2533,C00348,1,Great service,2020-11-24
SV2534,C00182,5,Too expensive,2020-04-05
SV2535,C00305,2,Great service,2022-04-13
SV2536,C00153,2,Great service,2020-07-03
SV2537,C00155,3,Network issue,2021-09-19
SV2538,C00281,3,Too expensive,2022-09-12
SV2539,C00264,4,Too expensive,2020-11-21
SV2540,C00419,3,Network issue,2022-09-22
SV2541,C00103,1,Happy with Zain,2024-03-12
SV2542,C00419,1,Great service,2021-08-20
SV2543,C00385,5,Network issue,2022-01-18
SV2544,C00027,3,Too expensive,2021-02-25
SV2545,C00331,2,Happy with Zain,2023-04-18
SV2546,C00313,3,Too expensive,2023-12-21
SV2547,C00401,2,Happy with Zain,2022-01-07
SV2548,C00063,2,Happy with Zain,2024-09-14
SV2549,C00367,4,Too expensive,2024-12-26
SV2550,C00172,1,Network issue,2024-09-26
SV2551,C00441,3,Network issue,2025-02-21
SV2552,C00052,5,Too expensive,2022-04-28
SV2553,C00094,2,Network issue,2023-04-05
SV2554,C00400,3,Too expensive,2024-11-06
SV2555,C00036,2,Happy with Zain,2021-02-13
SV2556,C00133,4,Too expensive,2025-03-29
SV2557,C00013,1,Happy with Zain,2021-10-16
SV2558,C00050,5,Too expensive,2021-11-22
SV2559,C00149,5,Great service,2023-11-06
SV2560,C00072,5,Happy with Zain,2025-07-05
SV2561,C00328,2,Great service,2020-04-26
SV2562,C00335,3,Great service,2021-02-24
SV2563,C00408,2,Too expensive,2024-03-25
SV2564,C00427,4,Network issue,2020-04-22
SV2565,C00255,4,Network issue,2021-06-27
SV2566,C00417,5,Network issue,2025-01-10
SV2567,C00095,2,Too expensive,2025-06-26
SV2568,C00175,4,Too expensive,2024-06-05
SV2569,C00357,1,Happy with Zain,2023-02-04
SV2570,C00464,5,Great service,2022-05-29
SV2571,C00134,2,Too expensive,2025-06-26
SV2572,C00385,1,Too expensive,2022-08-08
SV2573,C00177,2,Too expensive,2022-08-20
SV2574,C00387,2,Too expensive,2020-03-10
SV2575,C00171,3,Too expensive,2025-05-15
SV2576,C00416,4,Great service,2023-04-12
SV2577,C00080,1,Happy with Zain,2023-02-14
SV2578,C00415,4,Network issue,2020-01-23
SV2579,C00340,4,Network issue,2020-03-02
SV2580,C00429,4,Too expensive,2021-02-17
SV2581,C00478,2,Happy with Zain,2022-07-21
SV2582,C00493,2,Happy with Zain,2021-12-10
SV2583,C00157,1,Great service,2021-07-22
SV2584,C00067,4,Network issue,2021-05-17
SV2585,C00488,5,Great service,2020-06-21
SV2586,C00500,2,Too expensive,2025-08-14
SV2587,C00331,2,Too expensive,2020-07-22
SV2588,C00484,2,Too expensive,2022-12-30
SV2589,C00424,1,Great service,2024-08-01
SV2590,C00334,1,Too expensive,2022-02-22
SV2591,C00406,4,Happy with Zain,2021-05-18
SV2592,C00387,1,Happy with Zain,2023-11-05
SV2593,C00325,4,Too expensive,2025-05-02
SV2594,C00021,4,Network issue,2022-12-12
SV2595,C00351,3,Too expensive,2023-04-27
SV2596,C00053,3,Network issue,2024-04-25
SV2597,C00461,3,Great service,2023-08-12
SV2598,C00021,2,Happy with Zain,2025-04-03
SV2599,C00066,2,Too expensive,2024-10-28
SV2600,C00428,1,Too expensive,2020-08-22
SV2601,C00471,5,Too expensive,2022-03-14
SV2602,C00076,5,Too expensive,2022-02-20
SV2603,C00153,3,Great service,2025-09-15
SV2604,C00315,4,Great service,2021-06-14
SV2605,C00106,1,Happy with Zain,2020-01-22
SV2606,C00076,5,Too expensive,2024-05-26
SV2607,C00289,5,Happy with Zain,2023-01-17
SV2608,C00043,5,Network issue,2020-06-25
SV2609,C00007,5,Network issue,2022-05-02
SV2610,C00309,5,Network issue,2025-05-29
SV2611,C00117,4,Great service,2022-11-20
SV2612,C00011,2,Great service,2025-03-28
SV2613,C00293,4,Happy with Zain,2025-05-30
SV2614,C00245,2,Great service,2021-01-11
SV2615,C00327,5,Happy with Zain,2020-09-18
SV2616,C00412,1,Great service,2022-01-26
SV2617,C00092,4,Great service,2025-05-02
SV2618,C00052,2,Great service,2020-12-04
SV2619,C00178,3,Too expensive,2025-07-04
SV2620,C00364,4,Great service,2021-09-07
SV2621,C00288,4,Network issue,2024-05-16
SV2622,C00096,3,Network issue,2021-07-02
SV2623,C00494,2,Great service,2024-03-25
SV2624,C00346,2,Network issue,2021-10-27
SV2625,C00198,3,Happy with Zain,2021-03-02
SV2626,C00427,4,Too expensive,2022-08-09
SV2627,C00353,4,Great service,2025-04-28
SV2628,C00237,3,Too expensive,2021-05-25
SV2629,C00272,3,Too expensive,2022-08-26
SV2630,C00208,2,Too expensive,2022-04-12
SV2631,C00265,4,Great service,2021-12-22
SV2632,C00128,2,Great service,2021-10-10
SV2633,C00069,2,Network issue,2023-08-03
SV2634,C00489,2,Happy with Zain,2020-01-26
SV2635,C00363,4,Happy with Zain,2021-09-10
SV2636,C00027,3,Network issue,2024-11-03
SV2637,C00283,5,Too expensive,2025-04-24
SV2638,C00458,1,Great service,2025-08-23
SV2639,C00053,3,Great service,2020-06-14
SV2640,C00136,2,Great service,2020-09-09
SV2641,C00478,5,Great service,2022-08-14
SV2642,C00157,5,Happy with Zain,2024-02-28
SV2643,C00225,2,Network issue,2025-04-18
SV2644,C00079,2,Happy with Zain,2022-02-26
SV2645,C00361,4,Network issue,2022-02-09
SV2646,C00256,4,Too expensive,2020-01-11
SV2647,C00312,2,Great service,2020-09-15
SV2648,C00308,2,Happy with Zain,2025-04-25
SV2649,C00010,4,Too expensive,2022-03-16
SV2650,C00224,4,Great service,2024-08-09
SV2651,C00288,1,Happy with Zain,2020-04-03
SV2652,C00252,1,Happy with Zain,2025-09-22
SV2653,C00254,1,Too expensive,2020-07-11
SV2654,C00332,3,Great service,2021-02-07
SV2655,C00268,4,Network issue,2022-11-23
SV2656,C00493,4,Too expensive,2022-08-29
SV2657,C00473,3,Network issue,2021-01-15
SV2658,C00118,5,Too expensive,2020-03-23
SV2659,C00258,2,Too expensive,2021-12-07
SV2660,C00473,5,Happy with Zain,2022-11-25
