usage_id,customer_id,date,data_used_gb,app_category
U2590,C003,2025-06-17,7.29,Gaming
U2591,C093,2024-10-11,4.82,Streaming
U2592,C055,2024-12-03,8.44,Social Media
U2593,C061,2024-12-20,8.86,Education
U2594,C005,2024-12-20,9.53,Education
U2595,C067,2025-03-05,0.5,Education
U2596,C011,2025-05-13,1.69,Social Media
U2597,C052,2025-07-13,0.35,Gaming
U2598,C092,2025-05-10,5.88,Social Media
U2599,C072,2024-11-26,6.52,Education
U2600,C021,2025-05-20,9.51,Work
U2601,C044,2025-03-26,0.62,Streaming
U2602,C080,2024-10-18,5.68,Social Media
U2603,C047,2024-09-28,3.86,Streaming
U2604,C040,2025-04-06,2.14,Work
U2605,C013,2025-06-30,8.12,Social Media
U2606,C027,2024-12-18,3.22,Social Media
U2607,C025,2025-06-05,5.94,Education
U2608,C019,2025-08-27,8.31,Gaming
U2609,C050,2025-07-25,5.52,Work
U2610,C020,2025-03-11,0.14,Work
U2611,C067,2024-11-30,5.09,Streaming
U2612,C057,2024-10-09,8.42,Gaming
U2613,C062,2024-12-12,7.9,Gaming
U2614,C003,2025-03-30,4.1,Streaming
U2615,C098,2024-10-19,3.05,Work
U2616,C016,2024-09-15,1.2,Streaming
U2617,C044,2024-12-24,1.06,Streaming
U2618,C044,2025-05-09,5.78,Work
U2619,C020,2025-04-16,3.17,Gaming
U2620,C097,2025-05-10,6.07,Streaming
U2621,C059,2025-06-21,3.94,Streaming
U2622,C009,2024-09-29,7.25,Social Media
U2623,C008,2025-01-04,5.47,Gaming
U2624,C056,2025-08-07,0.56,Education
U2625,C075,2024-11-10,0.94,Work
U2626,C045,2025-08-11,3.04,Education
U2627,C039,2024-11-06,0.78,Work
U2628,C057,2025-04-05,3.76,Streaming
U2629,C030,2025-07-31,1.1,Gaming
U2630,C069,2025-07-21,9.43,Gaming
U2631,C059,2025-08-16,9.32,Streaming
U2632,C055,2025-02-06,0.37,Work
U2633,C071,2025-03-30,0.54,Gaming
U2634,C061,2024-09-24,8.0,Streaming
U2635,C053,2025-08-31,5.87,Gaming
U2636,C089,2025-07-29,3.88,Education
U2637,C008,2025-04-20,3.68,Work
U2638,C030,2024-12-11,3.44,Gaming
U2639,C011,2024-11-03,3.32,Social Media
U2640,C041,2025-08-27,1.99,Education
U2641,C056,2025-06-20,2.5,Work
U2642,C060,2024-12-15,1.73,Streaming
U2643,C096,2025-08-05,5.98,Streaming
U2644,C092,2025-08-20,8.22,Education
U2645,C009,2024-12-31,6.74,Work
U2646,C079,2024-12-16,4.31,Gaming
U2647,C010,2024-11-08,1.49,Work
U2648,C100,2024-10-03,4.91,Education
U2649,C003,2025-01-06,7.33,Work
U2650,C076,2024-10-09,8.48,Gaming
U2651,C086,2024-10-04,2.38,Education
U2652,C025,2025-03-05,4.92,Social Media
U2653,C092,2025-09-07,1.65,Gaming
U2654,C023,2024-10-17,8.21,Education
U2655,C035,2025-07-15,7.08,Social Media
U2656,C029,2025-08-17,9.81,Gaming
U2657,C028,2024-10-18,9.46,Gaming
U2658,C037,2025-08-15,3.27,Work
U2659,C065,2025-01-29,5.38,Streaming
U2660,C027,2024-10-11,3.28,Work
U2661,C051,2025-06-27,0.48,Work
U2662,C025,2024-10-18,5.26,Work
U2663,C059,2025-05-26,2.0,Work
U2664,C066,2024-10-13,5.38,Work
U2665,C092,2025-03-12,7.08,Work
U2666,C058,2024-11-25,1.15,Work
U2667,C014,2024-10-31,7.25,Streaming
U2668,C002,2025-05-28,6.11,Streaming
U2669,C030,2025-04-13,7.75,Streaming
U2670,C092,2025-01-03,4.18,Work
U2671,C023,2025-07-19,1.7,Work
U2672,C064,2024-09-17,1.57,Streaming
U2673,C028,2024-10-31,8.51,Education
U2674,C082,2025-08-09,8.86,Work
U2675,C044,2025-05-14,6.77,Work
U2676,C068,2024-09-13,1.26,Education
U2677,C098,2025-09-02,0.81,Gaming
U2678,C042,2025-03-21,8.74,Work
U2679,C037,2025-07-02,8.72,Work
U2680,C050,2024-10-14,7.0,Work
U2681,C013,2024-10-15,7.45,Social Media
U2682,C014,2024-10-30,4.22,Streaming
U2683,C010,2025-03-26,0.34,Education
U2684,C031,2025-07-20,7.27,Social Media
U2685,C077,2024-12-30,8.9,Gaming
U2686,C046,2024-11-01,0.56,Social Media
U2687,C040,2025-03-08,6.26,Education
U2688,C063,2025-05-25,8.61,Social Media
U2689,C067,2025-06-21,5.78,Work
U2690,C089,2025-04-22,1.08,Streaming
U2691,C021,2025-09-01,1.73,Social Media
U2692,C006,2025-03-05,7.43,Work
U2693,C012,2025-03-17,4.38,Education
U2694,C045,2025-03-10,2.23,Gaming
U2695,C029,2024-12-28,1.89,Gaming
U2696,C008,2025-02-15,7.2,Gaming
U2697,C051,2025-04-21,0.33,Social Media
U2698,C048,2024-12-08,8.06,Social Media
U2699,C051,2025-06-27,4.42,Work
U2700,C023,2024-10-11,5.43,Education
U2701,C085,2025-08-13,5.41,Work
U2702,C042,2025-03-13,5.18,Streaming
U2703,C007,2025-04-24,9.83,Education
U2704,C029,2024-10-22,9.28,Work
U2705,C084,2025-09-07,3.11,Social Media
U2706,C054,2024-10-26,3.81,Work
U2707,C092,2025-04-11,9.38,Gaming
U2708,C051,2024-12-25,4.86,Streaming
U2709,C069,2024-12-12,9.62,Gaming
U2710,C059,2024-11-06,3.74,Work
U2711,C012,2025-01-17,9.67,Gaming
U2712,C022,2025-07-29,1.76,Social Media
U2713,C035,2024-10-09,7.5,Education
U2714,C015,2024-12-07,6.48,Social Media
U2715,C074,2025-08-14,7.88,Gaming
U2716,C028,2024-11-30,5.78,Social Media
U2717,C037,2024-09-30,0.52,Gaming
U2718,C094,2025-04-18,2.97,Social Media
U2719,C071,2025-02-17,1.22,Work
U2720,C055,2025-05-12,9.47,Streaming
U2721,C044,2025-02-01,0.67,Streaming
U2722,C091,2025-02-07,4.76,Social Media
U2723,C007,2024-12-13,7.87,Gaming
U2724,C066,2025-01-16,4.29,Education
U2725,C088,2024-11-12,6.48,Education
U2726,C024,2025-01-08,2.19,Streaming
U2727,C063,2025-06-16,6.07,Social Media
U2728,C052,2025-03-12,2.08,Social Media
U2729,C062,2025-01-04,8.12,Education
U2730,C053,2024-10-09,6.28,Work
U2731,C020,2024-11-01,6.02,Social Media
U2732,C049,2025-01-22,2.78,Education
U2733,C086,2025-03-09,8.92,Gaming
U2734,C020,2025-07-04,5.24,Streaming
U2735,C076,2025-08-19,8.03,Streaming
U2736,C076,2025-03-01,1.33,Streaming
U2737,C099,2025-03-29,5.46,Education
U2738,C096,2025-05-27,5.09,Education
U2739,C057,2024-12-21,0.29,Streaming
U2740,C062,2025-03-23,4.04,Streaming
U2741,C058,2025-08-10,9.73,Streaming
U2742,C043,2025-02-14,2.72,Education
U2743,C083,2025-04-21,8.07,Work
U2744,C074,2025-03-16,1.04,Streaming
U2745,C041,2025-09-06,7.97,Gaming
U2746,C040,2025-04-18,1.51,Gaming
U2747,C045,2025-09-06,6.8,Education
U2748,C020,2024-09-23,7.94,Education
U2749,C044,2024-10-20,9.77,Streaming
U2750,C026,2025-09-09,8.53,Education
U2751,C064,2025-05-26,4.07,Work
U2752,C048,2025-01-14,5.6,Gaming
U2753,C004,2025-02-24,5.58,Gaming
U2754,C013,2025-08-21,3.62,Gaming
U2755,C072,2025-08-13,2.18,Streaming
U2756,C050,2024-11-27,4.08,Gaming
U2757,C048,2025-01-23,6.67,Streaming
U2758,C057,2025-03-15,7.3,Streaming
U2759,C074,2025-08-02,1.11,Gaming
U2760,C073,2025-07-20,3.63,Work
U2761,C096,2024-11-18,1.1,Streaming
U2762,C059,2025-05-03,5.09,Gaming
U2763,C038,2024-10-13,4.92,Streaming
U2764,C074,2024-11-08,0.52,Work
U2765,C068,2025-02-06,5.85,Education
U2766,C084,2025-06-17,9.61,Gaming
U2767,C020,2025-01-22,9.64,Education
U2768,C043,2025-01-24,9.09,Gaming
U2769,C079,2024-12-15,4.19,Work
U2770,C021,2025-07-28,3.82,Work
U2771,C012,2025-03-05,6.03,Social Media
U2772,C023,2025-05-12,2.02,Education
U2773,C002,2024-10-12,3.4,Education
U2774,C100,2025-07-23,6.77,Streaming
U2775,C029,2025-05-09,3.21,Gaming
U2776,C022,2024-12-21,3.55,Gaming
U2777,C090,2025-07-16,7.56,Education
U2778,C094,2024-09-13,4.02,Streaming
U2779,C044,2025-07-08,1.3,Education
U2780,C008,2025-03-17,7.33,Gaming
U2781,C073,2025-08-27,2.04,Gaming
U2782,C052,2025-02-13,2.45,Education
U2783,C045,2024-11-16,9.5,Education
U2784,C045,2024-09-26,2.48,Social Media
U2785,C095,2025-05-26,6.08,Streaming
U2786,C045,2025-02-21,9.21,Work
U2787,C084,2025-07-04,3.09,Streaming
U2788,C080,2025-07-29,1.43,Work
U2789,C069,2024-09-13,1.87,Work
U2790,C071,2025-05-03,0.79,Streaming
U2791,C011,2025-07-06,2.79,Gaming
U2792,C017,2025-02-08,0.13,Streaming
U2793,C040,2025-04-19,6.2,Streaming
U2794,C094,2025-05-16,6.12,Work
U2795,C068,2025-09-08,2.68,Education
U2796,C033,2025-07-03,6.14,Social Media
U2797,C002,2024-10-18,3.82,Social Media
U2798,C081,2024-10-31,8.48,Streaming
U2799,C094,2024-11-02,1.93,Work
U2800,C075,2025-03-03,5.63,Streaming
U2801,C100,2024-11-12,8.71,Social Media
U2802,C089,2025-03-14,8.3,Gaming
U2803,C042,2024-10-22,3.87,Work
U2804,C020,2025-01-18,3.29,Education
U2805,C023,2025-06-29,6.37,Gaming
U2806,C014,2024-11-10,6.36,Gaming
U2807,C096,2024-12-04,3.88,Gaming
U2808,C029,2025-04-02,6.52,Social Media
U2809,C079,2024-11-17,9.17,Education
U2810,C039,2025-04-03,6.78,Social Media
U2811,C040,2024-12-24,4.51,Work
U2812,C091,2025-03-27,9.85,Gaming
U2813,C012,2025-03-03,3.67,Gaming
U2814,C053,2025-07-26,3.9,Education
U2815,C067,2025-03-23,3.22,Streaming
U2816,C046,2025-01-20,9.92,Social Media
U2817,C023,2025-04-21,8.81,Work
U2818,C062,2025-04-17,2.03,Education
U2819,C001,2024-09-23,3.11,Work
U2820,C053,2024-12-20,4.58,Work
U2821,C070,2024-09-26,6.53,Education
U2822,C008,2025-06-13,0.94,Streaming
U2823,C090,2024-12-19,7.96,Gaming
U2824,C096,2025-04-21,2.87,Streaming
U2825,C089,2024-10-24,7.86,Social Media
U2826,C013,2025-01-26,0.6,Gaming
U2827,C079,2025-06-25,0.61,Streaming
U2828,C043,2025-05-27,3.4,Social Media
U2829,C096,2025-08-20,4.12,Education
U2830,C072,2025-01-17,7.07,Work
U2831,C018,2024-09-22,1.35,Gaming
U2832,C084,2025-07-21,2.42,Social Media
U2833,C029,2025-06-22,2.29,Work
U2834,C075,2024-11-22,5.52,Streaming
U2835,C066,2025-08-31,6.76,Social Media
U2836,C050,2025-08-23,4.24,Social Media
U2837,C017,2025-08-17,3.9,Education
U2838,C014,2024-11-11,1.18,Education
U2839,C024,2025-05-05,6.57,Education
U2840,C090,2025-04-16,7.26,Streaming
U2841,C071,2025-08-16,7.48,Streaming
U2842,C021,2024-09-14,3.36,Work
U2843,C084,2025-08-18,9.11,Gaming
U2844,C040,2024-12-26,3.42,Work
U2845,C075,2025-05-04,2.45,Education
U2846,C029,2025-08-20,3.8,Social Media
U2847,C008,2025-01-21,7.13,Streaming
U2848,C094,2025-03-10,4.42,Education
U2849,C071,2025-09-05,8.42,Education
U2850,C055,2025-04-19,8.53,Work
U2851,C016,2025-02-28,1.33,Social Media
U2852,C013,2024-12-08,8.1,Gaming
U2853,C039,2024-10-28,2.96,Social Media
U2854,C040,2025-03-28,9.35,Work
U2855,C068,2025-07-20,6.24,Social Media
U2856,C055,2024-09-20,2.3,Work
U2857,C051,2024-12-30,0.79,Gaming
U2858,C033,2025-04-27,9.44,Education
U2859,C076,2025-08-11,0.63,Gaming
U2860,C075,2025-05-30,2.37,Education
U2861,C029,2025-01-10,8.38,Social Media
U2862,C028,2024-12-31,8.87,Social Media
U2863,C008,2025-04-24,3.41,Work
U2864,C014,2025-07-28,4.37,Education
U2865,C094,2024-10-28,6.1,Streaming
U2866,C073,2025-06-17,8.88,Education
U2867,C094,2025-06-17,3.34,Work
U2868,C072,2024-10-16,4.41,Work
U2869,C039,2025-05-10,6.55,Gaming
U2870,C058,2024-12-26,9.93,Gaming
U2871,C067,2025-04-03,3.97,Streaming
U2872,C097,2025-07-01,1.03,Work
U2873,C043,2024-12-26,2.9,Social Media
U2874,C082,2025-08-01,4.36,Gaming
U2875,C063,2024-10-29,0.17,Streaming
U2876,C020,2024-09-25,3.01,Education
U2877,C045,2024-10-13,1.62,Work
U2878,C100,2025-03-17,1.32,Streaming
U2879,C002,2025-04-03,6.53,Education
U2880,C097,2025-04-23,4.75,Social Media
U2881,C070,2024-09-20,6.59,Social Media
U2882,C015,2024-12-02,3.73,Gaming
U2883,C016,2025-01-16,9.09,Streaming
U2884,C038,2025-09-06,9.05,Social Media
U2885,C022,2025-04-04,2.05,Social Media
U2886,C046,2025-05-29,0.6,Streaming
U2887,C032,2024-09-21,4.79,Work
U2888,C062,2025-09-11,6.68,Gaming
U2889,C094,2025-03-01,7.96,Gaming
U2890,C056,2025-04-14,4.79,Streaming
U2891,C095,2024-10-24,5.23,Work
U2892,C093,2024-11-04,0.3,Social Media
U2893,C025,2024-12-02,7.8,Social Media
U2894,C049,2025-05-11,4.02,Streaming
U2895,C010,2025-06-04,8.11,Work
U2896,C088,2025-06-02,4.72,Social Media
U2897,C088,2024-12-12,1.41,Streaming
U2898,C071,2025-08-13,0.59,Gaming
U2899,C017,2024-12-08,2.87,Social Media
U2900,C049,2025-06-02,4.27,Social Media
U2901,C097,2025-04-18,9.38,Work
U2902,C022,2024-09-17,6.01,Education
U2903,C066,2025-07-07,7.84,Gaming
U2904,C044,2025-04-02,2.01,Gaming
U2905,C043,2025-08-28,4.94,Work
U2906,C068,2025-08-12,8.27,Streaming
U2907,C038,2025-06-26,8.26,Streaming
U2908,C083,2025-04-16,1.51,Work
U2909,C068,2025-01-02,9.99,Streaming
U2910,C034,2025-06-20,8.81,Gaming
U2911,C082,2025-03-30,2.36,Streaming
U2912,C025,2024-12-22,4.08,Gaming
U2913,C099,2025-04-10,5.13,Education
U2914,C007,2025-06-08,7.97,Social Media
U2915,C013,2025-07-14,9.51,Social Media
U2916,C074,2025-04-20,9.36,Education
U2917,C061,2025-02-16,8.1,Work
U2918,C087,2025-05-03,6.64,Social Media
U2919,C081,2025-05-22,6.65,Gaming
U2920,C060,2025-01-21,1.99,Streaming
U2921,C024,2024-11-07,9.95,Streaming
U2922,C008,2025-04-22,6.73,Streaming
U2923,C082,2025-03-29,2.32,Education
U2924,C079,2024-09-17,3.8,Streaming
U2925,C036,2024-10-06,1.14,Streaming
U2926,C100,2024-09-29,7.51,Gaming
U2927,C093,2025-01-11,8.76,Gaming
U2928,C089,2025-02-27,7.24,Gaming
U2929,C008,2024-12-06,1.16,Gaming
U2930,C027,2025-06-15,0.66,Work
U2931,C085,2025-01-25,7.53,Streaming
U2932,C097,2025-08-05,0.61,Streaming
U2933,C018,2024-10-12,8.39,Education
U2934,C001,2025-01-06,0.64,Work
U2935,C057,2025-02-21,2.5,Work
U2936,C042,2024-10-16,3.8,Social Media
U2937,C098,2024-12-02,2.95,Gaming
U2938,C094,2025-05-12,8.55,Work
U2939,C098,2024-10-07,1.93,Social Media
U2940,C098,2025-04-15,6.82,Work
U2941,C078,2025-04-01,6.05,Education
U2942,C043,2024-11-02,4.79,Gaming
U2943,C032,2024-12-01,8.37,Social Media
U2944,C083,2024-09-19,1.87,Education
U2945,C076,2024-12-23,1.13,Streaming
U2946,C082,2025-03-06,0.31,Education
U2947,C007,2025-02-04,1.69,Streaming
U2948,C023,2025-04-24,6.88,Gaming
U2949,C091,2025-05-04,0.17,Social Media
U2950,C051,2025-07-19,9.33,Streaming
U2951,C066,2024-12-29,6.22,Streaming
U2952,C057,2024-12-31,5.77,Streaming
U2953,C091,2025-06-22,0.72,Education
U2954,C012,2025-03-13,7.99,Gaming
U2955,C042,2025-08-10,3.6,Work
U2956,C072,2025-01-08,9.39,Work
U2957,C013,2025-07-29,7.9,Streaming
U2958,C087,2024-09-15,0.58,Gaming
U2959,C066,2024-12-24,7.09,Gaming
U2960,C003,2024-11-18,6.75,Social Media
U2961,C088,2025-06-11,8.83,Work
U2962,C093,2025-08-07,5.8,Social Media
U2963,C089,2024-11-14,8.68,Education
U2964,C096,2024-12-31,0.54,Streaming
U2965,C097,2024-09-13,4.65,Education
U2966,C001,2024-09-23,9.04,Social Media
U2967,C083,2024-10-11,5.13,Gaming
U2968,C019,2025-05-29,3.48,Education
U2969,C037,2025-01-02,4.17,Social Media
U2970,C094,2025-06-02,5.34,Education
U2971,C055,2025-01-15,3.12,Education
U2972,C049,2025-08-22,1.92,Gaming
U2973,C025,2025-02-04,7.67,Social Media
U2974,C031,2024-10-21,2.72,Education
U2975,C078,2025-03-26,7.51,Gaming
U2976,C046,2025-01-05,2.99,Gaming
U2977,C074,2024-12-24,3.77,Streaming
U2978,C072,2025-08-28,8.34,Streaming
U2979,C012,2025-08-17,4.35,Work
U2980,C018,2025-01-30,1.39,Streaming
U2981,C039,2025-07-14,0.41,Education
U2982,C059,2025-04-06,5.93,Gaming
U2983,C059,2025-01-28,1.98,Streaming
U2984,C082,2024-11-10,8.36,Gaming
U2985,C078,2024-11-11,5.74,Streaming
U2986,C018,2025-02-24,2.78,Work
U2987,C050,2024-12-08,5.56,Work
U2988,C064,2025-06-18,3.87,Social Media
U2989,C028,2024-12-02,4.13,Work
U2990,C030,2024-11-03,4.13,Education
U2991,C091,2025-06-29,4.14,Gaming
U2992,C008,2025-05-17,6.34,Streaming
U2993,C042,2024-12-27,4.36,Education
U2994,C059,2024-11-17,7.53,Streaming
U2995,C079,2024-12-02,9.65,Streaming
U2996,C075,2024-10-12,7.18,Streaming
U2997,C003,2025-05-04,2.99,Social Media
U2998,C011,2025-08-15,6.83,Streaming
U2999,C005,2024-11-01,8.8,Social Media
U3000,C019,2025-01-31,7.74,Gaming
U3001,C047,2024-09-28,9.24,Social Media
U3002,C015,2024-09-19,4.79,Education
U3003,C021,2025-07-12,1.47,Work
U3004,C053,2025-04-21,6.55,Gaming
U3005,C010,2025-02-02,5.31,Gaming
U3006,C020,2025-08-09,6.07,Education
U3007,C071,2025-05-22,8.41,Work
U3008,C036,2025-04-19,6.41,Social Media
U3009,C051,2025-02-20,5.24,Gaming
U3010,C070,2024-10-18,0.19,Work
U3011,C089,2024-12-29,6.0,Education
U3012,C098,2024-11-08,9.59,Streaming
U3013,C039,2024-11-01,6.42,Gaming
U3014,C078,2024-10-29,8.56,Education
U3015,C046,2024-12-31,5.21,Streaming
U3016,C087,2025-02-08,8.41,Streaming
U3017,C039,2025-03-29,4.75,Social Media
U3018,C012,2025-06-20,9.25,Work
U3019,C017,2025-08-09,6.35,Work
U3020,C061,2025-01-21,1.53,Social Media
U3021,C070,2024-12-09,6.77,Work
U3022,C083,2024-11-15,5.95,Gaming
U3023,C070,2025-02-07,8.0,Gaming
U3024,C048,2025-04-21,2.01,Education
U3025,C011,2025-03-04,0.25,Work
U3026,C051,2025-09-09,0.95,Education
U3027,C014,2024-09-13,8.65,Gaming
U3028,C016,2024-12-01,2.3,Social Media
U3029,C073,2024-10-28,7.0,Work
U3030,C027,2025-01-19,8.67,Gaming
U3031,C070,2024-09-24,9.61,Work
U3032,C099,2024-11-29,5.79,Social Media
U3033,C019,2025-07-16,6.21,Education
U3034,C012,2025-04-14,9.54,Social Media
U3035,C030,2025-03-14,8.37,Education
U3036,C077,2024-12-31,9.4,Education
U3037,C086,2025-06-24,5.48,Social Media
U3038,C047,2025-07-09,6.47,Social Media
U3039,C044,2024-09-14,9.93,Gaming
U3040,C093,2024-11-06,8.78,Gaming
U3041,C015,2025-02-11,6.16,Streaming
U3042,C099,2025-05-15,9.01,Social Media
U3043,C041,2024-09-29,2.04,Gaming
U3044,C081,2025-04-10,4.39,Education
U3045,C012,2025-05-05,5.98,Education
U3046,C058,2024-11-28,5.31,Gaming
U3047,C072,2025-04-26,1.41,Work
U3048,C025,2025-03-10,3.41,Work
U3049,C023,2025-03-09,2.13,Work
U3050,C015,2025-04-20,0.42,Streaming
U3051,C061,2024-09-12,8.53,Streaming
U3052,C016,2025-05-06,6.94,Gaming
U3053,C097,2024-11-18,3.07,Streaming
U3054,C045,2025-04-12,7.66,Social Media
U3055,C008,2025-01-15,7.42,Social Media
U3056,C087,2024-10-18,8.69,Social Media
U3057,C077,2024-11-04,7.58,Social Media
U3058,C047,2025-07-17,2.15,Work
U3059,C007,2025-01-27,8.05,Education
U3060,C066,2025-06-01,6.71,Social Media
U3061,C099,2024-12-23,4.84,Education
U3062,C023,2025-03-11,9.08,Education
U3063,C067,2025-03-19,2.22,Streaming
U3064,C084,2025-01-24,5.83,Education
U3065,C032,2025-09-01,7.61,Gaming
U3066,C054,2025-01-03,0.87,Streaming
U3067,C004,2025-06-05,4.67,Work
U3068,C027,2025-04-12,0.82,Education
U3069,C063,2025-04-27,0.74,Gaming
U3070,C091,2025-08-06,4.72,Streaming
U3071,C066,2024-12-04,2.24,Education
U3072,C049,2024-12-25,5.0,Work
U3073,C052,2025-06-24,2.28,Work
U3074,C051,2025-06-05,2.43,Work
U3075,C026,2025-09-04,7.83,Gaming
U3076,C033,2024-11-01,9.09,Streaming
U3077,C098,2024-12-06,7.38,Social Media
U3078,C009,2025-08-30,5.31,Social Media
U3079,C047,2025-05-08,6.27,Education
U3080,C013,2025-03-02,0.19,Education
U3081,C088,2025-08-13,3.44,Education
U3082,C100,2025-03-26,5.21,Social Media
U3083,C043,2024-10-09,8.37,Gaming
U3084,C048,2025-01-11,7.99,Gaming
U3085,C010,2024-12-27,7.51,Streaming
U3086,C042,2025-06-07,6.79,Education
U3087,C021,2025-07-15,8.76,Social Media
U3088,C059,2025-02-21,4.02,Work
U3089,C077,2025-06-25,5.25,Education
U3090,C080,2024-10-25,8.92,Work
U3091,C066,2024-12-29,2.64,Work
U3092,C043,2025-06-16,7.51,Education
U3093,C038,2024-11-22,6.79,Work
U3094,C100,2025-04-24,3.99,Streaming
U3095,C026,2025-08-11,3.11,Education
U3096,C051,2025-08-14,8.06,Streaming
U3097,C018,2025-05-15,4.66,Work
U3098,C050,2025-09-03,8.61,Education
U3099,C090,2025-02-15,4.86,Gaming
U3100,C062,2025-02-12,0.4,Social Media
U3101,C008,2025-02-15,5.84,Streaming
U3102,C039,2024-10-03,7.91,Gaming
U3103,C019,2024-11-15,5.89,Work
U3104,C040,2025-03-03,2.2,Streaming
U3105,C015,2025-08-06,5.08,Education
U3106,C042,2025-02-12,1.21,Streaming
U3107,C012,2024-10-27,7.44,Work
U3108,C034,2025-06-25,7.69,Social Media
U3109,C002,2024-11-09,0.61,Social Media
U3110,C076,2024-10-13,5.44,Education
U3111,C049,2025-05-26,7.98,Work
U3112,C021,2025-01-07,5.42,Social Media
U3113,C079,2025-03-31,9.9,Gaming
U3114,C058,2025-02-07,9.37,Social Media
U3115,C100,2024-10-09,7.39,Social Media
U3116,C013,2025-06-03,8.75,Streaming
U3117,C048,2024-10-03,2.56,Social Media
U3118,C034,2024-10-30,5.31,Work
U3119,C053,2024-10-07,5.97,Streaming
U3120,C077,2024-10-23,4.87,Work
U3121,C038,2025-03-06,4.9,Education
U3122,C002,2025-03-31,6.27,Gaming
U3123,C019,2025-08-17,7.06,Streaming
U3124,C032,2024-09-20,8.78,Social Media
U3125,C022,2025-04-30,5.73,Streaming
U3126,C081,2025-03-05,6.28,Social Media
U3127,C024,2025-02-15,8.0,Streaming
U3128,C075,2025-01-12,1.69,Education
U3129,C009,2024-10-31,3.04,Work
U3130,C060,2024-11-23,2.43,Streaming
U3131,C012,2025-03-08,0.51,Social Media
U3132,C002,2025-03-28,8.24,Work
U3133,C020,2025-04-14,0.98,Education
U3134,C084,2024-10-08,6.44,Education
U3135,C005,2024-11-01,3.27,Work
U3136,C092,2025-07-08,6.89,Education
U3137,C014,2025-03-20,6.56,Education
U3138,C042,2024-12-25,3.85,Education
U3139,C098,2025-03-18,8.01,Streaming
U3140,C082,2025-02-10,8.23,Work
U3141,C044,2025-08-11,1.16,Social Media
U3142,C033,2024-10-12,8.32,Education
U3143,C081,2024-12-25,4.1,Social Media
U3144,C021,2024-11-06,6.17,Work
U3145,C043,2025-01-04,9.95,Education
U3146,C023,2024-09-19,5.46,Social Media
U3147,C013,2024-09-22,9.35,Gaming
U3148,C080,2025-06-12,1.31,Work
U3149,C014,2025-02-25,2.02,Gaming
U3150,C063,2025-01-13,0.25,Gaming
U3151,C098,2025-08-10,5.88,Gaming
U3152,C090,2025-04-08,5.53,Education
U3153,C022,2025-03-27,6.16,Gaming
U3154,C059,2025-08-10,5.55,Gaming
U3155,C002,2024-11-05,1.14,Education
U3156,C029,2024-12-10,6.07,Streaming
U3157,C026,2025-05-25,9.7,Work
U3158,C013,2024-11-26,3.29,Social Media
U3159,C059,2024-12-16,1.89,Work
U3160,C083,2025-01-16,6.52,Work
U3161,C009,2025-05-11,4.18,Gaming
U3162,C050,2025-03-14,1.62,Work
U3163,C096,2025-01-29,3.63,Education
U3164,C014,2025-04-24,3.92,Work
U3165,C037,2024-10-28,7.99,Gaming
U3166,C066,2025-03-06,0.32,Education
U3167,C083,2025-08-30,1.39,Gaming
U3168,C006,2025-05-31,7.32,Streaming
U3169,C088,2024-10-19,7.35,Social Media
U3170,C011,2025-05-11,9.11,Streaming
U3171,C025,2024-11-24,7.28,Social Media
U3172,C020,2025-05-19,8.99,Work
U3173,C074,2025-02-10,6.77,Education
U3174,C015,2025-04-08,3.72,Streaming
U3175,C050,2025-07-31,3.47,Social Media
U3176,C089,2025-01-14,2.15,Gaming
U3177,C088,2024-11-27,7.0,Streaming
U3178,C095,2025-03-22,2.71,Education
U3179,C039,2024-09-27,2.13,Gaming
U3180,C055,2024-10-18,9.66,Education
U3181,C084,2024-12-21,2.61,Social Media
U3182,C005,2025-07-27,4.08,Gaming
U3183,C091,2025-07-07,5.44,Social Media
U3184,C044,2025-07-03,8.31,Gaming
U3185,C099,2024-11-10,2.38,Education
U3186,C084,2025-02-15,6.9,Gaming
U3187,C080,2024-12-28,8.48,Education
U3188,C068,2025-02-16,6.39,Gaming
U3189,C027,2025-07-25,9.2,Work
U3190,C046,2025-07-29,6.93,Education
U3191,C005,2025-07-27,0.53,Work
U3192,C053,2025-01-24,1.66,Work
U3193,C064,2025-07-03,0.95,Streaming
U3194,C014,2025-03-09,0.2,Social Media
U3195,C083,2025-09-10,4.94,Streaming
U3196,C091,2025-01-05,1.35,Social Media
U3197,C008,2025-01-16,3.48,Education
U3198,C091,2025-08-30,0.41,Social Media
U3199,C100,2025-08-10,4.49,Work
U3200,C035,2025-03-09,3.76,Gaming
U3201,C016,2025-07-14,1.03,Streaming
U3202,C098,2025-05-16,9.52,Social Media
U3203,C058,2025-01-04,2.23,Education
U3204,C083,2025-06-14,2.85,Work
U3205,C048,2025-04-24,0.39,Streaming
U3206,C019,2025-09-04,4.88,Education
U3207,C029,2024-12-16,6.68,Social Media
U3208,C050,2025-02-20,5.79,Streaming
U3209,C032,2024-12-28,9.36,Education
U3210,C094,2025-02-14,7.13,Education
U3211,C022,2024-11-11,6.59,Social Media
U3212,C075,2025-07-06,0.65,Streaming
U3213,C021,2025-04-11,8.49,Social Media
U3214,C095,2025-05-29,0.37,Streaming
U3215,C088,2025-07-12,9.84,Social Media
U3216,C018,2024-09-19,1.11,Work
U3217,C071,2025-02-07,9.9,Gaming
U3218,C038,2024-11-01,6.49,Work
U3219,C001,2024-09-14,1.84,Education
