customer_id,income_bracket,household_size,nationality
C02280,High,7,Bahraini
C02281,Medium,7,Bahraini
C02282,High,3,Expats-Asia
C02283,Low,4,Bahraini
C02284,High,7,Expats-Asia
C02285,High,4,Bahraini
C02286,Low,7,Expats-Other
C02287,Low,1,Bahraini
C02288,High,3,Expats-Asia
C02289,Medium,6,Expats-GCC
C02290,High,3,Expats-GCC
C02291,High,3,Expats-Other
C02292,Low,7,Expats-Asia
C02293,High,1,Expats-Asia
C02294,Low,6,Expats-Other
C02295,Low,7,Bahraini
C02296,High,3,Expats-GCC
C02297,High,1,Expats-Other
C02298,Low,7,Bahraini
C02299,Low,6,Bahraini
C02300,Medium,5,Expats-Asia
C02301,High,6,Bahraini
C02302,High,4,Expats-GCC
C02303,Low,7,Bahraini
C02304,Medium,4,Expats-GCC
C02305,Medium,4,Expats-Other
C02306,High,6,Expats-Other
C02307,Medium,5,Expats-Other
C02308,High,1,Expats-GCC
C02309,Low,5,Expats-Asia
C02310,High,7,Expats-Asia
C02311,Low,1,Expats-Other
C02312,High,6,Expats-Other
C02313,High,5,Expats-Asia
C02314,Medium,5,Expats-Other
C02315,Low,7,Expats-Asia
C02316,High,4,Expats-GCC
C02317,Low,4,Expats-Other
C02318,Low,3,Bahraini
C02319,Low,5,Expats-Other
C02320,Medium,1,Expats-Other
C02321,Low,7,Expats-Other
C02322,High,5,Bahraini
C02323,Low,3,Expats-Other
C02324,High,6,Expats-Asia
C02325,High,7,Expats-Other
C02326,High,4,Bahraini
C02327,High,2,Expats-GCC
C02328,Low,2,Bahraini
C02329,Medium,5,Bahraini
C02330,High,1,Bahraini
C02331,Medium,2,Expats-Asia
C02332,Medium,5,Expats-Other
C02333,High,3,Expats-Asia
C02334,High,6,Expats-Other
C02335,Low,6,Expats-Other
C02336,Medium,6,Expats-Asia
C02337,Low,4,Expats-Other
C02338,Medium,7,Expats-GCC
C02339,Medium,2,Bahraini
C02340,Medium,6,Bahraini
C02341,Medium,4,Expats-Asia
C02342,High,3,Bahraini
C02343,High,7,Bahraini
C02344,Low,6,Bahraini
C02345,Medium,3,Bahraini
C02346,High,7,Expats-GCC
C02347,Medium,6,Bahraini
C02348,Medium,5,Expats-GCC
C02349,High,5,Expats-Asia
C02350,Low,3,Expats-GCC
C02351,Low,5,Expats-Other
C02352,Low,3,Expats-GCC
C02353,Low,6,Expats-Other
C02354,Medium,1,Expats-GCC
C02355,High,4,Expats-Other
C02356,Medium,2,Bahraini
C02357,High,3,Bahraini
C02358,Medium,2,Bahraini
C02359,High,6,Bahraini
C02360,Low,4,Expats-GCC
C02361,High,1,Expats-GCC
C02362,Low,4,Bahraini
C02363,Low,6,Expats-Other
C02364,High,6,Expats-Asia
C02365,Low,6,Expats-Asia
C02366,Low,6,Bahraini
C02367,High,7,Expats-GCC
C02368,Medium,5,Expats-GCC
C02369,High,3,Expats-Asia
C02370,High,5,Expats-Asia
C02371,Low,7,Expats-Other
C02372,Medium,1,Expats-Asia
C02373,High,5,Expats-Asia
C02374,Medium,3,Expats-Other
C02375,Low,4,Expats-Other
C02376,Low,7,Expats-GCC
C02377,High,6,Bahraini
C02378,Medium,3,Expats-Other
C02379,Low,5,Bahraini
C02380,High,7,Bahraini
C02381,Medium,6,Expats-GCC
C02382,Low,5,Bahraini
C02383,Low,5,Expats-Other
C02384,Medium,5,Bahraini
C02385,High,7,Expats-GCC
C02386,Medium,4,Bahraini
C02387,High,3,Bahraini
C02388,Medium,5,Expats-Other
C02389,High,3,Expats-Asia
C02390,Low,5,Expats-Asia
C02391,High,5,Expats-GCC
C02392,Low,4,Expats-GCC
C02393,High,6,Bahraini
C02394,High,1,Expats-Other
C02395,High,1,Expats-Other
C02396,High,5,Expats-Other
C02397,High,6,Expats-Other
C02398,Medium,6,Expats-GCC
C02399,Low,7,Expats-Other
C02400,High,5,Expats-Asia
C02401,High,6,Expats-GCC
C02402,Low,1,Bahraini
C02403,High,3,Expats-Other
C02404,Low,4,Expats-Asia
C02405,Low,1,Expats-Other
C02406,Medium,7,Bahraini
C02407,Medium,5,Expats-GCC
C02408,Low,2,Expats-Other
C02409,Low,1,Expats-Asia
C02410,Medium,1,Expats-Other
C02411,Medium,4,Expats-Asia
C02412,High,3,Expats-GCC
C02413,Medium,1,Expats-Asia
C02414,Low,1,Bahraini
C02415,Low,3,Expats-Other
C02416,Low,3,Expats-Other
C02417,Low,6,Expats-Asia
C02418,High,4,Bahraini
C02419,High,6,Expats-GCC
C02420,Low,6,Expats-Other
C02421,Low,2,Expats-Other
C02422,Low,3,Expats-GCC
C02423,Low,6,Expats-Other
C02424,High,1,Expats-Asia
C02425,Medium,7,Bahraini
C02426,Medium,7,Expats-Other
C02427,Medium,4,Expats-Other
C02428,Medium,5,Expats-Asia
C02429,Medium,3,Expats-GCC
C02430,High,1,Bahraini
C02431,Low,6,Expats-Asia
C02432,High,7,Expats-Asia
C02433,Low,3,Expats-Asia
C02434,Low,1,Expats-GCC
C02435,Medium,4,Expats-Asia
C02436,Low,6,Expats-GCC
C02437,High,2,Expats-Other
C02438,High,7,Expats-Other
C02439,High,2,Bahraini
C02440,Medium,1,Bahraini
C02441,High,7,Expats-Asia
C02442,High,5,Expats-GCC
C02443,High,7,Bahraini
C02444,Medium,3,Expats-GCC
C02445,High,4,Expats-Asia
C02446,Medium,5,Expats-GCC
C02447,Low,5,Bahraini
C02448,High,2,Bahraini
C02449,Low,4,Expats-GCC
C02450,Low,5,Expats-Asia
C02451,Low,1,Expats-GCC
C02452,Medium,1,Expats-Other
C02453,Medium,7,Bahraini
C02454,High,6,Expats-GCC
C02455,High,1,Expats-Asia
C02456,Low,2,Expats-GCC
C02457,Medium,1,Expats-GCC
C02458,Low,5,Expats-GCC
C02459,High,6,Expats-Other
C02460,High,6,Bahraini
C02461,Low,4,Expats-Other
C02462,Low,2,Bahraini
C02463,High,2,Expats-Other
C02464,High,2,Expats-Asia
C02465,Low,1,Expats-Asia
C02466,High,6,Expats-Asia
C02467,High,3,Bahraini
C02468,Low,1,Expats-Asia
C02469,Low,1,Expats-GCC
C02470,High,1,Bahraini
C02471,Low,5,Expats-GCC
C02472,Medium,6,Expats-Asia
C02473,Low,4,Expats-GCC
C02474,Medium,3,Expats-GCC
C02475,Low,2,Expats-Other
C02476,Medium,6,Expats-Other
C02477,High,7,Expats-Asia
C02478,Low,6,Expats-GCC
C02479,High,4,Expats-Other
C02480,Medium,2,Expats-GCC
C02481,High,3,Expats-GCC
C02482,Low,2,Expats-GCC
C02483,Medium,1,Expats-Other
C02484,Medium,7,Expats-GCC
C02485,Medium,3,Expats-Asia
C02486,High,7,Expats-Other
C02487,Medium,5,Expats-Other
C02488,Low,4,Expats-GCC
C02489,Low,7,Bahraini
C02490,Low,5,Bahraini
C02491,Medium,5,Expats-GCC
C02492,High,5,Expats-Other
C02493,Medium,4,Expats-GCC
C02494,High,3,Bahraini
C02495,Low,7,Bahraini
C02496,Low,6,Bahraini
C02497,Medium,3,Bahraini
C02498,Medium,3,Expats-GCC
C02499,High,4,Expats-GCC
C02500,Low,6,Expats-GCC
C02501,High,4,Bahraini
C02502,High,7,Expats-Asia
C02503,Medium,5,Expats-GCC
C02504,Low,1,Expats-Asia
C02505,Medium,1,Expats-Asia
C02506,High,3,Expats-Asia
C02507,Low,5,Expats-Asia
C02508,High,5,Expats-Other
C02509,Low,5,Expats-GCC
C02510,Low,2,Bahraini
C02511,Medium,5,Bahraini
C02512,Low,4,Expats-Asia
C02513,Medium,3,Expats-GCC
C02514,Medium,2,Bahraini
C02515,High,5,Expats-Other
C02516,High,3,Expats-GCC
C02517,High,4,Bahraini
C02518,Low,2,Expats-Asia
C02519,Medium,1,Expats-Other
C02520,Low,1,Expats-Asia
C02521,High,5,Expats-GCC
C02522,High,7,Bahraini
C02523,High,3,Bahraini
C02524,Low,3,Expats-Other
C02525,High,6,Bahraini
C02526,Low,1,Expats-Asia
C02527,High,7,Bahraini
C02528,High,5,Bahraini
C02529,Low,1,Expats-Other
C02530,High,5,Bahraini
C02531,Low,4,Bahraini
C02532,Medium,5,Bahraini
C02533,High,6,Expats-Asia
C02534,Medium,5,Expats-Asia
C02535,Low,4,Expats-Asia
C02536,Low,2,Expats-GCC
C02537,Medium,4,Expats-Asia
C02538,Low,3,Bahraini
C02539,High,4,Expats-Asia
C02540,Medium,4,Expats-GCC
C02541,Medium,5,Expats-GCC
C02542,Medium,2,Expats-Asia
C02543,Medium,2,Expats-Asia
C02544,Low,7,Expats-Other
C02545,Medium,2,Expats-Other
C02546,High,5,Expats-GCC
C02547,High,7,Bahraini
C02548,Low,5,Expats-Asia
C02549,High,4,Expats-GCC
C02550,Medium,6,Bahraini
C02551,Low,3,Expats-Asia
C02552,High,1,Expats-Asia
C02553,High,4,Bahraini
C02554,High,2,Expats-Asia
C02555,Medium,3,Expats-Asia
C02556,Low,4,Expats-GCC
C02557,Medium,3,Expats-Other
C02558,High,2,Expats-Asia
C02559,High,7,Expats-GCC
C02560,High,2,Bahraini
C02561,Medium,7,Expats-GCC
C02562,High,3,Expats-Asia
C02563,Low,6,Bahraini
C02564,Medium,4,Expats-GCC
C02565,Low,4,Expats-Asia
C02566,High,4,Expats-Asia
C02567,High,1,Expats-GCC
C02568,High,5,Expats-Other
C02569,Medium,3,Bahraini
C02570,High,6,Expats-Other
C02571,Low,1,Bahraini
C02572,Medium,4,Bahraini
C02573,Low,3,Expats-Other
C02574,Low,4,Expats-Asia
C02575,Low,6,Expats-GCC
C02576,Low,7,Expats-Other
C02577,Medium,6,Bahraini
C02578,Low,5,Expats-GCC
C02579,Medium,1,Expats-Asia
C02580,Low,7,Expats-Asia
C02581,Low,6,Bahraini
C02582,Low,5,Expats-GCC
C02583,Low,3,Expats-Other
C02584,High,1,Expats-Asia
C02585,High,4,Expats-Asia
C02586,High,3,Expats-Other
C02587,Low,4,Expats-Asia
C02588,High,6,Expats-Other
C02589,Low,6,Expats-Other
C02590,Medium,2,Expats-Other
C02591,High,2,Expats-Asia
C02592,Low,4,Bahraini
C02593,High,4,Bahraini
C02594,Medium,3,Expats-Asia
C02595,Medium,6,Expats-Asia
C02596,High,1,Expats-GCC
C02597,High,2,Expats-Asia
C02598,Medium,6,Expats-Other
C02599,High,5,Expats-Other
C02600,Low,5,Expats-Other
C02601,Low,7,Expats-Asia
C02602,High,2,Expats-GCC
C02603,Medium,7,Expats-GCC
C02604,High,5,Expats-GCC
C02605,Medium,1,Expats-Asia
C02606,High,6,Expats-Asia
C02607,Medium,5,Expats-Asia
C02608,Medium,6,Expats-Asia
C02609,Medium,6,Expats-Other
C02610,Low,6,Bahraini
C02611,Medium,1,Expats-Other
C02612,Medium,7,Bahraini
C02613,High,3,Expats-Other
C02614,Low,7,Expats-GCC
C02615,Low,5,Expats-Other
C02616,Low,5,Expats-GCC
C02617,Low,4,Bahraini
C02618,Medium,6,Expats-GCC
C02619,High,7,Bahraini
C02620,High,1,Expats-GCC
C02621,Medium,4,Bahraini
C02622,High,1,Expats-GCC
C02623,High,5,Expats-Other
C02624,Low,4,Bahraini
C02625,Medium,3,Expats-GCC
C02626,High,4,Expats-GCC
C02627,Low,7,Bahraini
C02628,Medium,2,Expats-Asia
C02629,Medium,2,Expats-Asia
C02630,Medium,6,Expats-Asia
C02631,Medium,5,Expats-GCC
C02632,Low,7,Bahraini
C02633,Low,5,Bahraini
C02634,Medium,3,Bahraini
C02635,High,5,Bahraini
C02636,Low,5,Bahraini
C02637,Medium,3,Expats-Other
C02638,High,1,Expats-Asia
C02639,Low,5,Expats-Asia
C02640,High,1,Expats-GCC
C02641,High,4,Bahraini
C02642,Medium,1,Expats-GCC
C02643,High,4,Bahraini
C02644,High,5,Bahraini
C02645,High,5,Expats-Asia
C02646,Medium,3,Expats-Asia
C02647,High,3,Expats-GCC
C02648,Low,1,Expats-Other
C02649,Medium,5,Expats-GCC
C02650,Low,5,Bahraini
C02651,High,3,Expats-Asia
C02652,Low,6,Expats-Asia
C02653,High,4,Expats-Asia
C02654,Medium,2,Expats-Asia
C02655,High,6,Expats-Other
C02656,Medium,2,Expats-GCC
C02657,Low,6,Bahraini
C02658,Medium,6,Expats-Other
C02659,Medium,6,Expats-GCC
C02660,Low,4,Expats-Other
C02661,High,7,Expats-GCC
C02662,Low,3,Expats-GCC
C02663,Low,7,Bahraini
C02664,Medium,3,Expats-Asia
C02665,Medium,2,Expats-Asia
C02666,Low,6,Expats-Asia
C02667,High,1,Bahraini
C02668,High,7,Expats-GCC
C02669,Low,2,Expats-GCC
C02670,Medium,1,Expats-GCC
C02671,Medium,7,Expats-Other
C02672,High,7,Bahraini
C02673,High,3,Expats-Other
C02674,High,5,Expats-Asia
C02675,Low,4,Expats-Other
C02676,Low,5,Expats-Other
C02677,High,1,Expats-Asia
C02678,Medium,1,Expats-Asia
C02679,High,2,Bahraini
C02680,High,2,Expats-Other
C02681,High,7,Expats-GCC
C02682,Medium,2,Expats-GCC
C02683,Low,4,Expats-Other
C02684,Medium,5,Expats-Asia
C02685,High,5,Expats-GCC
C02686,Medium,5,Bahraini
C02687,High,4,Expats-Other
C02688,Medium,2,Expats-Asia
C02689,Low,5,Expats-GCC
C02690,High,5,Bahraini
C02691,Low,1,Expats-GCC
C02692,Medium,7,Expats-Asia
C02693,Medium,5,Expats-GCC
C02694,Low,4,Expats-GCC
C02695,High,7,Expats-Asia
C02696,High,5,Expats-Asia
C02697,Low,4,Expats-Other
C02698,High,7,Expats-Asia
C02699,Low,3,Expats-Asia
C02700,Medium,5,Expats-GCC
C02701,Medium,2,Bahraini
C02702,High,2,Bahraini
C02703,High,4,Bahraini
C02704,High,4,Bahraini
C02705,Low,4,Expats-Asia
C02706,High,3,Expats-GCC
C02707,High,4,Expats-Asia
C02708,Low,5,Expats-GCC
C02709,High,2,Expats-Asia
C02710,Medium,3,Expats-GCC
C02711,Low,7,Expats-GCC
C02712,Medium,6,Bahraini
C02713,High,3,Expats-GCC
C02714,Low,3,Expats-Asia
C02715,Low,6,Bahraini
C02716,High,6,Expats-Other
C02717,Low,4,Expats-Other
C02718,Low,7,Expats-Asia
C02719,Medium,5,Expats-GCC
C02720,Medium,5,Bahraini
C02721,Low,2,Bahraini
C02722,High,1,Expats-GCC
C02723,Medium,6,Bahraini
C02724,High,7,Bahraini
C02725,High,7,Expats-Asia
C02726,High,5,Expats-Other
C02727,Low,5,Expats-Other
C02728,High,2,Expats-GCC
C02729,High,6,Bahraini
C02730,High,7,Expats-Other
C02731,High,4,Expats-GCC
C02732,High,5,Bahraini
C02733,High,5,Expats-GCC
C02734,High,2,Bahraini
C02735,Medium,3,Bahraini
C02736,Low,1,Expats-Other
C02737,Medium,7,Bahraini
C02738,Low,7,Expats-GCC
C02739,Low,4,Bahraini
C02740,High,5,Expats-GCC
C02741,Low,4,Bahraini
C02742,Medium,2,Bahraini
C02743,High,5,Expats-Other
C02744,High,3,Expats-GCC
C02745,High,2,Bahraini
C02746,Medium,2,Bahraini
C02747,Medium,6,Expats-Asia
C02748,Medium,1,Expats-Other
C02749,Low,3,Expats-GCC
C02750,Low,7,Expats-GCC
C02751,Medium,5,Expats-GCC
C02752,High,4,Expats-Other
C02753,High,4,Expats-Asia
C02754,Low,5,Expats-Other
C02755,High,7,Expats-GCC
C02756,High,7,Expats-Other
C02757,Medium,5,Expats-GCC
C02758,High,1,Expats-Other
C02759,Medium,7,Expats-Asia
C02760,Medium,7,Expats-Other
C02761,High,5,Expats-Asia
C02762,Medium,2,Expats-GCC
C02763,Low,5,Expats-Other
C02764,Medium,1,Expats-GCC
C02765,Low,1,Bahraini
C02766,Medium,1,Expats-Asia
C02767,Medium,1,Expats-GCC
C02768,Low,6,Expats-Asia
C02769,High,2,Bahraini
C02770,High,4,Expats-Asia
C02771,High,6,Expats-Asia
C02772,High,7,Expats-GCC
C02773,Low,3,Expats-Other
C02774,Medium,1,Expats-Other
C02775,High,1,Expats-GCC
C02776,Medium,6,Expats-Asia
C02777,High,6,Bahraini
C02778,Low,4,Expats-Asia
C02779,High,7,Expats-Other
C02780,High,4,Bahraini
C02781,Low,3,Expats-GCC
C02782,Low,1,Expats-Other
C02783,Medium,3,Expats-Other
C02784,Medium,2,Expats-GCC
C02785,High,4,Expats-Asia
C02786,Medium,5,Expats-GCC
C02787,High,2,Bahraini
C02788,Low,7,Expats-Asia
C02789,Low,6,Expats-Other
C02790,Low,6,Expats-Other
C02791,Low,4,Expats-GCC
C02792,High,1,Expats-Other
C02793,High,5,Bahraini
C02794,Low,3,Bahraini
C02795,Low,2,Bahraini
C02796,High,7,Expats-Asia
C02797,Low,6,Bahraini
C02798,Medium,7,Expats-Other
C02799,High,5,Bahraini
C02800,Low,5,Expats-Asia
C02801,High,2,Expats-Asia
C02802,Medium,5,Expats-GCC
C02803,Low,3,Expats-GCC
C02804,Medium,1,Expats-GCC
C02805,Low,2,Expats-Other
C02806,Low,1,Expats-Other
C02807,Medium,5,Bahraini
C02808,High,6,Expats-Asia
C02809,High,6,Expats-Other
C02810,Medium,7,Bahraini
C02811,High,7,Bahraini
C02812,Low,6,Expats-Other
C02813,High,6,Expats-GCC
C02814,High,6,Expats-GCC
C02815,Medium,1,Expats-Other
C02816,High,6,Expats-Other
C02817,Low,5,Expats-Other
C02818,Medium,2,Bahraini
C02819,High,5,Expats-Other
C02820,High,2,Expats-GCC
C02821,High,4,Expats-GCC
C02822,High,5,Bahraini
C02823,Low,6,Bahraini
C02824,High,4,Expats-Asia
C02825,Low,1,Bahraini
C02826,High,7,Bahraini
C02827,Medium,5,Bahraini
C02828,Medium,6,Expats-Other
C02829,High,1,Expats-Asia
C02830,Low,2,Expats-Other
C02831,Medium,5,Expats-Other
C02832,High,4,Expats-Other
C02833,Low,6,Expats-Asia
C02834,Low,2,Expats-GCC
C02835,Low,1,Expats-GCC
C02836,High,3,Expats-Other
C02837,Medium,5,Expats-Other
C02838,Medium,3,Bahraini
C02839,Low,5,Expats-Other
C02840,Low,5,Bahraini
C02841,Medium,3,Expats-GCC
C02842,Medium,3,Bahraini
C02843,Medium,5,Expats-Asia
C02844,High,5,Bahraini
C02845,Medium,1,Expats-Other
C02846,Medium,7,Expats-GCC
C02847,Low,1,Expats-Asia
C02848,High,2,Expats-Other
C02849,Medium,7,Bahraini
C02850,High,1,Expats-GCC
C02851,Low,4,Bahraini
C02852,Low,4,Bahraini
C02853,High,5,Expats-Asia
C02854,Medium,7,Expats-Asia
C02855,High,2,Expats-Asia
C02856,High,7,Bahraini
C02857,Low,4,Bahraini
C02858,Medium,1,Bahraini
C02859,High,2,Expats-Other
C02860,Low,6,Bahraini
C02861,Medium,4,Expats-GCC
C02862,Low,6,Expats-Asia
C02863,Low,7,Bahraini
C02864,High,4,Expats-Asia
C02865,High,3,Expats-Asia
C02866,Low,7,Expats-Asia
C02867,Medium,5,Expats-GCC
C02868,Low,3,Expats-Other
C02869,Medium,4,Expats-Other
C02870,Medium,7,Expats-GCC
C02871,High,6,Expats-Asia
C02872,High,7,Expats-Other
C02873,High,1,Bahraini
C02874,Medium,6,Expats-GCC
C02875,High,6,Expats-Other
C02876,High,2,Expats-GCC
C02877,High,6,Expats-Other
C02878,High,5,Expats-Asia
C02879,High,1,Bahraini
C02880,Low,1,Bahraini
C02881,Medium,6,Expats-Other
C02882,High,5,Bahraini
C02883,High,3,Expats-Other
C02884,Low,3,Expats-Other
C02885,Medium,5,Expats-Other
C02886,Low,3,Expats-GCC
C02887,High,3,Expats-GCC
C02888,Low,1,Expats-Asia
C02889,Medium,4,Expats-Other
C02890,Low,1,Expats-Other
C02891,High,7,Bahraini
C02892,Medium,6,Expats-Asia
C02893,Medium,1,Expats-Asia
C02894,Low,3,Expats-Other
C02895,High,5,Expats-Asia
C02896,Medium,2,Expats-Asia
C02897,Medium,3,Expats-Other
C02898,High,7,Expats-GCC
C02899,High,2,Expats-Other
C02900,Low,4,Bahraini
C02901,Medium,1,Expats-Asia
C02902,High,2,Expats-Asia
C02903,Low,7,Expats-Other
C02904,High,6,Expats-Other
C02905,High,2,Bahraini
C02906,High,7,Bahraini
C02907,Medium,1,Expats-Asia
C02908,Medium,3,Expats-Other
C02909,Medium,7,Bahraini
C02910,Low,2,Expats-GCC
C02911,High,5,Expats-Other
C02912,High,2,Expats-Asia
C02913,Medium,5,Expats-GCC
C02914,Low,1,Expats-Asia
C02915,High,1,Bahraini
C02916,Low,7,Bahraini
C02917,Low,7,Bahraini
C02918,Medium,4,Bahraini
C02919,High,2,Expats-Asia
C02920,Low,7,Expats-GCC
C02921,High,3,Expats-GCC
C02922,Medium,4,Expats-GCC
C02923,Medium,3,Bahraini
C02924,High,1,Expats-Asia
C02925,Low,3,Bahraini
C02926,Low,6,Expats-Asia
C02927,Medium,1,Expats-Asia
C02928,Low,6,Expats-GCC
C02929,High,2,Expats-GCC
C02930,High,7,Expats-GCC
C02931,Low,3,Expats-GCC
C02932,High,6,Expats-Asia
C02933,High,6,Expats-Asia
C02934,Low,1,Expats-GCC
C02935,High,6,Expats-Asia
C02936,High,3,Expats-GCC
C02937,High,5,Expats-Asia
C02938,Medium,2,Expats-GCC
C02939,High,1,Bahraini
C02940,Medium,3,Expats-GCC
C02941,Medium,4,Expats-Asia
C02942,High,6,Expats-Other
C02943,High,6,Expats-GCC
C02944,Low,6,Expats-GCC
C02945,Low,3,Expats-GCC
C02946,Low,7,Expats-GCC
C02947,Medium,3,Expats-Other
C02948,Low,7,Bahraini
C02949,Low,2,Expats-GCC
C02950,Low,2,Bahraini
C02951,Low,3,Bahraini
C02952,Low,7,Expats-Asia
C02953,High,3,Expats-GCC
C02954,High,3,Bahraini
C02955,Low,7,Expats-Asia
C02956,High,3,Expats-Other
C02957,Medium,4,Expats-GCC
C02958,High,1,Bahraini
C02959,Medium,5,Bahraini
C02960,Medium,6,Bahraini
C02961,High,4,Expats-Asia
C02962,High,3,Expats-GCC
C02963,Low,7,Expats-Other
C02964,Medium,2,Expats-Asia
C02965,Low,6,Expats-Other
C02966,High,6,Expats-Asia
C02967,Medium,5,Expats-Other
C02968,Medium,2,Bahraini
C02969,High,1,Bahraini
C02970,High,7,Expats-Other
C02971,Medium,5,Expats-GCC
C02972,Low,2,Expats-Other
C02973,Medium,2,Expats-Other
C02974,Low,5,Expats-GCC
C02975,Medium,2,Expats-Other
C02976,High,1,Expats-Other
C02977,High,6,Bahraini
C02978,High,7,Expats-Other
C02979,Medium,4,Expats-GCC
C02980,Medium,6,Expats-Asia
C02981,Low,2,Expats-GCC
C02982,Low,6,Bahraini
C02983,Medium,4,Expats-GCC
C02984,Low,3,Expats-Asia
C02985,Medium,3,Bahraini
C02986,Low,6,Expats-GCC
C02987,Medium,1,Expats-GCC
C02988,Low,4,Expats-Other
C02989,Medium,6,Expats-GCC
C02990,Medium,7,Bahraini
C02991,Medium,1,Bahraini
C02992,High,5,Expats-Other
C02993,High,3,Bahraini
C02994,Low,2,Expats-Asia
C02995,Medium,1,Expats-Other
C02996,Medium,5,Expats-GCC
C02997,Medium,4,Expats-GCC
C02998,Medium,5,Expats-Asia
C02999,Medium,4,Expats-Asia
C03000,Low,1,Expats-Asia
C03001,Medium,3,Expats-Asia
C03002,High,7,Expats-Asia
C03003,High,1,Expats-Other
C03004,Medium,4,Expats-Other
C03005,Medium,4,Bahraini
C03006,Medium,4,Expats-GCC
C03007,High,1,Expats-Other
C03008,High,5,Expats-Asia
C03009,High,7,Bahraini
C03010,Low,5,Expats-GCC
C03011,Low,5,Bahraini
C03012,Medium,7,Expats-Asia
C03013,High,1,Expats-Other
C03014,Low,6,Bahraini
C03015,Medium,6,Expats-GCC
C03016,Medium,2,Expats-GCC
C03017,High,3,Expats-Asia
C03018,Low,4,Expats-GCC
C03019,High,3,Expats-Other
C03020,Medium,2,Expats-GCC
C03021,Low,6,Bahraini
C03022,High,1,Expats-Other
C03023,High,4,Expats-GCC
C03024,High,2,Expats-GCC
C03025,Medium,6,Expats-Asia
C03026,High,4,Expats-GCC
C03027,Medium,3,Expats-Asia
C03028,High,5,Bahraini
C03029,High,2,Expats-Other
C03030,Low,3,Expats-Other
C03031,High,7,Bahraini
C03032,Medium,6,Expats-Other
C03033,Medium,2,Expats-GCC
C03034,Low,6,Expats-GCC
C03035,High,3,Expats-GCC
C03036,High,2,Bahraini
C03037,High,6,Expats-Other
C03038,Low,1,Bahraini
C03039,Low,5,Bahraini
C03040,High,3,Bahraini
C03041,Medium,4,Expats-GCC
C03042,High,4,Expats-Asia
C03043,High,6,Bahraini
C03044,Medium,7,Bahraini
C03045,Medium,5,Expats-GCC
C03046,High,1,Expats-Asia
C03047,Medium,4,Bahraini
C03048,High,1,Bahraini
C03049,High,3,Expats-GCC
C03050,High,7,Expats-GCC
C03051,Low,4,Bahraini
C03052,High,2,Expats-GCC
C03053,Low,2,Expats-Other
C03054,Medium,5,Expats-Other
C03055,Low,6,Expats-Other
C03056,Medium,6,Expats-GCC
C03057,High,2,Expats-GCC
C03058,High,3,Expats-Asia
C03059,Medium,5,Expats-GCC
C03060,Medium,1,Bahraini
C03061,Medium,7,Expats-Asia
C03062,Medium,5,Expats-GCC
C03063,Medium,3,Expats-GCC
C03064,Medium,3,Bahraini
C03065,Medium,4,Expats-Other
C03066,Low,1,Expats-Asia
C03067,Medium,3,Expats-GCC
C03068,High,5,Expats-Asia
C03069,Medium,4,Bahraini
C03070,High,5,Bahraini
C03071,Medium,5,Bahraini
C03072,Medium,2,Expats-Asia
C03073,Medium,6,Bahraini
C03074,Medium,5,Expats-Asia
C03075,Low,2,Expats-Asia
C03076,Low,5,Bahraini
C03077,Low,5,Expats-Other
C03078,Low,5,Expats-Other
C03079,Low,5,Expats-Asia
C03080,High,6,Expats-GCC
C03081,High,2,Expats-Other
C03082,Low,6,Expats-Other
C03083,Medium,1,Expats-GCC
C03084,Medium,1,Expats-Other
C03085,Medium,1,Expats-Asia
C03086,Low,4,Expats-GCC
C03087,Medium,3,Expats-GCC
C03088,Medium,4,Expats-Other
C03089,Low,6,Expats-Other
C03090,High,4,Expats-Other
C03091,Medium,5,Expats-Other
C03092,Medium,1,Expats-Asia
C03093,Medium,4,Bahraini
C03094,Low,7,Expats-Other
C03095,High,6,Expats-Other
C03096,Low,4,Expats-Asia
C03097,Medium,6,Expats-Asia
C03098,High,5,Expats-Asia
C03099,Low,6,Expats-Asia
C03100,High,5,Expats-Asia
C03101,Medium,1,Bahraini
C03102,Medium,4,Expats-Asia
C03103,Low,1,Bahraini
C03104,Medium,3,Bahraini
C03105,Medium,4,Expats-Asia
C03106,Low,2,Bahraini
C03107,High,2,Expats-GCC
C03108,Medium,6,Expats-GCC
C03109,Low,4,Expats-Other
C03110,Low,2,Expats-Other
C03111,Low,2,Expats-Other
C03112,High,3,Expats-GCC
C03113,Low,3,Expats-GCC
C03114,Medium,6,Expats-Asia
C03115,High,6,Bahraini
C03116,Medium,5,Expats-Other
C03117,Low,5,Expats-GCC
C03118,Medium,7,Expats-GCC
C03119,High,1,Expats-Asia
C03120,High,6,Bahraini
C03121,Low,1,Bahraini
C03122,Low,6,Expats-Asia
C03123,Medium,2,Expats-Other
C03124,High,5,Expats-GCC
C03125,Medium,2,Bahraini
C03126,High,5,Expats-GCC
C03127,High,7,Expats-Other
C03128,Low,3,Expats-GCC
C03129,Low,5,Expats-Asia
C03130,Low,6,Bahraini
C03131,High,7,Expats-GCC
C03132,High,5,Expats-Asia
C03133,Medium,4,Expats-Asia
C03134,Medium,4,Expats-Asia
C03135,Low,4,Expats-GCC
C03136,High,4,Expats-GCC
C03137,High,5,Expats-GCC
C03138,Medium,3,Expats-Asia
C03139,High,3,Expats-Asia
C03140,Low,5,Bahraini
C03141,High,2,Expats-Asia
C03142,High,4,Expats-GCC
C03143,Medium,1,Expats-Other
