post_id,platform,sentiment,topic,date
S1445,Instagram,Positive,Event,2024-12-21
S1446,Twitter,Positive,Event,2025-07-20
S1447,Twitter,Negative,Network,2025-01-08
S1448,Facebook,Negative,Customer Service,2025-07-13
S1449,Instagram,Negative,Network,2025-04-22
S1450,Instagram,Positive,Offer,2025-04-18
S1451,Twitter,Negative,Customer Service,2025-08-14
S1452,Instagram,Negative,Customer Service,2025-03-05
S1453,Instagram,Positive,Offer,2025-01-15
S1454,Facebook,Neutral,Event,2025-01-31
S1455,Facebook,Positive,Offer,2025-07-20
S1456,Facebook,Positive,Offer,2025-06-15
S1457,Facebook,Neutral,Customer Service,2025-03-08
S1458,Twitter,Negative,Event,2025-08-21
S1459,Instagram,Positive,Event,2024-10-03
S1460,Twitter,Positive,Network,2025-05-04
S1461,Twitter,Neutral,Customer Service,2025-08-22
S1462,Twitter,Negative,Offer,2025-01-17
S1463,Twitter,Negative,Event,2025-07-25
S1464,Instagram,Negative,Offer,2025-09-03
S1465,Twitter,Negative,Network,2025-02-20
S1466,Facebook,Neutral,Customer Service,2024-10-08
S1467,Instagram,Neutral,Customer Service,2025-05-19
S1468,Instagram,Positive,Customer Service,2024-10-21
S1469,Facebook,Positive,Customer Service,2025-06-27
S1470,Twitter,Negative,Offer,2024-12-25
S1471,Instagram,Positive,Event,2024-12-07
S1472,Facebook,Positive,Event,2025-03-08
S1473,Twitter,Negative,Network,2025-03-07
S1474,Facebook,Positive,Network,2025-01-28
S1475,Facebook,Negative,Customer Service,2025-03-09
S1476,Instagram,Neutral,Event,2025-01-22
S1477,Instagram,Positive,Offer,2025-04-12
S1478,Twitter,Negative,Event,2025-05-23
S1479,Twitter,Positive,Customer Service,2024-11-24
S1480,Instagram,Negative,Event,2024-10-29
S1481,Instagram,Positive,Event,2025-08-26
S1482,Facebook,Neutral,Event,2024-12-20
S1483,Twitter,Neutral,Offer,2025-04-20
S1484,Instagram,Neutral,Offer,2025-03-06
S1485,Instagram,Negative,Network,2025-03-02
S1486,Facebook,Positive,Network,2025-04-15
S1487,Facebook,Positive,Network,2025-03-03
S1488,Twitter,Positive,Network,2025-01-10
S1489,Twitter,Neutral,Event,2025-02-24
S1490,Twitter,Negative,Event,2025-09-06
S1491,Twitter,Negative,Customer Service,2025-07-05
S1492,Twitter,Positive,Event,2024-09-23
S1493,Facebook,Neutral,Customer Service,2025-04-21
S1494,Twitter,Neutral,Network,2025-01-12
S1495,Facebook,Negative,Network,2025-05-15
S1496,Facebook,Positive,Network,2025-08-15
S1497,Twitter,Neutral,Network,2025-03-27
S1498,Twitter,Positive,Customer Service,2025-04-28
S1499,Twitter,Negative,Network,2025-05-21
S1500,Twitter,Neutral,Network,2025-08-08
S1501,Twitter,Positive,Network,2024-11-25
S1502,Facebook,Neutral,Event,2025-08-16
S1503,Instagram,Positive,Customer Service,2025-03-24
S1504,Facebook,Positive,Network,2025-01-28
S1505,Twitter,Positive,Network,2025-04-15
S1506,Instagram,Negative,Customer Service,2025-02-06
S1507,Facebook,Negative,Customer Service,2024-12-23
S1508,Instagram,Positive,Offer,2024-10-26
S1509,Instagram,Neutral,Event,2025-05-17
S1510,Twitter,Positive,Offer,2025-01-31
S1511,Facebook,Positive,Network,2024-12-19
S1512,Instagram,Negative,Offer,2025-03-30
S1513,Twitter,Positive,Customer Service,2025-02-15
S1514,Facebook,Positive,Customer Service,2025-03-16
S1515,Facebook,Positive,Network,2025-09-09
S1516,Facebook,Negative,Network,2025-02-02
S1517,Twitter,Negative,Event,2025-07-28
S1518,Facebook,Neutral,Event,2025-03-21
S1519,Instagram,Negative,Offer,2025-03-06
S1520,Twitter,Neutral,Offer,2025-02-14
S1521,Twitter,Positive,Event,2025-04-06
S1522,Instagram,Neutral,Customer Service,2024-10-10
S1523,Facebook,Neutral,Event,2025-08-27
S1524,Instagram,Positive,Customer Service,2024-10-26
S1525,Instagram,Positive,Event,2025-05-23
S1526,Twitter,Negative,Event,2025-01-08
S1527,Instagram,Positive,Network,2024-09-25
S1528,Facebook,Positive,Customer Service,2025-06-04
S1529,Facebook,Neutral,Event,2025-04-28
S1530,Twitter,Neutral,Network,2025-04-23
S1531,Facebook,Negative,Customer Service,2025-05-21
S1532,Twitter,Negative,Customer Service,2025-06-28
S1533,Instagram,Positive,Event,2024-12-16
S1534,Twitter,Positive,Event,2024-12-23
S1535,Instagram,Neutral,Network,2025-02-26
S1536,Instagram,Neutral,Offer,2025-02-24
S1537,Instagram,Negative,Network,2025-01-22
S1538,Twitter,Neutral,Customer Service,2024-12-20
S1539,Facebook,Positive,Customer Service,2025-06-04
S1540,Facebook,Positive,Event,2025-03-06
S1541,Instagram,Positive,Offer,2025-02-09
S1542,Twitter,Negative,Network,2024-10-04
S1543,Facebook,Negative,Event,2025-01-12
S1544,Twitter,Positive,Customer Service,2025-02-27
S1545,Facebook,Neutral,Offer,2025-05-07
S1546,Facebook,Positive,Customer Service,2025-04-01
S1547,Twitter,Positive,Event,2024-12-22
S1548,Facebook,Negative,Offer,2024-10-02
S1549,Instagram,Positive,Customer Service,2025-01-06
S1550,Twitter,Positive,Offer,2024-10-15
S1551,Instagram,Positive,Network,2025-04-24
S1552,Twitter,Positive,Network,2025-04-23
S1553,Twitter,Positive,Customer Service,2025-08-18
S1554,Instagram,Positive,Network,2025-01-29
S1555,Instagram,Neutral,Offer,2024-09-14
S1556,Facebook,Negative,Customer Service,2025-02-23
S1557,Facebook,Positive,Network,2024-11-12
S1558,Facebook,Negative,Offer,2025-04-04
S1559,Instagram,Positive,Event,2025-07-31
S1560,Facebook,Neutral,Offer,2024-12-04
S1561,Instagram,Neutral,Offer,2025-02-10
S1562,Twitter,Neutral,Offer,2025-08-25
S1563,Facebook,Negative,Network,2025-04-23
S1564,Facebook,Positive,Network,2024-10-24
S1565,Instagram,Neutral,Event,2025-08-08
S1566,Instagram,Neutral,Customer Service,2025-04-04
S1567,Twitter,Positive,Event,2025-05-06
S1568,Instagram,Neutral,Event,2025-03-26
S1569,Facebook,Positive,Customer Service,2025-03-06
S1570,Facebook,Positive,Offer,2024-09-12
S1571,Facebook,Positive,Network,2025-06-02
S1572,Facebook,Negative,Offer,2025-01-21
S1573,Facebook,Negative,Network,2024-10-20
S1574,Twitter,Neutral,Event,2025-04-10
S1575,Facebook,Negative,Offer,2025-05-16
S1576,Facebook,Positive,Network,2024-11-29
S1577,Facebook,Neutral,Network,2025-07-02
S1578,Instagram,Positive,Event,2025-04-29
S1579,Instagram,Negative,Network,2025-09-07
S1580,Instagram,Neutral,Offer,2025-02-03
S1581,Twitter,Negative,Offer,2025-08-25
S1582,Facebook,Negative,Offer,2025-07-15
S1583,Facebook,Neutral,Network,2025-08-18
S1584,Twitter,Positive,Event,2025-09-12
S1585,Twitter,Positive,Event,2025-03-06
S1586,Twitter,Positive,Event,2025-06-21
S1587,Instagram,Neutral,Event,2025-06-21
S1588,Twitter,Positive,Network,2025-07-05
S1589,Facebook,Neutral,Network,2025-07-07
S1590,Instagram,Negative,Event,2024-10-15
S1591,Twitter,Neutral,Network,2025-09-06
S1592,Instagram,Positive,Network,2025-06-23
S1593,Facebook,Neutral,Offer,2024-10-06
S1594,Instagram,Positive,Network,2025-02-06
S1595,Instagram,Negative,Customer Service,2025-02-07
S1596,Facebook,Neutral,Event,2025-06-06
S1597,Facebook,Negative,Event,2025-06-07
S1598,Facebook,Positive,Customer Service,2025-07-20
S1599,Twitter,Negative,Network,2025-02-09
S1600,Facebook,Negative,Customer Service,2025-02-06
S1601,Facebook,Positive,Network,2024-12-06
S1602,Twitter,Neutral,Customer Service,2024-12-03
S1603,Twitter,Positive,Offer,2025-04-05
S1604,Twitter,Negative,Customer Service,2024-11-26
S1605,Instagram,Negative,Offer,2025-03-26
S1606,Instagram,Neutral,Network,2024-12-09
S1607,Twitter,Positive,Customer Service,2025-08-21
S1608,Twitter,Negative,Event,2024-11-03
S1609,Twitter,Positive,Event,2025-07-01
S1610,Twitter,Positive,Offer,2024-10-29
S1611,Twitter,Positive,Event,2025-05-20
S1612,Instagram,Neutral,Offer,2025-04-25
S1613,Instagram,Positive,Customer Service,2025-02-13
S1614,Facebook,Positive,Network,2024-09-21
S1615,Facebook,Neutral,Offer,2024-12-13
S1616,Instagram,Neutral,Network,2025-02-04
S1617,Facebook,Neutral,Offer,2025-07-05
S1618,Facebook,Negative,Offer,2024-12-22
S1619,Twitter,Neutral,Network,2025-03-09
S1620,Instagram,Positive,Network,2024-09-23
S1621,Twitter,Positive,Customer Service,2025-01-04
S1622,Instagram,Neutral,Customer Service,2025-02-03
S1623,Twitter,Neutral,Offer,2024-12-19
S1624,Twitter,Negative,Offer,2025-08-27
S1625,Instagram,Positive,Customer Service,2024-12-11
S1626,Twitter,Positive,Customer Service,2024-12-14
S1627,Facebook,Negative,Network,2025-04-06
S1628,Instagram,Neutral,Customer Service,2025-01-13
S1629,Twitter,Negative,Network,2024-10-19
S1630,Instagram,Neutral,Event,2024-10-21
S1631,Twitter,Neutral,Offer,2025-03-01
S1632,Twitter,Neutral,Offer,2024-11-13
S1633,Twitter,Negative,Offer,2025-08-09
S1634,Facebook,Negative,Customer Service,2025-05-08
S1635,Instagram,Negative,Event,2025-07-19
S1636,Twitter,Neutral,Network,2025-05-26
S1637,Twitter,Negative,Customer Service,2025-07-25
S1638,Instagram,Positive,Customer Service,2025-04-25
S1639,Instagram,Neutral,Network,2025-08-06
S1640,Twitter,Negative,Network,2025-08-13
S1641,Instagram,Neutral,Network,2024-11-10
S1642,Instagram,Neutral,Network,2024-09-15
S1643,Twitter,Negative,Offer,2024-09-20
S1644,Instagram,Positive,Customer Service,2025-05-16
S1645,Instagram,Positive,Customer Service,2024-11-10
S1646,Twitter,Neutral,Network,2024-09-18
S1647,Twitter,Positive,Offer,2024-12-11
S1648,Twitter,Neutral,Customer Service,2025-01-31
S1649,Instagram,Negative,Event,2024-09-21
S1650,Facebook,Negative,Network,2025-05-01
S1651,Twitter,Positive,Event,2025-02-05
S1652,Facebook,Neutral,Event,2025-02-15
S1653,Instagram,Positive,Network,2025-02-12
S1654,Instagram,Positive,Customer Service,2024-09-26
S1655,Twitter,Neutral,Offer,2025-08-17
S1656,Facebook,Positive,Customer Service,2025-04-20
S1657,Twitter,Neutral,Customer Service,2025-07-29
S1658,Instagram,Positive,Event,2024-11-19
S1659,Facebook,Positive,Event,2025-06-26
S1660,Twitter,Negative,Network,2025-01-05
S1661,Facebook,Neutral,Customer Service,2025-07-04
S1662,Twitter,Neutral,Event,2024-09-17
S1663,Instagram,Positive,Event,2024-12-20
S1664,Facebook,Positive,Event,2025-08-26
S1665,Twitter,Neutral,Network,2025-08-17
S1666,Facebook,Positive,Offer,2025-05-03
S1667,Twitter,Positive,Offer,2025-01-09
S1668,Twitter,Neutral,Customer Service,2025-05-22
S1669,Instagram,Neutral,Customer Service,2025-05-24
S1670,Facebook,Negative,Event,2024-11-04
S1671,Instagram,Negative,Offer,2025-02-13
S1672,Twitter,Positive,Network,2025-02-11
S1673,Twitter,Positive,Customer Service,2025-07-18
S1674,Twitter,Negative,Customer Service,2025-05-08
S1675,Twitter,Neutral,Offer,2024-11-14
S1676,Twitter,Neutral,Customer Service,2025-02-23
S1677,Twitter,Neutral,Offer,2025-08-13
S1678,Facebook,Neutral,Customer Service,2025-08-27
S1679,Facebook,Positive,Event,2025-04-08
S1680,Instagram,Positive,Network,2025-07-20
S1681,Facebook,Negative,Event,2025-07-03
S1682,Instagram,Positive,Network,2024-12-03
S1683,Instagram,Negative,Event,2025-07-12
S1684,Facebook,Negative,Event,2025-02-18
S1685,Twitter,Negative,Customer Service,2025-07-16
S1686,Twitter,Positive,Network,2025-01-03
S1687,Twitter,Positive,Offer,2024-11-07
S1688,Instagram,Neutral,Network,2024-10-16
S1689,Facebook,Negative,Customer Service,2024-12-18
S1690,Instagram,Positive,Event,2025-06-30
S1691,Facebook,Negative,Customer Service,2025-02-22
S1692,Instagram,Neutral,Customer Service,2025-08-30
S1693,Instagram,Negative,Customer Service,2024-10-12
S1694,Twitter,Negative,Event,2025-07-26
S1695,Instagram,Negative,Customer Service,2025-06-01
S1696,Facebook,Neutral,Event,2025-08-23
S1697,Instagram,Neutral,Event,2025-08-01
S1698,Instagram,Positive,Offer,2025-07-16
S1699,Instagram,Positive,Offer,2025-08-12
S1700,Facebook,Negative,Event,2025-06-21
S1701,Instagram,Positive,Network,2024-10-01
S1702,Twitter,Negative,Event,2025-02-10
S1703,Instagram,Neutral,Offer,2024-10-05
S1704,Facebook,Positive,Event,2024-11-29
S1705,Instagram,Positive,Event,2025-03-26
S1706,Instagram,Negative,Event,2024-10-05
S1707,Facebook,Neutral,Customer Service,2025-05-08
S1708,Facebook,Positive,Event,2025-07-30
S1709,Instagram,Negative,Event,2025-03-09
S1710,Facebook,Positive,Network,2024-12-10
S1711,Facebook,Positive,Event,2024-11-17
S1712,Twitter,Positive,Event,2025-02-08
S1713,Twitter,Positive,Event,2025-07-11
S1714,Instagram,Neutral,Customer Service,2024-11-28
S1715,Twitter,Positive,Network,2025-05-02
S1716,Instagram,Negative,Customer Service,2025-02-15
S1717,Twitter,Neutral,Offer,2025-05-26
S1718,Facebook,Negative,Customer Service,2025-08-06
S1719,Twitter,Negative,Event,2024-12-24
S1720,Twitter,Positive,Network,2025-06-12
S1721,Facebook,Negative,Offer,2024-10-28
S1722,Instagram,Negative,Customer Service,2025-05-11
S1723,Twitter,Positive,Event,2024-10-04
S1724,Facebook,Neutral,Customer Service,2025-06-17
S1725,Instagram,Negative,Offer,2025-03-29
S1726,Instagram,Neutral,Customer Service,2025-06-08
S1727,Facebook,Neutral,Offer,2025-02-09
S1728,Twitter,Negative,Customer Service,2025-05-17
S1729,Twitter,Neutral,Network,2025-02-18
S1730,Instagram,Neutral,Network,2024-12-31
S1731,Facebook,Negative,Network,2024-09-30
S1732,Facebook,Negative,Offer,2025-07-28
S1733,Facebook,Neutral,Offer,2025-08-23
S1734,Instagram,Neutral,Network,2025-06-14
S1735,Twitter,Positive,Offer,2025-04-26
S1736,Facebook,Positive,Network,2025-05-28
S1737,Twitter,Negative,Event,2025-03-17
S1738,Instagram,Negative,Customer Service,2025-04-20
S1739,Twitter,Neutral,Event,2025-08-04
S1740,Twitter,Positive,Event,2025-05-18
S1741,Instagram,Neutral,Network,2025-07-11
S1742,Facebook,Negative,Offer,2025-09-06
S1743,Twitter,Neutral,Event,2025-01-14
S1744,Twitter,Negative,Offer,2025-07-07
S1745,Instagram,Neutral,Network,2024-12-16
S1746,Twitter,Positive,Offer,2024-11-16
S1747,Facebook,Negative,Offer,2025-04-30
S1748,Facebook,Positive,Customer Service,2025-08-30
S1749,Facebook,Neutral,Offer,2025-02-16
S1750,Facebook,Neutral,Offer,2025-07-12
S1751,Facebook,Positive,Offer,2025-03-26
S1752,Instagram,Neutral,Event,2025-07-25
S1753,Instagram,Neutral,Customer Service,2025-07-04
S1754,Instagram,Positive,Network,2025-05-06
S1755,Twitter,Negative,Network,2025-03-12
S1756,Instagram,Negative,Customer Service,2025-09-09
S1757,Twitter,Negative,Event,2024-10-12
S1758,Instagram,Positive,Customer Service,2025-06-16
S1759,Instagram,Negative,Event,2025-06-25
S1760,Instagram,Neutral,Network,2025-09-12
S1761,Facebook,Neutral,Network,2024-12-24
S1762,Twitter,Neutral,Customer Service,2025-05-30
S1763,Facebook,Neutral,Offer,2025-06-30
S1764,Instagram,Positive,Network,2025-07-18
S1765,Instagram,Positive,Network,2024-12-10
S1766,Twitter,Neutral,Customer Service,2025-06-18
S1767,Facebook,Neutral,Offer,2025-06-22
S1768,Instagram,Neutral,Event,2025-02-28
S1769,Facebook,Neutral,Offer,2024-12-20
S1770,Facebook,Neutral,Event,2024-10-14
S1771,Facebook,Positive,Event,2025-07-27
S1772,Facebook,Negative,Event,2025-01-06
S1773,Instagram,Neutral,Offer,2025-01-26
S1774,Instagram,Negative,Customer Service,2025-07-29
S1775,Instagram,Negative,Customer Service,2025-08-01
S1776,Facebook,Neutral,Offer,2024-11-01
S1777,Instagram,Negative,Customer Service,2024-12-16
S1778,Twitter,Positive,Offer,2025-06-16
S1779,Instagram,Neutral,Offer,2025-05-15
S1780,Instagram,Negative,Network,2025-01-05
S1781,Twitter,Neutral,Network,2024-12-19
S1782,Twitter,Neutral,Customer Service,2025-05-30
S1783,Instagram,Positive,Network,2024-10-10
S1784,Facebook,Positive,Event,2024-10-03
S1785,Instagram,Positive,Event,2025-04-25
S1786,Instagram,Neutral,Event,2025-05-12
S1787,Facebook,Positive,Customer Service,2025-05-05
S1788,Instagram,Neutral,Offer,2024-10-21
S1789,Facebook,Negative,Network,2025-04-28
S1790,Facebook,Negative,Network,2025-06-25
S1791,Instagram,Neutral,Customer Service,2025-01-17
S1792,Facebook,Positive,Customer Service,2025-04-16
S1793,Instagram,Positive,Network,2024-11-30
S1794,Twitter,Positive,Offer,2025-02-19
S1795,Facebook,Negative,Customer Service,2025-01-10
S1796,Facebook,Positive,Offer,2025-06-28
S1797,Twitter,Neutral,Network,2024-12-05
S1798,Instagram,Negative,Network,2025-01-05
S1799,Twitter,Negative,Customer Service,2024-12-20
S1800,Twitter,Negative,Offer,2025-01-03
S1801,Instagram,Neutral,Event,2025-08-31
S1802,Instagram,Neutral,Offer,2025-04-18
S1803,Twitter,Positive,Event,2024-12-12
S1804,Instagram,Neutral,Customer Service,2025-08-04
S1805,Instagram,Positive,Event,2025-06-16
S1806,Facebook,Neutral,Customer Service,2025-03-31
S1807,Facebook,Positive,Offer,2025-05-21
S1808,Facebook,Positive,Customer Service,2024-12-14
S1809,Twitter,Positive,Customer Service,2024-09-18
S1810,Facebook,Negative,Offer,2025-04-13
S1811,Facebook,Positive,Network,2024-11-11
S1812,Instagram,Negative,Network,2025-08-11
S1813,Twitter,Positive,Event,2025-06-15
S1814,Twitter,Negative,Offer,2024-10-21
S1815,Facebook,Negative,Network,2025-01-19
S1816,Facebook,Positive,Offer,2025-08-16
S1817,Instagram,Positive,Customer Service,2025-08-27
S1818,Facebook,Neutral,Network,2025-04-05
S1819,Twitter,Negative,Event,2024-12-09
S1820,Instagram,Negative,Network,2025-07-31
S1821,Instagram,Neutral,Network,2025-01-15
S1822,Instagram,Neutral,Event,2024-11-20
S1823,Twitter,Neutral,Network,2024-09-21
S1824,Instagram,Positive,Customer Service,2024-09-25
S1825,Twitter,Positive,Network,2025-06-16
S1826,Instagram,Negative,Event,2025-05-02
S1827,Instagram,Negative,Network,2025-06-18
S1828,Instagram,Negative,Event,2024-11-27
S1829,Instagram,Positive,Customer Service,2024-11-19
S1830,Twitter,Negative,Customer Service,2025-04-27
S1831,Twitter,Negative,Network,2025-07-31
S1832,Facebook,Negative,Network,2024-11-03
S1833,Facebook,Negative,Event,2025-08-05
S1834,Facebook,Positive,Event,2025-05-19
S1835,Instagram,Negative,Offer,2025-06-20
S1836,Twitter,Neutral,Customer Service,2025-01-24
S1837,Twitter,Negative,Event,2025-01-16
S1838,Facebook,Negative,Event,2025-08-17
S1839,Instagram,Neutral,Offer,2025-09-10
S1840,Instagram,Negative,Event,2025-07-08
S1841,Facebook,Neutral,Customer Service,2025-08-03
S1842,Facebook,Positive,Event,2024-12-31
S1843,Facebook,Neutral,Offer,2025-03-13
S1844,Twitter,Negative,Customer Service,2025-01-30
S1845,Twitter,Negative,Network,2025-01-16
S1846,Twitter,Positive,Network,2025-08-16
S1847,Twitter,Neutral,Customer Service,2025-03-30
S1848,Instagram,Neutral,Offer,2024-12-01
S1849,Twitter,Negative,Offer,2025-09-07
S1850,Instagram,Neutral,Event,2024-12-04
S1851,Instagram,Negative,Offer,2024-12-09
S1852,Twitter,Negative,Offer,2025-04-12
S1853,Twitter,Negative,Offer,2024-12-26
S1854,Facebook,Negative,Network,2024-10-08
S1855,Instagram,Negative,Offer,2025-04-11
S1856,Facebook,Neutral,Offer,2025-01-18
S1857,Facebook,Negative,Offer,2025-09-02
S1858,Facebook,Positive,Offer,2025-03-15
S1859,Twitter,Neutral,Event,2025-01-19
S1860,Instagram,Positive,Offer,2025-02-21
S1861,Facebook,Neutral,Offer,2025-02-20
S1862,Facebook,Positive,Network,2025-08-15
S1863,Facebook,Neutral,Network,2025-06-26
S1864,Twitter,Negative,Offer,2025-03-24
S1865,Facebook,Positive,Event,2025-07-22
S1866,Instagram,Negative,Event,2025-05-18
S1867,Twitter,Positive,Offer,2025-04-07
S1868,Twitter,Neutral,Customer Service,2025-03-07
S1869,Facebook,Neutral,Event,2025-06-04
S1870,Facebook,Negative,Event,2025-07-12
S1871,Facebook,Neutral,Offer,2024-12-09
S1872,Twitter,Positive,Event,2025-02-22
S1873,Twitter,Neutral,Network,2024-11-23
S1874,Facebook,Neutral,Offer,2025-05-19
S1875,Instagram,Negative,Network,2024-10-08
S1876,Facebook,Neutral,Offer,2025-04-20
S1877,Facebook,Positive,Offer,2025-02-17
S1878,Instagram,Positive,Customer Service,2025-01-22
S1879,Instagram,Positive,Customer Service,2025-05-05
S1880,Twitter,Negative,Offer,2025-07-22
S1881,Instagram,Negative,Network,2025-05-19
S1882,Instagram,Neutral,Network,2024-12-28
S1883,Instagram,Negative,Offer,2025-06-15
S1884,Instagram,Positive,Offer,2025-05-02
S1885,Twitter,Negative,Event,2025-06-06
S1886,Twitter,Negative,Event,2025-07-13
S1887,Facebook,Neutral,Customer Service,2025-06-14
S1888,Twitter,Positive,Event,2025-01-14
S1889,Facebook,Negative,Network,2025-02-12
S1890,Facebook,Positive,Customer Service,2025-05-14
S1891,Instagram,Negative,Network,2025-05-18
S1892,Twitter,Neutral,Network,2025-01-28
S1893,Twitter,Negative,Offer,2025-03-02
S1894,Instagram,Neutral,Customer Service,2025-08-05
S1895,Instagram,Negative,Network,2025-08-11
S1896,Facebook,Negative,Offer,2025-02-22
S1897,Facebook,Neutral,Event,2025-08-21
S1898,Twitter,Neutral,Customer Service,2025-07-04
S1899,Twitter,Positive,Customer Service,2025-03-16
S1900,Instagram,Negative,Offer,2025-01-20
S1901,Instagram,Negative,Event,2025-02-24
S1902,Facebook,Positive,Offer,2025-01-10
S1903,Facebook,Negative,Event,2025-06-29
S1904,Facebook,Positive,Event,2025-04-02
S1905,Instagram,Neutral,Event,2024-09-23
S1906,Twitter,Neutral,Offer,2024-10-30
S1907,Twitter,Negative,Offer,2025-03-08
S1908,Twitter,Neutral,Network,2025-08-02
S1909,Twitter,Positive,Customer Service,2025-05-12
S1910,Twitter,Negative,Customer Service,2024-10-28
S1911,Twitter,Negative,Customer Service,2024-12-13
S1912,Facebook,Negative,Customer Service,2025-06-29
S1913,Instagram,Positive,Offer,2025-04-14
S1914,Instagram,Neutral,Event,2024-09-29
S1915,Facebook,Neutral,Event,2025-02-28
S1916,Instagram,Positive,Customer Service,2024-12-26
S1917,Facebook,Negative,Customer Service,2025-04-12
S1918,Instagram,Positive,Offer,2025-05-01
S1919,Facebook,Neutral,Event,2025-07-11
S1920,Twitter,Neutral,Event,2025-08-14
S1921,Twitter,Positive,Network,2024-12-13
S1922,Twitter,Neutral,Customer Service,2025-09-11
S1923,Facebook,Positive,Network,2024-11-20
S1924,Instagram,Positive,Offer,2024-11-12
S1925,Facebook,Positive,Event,2024-11-05
S1926,Twitter,Positive,Offer,2025-04-30
S1927,Facebook,Neutral,Customer Service,2024-12-14
S1928,Twitter,Positive,Offer,2025-08-05
S1929,Twitter,Negative,Event,2024-12-19
S1930,Facebook,Neutral,Network,2025-05-19
S1931,Facebook,Positive,Customer Service,2024-12-07
S1932,Facebook,Neutral,Offer,2024-10-19
S1933,Twitter,Positive,Event,2025-03-08
S1934,Instagram,Neutral,Event,2025-08-10
S1935,Instagram,Negative,Customer Service,2025-05-08
S1936,Facebook,Neutral,Offer,2025-06-13
S1937,Twitter,Negative,Network,2024-09-12
S1938,Twitter,Negative,Network,2024-10-06
S1939,Facebook,Negative,Offer,2024-10-03
S1940,Facebook,Positive,Offer,2024-11-22
S1941,Twitter,Positive,Customer Service,2025-02-04
S1942,Facebook,Negative,Offer,2025-08-10
S1943,Facebook,Neutral,Offer,2025-04-23
S1944,Facebook,Negative,Network,2025-09-02
S1945,Instagram,Neutral,Offer,2024-10-08
S1946,Facebook,Negative,Customer Service,2025-02-03
S1947,Instagram,Neutral,Customer Service,2025-07-03
S1948,Facebook,Neutral,Event,2024-12-13
S1949,Instagram,Positive,Network,2024-10-27
S1950,Twitter,Positive,Customer Service,2025-02-17
S1951,Instagram,Positive,Network,2025-09-05
S1952,Facebook,Neutral,Customer Service,2025-06-23
S1953,Twitter,Negative,Event,2025-02-02
S1954,Instagram,Neutral,Offer,2025-05-12
S1955,Facebook,Neutral,Network,2024-12-21
S1956,Twitter,Negative,Event,2024-10-06
S1957,Twitter,Neutral,Network,2024-09-22
S1958,Twitter,Negative,Network,2025-05-24
S1959,Instagram,Positive,Event,2024-12-01
S1960,Instagram,Positive,Network,2024-11-17
S1961,Twitter,Negative,Offer,2025-01-15
S1962,Facebook,Negative,Customer Service,2025-01-24
S1963,Twitter,Neutral,Event,2025-09-08
S1964,Instagram,Neutral,Customer Service,2025-05-28
S1965,Facebook,Negative,Customer Service,2025-03-29
S1966,Facebook,Neutral,Customer Service,2024-10-20
S1967,Twitter,Positive,Network,2025-05-20
S1968,Twitter,Neutral,Network,2025-08-05
S1969,Twitter,Positive,Event,2025-06-13
S1970,Facebook,Neutral,Event,2024-09-16
S1971,Twitter,Positive,Event,2024-09-13
S1972,Twitter,Negative,Network,2025-06-08
S1973,Facebook,Positive,Event,2024-10-11
S1974,Instagram,Neutral,Customer Service,2025-07-25
S1975,Instagram,Negative,Offer,2024-12-01
S1976,Twitter,Positive,Offer,2024-10-15
S1977,Twitter,Positive,Event,2024-11-08
S1978,Twitter,Neutral,Offer,2025-04-08
S1979,Twitter,Neutral,Offer,2024-09-29
S1980,Twitter,Positive,Offer,2025-07-16
S1981,Twitter,Negative,Event,2025-03-11
S1982,Twitter,Negative,Network,2024-10-07
S1983,Facebook,Negative,Network,2025-06-09
S1984,Instagram,Negative,Customer Service,2025-07-29
S1985,Facebook,Negative,Network,2025-05-30
S1986,Twitter,Positive,Event,2024-12-19
S1987,Instagram,Neutral,Network,2025-08-25
S1988,Twitter,Negative,Offer,2025-04-01
S1989,Twitter,Neutral,Customer Service,2024-09-20
S1990,Instagram,Neutral,Network,2024-12-29
S1991,Instagram,Negative,Network,2025-04-03
S1992,Facebook,Negative,Offer,2025-05-12
S1993,Facebook,Neutral,Network,2024-10-17
S1994,Twitter,Neutral,Event,2025-03-10
S1995,Facebook,Neutral,Event,2024-11-28
S1996,Facebook,Neutral,Offer,2025-07-20
S1997,Instagram,Neutral,Offer,2024-12-31
S1998,Twitter,Neutral,Customer Service,2025-07-15
S1999,Twitter,Neutral,Network,2024-12-13
S2000,Twitter,Negative,Offer,2024-12-23
S2001,Twitter,Negative,Customer Service,2024-10-24
S2002,Facebook,Positive,Customer Service,2025-01-29
S2003,Instagram,Negative,Network,2025-06-28
S2004,Twitter,Positive,Offer,2024-10-04
S2005,Instagram,Neutral,Offer,2025-02-25
S2006,Twitter,Positive,Event,2025-05-05
S2007,Facebook,Positive,Event,2025-03-10
S2008,Instagram,Neutral,Event,2025-02-24
S2009,Twitter,Negative,Offer,2025-03-25
S2010,Facebook,Positive,Offer,2025-04-26
S2011,Facebook,Positive,Network,2024-10-08
S2012,Instagram,Positive,Network,2024-10-26
S2013,Facebook,Positive,Customer Service,2024-10-25
S2014,Facebook,Positive,Event,2024-10-03
S2015,Twitter,Positive,Event,2024-11-09
S2016,Facebook,Positive,Event,2025-04-22
S2017,Twitter,Negative,Network,2025-03-15
S2018,Twitter,Positive,Customer Service,2024-12-15
S2019,Instagram,Positive,Offer,2025-04-27
