ticket_id,customer_id,issue_category,priority,date_opened,status
T2314,C031,Service,Low,2025-09-12,Open
T2315,C088,Network,High,2025-09-12,Pending
T2316,C035,Technical,Low,2025-09-12,Pending
T2317,C075,Billing,Low,2025-09-12,Resolved
T2318,C010,Technical,Low,2025-09-12,Open
T2319,C028,Billing,Medium,2025-09-12,Pending
T2320,C066,Technical,Medium,2025-09-12,Open
T2321,C095,Billing,High,2025-09-12,Open
T2322,C061,Billing,Medium,2025-09-12,Resolved
T2323,C100,Network,Medium,2025-09-12,Resolved
T2324,C033,Billing,Medium,2025-09-12,Pending
T2325,C009,Billing,Low,2025-09-12,Open
T2326,C023,Billing,Medium,2025-09-12,Pending
T2327,C066,Billing,Low,2025-09-12,Pending
T2328,C075,Billing,Medium,2025-09-12,Open
T2329,C077,Service,Medium,2025-09-12,Resolved
T2330,C021,Billing,High,2025-09-12,Pending
T2331,C024,Technical,Medium,2025-09-12,Open
T2332,C037,Network,High,2025-09-12,Resolved
T2333,C003,Service,Medium,2025-09-12,Pending
T2334,C097,Network,Medium,2025-09-12,Resolved
T2335,C054,Billing,Low,2025-09-12,Open
T2336,C086,Technical,High,2025-09-12,Pending
T2337,C043,Technical,Medium,2025-09-12,Resolved
T2338,C030,Service,High,2025-09-12,Open
T2339,C076,Billing,Low,2025-09-12,Pending
T2340,C007,Billing,Medium,2025-09-12,Open
T2341,C004,Network,Medium,2025-09-12,Resolved
T2342,C034,Technical,Medium,2025-09-12,Pending
T2343,C082,Network,High,2025-09-12,Pending
T2344,C083,Billing,Low,2025-09-12,Resolved
T2345,C008,Service,High,2025-09-12,Resolved
T2346,C031,Service,High,2025-09-12,Pending
T2347,C004,Network,High,2025-09-12,Pending
T2348,C023,Billing,Medium,2025-09-12,Open
T2349,C015,Service,High,2025-09-12,Pending
T2350,C090,Technical,Medium,2025-09-12,Pending
T2351,C004,Network,High,2025-09-12,Open
T2352,C004,Network,Medium,2025-09-12,Open
T2353,C028,Billing,Low,2025-09-12,Pending
T2354,C084,Network,Medium,2025-09-12,Resolved
T2355,C087,Technical,High,2025-09-12,Open
T2356,C002,Service,High,2025-09-12,Pending
T2357,C047,Technical,Low,2025-09-12,Pending
T2358,C052,Service,Medium,2025-09-12,Resolved
T2359,C061,Network,Low,2025-09-12,Pending
T2360,C069,Billing,High,2025-09-12,Open
T2361,C020,Technical,High,2025-09-12,Open
T2362,C017,Billing,Medium,2025-09-12,Resolved
T2363,C020,Service,Medium,2025-09-12,Open
T2364,C019,Service,Medium,2025-09-12,Resolved
T2365,C015,Billing,High,2025-09-12,Pending
T2366,C051,Service,Medium,2025-09-12,Resolved
T2367,C058,Service,Low,2025-09-12,Open
T2368,C016,Billing,Medium,2025-09-12,Pending
T2369,C003,Billing,Medium,2025-09-12,Open
T2370,C039,Network,High,2025-09-12,Open
T2371,C051,Billing,Low,2025-09-12,Pending
T2372,C066,Service,Medium,2025-09-12,Open
T2373,C003,Technical,Low,2025-09-12,Resolved
T2374,C040,Network,Low,2025-09-12,Pending
T2375,C002,Network,High,2025-09-12,Resolved
T2376,C088,Service,High,2025-09-12,Open
T2377,C023,Technical,Medium,2025-09-12,Open
T2378,C013,Technical,Low,2025-09-12,Resolved
T2379,C093,Billing,Medium,2025-09-12,Open
T2380,C058,Billing,Medium,2025-09-12,Pending
T2381,C064,Service,Low,2025-09-12,Resolved
T2382,C004,Technical,Medium,2025-09-12,Resolved
T2383,C013,Billing,High,2025-09-12,Pending
T2384,C051,Service,Medium,2025-09-12,Resolved
T2385,C096,Billing,Medium,2025-09-12,Open
T2386,C084,Service,Low,2025-09-12,Resolved
T2387,C034,Network,High,2025-09-12,Open
T2388,C012,Technical,Medium,2025-09-12,Open
T2389,C063,Service,Low,2025-09-12,Resolved
T2390,C079,Network,Medium,2025-09-12,Resolved
T2391,C038,Technical,Low,2025-09-12,Open
T2392,C013,Network,Low,2025-09-12,Pending
T2393,C032,Technical,Medium,2025-09-12,Open
T2394,C005,Billing,Medium,2025-09-12,Pending
T2395,C016,Billing,High,2025-09-12,Open
T2396,C078,Network,High,2025-09-12,Open
T2397,C043,Billing,Medium,2025-09-12,Pending
T2398,C076,Technical,Medium,2025-09-12,Open
T2399,C059,Service,High,2025-09-12,Open
T2400,C011,Network,Low,2025-09-12,Resolved
T2401,C029,Billing,Medium,2025-09-12,Pending
T2402,C056,Network,Low,2025-09-12,Resolved
T2403,C049,Billing,High,2025-09-12,Pending
T2404,C022,Technical,High,2025-09-12,Open
T2405,C011,Network,Medium,2025-09-12,Resolved
T2406,C092,Technical,Low,2025-09-12,Open
T2407,C086,Technical,High,2025-09-12,Pending
T2408,C025,Network,Medium,2025-09-12,Pending
T2409,C083,Service,Low,2025-09-12,Open
T2410,C082,Technical,Medium,2025-09-12,Resolved
T2411,C058,Technical,High,2025-09-12,Resolved
T2412,C081,Billing,Low,2025-09-12,Resolved
T2413,C071,Service,Medium,2025-09-12,Open
T2414,C015,Technical,Medium,2025-09-12,Open
T2415,C017,Network,Low,2025-09-12,Open
T2416,C053,Technical,High,2025-09-12,Resolved
T2417,C088,Network,Low,2025-09-12,Open
T2418,C056,Billing,Medium,2025-09-12,Open
T2419,C027,Billing,Medium,2025-09-12,Resolved
T2420,C024,Network,Low,2025-09-12,Resolved
T2421,C080,Billing,Medium,2025-09-12,Open
T2422,C015,Billing,Medium,2025-09-12,Open
T2423,C006,Service,Low,2025-09-12,Resolved
T2424,C078,Technical,Low,2025-09-12,Pending
T2425,C042,Network,High,2025-09-12,Pending
T2426,C072,Network,Low,2025-09-12,Open
T2427,C038,Billing,High,2025-09-12,Pending
T2428,C057,Service,Low,2025-09-12,Resolved
T2429,C028,Service,Medium,2025-09-12,Open
T2430,C040,Billing,Low,2025-09-12,Resolved
T2431,C030,Billing,Low,2025-09-12,Resolved
T2432,C028,Billing,Medium,2025-09-12,Open
T2433,C092,Service,Medium,2025-09-12,Pending
T2434,C017,Network,Medium,2025-09-12,Resolved
T2435,C091,Billing,Low,2025-09-12,Resolved
T2436,C082,Technical,Medium,2025-09-12,Open
T2437,C023,Network,Medium,2025-09-12,Pending
T2438,C071,Technical,Medium,2025-09-12,Open
T2439,C078,Network,High,2025-09-12,Resolved
T2440,C018,Service,Low,2025-09-12,Resolved
T2441,C037,Network,Low,2025-09-12,Open
T2442,C038,Technical,Medium,2025-09-12,Open
T2443,C036,Service,Medium,2025-09-12,Resolved
T2444,C026,Technical,Medium,2025-09-12,Open
T2445,C088,Billing,Medium,2025-09-12,Resolved
T2446,C008,Billing,Medium,2025-09-12,Pending
T2447,C054,Technical,Medium,2025-09-12,Pending
T2448,C063,Network,High,2025-09-12,Pending
T2449,C089,Service,High,2025-09-12,Pending
T2450,C001,Technical,Low,2025-09-12,Pending
T2451,C032,Technical,High,2025-09-12,Resolved
T2452,C091,Service,Medium,2025-09-12,Resolved
T2453,C084,Service,Low,2025-09-12,Open
T2454,C011,Network,Low,2025-09-12,Pending
T2455,C076,Technical,Low,2025-09-12,Pending
T2456,C070,Technical,Low,2025-09-12,Open
T2457,C038,Service,High,2025-09-12,Pending
T2458,C027,Technical,Low,2025-09-12,Open
T2459,C099,Technical,High,2025-09-12,Resolved
T2460,C080,Service,Low,2025-09-12,Open
T2461,C094,Network,Medium,2025-09-12,Pending
T2462,C031,Billing,High,2025-09-12,Open
T2463,C031,Technical,Low,2025-09-12,Open
T2464,C084,Service,Medium,2025-09-12,Pending
T2465,C091,Service,High,2025-09-12,Resolved
T2466,C077,Service,Medium,2025-09-12,Pending
T2467,C077,Service,Low,2025-09-12,Pending
T2468,C036,Billing,High,2025-09-12,Open
T2469,C003,Technical,Low,2025-09-12,Pending
T2470,C003,Billing,Low,2025-09-12,Open
T2471,C024,Technical,Low,2025-09-12,Resolved
T2472,C026,Service,Medium,2025-09-12,Pending
T2473,C095,Network,Low,2025-09-12,Pending
T2474,C082,Network,Low,2025-09-12,Open
T2475,C043,Technical,High,2025-09-12,Resolved
T2476,C065,Network,High,2025-09-12,Resolved
T2477,C078,Billing,High,2025-09-12,Open
T2478,C046,Billing,Medium,2025-09-12,Open
T2479,C055,Network,Medium,2025-09-12,Open
T2480,C057,Technical,Medium,2025-09-12,Open
T2481,C089,Service,High,2025-09-12,Open
T2482,C085,Network,Low,2025-09-12,Pending
T2483,C040,Technical,High,2025-09-12,Pending
T2484,C063,Billing,Medium,2025-09-12,Resolved
T2485,C033,Service,Medium,2025-09-12,Open
T2486,C098,Service,High,2025-09-12,Resolved
T2487,C059,Technical,High,2025-09-12,Pending
T2488,C072,Network,High,2025-09-12,Resolved
T2489,C025,Service,Low,2025-09-12,Open
T2490,C050,Network,High,2025-09-12,Resolved
T2491,C004,Technical,Low,2025-09-12,Pending
T2492,C047,Technical,Low,2025-09-12,Resolved
T2493,C089,Service,High,2025-09-12,Resolved
T2494,C022,Service,High,2025-09-12,Resolved
T2495,C029,Technical,High,2025-09-12,Open
T2496,C034,Service,High,2025-09-12,Resolved
T2497,C068,Network,Medium,2025-09-12,Open
T2498,C009,Network,Medium,2025-09-12,Open
T2499,C063,Technical,Low,2025-09-12,Open
T2500,C029,Billing,Low,2025-09-12,Open
T2501,C089,Technical,High,2025-09-12,Open
T2502,C017,Service,High,2025-09-12,Open
T2503,C043,Network,Low,2025-09-12,Open
T2504,C047,Service,Medium,2025-09-12,Pending
T2505,C060,Service,High,2025-09-12,Resolved
T2506,C088,Network,Medium,2025-09-12,Open
T2507,C021,Service,High,2025-09-12,Pending
T2508,C058,Network,Low,2025-09-12,Resolved
T2509,C041,Service,Low,2025-09-12,Pending
T2510,C056,Billing,High,2025-09-12,Resolved
T2511,C074,Network,Medium,2025-09-12,Open
T2512,C041,Billing,Medium,2025-09-12,Open
T2513,C025,Service,High,2025-09-12,Open
T2514,C014,Network,Low,2025-09-12,Open
T2515,C054,Billing,High,2025-09-12,Open
T2516,C058,Service,High,2025-09-12,Resolved
T2517,C099,Billing,Low,2025-09-12,Resolved
T2518,C013,Billing,Medium,2025-09-12,Pending
T2519,C031,Billing,Medium,2025-09-12,Resolved
T2520,C065,Billing,High,2025-09-12,Resolved
T2521,C058,Billing,Low,2025-09-12,Open
T2522,C086,Technical,Low,2025-09-12,Pending
T2523,C065,Billing,Medium,2025-09-12,Pending
T2524,C052,Service,Low,2025-09-12,Pending
T2525,C097,Network,Low,2025-09-12,Pending
T2526,C041,Billing,Medium,2025-09-12,Pending
T2527,C006,Technical,Low,2025-09-12,Open
T2528,C048,Billing,Low,2025-09-12,Pending
T2529,C094,Network,Medium,2025-09-12,Pending
T2530,C059,Billing,Low,2025-09-12,Open
T2531,C011,Technical,High,2025-09-12,Resolved
T2532,C020,Network,High,2025-09-12,Resolved
T2533,C024,Technical,Low,2025-09-12,Resolved
T2534,C088,Billing,High,2025-09-12,Pending
T2535,C061,Technical,Medium,2025-09-12,Resolved
T2536,C027,Technical,High,2025-09-12,Open
T2537,C040,Network,Low,2025-09-12,Pending
T2538,C022,Technical,Low,2025-09-12,Open
T2539,C025,Network,Low,2025-09-12,Pending
T2540,C098,Service,Medium,2025-09-12,Pending
T2541,C032,Billing,High,2025-09-12,Pending
T2542,C026,Technical,Low,2025-09-12,Resolved
T2543,C096,Network,High,2025-09-12,Open
T2544,C008,Billing,High,2025-09-12,Resolved
T2545,C040,Technical,High,2025-09-12,Resolved
T2546,C003,Service,Medium,2025-09-12,Resolved
T2547,C028,Service,Low,2025-09-12,Open
T2548,C021,Service,Low,2025-09-12,Open
T2549,C035,Network,High,2025-09-12,Resolved
T2550,C069,Billing,Medium,2025-09-12,Resolved
T2551,C077,Technical,Medium,2025-09-12,Resolved
T2552,C047,Network,High,2025-09-12,Open
T2553,C032,Billing,High,2025-09-12,Pending
T2554,C064,Technical,High,2025-09-12,Open
T2555,C015,Service,Low,2025-09-12,Open
T2556,C036,Billing,Medium,2025-09-12,Open
T2557,C039,Technical,Medium,2025-09-12,Open
T2558,C089,Billing,Medium,2025-09-12,Resolved
T2559,C084,Billing,High,2025-09-12,Pending
T2560,C057,Billing,Medium,2025-09-12,Resolved
T2561,C078,Service,Low,2025-09-12,Pending
T2562,C028,Service,High,2025-09-12,Pending
T2563,C086,Billing,Low,2025-09-12,Pending
T2564,C053,Billing,Low,2025-09-12,Pending
T2565,C042,Billing,Medium,2025-09-12,Resolved
T2566,C042,Network,Low,2025-09-12,Pending
T2567,C025,Service,High,2025-09-12,Pending
T2568,C002,Technical,High,2025-09-12,Pending
T2569,C093,Service,High,2025-09-12,Pending
T2570,C007,Network,Low,2025-09-12,Open
T2571,C007,Billing,High,2025-09-12,Pending
T2572,C097,Network,High,2025-09-12,Open
T2573,C017,Service,Medium,2025-09-12,Open
T2574,C034,Billing,Low,2025-09-12,Pending
T2575,C008,Technical,Low,2025-09-12,Pending
T2576,C039,Network,Medium,2025-09-12,Open
T2577,C090,Network,Medium,2025-09-12,Open
T2578,C071,Billing,High,2025-09-12,Resolved
T2579,C085,Network,Low,2025-09-12,Resolved
T2580,C026,Service,High,2025-09-12,Open
T2581,C062,Technical,Medium,2025-09-12,Open
T2582,C062,Billing,High,2025-09-12,Resolved
T2583,C050,Technical,Medium,2025-09-12,Pending
T2584,C039,Network,Medium,2025-09-12,Pending
T2585,C034,Technical,Low,2025-09-12,Resolved
T2586,C071,Technical,Low,2025-09-12,Open
T2587,C037,Service,Low,2025-09-12,Open
T2588,C036,Billing,Medium,2025-09-12,Open
T2589,C085,Network,High,2025-09-12,Open
T2590,C030,Service,Medium,2025-09-12,Open
T2591,C095,Billing,Medium,2025-09-12,Pending
T2592,C057,Network,High,2025-09-12,Open
T2593,C059,Technical,Medium,2025-09-12,Resolved
T2594,C035,Technical,Medium,2025-09-12,Resolved
T2595,C023,Technical,Low,2025-09-12,Resolved
T2596,C016,Billing,Medium,2025-09-12,Open
T2597,C087,Service,Low,2025-09-12,Pending
T2598,C087,Service,Low,2025-09-12,Resolved
T2599,C056,Billing,High,2025-09-12,Open
T2600,C034,Service,High,2025-09-12,Resolved
T2601,C092,Billing,High,2025-09-12,Resolved
T2602,C095,Technical,Medium,2025-09-12,Pending
T2603,C023,Billing,Low,2025-09-12,Open
T2604,C065,Billing,High,2025-09-12,Resolved
T2605,C069,Service,High,2025-09-12,Resolved
T2606,C028,Network,Medium,2025-09-12,Pending
T2607,C019,Technical,High,2025-09-12,Resolved
T2608,C075,Billing,High,2025-09-12,Resolved
T2609,C030,Network,Medium,2025-09-12,Resolved
T2610,C048,Network,Medium,2025-09-12,Pending
T2611,C089,Network,Low,2025-09-12,Resolved
T2612,C033,Technical,Low,2025-09-12,Open
T2613,C080,Network,Low,2025-09-12,Resolved
T2614,C046,Network,Medium,2025-09-12,Open
T2615,C081,Network,High,2025-09-12,Open
T2616,C069,Technical,Medium,2025-09-12,Resolved
T2617,C082,Network,High,2025-09-12,Resolved
T2618,C040,Service,Medium,2025-09-12,Open
T2619,C007,Billing,Medium,2025-09-12,Pending
T2620,C021,Technical,Medium,2025-09-12,Resolved
T2621,C044,Billing,Medium,2025-09-12,Pending
T2622,C065,Service,Low,2025-09-12,Open
T2623,C096,Network,Medium,2025-09-12,Pending
T2624,C078,Service,Low,2025-09-12,Resolved
T2625,C005,Service,Medium,2025-09-12,Open
T2626,C072,Technical,Low,2025-09-12,Open
T2627,C002,Technical,High,2025-09-12,Resolved
T2628,C093,Billing,Low,2025-09-12,Open
T2629,C074,Network,Low,2025-09-12,Open
T2630,C090,Service,Medium,2025-09-12,Resolved
T2631,C029,Billing,Medium,2025-09-12,Open
T2632,C061,Service,Low,2025-09-12,Pending
T2633,C004,Network,Medium,2025-09-12,Pending
T2634,C082,Service,High,2025-09-12,Resolved
T2635,C001,Service,Medium,2025-09-12,Resolved
T2636,C041,Technical,Medium,2025-09-12,Open
T2637,C066,Technical,High,2025-09-12,Open
T2638,C002,Service,Low,2025-09-12,Pending
T2639,C090,Technical,Medium,2025-09-12,Resolved
T2640,C032,Billing,High,2025-09-12,Open
T2641,C020,Technical,Low,2025-09-12,Pending
T2642,C070,Technical,Medium,2025-09-12,Open
T2643,C051,Network,Low,2025-09-12,Pending
T2644,C079,Technical,Medium,2025-09-12,Resolved
T2645,C057,Service,High,2025-09-12,Open
T2646,C087,Network,High,2025-09-12,Resolved
T2647,C097,Billing,Low,2025-09-12,Open
T2648,C079,Technical,Low,2025-09-12,Open
T2649,C078,Technical,Low,2025-09-12,Open
T2650,C014,Billing,Medium,2025-09-12,Pending
T2651,C040,Network,High,2025-09-12,Pending
T2652,C015,Billing,Low,2025-09-12,Resolved
T2653,C036,Technical,Low,2025-09-12,Pending
T2654,C038,Network,Low,2025-09-12,Pending
T2655,C022,Technical,High,2025-09-12,Open
T2656,C082,Network,Low,2025-09-12,Resolved
T2657,C009,Service,High,2025-09-12,Open
T2658,C053,Service,High,2025-09-12,Pending
T2659,C035,Billing,Medium,2025-09-12,Open
T2660,C037,Service,Medium,2025-09-12,Resolved
T2661,C003,Service,High,2025-09-12,Pending
T2662,C062,Service,Medium,2025-09-12,Resolved
T2663,C065,Network,Low,2025-09-12,Open
T2664,C003,Billing,Low,2025-09-12,Open
T2665,C059,Billing,High,2025-09-12,Open
T2666,C079,Service,Medium,2025-09-12,Open
T2667,C059,Technical,Low,2025-09-12,Open
T2668,C055,Technical,High,2025-09-12,Resolved
T2669,C033,Billing,Medium,2025-09-12,Resolved
T2670,C047,Service,High,2025-09-12,Pending
T2671,C092,Billing,Low,2025-09-12,Resolved
T2672,C098,Service,High,2025-09-12,Open
T2673,C065,Network,Medium,2025-09-12,Pending
T2674,C079,Service,Low,2025-09-12,Pending
T2675,C094,Technical,Low,2025-09-12,Open
T2676,C061,Service,Low,2025-09-12,Open
T2677,C052,Billing,High,2025-09-12,Resolved
T2678,C092,Network,High,2025-09-12,Resolved
T2679,C026,Service,Medium,2025-09-12,Resolved
T2680,C052,Technical,Low,2025-09-12,Pending
T2681,C021,Billing,Medium,2025-09-12,Open
T2682,C073,Billing,Medium,2025-09-12,Resolved
T2683,C066,Technical,High,2025-09-12,Pending
T2684,C062,Billing,Low,2025-09-12,Pending
T2685,C052,Technical,High,2025-09-12,Open
T2686,C010,Service,Medium,2025-09-12,Open
T2687,C080,Billing,Medium,2025-09-12,Pending
T2688,C011,Billing,High,2025-09-12,Resolved
T2689,C045,Technical,High,2025-09-12,Pending
T2690,C001,Service,Low,2025-09-12,Resolved
T2691,C038,Billing,High,2025-09-12,Resolved
T2692,C063,Service,High,2025-09-12,Resolved
T2693,C068,Technical,High,2025-09-12,Pending
T2694,C096,Network,Medium,2025-09-12,Resolved
T2695,C089,Billing,High,2025-09-12,Resolved
T2696,C099,Billing,Medium,2025-09-12,Pending
T2697,C080,Network,High,2025-09-12,Pending
T2698,C029,Network,Low,2025-09-12,Resolved
T2699,C079,Technical,Low,2025-09-12,Resolved
T2700,C053,Network,High,2025-09-12,Open
T2701,C087,Technical,Medium,2025-09-12,Resolved
T2702,C044,Technical,Medium,2025-09-12,Resolved
T2703,C086,Technical,High,2025-09-12,Open
T2704,C004,Network,High,2025-09-12,Resolved
T2705,C028,Network,Medium,2025-09-12,Pending
T2706,C016,Network,High,2025-09-12,Pending
T2707,C037,Service,High,2025-09-12,Open
T2708,C014,Billing,Medium,2025-09-12,Open
T2709,C035,Billing,Medium,2025-09-12,Open
T2710,C057,Technical,Low,2025-09-12,Pending
T2711,C081,Billing,Low,2025-09-12,Pending
T2712,C067,Network,Medium,2025-09-12,Pending
T2713,C081,Service,Low,2025-09-12,Pending
T2714,C097,Technical,High,2025-09-12,Resolved
T2715,C069,Network,Low,2025-09-12,Pending
T2716,C062,Billing,Low,2025-09-12,Open
T2717,C030,Billing,Low,2025-09-12,Pending
T2718,C094,Network,Low,2025-09-12,Resolved
T2719,C095,Billing,High,2025-09-12,Resolved
T2720,C057,Technical,Medium,2025-09-12,Pending
T2721,C062,Service,Low,2025-09-12,Pending
T2722,C009,Network,Low,2025-09-12,Open
T2723,C036,Technical,High,2025-09-12,Resolved
T2724,C071,Technical,Medium,2025-09-12,Resolved
T2725,C051,Network,Low,2025-09-12,Pending
T2726,C045,Service,Low,2025-09-12,Resolved
T2727,C070,Network,High,2025-09-12,Open
T2728,C007,Service,Low,2025-09-12,Resolved
T2729,C011,Technical,Low,2025-09-12,Resolved
T2730,C041,Network,High,2025-09-12,Open
T2731,C021,Technical,High,2025-09-12,Resolved
T2732,C075,Network,Low,2025-09-12,Resolved
T2733,C032,Billing,Medium,2025-09-12,Resolved
T2734,C074,Service,High,2025-09-12,Open
T2735,C073,Service,Low,2025-09-12,Open
T2736,C041,Service,Low,2025-09-12,Pending
T2737,C007,Network,High,2025-09-12,Pending
T2738,C048,Technical,Medium,2025-09-12,Open
T2739,C068,Network,Medium,2025-09-12,Resolved
T2740,C005,Billing,Medium,2025-09-12,Resolved
T2741,C011,Technical,High,2025-09-12,Pending
T2742,C078,Billing,Medium,2025-09-12,Resolved
T2743,C066,Billing,Low,2025-09-12,Resolved
T2744,C023,Service,Low,2025-09-12,Pending
T2745,C006,Network,High,2025-09-12,Pending
T2746,C052,Billing,Medium,2025-09-12,Pending
T2747,C059,Technical,Low,2025-09-12,Open
T2748,C015,Technical,High,2025-09-12,Open
T2749,C055,Service,Medium,2025-09-12,Pending
T2750,C069,Technical,Medium,2025-09-12,Open
T2751,C024,Technical,Medium,2025-09-12,Pending
T2752,C022,Technical,High,2025-09-12,Open
T2753,C037,Network,High,2025-09-12,Resolved
T2754,C013,Technical,Low,2025-09-12,Open
T2755,C037,Technical,Low,2025-09-12,Open
T2756,C006,Billing,Low,2025-09-12,Pending
T2757,C085,Network,High,2025-09-12,Resolved
T2758,C020,Service,Low,2025-09-12,Open
T2759,C078,Technical,High,2025-09-12,Open
T2760,C019,Technical,Medium,2025-09-12,Open
T2761,C049,Technical,Medium,2025-09-12,Pending
T2762,C005,Network,Medium,2025-09-12,Pending
T2763,C063,Service,High,2025-09-12,Resolved
T2764,C004,Service,Low,2025-09-12,Pending
T2765,C064,Network,High,2025-09-12,Open
T2766,C019,Service,High,2025-09-12,Pending
T2767,C039,Network,High,2025-09-12,Resolved
T2768,C025,Network,High,2025-09-12,Resolved
T2769,C076,Network,High,2025-09-12,Resolved
T2770,C038,Billing,Low,2025-09-12,Pending
T2771,C021,Technical,High,2025-09-12,Open
T2772,C002,Service,Medium,2025-09-12,Resolved
T2773,C007,Network,Low,2025-09-12,Resolved
T2774,C014,Service,Medium,2025-09-12,Resolved
T2775,C026,Service,Medium,2025-09-12,Resolved
T2776,C059,Billing,Medium,2025-09-12,Open
T2777,C077,Service,Medium,2025-09-12,Pending
T2778,C019,Billing,Low,2025-09-12,Pending
T2779,C008,Technical,Low,2025-09-12,Open
T2780,C061,Network,Low,2025-09-12,Pending
T2781,C001,Service,Medium,2025-09-12,Pending
T2782,C019,Network,High,2025-09-12,Open
T2783,C015,Billing,High,2025-09-12,Open
T2784,C048,Service,Medium,2025-09-12,Resolved
T2785,C015,Network,Low,2025-09-12,Pending
T2786,C005,Billing,Medium,2025-09-12,Resolved
T2787,C016,Billing,High,2025-09-12,Open
T2788,C011,Billing,Low,2025-09-12,Open
T2789,C067,Network,High,2025-09-12,Open
T2790,C023,Network,High,2025-09-12,Resolved
T2791,C042,Network,Low,2025-09-12,Resolved
T2792,C031,Billing,Low,2025-09-12,Pending
T2793,C022,Billing,Medium,2025-09-12,Open
T2794,C076,Network,Medium,2025-09-12,Pending
T2795,C024,Service,Medium,2025-09-12,Pending
T2796,C065,Billing,High,2025-09-12,Open
T2797,C003,Network,Medium,2025-09-12,Pending
T2798,C010,Service,High,2025-09-12,Open
T2799,C055,Service,Medium,2025-09-12,Pending
T2800,C046,Billing,Medium,2025-09-12,Open
T2801,C065,Network,Medium,2025-09-12,Pending
T2802,C071,Service,Medium,2025-09-12,Open
T2803,C017,Service,High,2025-09-12,Pending
T2804,C100,Service,High,2025-09-12,Pending
T2805,C036,Service,High,2025-09-12,Pending
T2806,C027,Billing,Low,2025-09-12,Pending
T2807,C084,Billing,Medium,2025-09-12,Pending
T2808,C066,Billing,High,2025-09-12,Pending
T2809,C066,Billing,Medium,2025-09-12,Resolved
T2810,C008,Billing,Low,2025-09-12,Pending
T2811,C006,Technical,Low,2025-09-12,Open
T2812,C012,Billing,High,2025-09-12,Pending
T2813,C068,Billing,Low,2025-09-12,Open
T2814,C055,Network,High,2025-09-12,Resolved
T2815,C044,Billing,Medium,2025-09-12,Resolved
T2816,C091,Network,Medium,2025-09-12,Pending
T2817,C022,Network,Low,2025-09-12,Resolved
T2818,C097,Service,Medium,2025-09-12,Resolved
T2819,C085,Network,Medium,2025-09-12,Resolved
T2820,C004,Technical,Medium,2025-09-12,Pending
T2821,C095,Service,Medium,2025-09-12,Resolved
T2822,C068,Network,Low,2025-09-12,Pending
T2823,C029,Technical,Low,2025-09-12,Open
T2824,C078,Network,Low,2025-09-12,Open
T2825,C090,Service,High,2025-09-12,Pending
T2826,C024,Billing,Low,2025-09-12,Pending
T2827,C014,Technical,Low,2025-09-12,Pending
T2828,C090,Billing,Medium,2025-09-12,Resolved
T2829,C086,Billing,Medium,2025-09-12,Pending
T2830,C049,Network,Medium,2025-09-12,Pending
T2831,C040,Billing,Medium,2025-09-12,Open
T2832,C076,Billing,High,2025-09-12,Resolved
T2833,C002,Service,Medium,2025-09-12,Pending
T2834,C091,Network,High,2025-09-12,Resolved
T2835,C050,Service,High,2025-09-12,Open
T2836,C039,Service,Medium,2025-09-12,Pending
T2837,C026,Technical,Low,2025-09-12,Pending
T2838,C011,Billing,Medium,2025-09-12,Open
T2839,C060,Service,High,2025-09-12,Resolved
T2840,C029,Technical,High,2025-09-12,Pending
T2841,C098,Billing,Medium,2025-09-12,Resolved
T2842,C057,Network,Medium,2025-09-12,Pending
T2843,C030,Billing,Low,2025-09-12,Resolved
T2844,C076,Network,Medium,2025-09-12,Resolved
T2845,C066,Technical,Medium,2025-09-12,Pending
T2846,C036,Technical,Medium,2025-09-12,Open
T2847,C082,Service,Medium,2025-09-12,Open
T2848,C088,Network,High,2025-09-12,Resolved
T2849,C069,Billing,Low,2025-09-12,Open
T2850,C064,Network,Medium,2025-09-12,Pending
T2851,C013,Billing,Medium,2025-09-12,Open
T2852,C045,Billing,Medium,2025-09-12,Pending
T2853,C089,Network,Low,2025-09-12,Pending
T2854,C002,Technical,Medium,2025-09-12,Pending
T2855,C029,Network,Medium,2025-09-12,Resolved
T2856,C014,Network,Medium,2025-09-12,Resolved
T2857,C014,Technical,High,2025-09-12,Resolved
T2858,C091,Service,Low,2025-09-12,Open
T2859,C008,Network,Low,2025-09-12,Resolved
T2860,C075,Network,Medium,2025-09-12,Resolved
T2861,C046,Technical,Medium,2025-09-12,Pending
T2862,C054,Technical,Medium,2025-09-12,Open
T2863,C032,Technical,High,2025-09-12,Pending
T2864,C092,Technical,Low,2025-09-12,Pending
T2865,C047,Service,Medium,2025-09-12,Pending
T2866,C020,Network,High,2025-09-12,Pending
T2867,C084,Technical,Low,2025-09-12,Open
T2868,C021,Service,Medium,2025-09-12,Pending
T2869,C069,Network,High,2025-09-12,Resolved
T2870,C013,Network,High,2025-09-12,Resolved
T2871,C051,Network,Low,2025-09-12,Open
T2872,C087,Technical,High,2025-09-12,Pending
T2873,C045,Billing,High,2025-09-12,Pending
T2874,C070,Network,Low,2025-09-12,Resolved
T2875,C018,Technical,High,2025-09-12,Open
T2876,C033,Billing,Low,2025-09-12,Pending
T2877,C027,Technical,High,2025-09-12,Pending
T2878,C038,Technical,Medium,2025-09-12,Open
T2879,C072,Service,High,2025-09-12,Pending
T2880,C029,Service,Low,2025-09-12,Open
T2881,C031,Network,Medium,2025-09-12,Pending
T2882,C005,Technical,Medium,2025-09-12,Open
