product_id,name,price_bhd,category,active
P2347,Student Offer,26.3,Combo,1
P2348,Unlimited Social,9.6,Combo,0
P2349,Unlimited Social,24.11,Voice,1
P2350,Student Offer,14.53,Voice,0
P2351,Family Bundle,18.41,Voice,0
P2352,Roaming Pack,5.9,Voice,0
P2353,Family Bundle,29.81,Combo,1
P2354,Unlimited Social,10.63,Voice,0
P2355,Unlimited Social,4.72,Voice,1
P2356,Roaming Pack,12.57,Combo,0
P2357,Roaming Pack,11.57,Combo,1
P2358,Student Offer,16.87,Combo,0
P2359,Roaming Pack,28.83,Combo,1
P2360,Roaming Pack,1.05,Voice,0
P2361,Unlimited Social,28.25,Voice,0
P2362,Unlimited Social,23.58,Combo,1
P2363,Student Offer,1.86,Voice,0
P2364,Unlimited Social,11.76,Voice,0
P2365,Unlimited Social,1.32,Voice,0
P2366,Family Bundle,3.21,Voice,0
P2367,Roaming Pack,12.44,Combo,0
P2368,Unlimited Social,14.18,Voice,1
P2369,Unlimited Social,6.03,Data,0
P2370,Student Offer,20.04,Voice,0
P2371,Unlimited Social,7.32,Data,1
P2372,Roaming Pack,28.83,Voice,1
P2373,Unlimited Social,3.88,Voice,0
P2374,Student Offer,20.82,Voice,0
P2375,Unlimited Social,4.65,Voice,1
P2376,Unlimited Social,21.04,Data,0
P2377,Roaming Pack,19.48,Voice,1
P2378,Unlimited Social,1.46,Combo,1
P2379,Family Bundle,14.82,Voice,0
P2380,Family Bundle,25.17,Data,1
P2381,Roaming Pack,21.16,Voice,0
P2382,Roaming Pack,17.05,Data,0
P2383,Student Offer,28.55,Data,1
P2384,Student Offer,2.74,Data,0
P2385,Unlimited Social,11.65,Combo,0
P2386,Student Offer,3.32,Data,0
P2387,Unlimited Social,4.11,Data,0
P2388,Roaming Pack,29.57,Combo,0
P2389,Roaming Pack,17.16,Data,1
P2390,Unlimited Social,28.78,Combo,0
P2391,Family Bundle,19.04,Combo,0
P2392,Student Offer,11.07,Voice,1
P2393,Family Bundle,16.47,Voice,1
P2394,Unlimited Social,2.19,Voice,1
P2395,Unlimited Social,16.05,Data,0
P2396,Student Offer,28.37,Data,1
P2397,Student Offer,8.22,Data,1
P2398,Student Offer,14.54,Voice,0
P2399,Student Offer,4.65,Voice,1
P2400,Unlimited Social,10.96,Combo,0
P2401,Family Bundle,13.52,Combo,0
P2402,Family Bundle,10.16,Data,0
P2403,Roaming Pack,3.48,Data,0
P2404,Unlimited Social,18.81,Voice,0
P2405,Family Bundle,6.54,Data,0
P2406,Unlimited Social,25.18,Voice,0
P2407,Family Bundle,29.75,Combo,1
P2408,Student Offer,8.64,Voice,0
P2409,Unlimited Social,18.39,Data,0
P2410,Unlimited Social,10.23,Voice,0
P2411,Unlimited Social,6.92,Voice,1
P2412,Roaming Pack,21.45,Combo,1
P2413,Student Offer,24.8,Data,0
P2414,Family Bundle,25.46,Data,0
P2415,Unlimited Social,19.87,Combo,0
P2416,Unlimited Social,9.66,Data,0
P2417,Unlimited Social,25.74,Combo,1
P2418,Roaming Pack,13.4,Voice,1
P2419,Student Offer,23.04,Combo,1
P2420,Unlimited Social,20.8,Voice,1
P2421,Roaming Pack,2.8,Voice,1
P2422,Student Offer,16.81,Voice,0
P2423,Unlimited Social,17.82,Voice,0
P2424,Roaming Pack,14.74,Combo,1
P2425,Unlimited Social,4.84,Data,1
P2426,Student Offer,28.28,Voice,1
P2427,Roaming Pack,26.67,Voice,1
P2428,Student Offer,4.36,Data,0
P2429,Family Bundle,15.04,Voice,0
P2430,Family Bundle,29.07,Voice,1
P2431,Unlimited Social,28.86,Voice,0
P2432,Unlimited Social,2.09,Data,0
P2433,Unlimited Social,14.61,Combo,0
P2434,Unlimited Social,10.89,Voice,1
P2435,Family Bundle,14.95,Combo,1
P2436,Unlimited Social,18.04,Data,0
P2437,Student Offer,24.18,Combo,0
P2438,Roaming Pack,8.48,Voice,1
P2439,Family Bundle,23.02,Data,1
P2440,Student Offer,11.33,Combo,0
P2441,Student Offer,18.47,Data,1
P2442,Roaming Pack,4.61,Voice,0
P2443,Student Offer,14.12,Combo,1
P2444,Roaming Pack,15.98,Combo,0
P2445,Roaming Pack,16.6,Data,1
P2446,Unlimited Social,20.42,Data,1
P2447,Family Bundle,25.98,Voice,1
P2448,Roaming Pack,29.81,Voice,0
P2449,Student Offer,6.09,Data,0
P2450,Student Offer,27.12,Voice,1
P2451,Roaming Pack,11.08,Voice,0
P2452,Unlimited Social,26.12,Data,1
P2453,Unlimited Social,17.2,Combo,0
P2454,Family Bundle,5.37,Voice,0
P2455,Roaming Pack,12.22,Combo,0
P2456,Student Offer,11.35,Combo,1
P2457,Student Offer,21.22,Data,0
P2458,Student Offer,5.82,Data,1
P2459,Student Offer,29.91,Data,0
P2460,Student Offer,20.85,Combo,0
P2461,Unlimited Social,7.91,Combo,1
P2462,Family Bundle,14.49,Voice,0
P2463,Family Bundle,22.45,Data,1
P2464,Family Bundle,12.55,Data,0
P2465,Roaming Pack,23.96,Data,0
P2466,Student Offer,29.53,Combo,1
P2467,Family Bundle,12.06,Data,0
P2468,Student Offer,20.4,Data,0
P2469,Student Offer,26.21,Voice,0
P2470,Student Offer,16.34,Combo,0
P2471,Roaming Pack,22.89,Voice,1
P2472,Unlimited Social,7.8,Voice,0
P2473,Unlimited Social,9.44,Data,1
P2474,Student Offer,10.65,Data,1
P2475,Unlimited Social,9.37,Combo,0
P2476,Unlimited Social,28.58,Voice,0
P2477,Family Bundle,7.67,Data,1
P2478,Unlimited Social,9.45,Voice,1
P2479,Roaming Pack,9.75,Combo,0
P2480,Student Offer,11.13,Combo,1
P2481,Student Offer,11.68,Data,1
P2482,Unlimited Social,2.43,Combo,0
P2483,Roaming Pack,12.71,Combo,0
P2484,Family Bundle,28.43,Data,1
P2485,Unlimited Social,14.19,Voice,1
P2486,Unlimited Social,1.63,Data,0
P2487,Family Bundle,26.7,Data,0
P2488,Student Offer,16.24,Voice,1
P2489,Family Bundle,18.27,Combo,1
P2490,Family Bundle,5.04,Combo,1
P2491,Unlimited Social,14.34,Data,1
P2492,Unlimited Social,17.98,Data,1
P2493,Family Bundle,20.62,Combo,0
P2494,Student Offer,17.67,Combo,0
P2495,Student Offer,18.78,Data,0
P2496,Family Bundle,18.53,Voice,0
P2497,Roaming Pack,4.85,Voice,1
P2498,Family Bundle,20.66,Voice,1
P2499,Unlimited Social,3.57,Voice,1
P2500,Family Bundle,17.06,Combo,1
P2501,Family Bundle,16.36,Data,1
P2502,Roaming Pack,2.8,Combo,0
P2503,Unlimited Social,15.53,Data,1
P2504,Family Bundle,21.57,Voice,0
P2505,Roaming Pack,3.35,Data,0
P2506,Roaming Pack,28.17,Combo,0
P2507,Unlimited Social,15.32,Data,1
P2508,Family Bundle,26.41,Combo,1
P2509,Family Bundle,22.08,Voice,1
P2510,Unlimited Social,26.44,Combo,0
P2511,Family Bundle,28.94,Data,1
P2512,Student Offer,16.58,Voice,0
P2513,Family Bundle,3.63,Combo,1
P2514,Unlimited Social,26.02,Data,1
P2515,Roaming Pack,13.7,Voice,0
P2516,Unlimited Social,24.44,Voice,1
P2517,Unlimited Social,20.99,Combo,1
P2518,Student Offer,15.97,Data,1
P2519,Student Offer,29.94,Combo,0
P2520,Student Offer,22.43,Data,0
P2521,Unlimited Social,17.18,Voice,0
P2522,Student Offer,17.67,Data,1
P2523,Family Bundle,23.7,Voice,1
P2524,Student Offer,23.01,Voice,1
P2525,Unlimited Social,29.19,Data,1
P2526,Student Offer,12.09,Combo,1
P2527,Family Bundle,11.68,Combo,1
P2528,Roaming Pack,20.08,Voice,1
P2529,Roaming Pack,6.04,Combo,1
P2530,Family Bundle,20.94,Combo,0
P2531,Family Bundle,27.48,Voice,0
P2532,Roaming Pack,5.67,Data,1
P2533,Student Offer,6.96,Combo,1
P2534,Unlimited Social,22.85,Voice,1
P2535,Student Offer,18.28,Voice,0
P2536,Family Bundle,12.4,Voice,0
P2537,Unlimited Social,9.55,Data,1
P2538,Roaming Pack,3.39,Voice,1
P2539,Unlimited Social,28.23,Combo,0
P2540,Family Bundle,10.46,Data,0
P2541,Roaming Pack,27.5,Voice,1
P2542,Student Offer,23.02,Data,1
P2543,Roaming Pack,19.57,Voice,0
P2544,Family Bundle,28.35,Combo,1
P2545,Unlimited Social,9.91,Voice,1
P2546,Family Bundle,9.21,Combo,1
P2547,Roaming Pack,29.44,Voice,1
P2548,Roaming Pack,27.87,Combo,0
P2549,Unlimited Social,8.02,Data,0
P2550,Unlimited Social,15.58,Combo,1
P2551,Roaming Pack,26.37,Data,1
P2552,Roaming Pack,5.56,Voice,0
P2553,Student Offer,11.43,Combo,0
P2554,Roaming Pack,11.52,Data,0
P2555,Roaming Pack,9.33,Data,0
P2556,Unlimited Social,18.49,Data,0
P2557,Student Offer,28.45,Voice,1
P2558,Family Bundle,18.23,Combo,1
P2559,Student Offer,19.43,Combo,0
P2560,Unlimited Social,1.76,Voice,0
P2561,Family Bundle,10.94,Data,0
P2562,Unlimited Social,8.82,Voice,1
P2563,Student Offer,4.19,Data,1
P2564,Roaming Pack,15.63,Voice,1
P2565,Family Bundle,23.88,Data,0
P2566,Unlimited Social,21.06,Data,1
P2567,Student Offer,17.59,Voice,0
P2568,Unlimited Social,20.33,Voice,0
P2569,Roaming Pack,27.2,Combo,1
P2570,Family Bundle,8.79,Data,0
P2571,Unlimited Social,2.16,Data,1
P2572,Student Offer,24.98,Data,1
P2573,Family Bundle,9.04,Data,1
P2574,Student Offer,21.33,Voice,1
P2575,Roaming Pack,8.77,Combo,0
P2576,Unlimited Social,3.54,Voice,0
P2577,Unlimited Social,2.38,Voice,1
P2578,Unlimited Social,10.78,Combo,1
P2579,Student Offer,21.15,Combo,0
P2580,Family Bundle,18.2,Voice,1
P2581,Unlimited Social,12.31,Data,0
P2582,Family Bundle,13.36,Data,1
P2583,Student Offer,29.19,Data,0
P2584,Student Offer,28.24,Data,1
P2585,Roaming Pack,21.89,Combo,1
P2586,Student Offer,27.83,Voice,0
P2587,Unlimited Social,9.93,Voice,1
P2588,Roaming Pack,17.72,Voice,0
P2589,Family Bundle,27.25,Combo,1
P2590,Unlimited Social,6.36,Combo,0
P2591,Student Offer,19.65,Combo,0
P2592,Student Offer,20.72,Voice,1
P2593,Roaming Pack,13.85,Data,0
P2594,Student Offer,10.67,Voice,0
P2595,Student Offer,1.39,Combo,0
P2596,Family Bundle,10.0,Combo,1
P2597,Unlimited Social,2.76,Data,0
P2598,Unlimited Social,25.61,Data,1
P2599,Student Offer,6.76,Voice,0
P2600,Roaming Pack,25.01,Data,0
P2601,Roaming Pack,1.59,Data,1
P2602,Roaming Pack,29.23,Combo,1
P2603,Family Bundle,12.63,Data,0
P2604,Roaming Pack,4.56,Combo,0
P2605,Student Offer,2.62,Data,0
P2606,Unlimited Social,6.28,Data,0
P2607,Roaming Pack,25.03,Voice,1
P2608,Roaming Pack,3.09,Voice,1
P2609,Roaming Pack,9.31,Combo,1
P2610,Student Offer,26.9,Combo,1
P2611,Student Offer,7.76,Combo,0
P2612,Family Bundle,6.2,Combo,1
P2613,Family Bundle,25.18,Data,1
P2614,Roaming Pack,25.05,Combo,1
P2615,Student Offer,13.17,Voice,0
P2616,Family Bundle,18.84,Data,1
P2617,Roaming Pack,6.33,Data,1
P2618,Student Offer,23.97,Voice,0
P2619,Unlimited Social,17.95,Voice,1
P2620,Family Bundle,4.68,Data,1
P2621,Family Bundle,11.26,Voice,0
P2622,Student Offer,25.05,Data,1
P2623,Student Offer,26.51,Data,0
P2624,Unlimited Social,9.48,Voice,0
P2625,Roaming Pack,28.71,Combo,0
P2626,Family Bundle,15.48,Data,1
P2627,Unlimited Social,20.54,Combo,1
P2628,Roaming Pack,8.85,Combo,0
P2629,Family Bundle,19.77,Combo,1
P2630,Student Offer,4.14,Voice,1
P2631,Unlimited Social,8.9,Data,0
P2632,Student Offer,10.46,Voice,1
P2633,Family Bundle,22.91,Combo,0
P2634,Family Bundle,29.41,Combo,1
P2635,Roaming Pack,13.65,Data,1
P2636,Unlimited Social,24.91,Combo,1
P2637,Roaming Pack,23.88,Data,0
P2638,Unlimited Social,9.08,Combo,1
P2639,Unlimited Social,8.68,Combo,1
P2640,Unlimited Social,28.65,Combo,1
P2641,Student Offer,27.91,Combo,0
P2642,Roaming Pack,13.78,Data,1
P2643,Unlimited Social,24.42,Combo,0
P2644,Unlimited Social,2.06,Voice,1
P2645,Family Bundle,9.96,Data,1
P2646,Unlimited Social,18.94,Data,1
P2647,Unlimited Social,22.9,Voice,0
P2648,Student Offer,4.95,Combo,0
P2649,Unlimited Social,14.92,Data,0
P2650,Unlimited Social,2.22,Voice,0
P2651,Family Bundle,5.59,Voice,1
P2652,Roaming Pack,16.58,Combo,1
P2653,Family Bundle,2.56,Combo,1
P2654,Roaming Pack,16.34,Combo,0
P2655,Family Bundle,19.54,Data,0
P2656,Family Bundle,11.65,Data,0
P2657,Student Offer,12.64,Data,0
P2658,Roaming Pack,16.07,Voice,0
P2659,Family Bundle,29.5,Data,0
P2660,Roaming Pack,13.44,Data,0
P2661,Family Bundle,7.13,Data,1
P2662,Family Bundle,23.21,Voice,1
P2663,Unlimited Social,27.24,Combo,0
P2664,Student Offer,20.21,Voice,0
P2665,Family Bundle,22.08,Data,0
P2666,Roaming Pack,6.89,Data,0
P2667,Family Bundle,22.91,Data,1
P2668,Family Bundle,5.97,Voice,1
P2669,Unlimited Social,4.48,Combo,1
P2670,Unlimited Social,26.7,Combo,0
P2671,Unlimited Social,8.31,Combo,1
P2672,Family Bundle,12.95,Data,0
P2673,Student Offer,20.38,Combo,1
P2674,Roaming Pack,7.05,Voice,0
P2675,Roaming Pack,25.83,Data,1
P2676,Unlimited Social,19.48,Data,1
P2677,Student Offer,15.88,Voice,1
P2678,Unlimited Social,14.46,Voice,0
P2679,Roaming Pack,24.98,Voice,0
P2680,Unlimited Social,21.71,Data,0
P2681,Unlimited Social,10.32,Combo,1
P2682,Roaming Pack,26.21,Voice,0
P2683,Student Offer,10.01,Data,0
P2684,Unlimited Social,9.53,Combo,1
P2685,Family Bundle,11.96,Combo,1
P2686,Unlimited Social,22.42,Combo,1
P2687,Unlimited Social,25.98,Voice,1
P2688,Unlimited Social,1.46,Voice,0
P2689,Student Offer,28.48,Voice,1
P2690,Student Offer,17.82,Data,0
P2691,Family Bundle,18.35,Combo,1
P2692,Student Offer,18.68,Combo,1
P2693,Unlimited Social,8.08,Data,1
P2694,Roaming Pack,17.15,Data,1
P2695,Unlimited Social,8.86,Combo,0
P2696,Roaming Pack,27.64,Voice,0
P2697,Unlimited Social,24.91,Data,0
P2698,Roaming Pack,11.16,Voice,0
P2699,Roaming Pack,22.7,Voice,1
P2700,Family Bundle,7.79,Voice,1
P2701,Unlimited Social,20.59,Data,1
P2702,Student Offer,13.72,Voice,0
P2703,Unlimited Social,20.25,Data,0
P2704,Unlimited Social,6.63,Data,0
P2705,Student Offer,8.92,Voice,0
P2706,Roaming Pack,4.41,Voice,0
P2707,Student Offer,14.98,Voice,0
P2708,Unlimited Social,16.22,Combo,0
P2709,Student Offer,18.65,Voice,1
P2710,Student Offer,16.72,Data,0
P2711,Unlimited Social,19.23,Data,1
P2712,Unlimited Social,23.29,Voice,1
P2713,Roaming Pack,1.24,Data,1
P2714,Student Offer,21.17,Data,0
P2715,Unlimited Social,16.44,Data,1
P2716,Unlimited Social,26.07,Combo,0
P2717,Roaming Pack,15.5,Combo,0
P2718,Student Offer,19.18,Voice,1
P2719,Unlimited Social,25.65,Voice,1
P2720,Unlimited Social,2.88,Combo,1
P2721,Roaming Pack,2.42,Combo,0
P2722,Roaming Pack,4.71,Data,0
P2723,Student Offer,1.54,Data,0
P2724,Student Offer,13.41,Voice,1
P2725,Unlimited Social,9.25,Voice,1
P2726,Family Bundle,3.85,Combo,1
P2727,Student Offer,8.06,Combo,1
P2728,Family Bundle,24.44,Combo,0
P2729,Unlimited Social,21.5,Data,1
P2730,Student Offer,2.07,Voice,1
P2731,Family Bundle,13.09,Combo,1
P2732,Family Bundle,20.05,Voice,1
P2733,Student Offer,14.31,Combo,1
P2734,Student Offer,1.32,Combo,0
P2735,Student Offer,26.64,Data,1
P2736,Family Bundle,10.64,Combo,0
P2737,Student Offer,9.43,Combo,0
P2738,Family Bundle,8.6,Data,1
P2739,Roaming Pack,16.56,Data,1
P2740,Student Offer,22.47,Voice,1
P2741,Student Offer,10.38,Combo,1
P2742,Unlimited Social,13.64,Combo,0
P2743,Family Bundle,27.52,Combo,0
P2744,Unlimited Social,14.18,Data,0
P2745,Roaming Pack,19.17,Voice,0
P2746,Student Offer,16.27,Voice,0
P2747,Student Offer,25.76,Voice,0
P2748,Family Bundle,6.15,Combo,1
P2749,Family Bundle,21.14,Data,0
P2750,Student Offer,19.62,Voice,1
P2751,Student Offer,18.6,Voice,1
P2752,Student Offer,23.38,Data,1
P2753,Student Offer,29.86,Voice,0
P2754,Student Offer,20.69,Voice,1
P2755,Roaming Pack,10.56,Data,1
P2756,Unlimited Social,18.68,Voice,1
P2757,Unlimited Social,11.78,Data,1
P2758,Unlimited Social,18.06,Voice,0
P2759,Unlimited Social,22.98,Voice,1
P2760,Unlimited Social,26.3,Combo,1
P2761,Family Bundle,3.47,Voice,1
P2762,Unlimited Social,13.87,Combo,1
P2763,Unlimited Social,15.33,Data,1
P2764,Roaming Pack,24.46,Data,1
P2765,Student Offer,3.29,Data,0
P2766,Roaming Pack,21.72,Combo,0
P2767,Family Bundle,21.11,Voice,0
P2768,Family Bundle,13.51,Data,0
P2769,Unlimited Social,8.84,Combo,1
P2770,Family Bundle,17.14,Data,1
P2771,Unlimited Social,21.57,Combo,0
P2772,Roaming Pack,15.44,Data,0
P2773,Unlimited Social,4.54,Data,1
P2774,Unlimited Social,29.73,Data,0
P2775,Roaming Pack,22.72,Voice,0
P2776,Unlimited Social,4.14,Combo,0
P2777,Unlimited Social,26.51,Combo,1
P2778,Unlimited Social,21.89,Combo,1
P2779,Student Offer,9.72,Voice,0
P2780,Roaming Pack,16.25,Voice,0
P2781,Unlimited Social,21.96,Voice,1
P2782,Unlimited Social,3.74,Combo,1
P2783,Family Bundle,22.69,Voice,1
P2784,Unlimited Social,25.04,Data,1
P2785,Roaming Pack,14.3,Combo,0
P2786,Family Bundle,4.51,Data,0
P2787,Unlimited Social,29.38,Data,1
P2788,Family Bundle,4.9,Combo,0
P2789,Family Bundle,3.35,Data,0
P2790,Unlimited Social,1.46,Data,0
P2791,Student Offer,12.33,Data,0
P2792,Roaming Pack,18.43,Combo,1
P2793,Family Bundle,21.7,Combo,1
P2794,Roaming Pack,2.92,Voice,1
P2795,Student Offer,29.19,Voice,0
P2796,Student Offer,9.3,Data,1
P2797,Student Offer,27.91,Data,1
P2798,Unlimited Social,29.56,Combo,0
P2799,Roaming Pack,17.97,Data,1
P2800,Unlimited Social,6.46,Combo,1
P2801,Unlimited Social,11.26,Voice,1
P2802,Student Offer,27.89,Combo,0
P2803,Roaming Pack,22.63,Voice,0
P2804,Roaming Pack,9.41,Voice,1
P2805,Student Offer,20.59,Data,0
P2806,Family Bundle,10.57,Combo,0
P2807,Family Bundle,7.47,Data,1
P2808,Student Offer,29.91,Data,1
P2809,Roaming Pack,29.85,Voice,1
P2810,Unlimited Social,5.18,Voice,0
P2811,Roaming Pack,21.29,Data,1
P2812,Unlimited Social,29.73,Data,1
P2813,Unlimited Social,23.46,Combo,1
P2814,Unlimited Social,4.71,Data,0
P2815,Roaming Pack,12.07,Voice,0
P2816,Roaming Pack,6.18,Combo,0
P2817,Roaming Pack,20.02,Data,0
P2818,Roaming Pack,3.29,Data,0
P2819,Student Offer,1.48,Data,1
P2820,Unlimited Social,6.77,Data,0
P2821,Unlimited Social,9.82,Data,1
P2822,Unlimited Social,19.84,Data,0
P2823,Unlimited Social,4.91,Voice,0
P2824,Student Offer,27.11,Data,0
P2825,Unlimited Social,27.19,Combo,0
P2826,Unlimited Social,23.26,Combo,0
P2827,Family Bundle,10.81,Combo,1
P2828,Student Offer,14.79,Combo,0
P2829,Roaming Pack,24.27,Voice,0
P2830,Student Offer,4.94,Data,1
P2831,Roaming Pack,22.75,Voice,0
P2832,Roaming Pack,27.94,Data,1
P2833,Student Offer,25.27,Voice,0
P2834,Unlimited Social,17.64,Voice,1
P2835,Student Offer,9.93,Voice,0
P2836,Student Offer,21.56,Data,0
P2837,Family Bundle,22.87,Voice,1
P2838,Unlimited Social,17.17,Voice,1
P2839,Family Bundle,5.1,Data,1
P2840,Unlimited Social,11.14,Voice,1
P2841,Family Bundle,22.26,Combo,0
P2842,Roaming Pack,13.66,Voice,0
P2843,Roaming Pack,6.1,Data,0
P2844,Unlimited Social,6.68,Combo,1
P2845,Roaming Pack,12.62,Data,1
P2846,Family Bundle,18.17,Voice,0
P2847,Unlimited Social,23.3,Voice,1
P2848,Unlimited Social,27.87,Combo,1
P2849,Unlimited Social,10.82,Voice,1
P2850,Student Offer,27.37,Combo,1
P2851,Unlimited Social,2.77,Data,0
P2852,Roaming Pack,20.52,Voice,0
P2853,Unlimited Social,11.43,Voice,0
P2854,Family Bundle,21.92,Combo,1
P2855,Roaming Pack,22.49,Data,0
P2856,Roaming Pack,1.95,Combo,0
P2857,Student Offer,27.09,Combo,1
P2858,Roaming Pack,18.29,Data,0
P2859,Roaming Pack,3.63,Combo,1
P2860,Roaming Pack,12.56,Voice,1
P2861,Roaming Pack,3.23,Voice,0
P2862,Roaming Pack,25.61,Combo,1
P2863,Unlimited Social,7.82,Voice,1
P2864,Roaming Pack,22.99,Data,1
P2865,Roaming Pack,28.15,Combo,1
P2866,Family Bundle,13.21,Combo,1
P2867,Family Bundle,24.89,Voice,0
P2868,Student Offer,10.77,Voice,0
P2869,Unlimited Social,9.05,Data,0
P2870,Roaming Pack,12.06,Data,1
P2871,Student Offer,28.8,Combo,1
P2872,Unlimited Social,7.04,Combo,1
P2873,Student Offer,17.13,Data,0
P2874,Family Bundle,28.9,Data,1
P2875,Roaming Pack,28.92,Voice,1
P2876,Unlimited Social,16.49,Voice,1
P2877,Roaming Pack,17.36,Combo,0
P2878,Student Offer,24.1,Voice,0
P2879,Roaming Pack,19.96,Voice,1
P2880,Student Offer,2.41,Data,0
P2881,Roaming Pack,3.15,Voice,0
P2882,Unlimited Social,27.73,Voice,0
P2883,Roaming Pack,14.87,Data,1
P2884,Unlimited Social,26.59,Voice,0
P2885,Student Offer,23.54,Data,1
P2886,Student Offer,19.07,Combo,0
P2887,Family Bundle,4.7,Data,0
P2888,Unlimited Social,17.36,Voice,0
P2889,Unlimited Social,29.1,Data,0
P2890,Student Offer,8.89,Voice,0
P2891,Unlimited Social,26.52,Voice,1
P2892,Unlimited Social,28.26,Data,0
P2893,Family Bundle,16.46,Voice,1
P2894,Roaming Pack,11.02,Voice,1
P2895,Family Bundle,29.91,Data,1
P2896,Student Offer,5.72,Combo,1
P2897,Roaming Pack,10.24,Combo,1
P2898,Roaming Pack,9.01,Combo,1
P2899,Unlimited Social,22.44,Voice,0
P2900,Student Offer,24.12,Combo,1
P2901,Student Offer,26.65,Data,1
P2902,Family Bundle,7.37,Data,1
P2903,Unlimited Social,19.6,Data,1
P2904,Family Bundle,17.67,Combo,1
P2905,Roaming Pack,14.32,Voice,1
P2906,Student Offer,19.1,Combo,0
P2907,Family Bundle,3.45,Voice,1
P2908,Roaming Pack,8.82,Data,0
P2909,Student Offer,13.98,Data,0
P2910,Student Offer,1.98,Data,0
P2911,Unlimited Social,17.16,Combo,1
P2912,Student Offer,14.97,Data,0
P2913,Unlimited Social,25.44,Data,1
P2914,Unlimited Social,6.69,Voice,0
P2915,Unlimited Social,19.21,Combo,0
P2916,Family Bundle,28.62,Data,0
P2917,Unlimited Social,3.04,Data,1
P2918,Roaming Pack,28.21,Combo,1
P2919,Roaming Pack,28.96,Data,1
P2920,Roaming Pack,15.77,Combo,0
P2921,Student Offer,14.07,Data,1
P2922,Unlimited Social,10.45,Combo,0
P2923,Roaming Pack,19.8,Combo,1
P2924,Family Bundle,15.93,Combo,1
P2925,Family Bundle,20.3,Data,1
P2926,Student Offer,23.74,Voice,1
P2927,Family Bundle,9.25,Voice,1
P2928,Unlimited Social,15.85,Data,0
P2929,Unlimited Social,10.23,Data,0
P2930,Family Bundle,28.85,Combo,0
P2931,Student Offer,22.84,Voice,0
P2932,Student Offer,20.13,Combo,0
P2933,Unlimited Social,8.72,Voice,1
P2934,Student Offer,1.65,Voice,1
P2935,Student Offer,28.69,Combo,1
P2936,Family Bundle,15.14,Combo,0
P2937,Family Bundle,8.85,Voice,1
P2938,Student Offer,13.37,Combo,1
P2939,Unlimited Social,17.43,Combo,1
P2940,Roaming Pack,25.53,Combo,0
P2941,Unlimited Social,16.24,Data,1
P2942,Unlimited Social,12.11,Combo,1
P2943,Family Bundle,8.69,Voice,1
P2944,Family Bundle,21.36,Combo,1
P2945,Student Offer,8.44,Voice,0
P2946,Roaming Pack,20.08,Combo,1
P2947,Unlimited Social,7.94,Voice,0
P2948,Family Bundle,5.45,Voice,0
P2949,Family Bundle,6.82,Voice,1
P2950,Student Offer,1.57,Combo,0
P2951,Unlimited Social,14.27,Combo,0
P2952,Unlimited Social,13.5,Data,1
P2953,Unlimited Social,15.38,Data,1
P2954,Roaming Pack,22.48,Data,0
P2955,Roaming Pack,22.79,Voice,0
P2956,Student Offer,3.17,Data,1
P2957,Roaming Pack,15.52,Combo,0
P2958,Roaming Pack,13.34,Voice,0
P2959,Family Bundle,12.29,Combo,0
P2960,Student Offer,11.79,Combo,1
P2961,Roaming Pack,17.29,Voice,1
P2962,Family Bundle,24.12,Data,0
P2963,Family Bundle,1.72,Voice,0
P2964,Student Offer,22.06,Voice,1
P2965,Roaming Pack,14.6,Data,1
P2966,Roaming Pack,27.53,Voice,0
P2967,Unlimited Social,2.03,Combo,0
P2968,Student Offer,16.1,Data,1
P2969,Roaming Pack,24.18,Combo,0
P2970,Student Offer,7.87,Combo,1
P2971,Family Bundle,27.71,Voice,1
P2972,Unlimited Social,21.62,Data,0
P2973,Unlimited Social,20.92,Data,0
P2974,Roaming Pack,6.24,Combo,1
P2975,Unlimited Social,12.19,Combo,0
P2976,Family Bundle,29.98,Data,1
P2977,Student Offer,28.89,Combo,1
P2978,Student Offer,3.28,Data,0
P2979,Family Bundle,18.06,Voice,1
P2980,Unlimited Social,7.82,Voice,1
P2981,Family Bundle,2.59,Combo,0
P2982,Unlimited Social,23.85,Combo,0
P2983,Roaming Pack,16.03,Combo,1
P2984,Family Bundle,22.27,Data,1
P2985,Student Offer,29.52,Combo,1
P2986,Roaming Pack,25.83,Data,0
P2987,Student Offer,29.07,Voice,1
P2988,Unlimited Social,8.29,Data,0
P2989,Roaming Pack,16.04,Combo,1
P2990,Family Bundle,8.43,Voice,0
P2991,Family Bundle,3.68,Data,1
P2992,Student Offer,19.73,Voice,1
P2993,Roaming Pack,11.9,Combo,1
P2994,Roaming Pack,2.92,Voice,1
P2995,Student Offer,1.8,Combo,1
P2996,Student Offer,27.88,Combo,0
P2997,Unlimited Social,10.09,Combo,1
P2998,Student Offer,12.93,Voice,1
P2999,Roaming Pack,12.18,Data,1
P3000,Family Bundle,6.19,Voice,1
P3001,Unlimited Social,22.63,Combo,0
P3002,Roaming Pack,5.44,Voice,0
P3003,Unlimited Social,9.86,Combo,0
P3004,Family Bundle,17.01,Combo,0
P3005,Student Offer,8.15,Voice,0
P3006,Unlimited Social,23.14,Combo,1
P3007,Family Bundle,7.08,Data,0
P3008,Family Bundle,6.35,Combo,1
P3009,Family Bundle,20.11,Voice,1
P3010,Unlimited Social,6.47,Voice,1
P3011,Family Bundle,26.09,Voice,1
P3012,Unlimited Social,21.2,Combo,1
P3013,Roaming Pack,22.39,Data,0
