transaction_id,customer_id,amount,method,date,status
TX02068,C00136,180.0,Top-up,2020-03-22,Success
TX02069,C00034,66.42,Add-on,2025-04-12,Failed
TX02070,C00491,22.25,Top-up,2023-06-30,Success
TX02071,C00154,25.09,Top-up,2024-09-12,Success
TX02072,C00469,67.68,Top-up,2021-03-22,Pending
TX02073,C00448,55.33,Top-up,2024-08-15,Success
TX02074,C00067,113.81,Bill Payment,2022-01-23,Success
TX02075,C00297,97.67,Roaming,2024-11-30,Success
TX02076,C00389,6.4,Add-on,2024-05-11,Failed
TX02077,C00391,18.94,Top-up,2023-01-08,Pending
TX02078,C00490,36.38,Top-up,2021-07-18,Failed
TX02079,C00402,51.32,Top-up,2021-11-28,Failed
TX02080,C00222,61.17,Top-up,2020-10-29,Success
TX02081,C00459,103.25,Roaming,2020-12-28,Failed
TX02082,C00104,10.78,Add-on,2020-09-12,Success
TX02083,C00126,68.83,Add-on,2024-01-26,Pending
TX02084,C00352,26.14,Bill Payment,2025-02-06,Failed
TX02085,C00300,66.44,Roaming,2023-11-24,Failed
TX02086,C00050,90.3,Top-up,2024-04-05,Success
TX02087,C00154,106.47,Top-up,2025-09-14,Failed
TX02088,C00211,165.76,Bill Payment,2024-07-31,Pending
TX02089,C00110,191.5,Bill Payment,2020-05-09,Pending
TX02090,C00128,39.03,Top-up,2025-02-04,Success
TX02091,C00340,19.52,Roaming,2022-09-05,Success
TX02092,C00015,50.52,Bill Payment,2022-07-20,Pending
TX02093,C00355,2.0,Bill Payment,2025-02-27,Failed
TX02094,C00053,128.47,Bill Payment,2021-09-08,Failed
TX02095,C00177,41.6,Top-up,2020-06-03,Failed
TX02096,C00416,134.5,Add-on,2021-05-08,Success
TX02097,C00036,144.1,Bill Payment,2021-03-18,Pending
TX02098,C00013,99.26,Add-on,2024-02-24,Failed
TX02099,C00176,133.07,Add-on,2022-07-22,Success
TX02100,C00152,197.2,Bill Payment,2022-07-18,Failed
TX02101,C00309,69.47,Bill Payment,2021-12-01,Failed
TX02102,C00498,71.03,Add-on,2025-02-14,Pending
TX02103,C00230,16.87,Bill Payment,2021-09-30,Failed
TX02104,C00037,142.66,Roaming,2020-06-07,Pending
TX02105,C00342,103.94,Bill Payment,2022-12-12,Pending
TX02106,C00317,87.34,Roaming,2020-03-29,Pending
TX02107,C00130,101.95,Add-on,2023-02-14,Success
TX02108,C00416,145.12,Bill Payment,2020-05-30,Pending
TX02109,C00204,13.03,Bill Payment,2023-06-01,Failed
TX02110,C00302,87.62,Add-on,2023-12-22,Failed
TX02111,C00473,182.0,Roaming,2020-09-13,Failed
TX02112,C00475,11.32,Add-on,2020-09-30,Pending
TX02113,C00212,172.16,Bill Payment,2022-11-29,Failed
TX02114,C00055,3.98,Bill Payment,2023-05-22,Pending
TX02115,C00309,71.06,Roaming,2023-01-15,Success
TX02116,C00087,183.02,Top-up,2022-11-21,Success
TX02117,C00010,63.47,Bill Payment,2024-09-13,Pending
TX02118,C00472,128.51,Bill Payment,2022-01-20,Success
TX02119,C00468,143.87,Roaming,2022-11-05,Failed
TX02120,C00307,56.8,Bill Payment,2021-06-18,Pending
TX02121,C00373,88.1,Top-up,2020-01-18,Success
TX02122,C00265,138.45,Roaming,2021-10-16,Success
TX02123,C00115,121.0,Top-up,2025-05-15,Failed
TX02124,C00461,86.03,Add-on,2020-04-27,Pending
TX02125,C00074,135.83,Bill Payment,2020-04-26,Success
TX02126,C00296,177.75,Bill Payment,2023-12-23,Success
TX02127,C00209,26.91,Add-on,2024-02-15,Failed
TX02128,C00276,53.89,Bill Payment,2021-03-28,Failed
TX02129,C00255,166.39,Bill Payment,2020-12-17,Pending
TX02130,C00393,184.98,Add-on,2024-06-07,Pending
TX02131,C00415,76.11,Roaming,2023-12-31,Success
TX02132,C00117,75.35,Add-on,2023-11-10,Success
TX02133,C00087,175.44,Roaming,2021-12-24,Success
TX02134,C00078,47.08,Add-on,2022-02-02,Pending
TX02135,C00461,134.21,Roaming,2024-04-20,Success
TX02136,C00101,139.03,Bill Payment,2021-02-24,Pending
TX02137,C00496,117.25,Bill Payment,2023-04-14,Failed
TX02138,C00363,70.96,Add-on,2023-12-01,Pending
TX02139,C00048,157.92,Add-on,2020-05-03,Failed
TX02140,C00473,51.53,Add-on,2020-10-11,Failed
TX02141,C00153,80.46,Top-up,2021-10-03,Success
TX02142,C00141,72.6,Bill Payment,2024-09-11,Success
TX02143,C00293,116.82,Bill Payment,2021-09-04,Pending
TX02144,C00423,56.72,Roaming,2023-06-27,Success
TX02145,C00071,37.96,Add-on,2021-08-02,Failed
TX02146,C00399,86.18,Top-up,2022-10-09,Pending
TX02147,C00282,190.94,Top-up,2022-01-02,Pending
TX02148,C00283,48.43,Add-on,2021-04-01,Failed
TX02149,C00348,74.92,Top-up,2025-05-18,Pending
TX02150,C00293,70.2,Top-up,2024-04-19,Failed
TX02151,C00296,28.41,Top-up,2023-06-19,Success
TX02152,C00188,99.4,Roaming,2023-06-01,Failed
TX02153,C00477,7.91,Top-up,2020-01-17,Failed
TX02154,C00324,99.76,Roaming,2021-09-10,Failed
TX02155,C00209,135.67,Add-on,2020-09-05,Failed
TX02156,C00140,180.25,Top-up,2021-08-28,Success
TX02157,C00344,22.29,Roaming,2023-02-01,Failed
TX02158,C00359,137.8,Top-up,2023-01-12,Failed
TX02159,C00272,150.0,Top-up,2021-09-09,Pending
TX02160,C00237,162.6,Roaming,2025-02-22,Pending
TX02161,C00142,56.81,Roaming,2021-09-27,Failed
TX02162,C00133,136.41,Top-up,2020-02-16,Pending
TX02163,C00124,134.79,Top-up,2025-05-30,Success
TX02164,C00302,102.7,Add-on,2023-03-19,Pending
TX02165,C00311,88.23,Top-up,2022-10-08,Failed
TX02166,C00280,9.36,Add-on,2022-07-29,Failed
TX02167,C00179,148.63,Bill Payment,2024-04-30,Failed
TX02168,C00270,153.76,Top-up,2024-12-31,Failed
TX02169,C00434,78.44,Bill Payment,2022-03-04,Success
TX02170,C00319,149.32,Top-up,2022-02-24,Pending
TX02171,C00074,7.84,Roaming,2025-01-02,Failed
TX02172,C00213,33.64,Roaming,2023-12-19,Success
TX02173,C00182,38.46,Roaming,2020-07-21,Success
TX02174,C00379,198.24,Top-up,2024-05-29,Pending
TX02175,C00215,5.51,Top-up,2022-08-12,Failed
TX02176,C00401,77.8,Add-on,2022-11-07,Success
TX02177,C00438,189.77,Roaming,2023-08-23,Failed
TX02178,C00011,89.56,Roaming,2021-11-24,Pending
TX02179,C00189,189.42,Top-up,2025-04-17,Success
TX02180,C00451,57.2,Add-on,2024-07-05,Pending
TX02181,C00409,160.6,Roaming,2024-07-27,Pending
TX02182,C00359,143.22,Bill Payment,2024-01-25,Success
TX02183,C00273,151.58,Roaming,2021-01-18,Failed
TX02184,C00183,47.8,Add-on,2023-06-02,Success
TX02185,C00225,21.76,Bill Payment,2024-01-05,Success
TX02186,C00222,126.5,Add-on,2021-01-02,Pending
TX02187,C00441,124.87,Add-on,2020-01-09,Pending
TX02188,C00142,121.53,Add-on,2023-10-26,Failed
TX02189,C00215,17.51,Top-up,2024-10-10,Failed
TX02190,C00164,95.67,Add-on,2020-09-18,Pending
TX02191,C00489,195.1,Add-on,2021-09-15,Pending
TX02192,C00493,153.09,Add-on,2021-04-21,Failed
TX02193,C00336,198.23,Roaming,2023-09-03,Pending
TX02194,C00492,199.63,Roaming,2022-09-16,Failed
TX02195,C00261,178.42,Roaming,2020-02-20,Pending
TX02196,C00279,14.71,Roaming,2020-08-17,Success
TX02197,C00178,72.62,Add-on,2022-06-29,Failed
TX02198,C00282,62.8,Top-up,2020-07-21,Pending
TX02199,C00472,110.89,Roaming,2021-02-21,Failed
TX02200,C00129,23.81,Top-up,2020-01-08,Pending
TX02201,C00451,56.7,Roaming,2022-09-23,Failed
TX02202,C00221,190.45,Top-up,2020-03-24,Success
TX02203,C00314,168.59,Add-on,2024-02-19,Pending
TX02204,C00031,14.62,Top-up,2022-12-30,Success
TX02205,C00293,114.37,Bill Payment,2024-04-12,Failed
TX02206,C00488,172.08,Roaming,2023-02-08,Success
TX02207,C00133,129.35,Bill Payment,2023-10-03,Failed
TX02208,C00173,50.9,Bill Payment,2023-07-01,Success
TX02209,C00256,107.07,Add-on,2025-01-19,Failed
TX02210,C00317,146.39,Top-up,2023-05-01,Success
TX02211,C00026,133.53,Top-up,2025-01-14,Pending
TX02212,C00283,21.33,Top-up,2022-07-24,Failed
TX02213,C00103,26.59,Add-on,2025-08-14,Failed
TX02214,C00205,85.07,Add-on,2020-06-20,Success
TX02215,C00286,129.56,Top-up,2022-05-23,Success
TX02216,C00124,25.66,Add-on,2025-03-14,Failed
TX02217,C00106,74.15,Roaming,2020-09-26,Success
TX02218,C00043,194.01,Top-up,2021-05-04,Success
TX02219,C00139,36.52,Add-on,2020-07-03,Pending
TX02220,C00242,6.49,Bill Payment,2024-03-22,Failed
TX02221,C00387,167.31,Roaming,2022-10-29,Pending
TX02222,C00202,16.35,Add-on,2022-12-06,Pending
TX02223,C00152,125.66,Top-up,2021-05-01,Pending
TX02224,C00027,4.72,Top-up,2022-01-12,Failed
TX02225,C00368,160.07,Top-up,2021-07-19,Failed
TX02226,C00262,166.17,Add-on,2025-09-09,Failed
TX02227,C00253,115.08,Roaming,2020-10-27,Failed
TX02228,C00162,150.51,Bill Payment,2021-09-30,Pending
TX02229,C00207,5.49,Bill Payment,2022-08-07,Failed
TX02230,C00113,164.29,Roaming,2020-12-05,Failed
TX02231,C00219,11.8,Roaming,2020-09-08,Success
TX02232,C00006,124.21,Add-on,2024-02-26,Failed
TX02233,C00185,58.43,Roaming,2024-03-12,Pending
TX02234,C00010,180.97,Add-on,2025-02-24,Failed
TX02235,C00138,106.68,Add-on,2024-12-31,Pending
TX02236,C00447,121.17,Bill Payment,2021-06-17,Pending
TX02237,C00081,177.29,Bill Payment,2021-05-09,Pending
TX02238,C00219,133.23,Roaming,2024-07-06,Success
TX02239,C00428,48.4,Top-up,2021-05-28,Success
TX02240,C00247,19.52,Roaming,2022-08-02,Success
TX02241,C00377,182.33,Top-up,2024-01-22,Success
TX02242,C00046,198.8,Add-on,2024-06-23,Pending
TX02243,C00498,124.29,Roaming,2022-09-11,Pending
TX02244,C00383,120.27,Roaming,2024-05-05,Success
TX02245,C00131,159.24,Roaming,2021-05-04,Pending
TX02246,C00398,3.94,Top-up,2023-01-09,Pending
TX02247,C00160,182.85,Top-up,2022-11-15,Success
TX02248,C00155,192.89,Top-up,2023-06-24,Success
TX02249,C00353,1.98,Top-up,2024-01-06,Pending
TX02250,C00335,29.6,Roaming,2024-07-06,Pending
TX02251,C00206,165.8,Roaming,2023-06-11,Success
TX02252,C00139,124.88,Top-up,2020-12-09,Failed
TX02253,C00352,116.65,Top-up,2024-10-11,Failed
TX02254,C00344,9.66,Add-on,2022-01-15,Success
TX02255,C00190,139.96,Roaming,2024-03-10,Failed
TX02256,C00246,85.78,Top-up,2022-12-03,Pending
TX02257,C00063,39.04,Roaming,2024-12-04,Success
TX02258,C00469,80.19,Bill Payment,2025-08-30,Failed
TX02259,C00139,52.57,Top-up,2021-04-18,Success
TX02260,C00401,153.91,Add-on,2020-01-06,Pending
TX02261,C00233,96.24,Bill Payment,2022-04-21,Failed
TX02262,C00385,77.01,Top-up,2022-02-04,Failed
TX02263,C00098,124.54,Bill Payment,2022-02-28,Failed
TX02264,C00485,134.05,Top-up,2021-02-26,Success
TX02265,C00362,134.59,Add-on,2020-07-10,Pending
TX02266,C00371,49.18,Top-up,2021-10-31,Success
TX02267,C00163,58.98,Add-on,2025-08-11,Failed
TX02268,C00440,140.83,Roaming,2022-06-29,Success
TX02269,C00499,6.01,Top-up,2025-01-28,Failed
TX02270,C00375,176.8,Bill Payment,2022-07-17,Pending
TX02271,C00414,135.43,Add-on,2025-05-01,Failed
TX02272,C00039,186.18,Add-on,2025-01-31,Success
TX02273,C00005,88.2,Top-up,2022-11-29,Success
TX02274,C00462,75.53,Bill Payment,2022-11-22,Pending
TX02275,C00193,101.03,Bill Payment,2023-06-04,Failed
TX02276,C00212,174.65,Add-on,2023-11-15,Failed
TX02277,C00436,177.42,Roaming,2024-09-04,Pending
TX02278,C00413,82.0,Top-up,2023-12-20,Pending
TX02279,C00178,150.08,Roaming,2021-06-30,Success
TX02280,C00329,98.52,Bill Payment,2021-12-21,Success
TX02281,C00097,122.85,Roaming,2022-05-11,Failed
TX02282,C00113,172.98,Top-up,2021-06-22,Failed
TX02283,C00160,115.35,Roaming,2022-04-30,Pending
TX02284,C00043,67.96,Top-up,2025-03-29,Pending
TX02285,C00287,117.73,Add-on,2023-11-18,Failed
TX02286,C00082,165.83,Add-on,2021-08-15,Success
TX02287,C00058,17.37,Roaming,2025-03-12,Pending
TX02288,C00035,107.32,Bill Payment,2023-10-04,Pending
TX02289,C00118,151.78,Roaming,2022-07-25,Pending
TX02290,C00365,26.69,Roaming,2021-03-16,Failed
TX02291,C00491,19.1,Roaming,2022-10-24,Success
TX02292,C00306,116.34,Bill Payment,2021-07-19,Failed
TX02293,C00293,163.5,Add-on,2022-07-05,Success
TX02294,C00171,186.05,Add-on,2022-01-06,Pending
TX02295,C00328,15.3,Bill Payment,2020-06-07,Pending
TX02296,C00244,180.15,Add-on,2024-10-23,Failed
TX02297,C00366,129.16,Top-up,2020-07-09,Failed
TX02298,C00476,83.3,Roaming,2023-09-28,Failed
TX02299,C00231,1.12,Roaming,2023-12-22,Pending
TX02300,C00063,80.72,Roaming,2023-09-21,Failed
TX02301,C00380,161.04,Roaming,2023-01-27,Success
TX02302,C00051,196.49,Top-up,2024-10-27,Pending
TX02303,C00054,47.1,Add-on,2021-04-18,Pending
TX02304,C00289,83.12,Roaming,2025-01-11,Pending
TX02305,C00247,110.7,Top-up,2022-03-30,Success
TX02306,C00101,48.31,Bill Payment,2024-04-21,Pending
TX02307,C00240,148.96,Top-up,2021-03-12,Pending
TX02308,C00310,34.46,Bill Payment,2024-05-17,Pending
TX02309,C00483,92.63,Roaming,2021-09-18,Failed
TX02310,C00391,46.64,Roaming,2020-05-12,Success
TX02311,C00357,26.58,Bill Payment,2024-11-07,Failed
TX02312,C00272,164.33,Top-up,2025-06-10,Failed
TX02313,C00379,134.23,Roaming,2023-08-24,Failed
TX02314,C00003,146.02,Top-up,2021-06-17,Pending
TX02315,C00101,23.99,Top-up,2021-02-15,Pending
TX02316,C00033,177.95,Top-up,2023-07-10,Pending
TX02317,C00146,142.19,Roaming,2020-08-19,Failed
TX02318,C00080,186.02,Roaming,2023-08-06,Success
TX02319,C00246,22.22,Top-up,2025-05-14,Failed
TX02320,C00414,181.34,Top-up,2025-04-05,Failed
TX02321,C00500,22.13,Roaming,2024-08-29,Failed
TX02322,C00381,37.44,Roaming,2021-02-12,Pending
TX02323,C00062,21.29,Bill Payment,2024-09-14,Success
TX02324,C00113,16.49,Roaming,2023-06-24,Failed
TX02325,C00447,153.82,Roaming,2022-01-22,Pending
TX02326,C00012,67.63,Roaming,2024-02-03,Success
TX02327,C00110,28.69,Bill Payment,2020-07-18,Pending
TX02328,C00056,53.83,Roaming,2020-06-19,Pending
TX02329,C00195,159.76,Add-on,2020-11-18,Failed
TX02330,C00068,98.69,Roaming,2022-10-13,Pending
TX02331,C00206,196.5,Top-up,2020-11-21,Failed
TX02332,C00381,113.09,Top-up,2025-01-20,Success
TX02333,C00269,190.11,Add-on,2023-12-27,Success
TX02334,C00422,149.41,Add-on,2025-03-13,Pending
TX02335,C00201,2.4,Add-on,2025-02-11,Failed
TX02336,C00087,159.75,Bill Payment,2024-12-12,Pending
TX02337,C00490,161.85,Roaming,2020-06-26,Failed
TX02338,C00116,120.21,Bill Payment,2024-07-29,Success
TX02339,C00335,66.24,Top-up,2021-06-13,Failed
TX02340,C00238,199.07,Roaming,2024-01-09,Success
TX02341,C00365,136.43,Roaming,2024-05-16,Success
TX02342,C00273,33.41,Add-on,2022-03-21,Success
TX02343,C00030,113.41,Bill Payment,2025-07-04,Pending
TX02344,C00253,37.72,Bill Payment,2024-07-18,Pending
TX02345,C00128,71.4,Bill Payment,2021-05-04,Failed
TX02346,C00141,55.06,Roaming,2022-06-20,Success
TX02347,C00102,14.44,Bill Payment,2021-01-03,Pending
TX02348,C00456,116.09,Bill Payment,2020-04-02,Failed
TX02349,C00022,74.42,Bill Payment,2024-01-30,Failed
TX02350,C00492,5.77,Top-up,2025-04-29,Pending
TX02351,C00055,196.21,Top-up,2022-11-08,Failed
TX02352,C00320,35.23,Roaming,2023-08-10,Failed
TX02353,C00227,53.12,Top-up,2023-02-03,Failed
TX02354,C00477,144.34,Add-on,2022-05-19,Pending
TX02355,C00150,57.78,Roaming,2024-12-16,Success
TX02356,C00168,1.16,Add-on,2023-11-21,Pending
TX02357,C00276,111.56,Roaming,2022-07-11,Failed
TX02358,C00107,89.4,Top-up,2022-04-14,Success
TX02359,C00031,120.04,Add-on,2023-10-14,Success
TX02360,C00216,18.22,Bill Payment,2025-01-15,Failed
TX02361,C00211,80.61,Roaming,2025-09-23,Pending
TX02362,C00497,58.92,Top-up,2024-11-12,Success
TX02363,C00230,136.42,Top-up,2020-09-04,Failed
TX02364,C00270,138.87,Roaming,2024-11-09,Failed
TX02365,C00414,68.78,Top-up,2024-02-28,Success
TX02366,C00432,91.65,Bill Payment,2023-08-19,Failed
TX02367,C00051,76.92,Top-up,2022-04-22,Success
TX02368,C00002,10.88,Top-up,2020-10-22,Pending
TX02369,C00482,22.68,Add-on,2022-12-18,Failed
TX02370,C00162,196.95,Top-up,2022-02-08,Pending
TX02371,C00311,28.38,Roaming,2022-05-22,Success
TX02372,C00014,125.51,Top-up,2021-06-17,Pending
TX02373,C00123,52.7,Top-up,2021-09-21,Pending
TX02374,C00329,157.84,Bill Payment,2024-12-23,Success
TX02375,C00274,171.13,Add-on,2023-03-28,Success
TX02376,C00410,152.09,Bill Payment,2020-01-02,Pending
TX02377,C00100,6.87,Roaming,2024-10-15,Failed
TX02378,C00116,31.04,Add-on,2025-02-19,Success
TX02379,C00154,63.78,Bill Payment,2022-12-08,Pending
TX02380,C00282,118.6,Add-on,2021-08-05,Failed
TX02381,C00489,43.86,Add-on,2023-09-13,Pending
TX02382,C00272,156.62,Top-up,2020-02-08,Success
TX02383,C00053,65.75,Top-up,2025-02-19,Pending
TX02384,C00001,167.77,Bill Payment,2024-06-15,Failed
TX02385,C00294,17.52,Add-on,2024-10-13,Failed
TX02386,C00472,188.82,Add-on,2024-12-02,Success
TX02387,C00228,13.53,Add-on,2021-03-29,Success
TX02388,C00434,42.92,Bill Payment,2021-02-27,Pending
TX02389,C00234,197.59,Bill Payment,2020-02-15,Pending
TX02390,C00110,15.85,Add-on,2022-05-06,Failed
TX02391,C00062,159.22,Add-on,2024-05-13,Failed
TX02392,C00186,180.91,Bill Payment,2023-12-06,Failed
TX02393,C00133,6.5,Add-on,2022-03-22,Pending
TX02394,C00137,176.66,Bill Payment,2023-07-24,Failed
TX02395,C00412,112.67,Bill Payment,2022-03-11,Pending
TX02396,C00022,63.26,Add-on,2024-08-23,Failed
TX02397,C00407,127.88,Top-up,2022-04-16,Pending
TX02398,C00126,89.25,Top-up,2021-12-25,Success
TX02399,C00283,80.45,Roaming,2024-09-24,Pending
TX02400,C00329,113.76,Roaming,2020-06-26,Failed
TX02401,C00220,137.74,Top-up,2021-08-20,Success
TX02402,C00305,120.87,Top-up,2022-12-15,Success
TX02403,C00212,19.64,Bill Payment,2023-05-16,Failed
TX02404,C00281,196.94,Add-on,2022-03-07,Failed
TX02405,C00268,124.38,Roaming,2024-03-16,Success
TX02406,C00302,161.18,Roaming,2022-02-20,Success
TX02407,C00313,183.36,Top-up,2023-10-27,Pending
TX02408,C00281,112.42,Bill Payment,2024-05-16,Pending
TX02409,C00226,196.32,Roaming,2021-10-24,Pending
TX02410,C00203,123.62,Add-on,2022-12-01,Pending
TX02411,C00123,55.74,Bill Payment,2024-08-25,Pending
TX02412,C00483,190.82,Bill Payment,2023-04-16,Pending
TX02413,C00044,187.2,Top-up,2020-06-17,Failed
TX02414,C00315,130.67,Roaming,2023-08-20,Pending
TX02415,C00288,32.72,Add-on,2022-07-01,Pending
TX02416,C00053,49.2,Add-on,2021-11-12,Pending
TX02417,C00496,101.51,Top-up,2021-04-04,Success
TX02418,C00463,151.1,Top-up,2023-11-22,Success
TX02419,C00069,85.11,Roaming,2023-10-28,Failed
TX02420,C00494,88.35,Bill Payment,2023-08-16,Pending
TX02421,C00499,60.45,Bill Payment,2023-06-12,Success
TX02422,C00179,158.53,Roaming,2021-05-10,Failed
TX02423,C00285,77.1,Roaming,2020-05-22,Pending
TX02424,C00199,52.49,Bill Payment,2025-07-13,Success
TX02425,C00117,135.57,Roaming,2024-08-09,Pending
TX02426,C00410,171.65,Roaming,2020-04-11,Success
TX02427,C00326,106.31,Bill Payment,2023-11-19,Pending
TX02428,C00135,113.41,Top-up,2023-12-11,Pending
TX02429,C00320,195.0,Bill Payment,2022-07-27,Success
TX02430,C00181,104.73,Top-up,2024-05-14,Failed
TX02431,C00392,55.62,Top-up,2021-05-28,Pending
TX02432,C00419,126.86,Roaming,2024-04-02,Pending
TX02433,C00232,41.14,Top-up,2020-03-06,Failed
TX02434,C00059,147.83,Add-on,2021-11-20,Success
TX02435,C00046,142.05,Add-on,2022-08-15,Success
TX02436,C00418,159.0,Add-on,2023-10-31,Pending
TX02437,C00405,149.58,Top-up,2024-10-09,Pending
TX02438,C00455,53.19,Add-on,2024-09-27,Success
TX02439,C00377,113.67,Bill Payment,2022-06-16,Failed
TX02440,C00427,55.46,Add-on,2025-07-24,Success
TX02441,C00006,177.31,Bill Payment,2024-07-21,Failed
TX02442,C00002,194.1,Add-on,2022-08-16,Success
TX02443,C00216,59.37,Top-up,2020-04-01,Failed
TX02444,C00375,123.73,Bill Payment,2023-08-03,Success
TX02445,C00136,20.55,Roaming,2025-02-16,Pending
TX02446,C00157,22.33,Roaming,2021-05-18,Pending
TX02447,C00478,166.41,Roaming,2023-06-10,Failed
TX02448,C00493,152.56,Bill Payment,2021-03-29,Pending
TX02449,C00010,96.81,Top-up,2023-05-29,Success
TX02450,C00175,109.37,Add-on,2023-07-11,Pending
TX02451,C00345,108.15,Roaming,2022-04-21,Success
TX02452,C00482,184.89,Bill Payment,2024-02-25,Failed
TX02453,C00150,96.43,Top-up,2022-04-26,Pending
TX02454,C00140,47.61,Add-on,2020-08-10,Success
TX02455,C00310,57.42,Add-on,2025-09-23,Pending
TX02456,C00109,197.12,Bill Payment,2025-03-10,Failed
TX02457,C00011,192.72,Top-up,2022-07-02,Success
TX02458,C00300,145.32,Top-up,2020-11-09,Success
TX02459,C00137,5.59,Top-up,2025-05-30,Success
TX02460,C00444,87.2,Roaming,2024-10-22,Success
TX02461,C00296,164.75,Add-on,2024-02-15,Pending
TX02462,C00087,3.02,Roaming,2022-02-01,Pending
TX02463,C00120,188.72,Bill Payment,2021-02-06,Success
TX02464,C00196,109.95,Top-up,2020-07-22,Failed
TX02465,C00231,11.44,Top-up,2024-02-17,Failed
TX02466,C00057,3.57,Roaming,2022-10-12,Failed
TX02467,C00229,169.74,Add-on,2023-07-17,Failed
TX02468,C00356,57.8,Top-up,2020-09-13,Pending
TX02469,C00285,44.07,Bill Payment,2020-05-28,Pending
TX02470,C00092,168.41,Add-on,2024-04-09,Success
TX02471,C00028,112.52,Add-on,2023-12-18,Failed
TX02472,C00338,10.71,Top-up,2025-08-18,Success
TX02473,C00196,80.58,Add-on,2022-04-23,Pending
TX02474,C00161,89.14,Bill Payment,2024-07-25,Failed
TX02475,C00076,134.6,Roaming,2025-04-18,Success
TX02476,C00275,155.59,Add-on,2023-07-23,Pending
TX02477,C00234,162.88,Bill Payment,2021-10-20,Pending
TX02478,C00151,156.41,Bill Payment,2021-07-29,Failed
TX02479,C00485,193.22,Add-on,2020-03-31,Success
TX02480,C00302,96.78,Roaming,2022-02-09,Pending
TX02481,C00252,172.45,Bill Payment,2021-12-07,Success
TX02482,C00361,70.95,Add-on,2023-08-19,Pending
TX02483,C00038,31.12,Roaming,2025-08-12,Failed
TX02484,C00172,92.91,Bill Payment,2020-07-19,Success
TX02485,C00394,194.68,Add-on,2020-07-14,Pending
TX02486,C00316,72.75,Bill Payment,2023-10-18,Success
TX02487,C00279,177.57,Top-up,2022-01-09,Failed
TX02488,C00186,120.11,Bill Payment,2022-01-04,Failed
TX02489,C00363,41.72,Bill Payment,2022-04-24,Pending
TX02490,C00332,128.28,Roaming,2021-05-06,Pending
TX02491,C00451,173.37,Top-up,2020-03-20,Failed
TX02492,C00425,105.78,Top-up,2020-08-05,Failed
TX02493,C00373,49.87,Roaming,2020-10-02,Pending
TX02494,C00469,183.13,Top-up,2020-05-23,Failed
TX02495,C00276,160.78,Top-up,2024-07-28,Pending
TX02496,C00020,164.2,Roaming,2025-09-01,Success
TX02497,C00321,119.92,Roaming,2022-07-26,Pending
TX02498,C00256,5.16,Bill Payment,2024-08-02,Success
TX02499,C00064,165.22,Bill Payment,2021-09-05,Pending
TX02500,C00386,119.91,Top-up,2020-11-03,Pending
TX02501,C00212,76.3,Roaming,2022-07-16,Failed
TX02502,C00415,9.62,Bill Payment,2023-11-13,Success
TX02503,C00294,113.85,Roaming,2022-09-15,Success
TX02504,C00037,191.18,Bill Payment,2024-04-05,Success
TX02505,C00475,47.73,Add-on,2023-05-09,Failed
TX02506,C00005,99.14,Roaming,2025-04-18,Pending
TX02507,C00386,116.05,Bill Payment,2025-04-24,Success
TX02508,C00086,170.43,Bill Payment,2021-07-19,Success
TX02509,C00165,17.33,Bill Payment,2023-12-22,Success
TX02510,C00224,5.03,Bill Payment,2024-04-04,Failed
TX02511,C00357,178.95,Add-on,2024-02-08,Pending
TX02512,C00258,81.03,Add-on,2023-02-27,Pending
TX02513,C00103,60.89,Add-on,2025-06-10,Success
TX02514,C00052,113.73,Bill Payment,2023-05-27,Failed
TX02515,C00476,36.93,Top-up,2021-03-17,Pending
TX02516,C00058,42.28,Roaming,2021-03-10,Success
TX02517,C00014,157.21,Top-up,2024-09-19,Pending
TX02518,C00291,98.17,Add-on,2022-02-08,Pending
TX02519,C00174,37.39,Top-up,2020-11-05,Pending
TX02520,C00470,83.25,Roaming,2022-03-04,Failed
TX02521,C00026,199.38,Top-up,2025-04-10,Pending
TX02522,C00424,34.85,Top-up,2020-02-17,Failed
TX02523,C00116,161.47,Add-on,2024-06-29,Pending
TX02524,C00183,42.15,Roaming,2022-05-26,Success
TX02525,C00042,44.1,Add-on,2021-01-19,Pending
TX02526,C00034,13.44,Bill Payment,2022-11-19,Success
TX02527,C00458,45.78,Add-on,2021-10-09,Failed
TX02528,C00431,167.59,Bill Payment,2025-01-10,Failed
TX02529,C00343,44.72,Top-up,2021-05-03,Success
TX02530,C00247,38.82,Add-on,2021-09-08,Success
TX02531,C00149,79.91,Roaming,2025-03-18,Success
TX02532,C00394,53.42,Top-up,2024-10-26,Success
TX02533,C00453,115.66,Add-on,2024-10-15,Pending
TX02534,C00364,130.13,Top-up,2024-07-10,Success
TX02535,C00062,87.25,Add-on,2022-09-03,Success
TX02536,C00156,192.35,Bill Payment,2025-01-17,Pending
TX02537,C00104,153.23,Bill Payment,2020-04-02,Pending
TX02538,C00290,193.66,Top-up,2023-09-23,Failed
TX02539,C00202,130.08,Add-on,2024-08-09,Failed
TX02540,C00319,8.05,Bill Payment,2025-06-26,Failed
TX02541,C00117,96.01,Top-up,2021-10-16,Failed
TX02542,C00196,66.2,Roaming,2025-01-27,Success
TX02543,C00307,18.76,Add-on,2021-10-02,Success
TX02544,C00018,174.31,Top-up,2023-07-27,Pending
TX02545,C00250,17.58,Add-on,2021-09-02,Success
TX02546,C00060,125.32,Top-up,2025-01-22,Success
