customer_id,age,gender,city,plan_type,join_date,churned,last_month_usage_gb,complaints_count
C1565,22,M,Riffa,Prepaid,2025-09-12,0,42.34,0
C1566,46,F,Manama,Prepaid,2024-04-17,1,5.38,3
C1567,42,M,Muharraq,Prepaid,2023-04-30,1,24.56,5
C1568,36,M,Muharraq,Prepaid,2024-07-18,1,40.69,1
C1569,23,M,Manama,Prepaid,2024-10-25,0,40.5,0
C1570,41,F,Manama,Postpaid,2021-01-24,0,34.12,5
C1571,59,F,Muharraq,Prepaid,2025-07-24,1,25.04,2
C1572,57,M,Manama,Postpaid,2023-11-29,1,31.27,0
C1573,54,M,Muharraq,Postpaid,2022-12-13,0,5.9,1
C1574,21,F,Manama,Prepaid,2024-02-06,1,46.11,2
C1575,42,F,Manama,Prepaid,2022-06-03,1,3.74,4
C1576,33,F,Isa Town,Prepaid,2025-02-02,0,29.14,2
C1577,59,M,Manama,Postpaid,2024-08-07,1,13.04,2
C1578,21,M,Muharraq,Postpaid,2023-11-24,0,11.78,0
C1579,54,M,Riffa,Prepaid,2021-08-10,1,29.91,4
C1580,23,F,Muharraq,Postpaid,2025-07-13,0,5.2,3
C1581,50,M,Riffa,Postpaid,2022-11-11,1,15.17,1
C1582,19,M,Manama,Prepaid,2025-04-02,1,34.1,5
C1583,19,F,Manama,Postpaid,2020-12-22,1,34.77,3
C1584,62,F,Muharraq,Prepaid,2021-04-26,1,5.9,4
C1585,41,F,Muharraq,Postpaid,2021-06-18,1,45.9,1
C1586,32,M,Manama,Prepaid,2021-07-09,1,37.37,4
C1587,54,M,Manama,Prepaid,2022-04-24,0,3.83,1
C1588,46,M,Riffa,Prepaid,2024-03-30,1,17.48,5
C1589,33,F,Muharraq,Postpaid,2022-06-06,1,32.88,5
C1590,22,M,Riffa,Prepaid,2025-05-28,1,35.26,2
C1591,32,F,Riffa,Postpaid,2025-03-05,1,43.45,1
C1592,51,F,Riffa,Prepaid,2024-12-05,0,17.33,3
C1593,63,F,Riffa,Prepaid,2021-12-13,0,45.6,4
C1594,32,F,Muharraq,Prepaid,2023-11-16,1,36.25,1
C1595,20,M,Isa Town,Postpaid,2023-06-15,0,1.06,0
C1596,35,F,Isa Town,Postpaid,2021-04-28,0,2.99,4
C1597,42,F,Manama,Postpaid,2022-03-19,1,22.2,1
C1598,31,F,Muharraq,Postpaid,2023-05-14,0,33.02,0
C1599,52,F,Manama,Postpaid,2023-03-19,1,40.51,4
C1600,31,M,Riffa,Postpaid,2021-07-17,1,39.13,5
C1601,21,M,Isa Town,Postpaid,2025-05-29,1,21.19,5
C1602,54,F,Muharraq,Postpaid,2021-06-20,1,37.28,1
C1603,26,M,Riffa,Postpaid,2023-12-29,0,49.94,4
C1604,36,F,Isa Town,Prepaid,2024-04-20,1,18.08,5
C1605,34,M,Manama,Postpaid,2023-09-22,1,41.8,1
C1606,46,F,Manama,Postpaid,2024-11-29,0,23.32,2
C1607,48,M,Isa Town,Prepaid,2023-07-08,0,13.82,4
C1608,53,F,Manama,Postpaid,2024-10-28,0,12.9,2
C1609,34,F,Muharraq,Prepaid,2020-11-02,0,7.35,4
C1610,59,M,Muharraq,Prepaid,2020-12-04,0,9.21,4
C1611,46,F,Manama,Prepaid,2023-11-27,0,47.59,2
C1612,34,M,Riffa,Prepaid,2023-08-01,0,17.49,0
C1613,50,F,Manama,Prepaid,2023-12-15,0,10.2,4
C1614,41,F,Manama,Postpaid,2024-07-14,1,7.15,2
C1615,56,F,Riffa,Postpaid,2022-10-13,1,23.53,2
C1616,57,M,Muharraq,Postpaid,2023-11-23,0,14.54,1
C1617,55,M,Manama,Prepaid,2023-03-10,1,25.54,5
C1618,50,F,Muharraq,Postpaid,2023-11-01,0,32.85,1
C1619,42,M,Manama,Prepaid,2022-02-23,1,26.95,0
C1620,51,M,Isa Town,Postpaid,2025-06-25,1,13.46,4
C1621,36,M,Riffa,Prepaid,2023-02-11,1,11.54,2
C1622,65,M,Muharraq,Postpaid,2024-09-21,1,18.09,2
C1623,53,M,Riffa,Postpaid,2024-02-15,0,22.45,3
C1624,32,M,Muharraq,Postpaid,2022-03-09,0,30.28,2
C1625,39,F,Manama,Prepaid,2021-01-23,1,21.05,1
C1626,54,F,Muharraq,Prepaid,2020-12-30,1,0.78,0
C1627,44,F,Isa Town,Prepaid,2022-11-24,0,43.47,3
C1628,19,M,Manama,Prepaid,2023-02-13,1,45.21,2
C1629,26,F,Muharraq,Postpaid,2021-09-19,0,16.84,2
C1630,55,M,Manama,Prepaid,2023-09-25,1,47.5,3
C1631,58,F,Isa Town,Postpaid,2022-04-06,1,35.01,5
C1632,29,M,Muharraq,Prepaid,2024-04-16,1,33.7,3
C1633,42,F,Isa Town,Prepaid,2024-05-15,1,47.24,0
C1634,32,F,Isa Town,Postpaid,2025-01-01,0,28.21,4
C1635,55,F,Riffa,Postpaid,2025-07-30,1,15.93,1
C1636,27,M,Muharraq,Postpaid,2021-05-08,1,28.76,4
C1637,38,M,Riffa,Postpaid,2022-07-20,0,5.93,2
C1638,49,F,Muharraq,Prepaid,2023-07-05,1,46.96,2
C1639,56,M,Muharraq,Postpaid,2022-04-18,0,4.8,4
C1640,50,M,Manama,Prepaid,2023-01-12,0,0.33,0
C1641,41,M,Riffa,Postpaid,2022-01-13,1,26.04,3
C1642,36,M,Manama,Postpaid,2021-12-08,1,24.66,0
C1643,26,F,Manama,Postpaid,2021-03-07,0,37.21,1
C1644,64,M,Riffa,Prepaid,2022-02-24,1,13.81,5
C1645,65,M,Riffa,Prepaid,2022-08-14,1,5.02,5
C1646,51,F,Muharraq,Prepaid,2023-10-11,0,12.3,4
C1647,42,M,Muharraq,Postpaid,2021-12-09,1,7.57,1
C1648,64,F,Riffa,Prepaid,2025-01-09,0,31.74,0
C1649,51,M,Manama,Postpaid,2021-06-30,0,24.53,4
C1650,31,M,Manama,Postpaid,2022-05-03,1,30.67,5
C1651,55,M,Riffa,Postpaid,2023-08-03,0,43.89,1
C1652,36,F,Isa Town,Postpaid,2022-04-06,1,27.17,2
C1653,24,M,Manama,Postpaid,2024-07-07,1,48.47,2
C1654,33,F,Manama,Prepaid,2023-03-11,1,47.82,5
C1655,25,F,Isa Town,Prepaid,2023-04-10,1,42.01,3
C1656,56,F,Muharraq,Prepaid,2023-03-12,1,13.4,1
C1657,44,M,Riffa,Postpaid,2022-03-29,1,20.56,3
C1658,45,F,Riffa,Prepaid,2020-10-24,1,24.28,1
C1659,39,M,Riffa,Postpaid,2025-06-04,1,11.07,1
C1660,52,M,Manama,Postpaid,2023-03-24,0,30.25,0
C1661,64,M,Isa Town,Prepaid,2025-07-14,1,45.61,4
C1662,22,M,Muharraq,Postpaid,2021-10-10,0,49.26,4
C1663,43,M,Riffa,Prepaid,2022-06-18,1,16.58,1
C1664,53,M,Manama,Prepaid,2020-12-13,0,37.76,4
C1665,24,F,Isa Town,Prepaid,2023-03-05,0,14.15,0
C1666,32,M,Manama,Postpaid,2025-02-10,0,40.65,3
C1667,59,F,Muharraq,Postpaid,2023-12-21,0,3.83,4
C1668,64,F,Manama,Prepaid,2023-01-19,0,4.78,4
C1669,43,M,Riffa,Postpaid,2023-05-20,1,25.62,0
C1670,37,F,Isa Town,Prepaid,2024-12-07,0,13.21,5
C1671,54,F,Isa Town,Postpaid,2022-11-08,1,4.65,3
C1672,53,F,Isa Town,Postpaid,2025-02-10,0,19.12,3
C1673,64,F,Riffa,Prepaid,2024-05-03,1,11.2,0
C1674,43,M,Isa Town,Postpaid,2024-07-08,1,28.16,5
C1675,37,F,Muharraq,Prepaid,2022-07-12,0,28.04,1
C1676,49,M,Manama,Prepaid,2022-09-13,1,30.82,3
C1677,51,M,Manama,Postpaid,2023-07-20,1,20.59,5
C1678,39,M,Manama,Postpaid,2021-09-02,1,43.57,2
C1679,62,M,Isa Town,Postpaid,2023-06-19,1,47.97,1
C1680,38,F,Isa Town,Prepaid,2021-01-24,0,21.29,0
C1681,42,M,Manama,Prepaid,2023-03-22,0,8.31,3
C1682,25,M,Isa Town,Postpaid,2024-07-09,0,31.31,4
C1683,49,M,Isa Town,Postpaid,2022-02-05,0,14.84,3
C1684,36,F,Riffa,Postpaid,2025-08-24,0,7.08,4
C1685,61,M,Riffa,Postpaid,2024-02-07,1,23.14,2
C1686,65,M,Muharraq,Postpaid,2021-04-17,0,15.88,1
C1687,27,F,Manama,Prepaid,2025-07-29,1,35.07,1
C1688,62,M,Isa Town,Postpaid,2022-09-01,0,3.06,3
C1689,56,M,Manama,Postpaid,2024-09-03,0,17.25,0
C1690,30,F,Riffa,Postpaid,2022-05-24,1,18.36,3
C1691,34,M,Manama,Prepaid,2025-05-24,0,36.53,2
C1692,29,F,Manama,Prepaid,2024-06-22,1,16.51,4
C1693,56,F,Isa Town,Prepaid,2021-09-10,0,0.13,1
C1694,31,M,Muharraq,Prepaid,2023-03-31,0,23.77,0
C1695,38,M,Manama,Prepaid,2023-03-14,1,21.27,3
C1696,38,F,Manama,Prepaid,2020-12-03,1,18.87,3
C1697,63,F,Riffa,Postpaid,2021-05-20,1,26.53,4
C1698,31,M,Riffa,Prepaid,2022-05-13,1,28.02,3
C1699,62,F,Manama,Postpaid,2023-01-25,1,8.9,2
C1700,47,F,Isa Town,Prepaid,2022-12-25,0,19.12,1
C1701,65,M,Muharraq,Postpaid,2023-09-24,1,26.3,0
C1702,55,F,Riffa,Prepaid,2023-04-11,1,45.79,4
C1703,18,F,Manama,Postpaid,2022-05-04,1,19.91,5
C1704,63,F,Riffa,Prepaid,2023-10-07,0,43.16,3
C1705,56,F,Isa Town,Prepaid,2021-07-05,1,37.5,5
C1706,52,M,Manama,Postpaid,2025-08-26,0,30.65,5
C1707,27,M,Muharraq,Prepaid,2024-05-24,1,41.7,0
C1708,21,F,Manama,Postpaid,2022-03-12,0,42.89,2
C1709,30,M,Riffa,Postpaid,2022-05-19,0,45.29,4
C1710,64,F,Manama,Postpaid,2024-11-03,1,41.89,5
C1711,21,M,Muharraq,Prepaid,2023-05-12,1,4.2,3
C1712,20,F,Muharraq,Postpaid,2024-03-29,0,31.76,0
C1713,37,F,Riffa,Prepaid,2022-03-13,1,23.31,5
C1714,23,F,Manama,Prepaid,2024-10-11,0,9.13,0
C1715,29,F,Manama,Prepaid,2022-07-16,0,10.88,2
C1716,47,M,Muharraq,Postpaid,2024-01-26,0,37.37,5
C1717,26,F,Manama,Postpaid,2025-08-07,1,8.9,1
C1718,54,F,Isa Town,Prepaid,2023-08-14,0,13.64,1
C1719,29,F,Riffa,Postpaid,2024-09-06,1,4.62,2
C1720,55,F,Riffa,Postpaid,2024-04-29,0,1.84,4
C1721,42,M,Muharraq,Postpaid,2024-02-21,1,32.3,5
C1722,36,M,Riffa,Postpaid,2020-10-30,0,25.66,1
C1723,34,M,Isa Town,Postpaid,2023-01-27,0,46.1,4
C1724,60,M,Isa Town,Prepaid,2025-07-14,1,29.34,2
C1725,54,F,Manama,Postpaid,2024-08-12,0,31.47,0
C1726,28,F,Isa Town,Postpaid,2024-07-31,1,32.39,0
C1727,29,F,Riffa,Prepaid,2023-08-03,1,27.34,0
C1728,46,F,Isa Town,Postpaid,2024-04-21,1,41.7,2
C1729,64,F,Riffa,Postpaid,2023-08-14,1,15.01,1
C1730,50,M,Isa Town,Postpaid,2021-07-20,1,47.7,3
C1731,55,M,Muharraq,Prepaid,2023-11-05,1,44.33,5
C1732,51,M,Muharraq,Prepaid,2023-10-19,1,39.43,0
C1733,23,F,Muharraq,Postpaid,2024-11-26,1,19.8,3
C1734,18,M,Muharraq,Prepaid,2021-06-08,1,15.38,1
C1735,33,M,Isa Town,Prepaid,2024-02-07,0,7.71,4
C1736,41,M,Isa Town,Prepaid,2020-11-08,1,5.0,4
C1737,61,F,Muharraq,Postpaid,2025-06-10,1,41.57,5
C1738,33,M,Isa Town,Prepaid,2021-03-31,1,38.15,1
C1739,43,F,Riffa,Postpaid,2020-10-16,1,26.71,2
C1740,49,M,Muharraq,Prepaid,2022-04-08,0,18.46,2
C1741,50,M,Isa Town,Prepaid,2021-06-15,0,6.9,1
C1742,20,M,Riffa,Postpaid,2024-02-25,0,16.98,5
C1743,29,F,Muharraq,Postpaid,2022-10-01,1,19.34,3
C1744,20,F,Isa Town,Prepaid,2024-07-28,0,19.91,4
C1745,24,F,Manama,Postpaid,2025-04-20,0,32.79,3
C1746,18,M,Riffa,Prepaid,2025-01-23,1,34.31,0
C1747,49,F,Isa Town,Prepaid,2024-05-18,1,21.25,5
C1748,58,M,Isa Town,Postpaid,2021-01-03,1,35.6,4
C1749,41,M,Muharraq,Postpaid,2021-05-22,1,43.52,0
C1750,27,M,Riffa,Postpaid,2021-09-25,0,25.74,4
C1751,64,F,Isa Town,Prepaid,2022-04-28,1,14.09,0
C1752,49,F,Riffa,Prepaid,2024-01-04,1,12.62,2
C1753,61,F,Manama,Postpaid,2023-04-30,0,14.66,3
C1754,19,F,Riffa,Postpaid,2022-04-08,0,29.79,2
C1755,64,M,Isa Town,Prepaid,2021-07-25,0,4.2,0
C1756,26,M,Isa Town,Postpaid,2025-04-05,1,17.27,3
C1757,62,M,Isa Town,Prepaid,2022-05-30,0,16.33,0
C1758,27,M,Isa Town,Prepaid,2022-06-21,1,46.37,5
C1759,37,F,Isa Town,Prepaid,2024-07-23,0,47.52,2
C1760,64,M,Isa Town,Prepaid,2024-04-21,0,28.54,2
C1761,57,M,Manama,Postpaid,2023-12-01,1,10.76,3
C1762,35,M,Riffa,Prepaid,2024-03-01,1,45.49,5
C1763,36,F,Manama,Postpaid,2023-10-01,0,0.94,3
C1764,60,M,Riffa,Postpaid,2021-08-29,1,29.95,5
C1765,38,M,Muharraq,Prepaid,2021-12-06,0,35.45,1
C1766,22,F,Isa Town,Postpaid,2023-06-28,1,27.07,3
C1767,53,M,Riffa,Postpaid,2021-10-27,1,17.32,3
C1768,27,F,Isa Town,Prepaid,2025-07-25,0,33.65,2
C1769,43,M,Manama,Postpaid,2022-03-09,1,4.15,5
C1770,51,F,Riffa,Postpaid,2022-02-22,1,22.57,3
C1771,19,M,Muharraq,Postpaid,2021-09-25,1,20.77,0
C1772,36,F,Muharraq,Postpaid,2024-03-23,0,18.92,0
C1773,24,F,Muharraq,Prepaid,2022-04-14,0,28.54,1
C1774,28,F,Isa Town,Postpaid,2022-06-11,0,20.91,4
C1775,35,F,Riffa,Prepaid,2025-05-14,1,25.12,4
C1776,43,M,Isa Town,Postpaid,2024-09-04,1,14.31,3
C1777,28,M,Isa Town,Postpaid,2022-01-24,0,26.63,2
C1778,47,M,Manama,Postpaid,2021-04-22,1,48.71,3
C1779,30,M,Muharraq,Prepaid,2024-01-31,0,29.98,5
C1780,44,M,Riffa,Prepaid,2022-08-06,0,28.47,3
C1781,61,M,Riffa,Prepaid,2025-08-07,1,27.6,1
C1782,28,F,Riffa,Prepaid,2024-10-16,0,23.61,5
C1783,30,F,Muharraq,Postpaid,2025-06-22,0,44.72,1
C1784,54,F,Isa Town,Prepaid,2024-09-21,1,49.49,1
C1785,47,M,Riffa,Prepaid,2022-02-24,0,23.11,0
C1786,18,M,Isa Town,Postpaid,2022-02-19,1,3.52,3
C1787,34,M,Manama,Postpaid,2024-04-08,1,41.39,0
C1788,36,F,Manama,Postpaid,2022-06-06,1,35.83,4
C1789,58,F,Isa Town,Prepaid,2022-11-29,0,7.3,2
C1790,55,M,Muharraq,Postpaid,2021-12-24,1,32.83,1
C1791,33,F,Muharraq,Postpaid,2023-02-04,0,16.5,5
C1792,22,F,Isa Town,Prepaid,2021-09-16,1,17.12,5
C1793,46,F,Isa Town,Postpaid,2023-05-23,1,29.72,1
C1794,27,F,Manama,Prepaid,2025-05-13,1,28.18,5
C1795,36,F,Muharraq,Postpaid,2024-03-06,1,35.65,5
C1796,36,M,Muharraq,Prepaid,2021-05-20,1,42.96,2
C1797,58,M,Manama,Prepaid,2023-10-11,1,7.42,0
C1798,34,F,Isa Town,Postpaid,2023-08-20,0,48.62,5
C1799,27,F,Riffa,Postpaid,2021-11-28,1,32.42,4
C1800,48,M,Isa Town,Postpaid,2024-01-18,0,33.44,0
C1801,39,M,Riffa,Prepaid,2023-05-10,0,7.5,4
C1802,64,M,Muharraq,Postpaid,2023-11-21,1,22.97,5
C1803,18,M,Muharraq,Postpaid,2020-12-16,0,19.92,0
C1804,39,M,Riffa,Prepaid,2022-10-07,0,22.33,4
C1805,33,M,Riffa,Prepaid,2024-04-14,0,11.42,5
C1806,47,M,Manama,Postpaid,2021-03-14,1,4.57,1
C1807,64,M,Muharraq,Postpaid,2024-07-21,0,10.39,1
C1808,55,F,Isa Town,Prepaid,2020-09-21,0,15.94,5
C1809,22,M,Isa Town,Prepaid,2023-06-14,1,4.17,1
C1810,24,M,Isa Town,Postpaid,2025-05-06,0,29.09,0
C1811,64,F,Muharraq,Postpaid,2022-09-25,0,12.59,3
C1812,56,F,Isa Town,Prepaid,2025-05-17,1,25.36,4
C1813,36,F,Riffa,Prepaid,2025-02-02,1,13.76,4
C1814,50,F,Isa Town,Prepaid,2023-02-01,0,24.38,2
C1815,50,F,Isa Town,Prepaid,2021-09-11,0,3.28,3
C1816,61,F,Manama,Postpaid,2025-07-09,1,31.89,4
C1817,29,M,Manama,Prepaid,2022-04-21,0,15.36,2
C1818,38,F,Manama,Postpaid,2023-12-06,0,28.55,1
C1819,38,M,Muharraq,Postpaid,2025-03-28,0,42.62,4
C1820,60,M,Riffa,Postpaid,2021-02-22,1,38.99,2
C1821,32,F,Isa Town,Postpaid,2023-07-27,1,7.25,2
C1822,64,F,Riffa,Postpaid,2023-05-17,1,21.26,3
C1823,44,M,Isa Town,Prepaid,2024-04-25,1,17.68,1
C1824,47,F,Manama,Prepaid,2025-05-20,0,33.1,2
C1825,36,F,Manama,Postpaid,2025-04-07,1,39.55,2
C1826,53,M,Muharraq,Postpaid,2021-07-28,1,5.34,1
C1827,28,F,Isa Town,Postpaid,2025-02-09,0,39.06,3
C1828,62,F,Muharraq,Postpaid,2021-07-30,1,2.97,0
C1829,58,F,Riffa,Postpaid,2025-04-19,1,46.18,0
C1830,48,M,Manama,Postpaid,2025-09-07,1,41.22,1
C1831,55,F,Muharraq,Prepaid,2022-09-07,1,12.26,4
C1832,52,F,Riffa,Prepaid,2023-03-06,0,38.61,0
C1833,62,F,Riffa,Postpaid,2025-05-20,0,9.21,3
C1834,32,F,Riffa,Postpaid,2025-07-05,0,33.88,5
C1835,34,F,Manama,Prepaid,2025-04-30,0,32.11,3
C1836,43,F,Manama,Prepaid,2025-01-30,1,0.81,3
C1837,20,F,Isa Town,Postpaid,2020-09-28,1,31.72,5
C1838,22,M,Manama,Prepaid,2023-07-16,0,28.7,3
C1839,57,M,Manama,Postpaid,2021-03-27,1,23.29,5
C1840,27,F,Manama,Prepaid,2025-08-12,1,22.7,5
C1841,65,F,Manama,Postpaid,2022-02-13,1,0.32,3
C1842,19,M,Muharraq,Postpaid,2025-08-24,1,7.52,1
C1843,55,F,Isa Town,Prepaid,2023-06-01,1,44.66,5
C1844,54,M,Muharraq,Prepaid,2023-03-03,0,15.42,0
C1845,19,M,Muharraq,Postpaid,2025-05-23,0,16.37,2
C1846,32,M,Muharraq,Postpaid,2024-12-14,0,21.21,2
C1847,32,M,Riffa,Prepaid,2023-01-15,0,43.88,3
C1848,25,F,Manama,Postpaid,2021-08-30,0,19.02,3
C1849,46,F,Muharraq,Prepaid,2021-04-05,1,29.51,0
C1850,23,M,Manama,Prepaid,2021-07-05,0,6.02,3
C1851,65,F,Riffa,Postpaid,2022-12-29,0,10.52,0
C1852,50,F,Isa Town,Postpaid,2021-12-26,0,47.24,0
C1853,18,F,Isa Town,Postpaid,2021-08-18,0,17.73,2
C1854,22,F,Riffa,Prepaid,2024-05-19,0,32.52,3
C1855,48,M,Riffa,Postpaid,2024-08-26,0,7.04,1
C1856,29,M,Muharraq,Prepaid,2023-07-16,0,34.75,0
C1857,21,M,Riffa,Postpaid,2024-06-26,1,41.16,3
C1858,29,M,Muharraq,Prepaid,2021-07-29,1,43.95,0
C1859,28,M,Isa Town,Prepaid,2024-12-24,1,20.18,2
C1860,34,F,Manama,Prepaid,2025-03-08,1,1.42,3
C1861,20,M,Isa Town,Prepaid,2024-10-31,1,38.13,5
C1862,51,M,Muharraq,Prepaid,2023-04-11,0,17.43,1
C1863,23,F,Manama,Prepaid,2021-02-17,1,23.22,3
C1864,52,F,Muharraq,Prepaid,2024-01-17,1,23.81,2
C1865,26,F,Riffa,Prepaid,2021-08-15,1,24.64,4
C1866,30,M,Muharraq,Prepaid,2021-05-26,0,11.28,0
C1867,65,M,Isa Town,Postpaid,2022-04-26,0,12.49,2
C1868,29,F,Riffa,Postpaid,2021-12-09,1,37.99,1
C1869,38,F,Riffa,Prepaid,2022-01-01,0,37.4,3
C1870,58,M,Muharraq,Prepaid,2021-11-16,0,7.15,0
C1871,33,M,Isa Town,Postpaid,2024-06-20,0,28.6,3
C1872,40,M,Isa Town,Postpaid,2025-06-21,0,22.66,2
C1873,52,F,Manama,Postpaid,2022-03-17,1,16.86,1
C1874,34,F,Isa Town,Postpaid,2024-04-24,0,33.4,2
C1875,51,F,Manama,Postpaid,2020-10-02,1,32.11,4
C1876,26,M,Muharraq,Postpaid,2023-12-20,0,6.01,5
C1877,36,M,Riffa,Postpaid,2024-02-29,1,21.81,0
C1878,50,M,Isa Town,Prepaid,2021-01-03,0,42.0,1
C1879,19,M,Riffa,Prepaid,2021-04-15,0,40.01,2
C1880,52,M,Muharraq,Postpaid,2022-03-26,0,5.01,1
C1881,58,M,Muharraq,Postpaid,2022-09-22,0,13.92,3
C1882,36,F,Isa Town,Postpaid,2023-03-19,1,16.1,5
C1883,37,M,Manama,Postpaid,2025-03-05,1,10.44,5
C1884,57,M,Manama,Postpaid,2024-03-20,0,7.19,1
C1885,33,F,Muharraq,Postpaid,2022-04-03,1,29.57,1
C1886,40,M,Muharraq,Postpaid,2021-04-14,0,44.63,0
C1887,64,M,Muharraq,Postpaid,2025-04-12,0,33.61,2
C1888,18,M,Riffa,Prepaid,2022-03-05,1,11.61,3
C1889,37,M,Isa Town,Prepaid,2023-10-09,0,44.01,5
C1890,39,F,Manama,Postpaid,2021-10-17,1,5.64,3
C1891,45,M,Isa Town,Postpaid,2021-05-14,0,26.14,0
C1892,64,F,Muharraq,Postpaid,2021-06-18,1,21.08,5
C1893,24,F,Riffa,Postpaid,2024-06-09,1,20.98,2
C1894,40,M,Manama,Prepaid,2023-09-23,1,12.14,3
C1895,32,F,Riffa,Prepaid,2022-10-11,1,28.03,4
C1896,42,F,Manama,Prepaid,2023-06-12,0,28.78,0
C1897,33,F,Isa Town,Postpaid,2023-01-20,0,17.37,3
C1898,47,M,Isa Town,Postpaid,2023-05-22,0,10.8,1
C1899,19,F,Manama,Postpaid,2024-01-08,1,40.09,5
C1900,47,F,Riffa,Postpaid,2021-10-16,1,48.68,1
C1901,35,F,Manama,Postpaid,2021-12-08,1,34.96,5
C1902,34,M,Muharraq,Postpaid,2024-06-21,1,37.67,1
C1903,49,M,Riffa,Postpaid,2025-01-24,0,15.83,2
C1904,24,M,Isa Town,Postpaid,2021-02-08,1,31.97,3
C1905,30,F,Isa Town,Postpaid,2022-12-07,1,40.29,2
C1906,28,M,Riffa,Prepaid,2024-03-20,0,9.49,2
C1907,50,F,Muharraq,Postpaid,2021-02-01,0,9.93,0
C1908,63,F,Riffa,Prepaid,2023-07-09,1,26.64,3
C1909,26,F,Manama,Postpaid,2021-01-02,0,16.19,1
C1910,46,M,Muharraq,Prepaid,2023-06-09,1,1.32,1
C1911,62,M,Muharraq,Prepaid,2023-03-24,1,32.39,1
C1912,27,M,Riffa,Prepaid,2023-07-25,0,42.88,3
C1913,46,F,Muharraq,Postpaid,2021-06-12,0,42.4,4
C1914,43,F,Riffa,Postpaid,2022-05-04,1,21.57,2
C1915,33,F,Riffa,Prepaid,2023-04-20,0,16.08,5
C1916,33,M,Manama,Postpaid,2021-04-12,1,5.24,4
C1917,32,F,Muharraq,Postpaid,2021-09-22,1,28.71,0
C1918,47,F,Isa Town,Postpaid,2023-08-13,0,47.66,1
C1919,19,F,Manama,Postpaid,2021-02-25,1,43.38,1
C1920,22,F,Manama,Postpaid,2023-04-02,1,47.37,5
C1921,19,F,Isa Town,Prepaid,2024-09-28,1,10.76,3
C1922,37,F,Riffa,Prepaid,2022-12-19,1,7.21,4
C1923,61,F,Manama,Prepaid,2023-04-07,1,29.37,0
C1924,57,M,Isa Town,Prepaid,2022-12-25,0,12.44,4
C1925,29,M,Manama,Postpaid,2020-12-26,0,16.59,0
C1926,43,F,Isa Town,Postpaid,2023-01-04,1,6.93,2
C1927,29,M,Riffa,Postpaid,2024-09-25,0,35.36,2
C1928,49,M,Muharraq,Postpaid,2024-04-25,1,10.03,2
C1929,59,M,Riffa,Postpaid,2022-09-05,0,26.19,0
C1930,56,M,Manama,Postpaid,2024-10-12,0,8.43,4
C1931,18,M,Riffa,Postpaid,2024-06-05,1,1.38,4
C1932,54,F,Manama,Prepaid,2023-08-04,0,31.82,3
C1933,29,M,Riffa,Prepaid,2020-12-03,0,29.99,4
C1934,29,F,Muharraq,Prepaid,2022-06-03,1,1.52,0
C1935,52,M,Riffa,Postpaid,2021-01-06,0,17.45,1
C1936,55,M,Manama,Postpaid,2025-09-02,0,30.18,4
C1937,39,F,Isa Town,Postpaid,2025-05-16,0,33.44,0
C1938,39,M,Riffa,Prepaid,2021-01-16,0,48.02,3
C1939,30,F,Manama,Postpaid,2025-05-15,0,45.83,3
C1940,60,M,Manama,Postpaid,2020-11-08,1,37.85,5
C1941,30,F,Riffa,Prepaid,2022-09-28,1,38.18,2
C1942,58,F,Isa Town,Postpaid,2024-07-17,1,4.12,0
C1943,49,M,Riffa,Postpaid,2024-07-12,1,15.29,2
C1944,61,M,Manama,Prepaid,2025-08-04,0,15.36,4
C1945,65,M,Riffa,Prepaid,2023-12-06,0,2.36,2
C1946,42,M,Riffa,Prepaid,2022-10-20,1,36.93,4
C1947,29,F,Manama,Prepaid,2025-08-30,0,22.86,1
C1948,32,F,Manama,Prepaid,2022-08-11,1,10.34,5
C1949,57,M,Manama,Postpaid,2025-01-17,0,45.02,0
C1950,36,M,Muharraq,Postpaid,2025-03-26,0,49.35,1
C1951,41,F,Manama,Prepaid,2022-07-30,0,29.94,4
C1952,60,F,Isa Town,Postpaid,2024-02-11,0,47.01,5
C1953,65,F,Isa Town,Prepaid,2024-01-04,1,41.18,3
C1954,35,M,Isa Town,Postpaid,2023-05-25,0,31.33,3
C1955,20,F,Muharraq,Prepaid,2023-12-20,0,31.88,0
C1956,28,F,Manama,Prepaid,2022-06-09,1,8.37,5
C1957,34,F,Riffa,Postpaid,2021-08-04,1,42.78,2
C1958,24,M,Isa Town,Prepaid,2023-05-21,0,27.74,3
C1959,30,M,Manama,Postpaid,2023-05-06,1,5.47,1
C1960,20,F,Muharraq,Prepaid,2024-05-03,0,12.09,4
C1961,41,F,Muharraq,Postpaid,2021-10-23,0,33.14,4
C1962,30,M,Riffa,Prepaid,2020-09-18,0,47.43,2
C1963,34,M,Riffa,Postpaid,2020-10-23,0,45.08,0
C1964,43,F,Muharraq,Postpaid,2022-03-11,0,11.26,5
C1965,30,F,Isa Town,Prepaid,2024-01-25,1,3.47,1
C1966,56,F,Muharraq,Prepaid,2023-06-03,1,2.84,5
C1967,22,F,Manama,Prepaid,2023-05-11,1,18.52,1
C1968,24,M,Manama,Postpaid,2024-10-25,0,28.14,3
C1969,54,M,Muharraq,Prepaid,2021-12-08,0,0.99,3
C1970,54,F,Riffa,Postpaid,2022-06-06,1,45.51,1
C1971,61,F,Riffa,Postpaid,2022-01-28,1,23.96,1
C1972,47,F,Muharraq,Prepaid,2025-05-21,1,31.85,1
