call_id,customer_id,call_type,duration_min,date
CL2469,C080,data,17.22,2025-04-29
CL2470,C014,voice,27.78,2025-04-06
CL2471,C099,voice,20.62,2024-10-09
CL2472,C023,SMS,29.11,2025-05-07
CL2473,C067,voice,51.73,2025-08-11
CL2474,C027,voice,18.81,2025-08-21
CL2475,C082,voice,38.4,2025-05-05
CL2476,C030,data,31.06,2024-12-24
CL2477,C081,data,0.83,2025-04-25
CL2478,C043,SMS,16.67,2025-02-23
CL2479,C005,SMS,0.64,2025-06-12
CL2480,C081,data,42.98,2025-05-19
CL2481,C079,data,51.81,2025-04-24
CL2482,C007,voice,42.47,2025-01-16
CL2483,C071,data,44.78,2025-09-08
CL2484,C074,voice,20.65,2025-02-25
CL2485,C001,SMS,6.33,2025-08-14
CL2486,C063,SMS,11.26,2024-11-07
CL2487,C027,data,8.46,2025-03-27
CL2488,C059,SMS,4.81,2025-01-21
CL2489,C031,SMS,33.79,2024-11-03
CL2490,C056,SMS,58.84,2025-05-03
CL2491,C076,SMS,42.53,2024-11-14
CL2492,C072,voice,1.21,2025-09-01
CL2493,C024,voice,8.67,2025-09-12
CL2494,C034,voice,6.39,2025-07-31
CL2495,C029,data,10.03,2025-01-24
CL2496,C011,SMS,36.96,2024-09-19
CL2497,C081,SMS,45.6,2025-07-03
CL2498,C040,voice,56.38,2024-11-03
CL2499,C019,SMS,38.24,2025-02-27
CL2500,C063,SMS,1.06,2025-05-30
CL2501,C001,data,17.67,2025-03-29
CL2502,C039,voice,27.19,2024-12-04
CL2503,C013,SMS,4.67,2025-02-06
CL2504,C075,SMS,31.96,2025-07-16
CL2505,C092,voice,25.45,2025-01-19
CL2506,C007,SMS,42.03,2025-08-22
CL2507,C030,SMS,2.88,2025-02-13
CL2508,C011,voice,2.67,2025-02-11
CL2509,C045,SMS,11.58,2025-06-07
CL2510,C073,SMS,12.76,2025-02-21
CL2511,C058,data,7.29,2025-02-01
CL2512,C022,voice,13.62,2025-01-23
CL2513,C016,SMS,29.43,2025-01-09
CL2514,C054,voice,36.07,2025-02-04
CL2515,C075,SMS,58.55,2025-06-03
CL2516,C095,data,33.26,2024-11-26
CL2517,C085,SMS,46.58,2024-11-30
CL2518,C040,data,58.29,2024-11-20
CL2519,C037,SMS,49.12,2024-11-22
CL2520,C084,data,15.15,2025-07-28
CL2521,C045,voice,40.13,2025-05-11
CL2522,C041,SMS,3.41,2025-04-26
CL2523,C028,data,38.21,2025-08-07
CL2524,C022,SMS,53.02,2025-03-31
CL2525,C064,SMS,55.22,2025-06-18
CL2526,C068,SMS,58.24,2025-02-08
CL2527,C017,SMS,5.59,2025-05-05
CL2528,C045,SMS,44.33,2024-11-29
CL2529,C030,SMS,3.73,2024-11-02
CL2530,C090,SMS,42.77,2024-10-21
CL2531,C095,data,27.38,2025-05-08
CL2532,C077,SMS,52.1,2024-12-30
CL2533,C070,data,54.56,2025-07-13
CL2534,C072,SMS,30.62,2025-06-22
CL2535,C038,voice,27.75,2025-04-28
CL2536,C054,SMS,37.23,2024-09-30
CL2537,C029,data,46.08,2024-11-30
CL2538,C028,SMS,35.97,2025-04-01
CL2539,C074,SMS,44.42,2024-11-08
CL2540,C077,data,39.98,2025-01-30
CL2541,C063,voice,2.27,2025-03-20
CL2542,C007,voice,53.72,2024-11-16
CL2543,C021,voice,4.18,2025-02-21
CL2544,C070,voice,7.56,2025-05-23
CL2545,C034,SMS,31.97,2025-01-31
CL2546,C012,voice,53.08,2025-05-14
CL2547,C076,data,58.3,2024-12-21
CL2548,C032,voice,13.09,2025-06-12
CL2549,C056,voice,41.28,2025-04-06
CL2550,C085,SMS,34.7,2024-11-08
CL2551,C028,SMS,41.87,2025-02-06
CL2552,C089,voice,44.79,2025-06-25
CL2553,C078,voice,29.52,2024-11-23
CL2554,C015,voice,54.61,2025-02-09
CL2555,C013,SMS,24.18,2025-03-02
CL2556,C072,SMS,50.34,2025-07-26
CL2557,C014,voice,15.37,2024-10-29
CL2558,C001,voice,25.0,2025-08-18
CL2559,C006,data,16.41,2025-01-05
CL2560,C030,data,42.09,2025-08-19
CL2561,C097,data,24.31,2025-04-24
CL2562,C015,voice,31.93,2025-06-08
CL2563,C072,voice,26.49,2025-07-29
CL2564,C005,SMS,15.06,2025-05-17
CL2565,C065,data,5.26,2025-06-27
CL2566,C039,data,31.0,2024-10-13
CL2567,C009,data,54.24,2024-09-15
CL2568,C015,voice,0.5,2025-07-24
CL2569,C019,SMS,55.95,2024-10-01
CL2570,C009,data,19.29,2025-07-21
CL2571,C003,voice,40.26,2025-01-04
CL2572,C054,SMS,44.03,2025-08-08
CL2573,C086,voice,20.73,2024-11-25
CL2574,C003,data,36.94,2024-11-06
CL2575,C064,data,49.1,2024-11-28
CL2576,C043,SMS,31.85,2025-07-16
CL2577,C012,voice,39.02,2025-01-22
CL2578,C033,voice,5.08,2025-08-10
CL2579,C029,voice,36.27,2025-04-13
CL2580,C013,SMS,35.3,2025-07-12
CL2581,C078,voice,53.73,2025-03-04
CL2582,C067,data,9.71,2025-05-27
CL2583,C021,voice,22.34,2024-12-27
CL2584,C079,SMS,14.91,2024-10-19
CL2585,C092,SMS,49.64,2025-04-05
CL2586,C022,SMS,10.4,2025-08-07
CL2587,C035,SMS,6.7,2024-11-06
CL2588,C077,data,14.39,2025-02-10
CL2589,C013,SMS,19.41,2025-03-25
CL2590,C022,SMS,40.6,2025-04-26
CL2591,C057,data,55.82,2024-11-08
CL2592,C001,data,28.79,2025-04-02
CL2593,C018,data,15.49,2025-03-02
CL2594,C002,voice,24.06,2025-09-06
CL2595,C068,voice,1.24,2025-05-22
CL2596,C089,voice,40.04,2025-08-08
CL2597,C046,data,17.59,2025-09-04
CL2598,C056,data,16.52,2025-05-12
CL2599,C096,data,57.3,2024-11-04
CL2600,C049,data,55.51,2025-02-21
CL2601,C055,SMS,56.79,2025-06-15
CL2602,C063,voice,29.31,2024-10-31
CL2603,C064,data,19.15,2025-01-29
CL2604,C029,voice,34.9,2025-01-28
CL2605,C017,voice,38.35,2024-11-13
CL2606,C042,data,20.26,2024-09-19
CL2607,C038,SMS,6.96,2025-05-21
CL2608,C076,voice,0.76,2025-07-08
CL2609,C010,data,49.36,2025-08-18
CL2610,C079,voice,13.52,2025-04-14
CL2611,C072,voice,15.61,2024-11-17
CL2612,C002,voice,3.31,2025-08-05
CL2613,C022,voice,57.66,2025-09-02
CL2614,C065,voice,47.04,2025-08-24
CL2615,C026,SMS,16.67,2025-04-07
CL2616,C039,SMS,23.33,2025-08-02
CL2617,C026,voice,35.81,2025-09-08
CL2618,C084,voice,23.04,2025-08-02
CL2619,C074,SMS,33.19,2024-10-07
CL2620,C096,SMS,46.51,2024-10-31
CL2621,C035,voice,55.44,2024-12-30
CL2622,C053,SMS,19.02,2025-02-03
CL2623,C048,voice,20.22,2024-11-05
CL2624,C013,SMS,39.95,2025-09-10
CL2625,C020,data,14.29,2025-06-28
CL2626,C007,voice,59.11,2025-05-14
CL2627,C068,data,12.56,2025-08-29
CL2628,C036,data,59.18,2025-01-07
CL2629,C017,data,16.38,2025-05-30
CL2630,C038,SMS,20.01,2025-08-25
CL2631,C006,SMS,18.95,2024-10-12
CL2632,C083,voice,49.16,2025-04-20
CL2633,C087,data,8.93,2025-07-01
CL2634,C070,voice,12.18,2024-09-17
CL2635,C063,data,41.22,2025-08-04
CL2636,C035,voice,59.49,2025-02-11
CL2637,C002,voice,0.72,2024-11-12
CL2638,C043,SMS,32.06,2025-07-20
CL2639,C074,SMS,28.71,2024-11-21
CL2640,C007,voice,56.35,2024-12-23
CL2641,C093,SMS,49.95,2025-03-21
CL2642,C078,SMS,18.58,2025-08-13
CL2643,C018,data,9.6,2025-03-10
CL2644,C015,SMS,35.15,2025-08-09
CL2645,C088,data,36.61,2024-10-01
CL2646,C022,data,30.25,2024-12-08
CL2647,C073,SMS,35.22,2025-01-02
CL2648,C059,data,14.42,2025-02-23
CL2649,C038,data,52.22,2025-02-17
CL2650,C041,data,26.23,2024-09-26
CL2651,C025,SMS,28.69,2025-06-13
CL2652,C017,data,12.38,2025-06-17
CL2653,C011,SMS,8.04,2025-02-26
CL2654,C087,SMS,2.48,2024-10-11
CL2655,C089,SMS,35.82,2025-04-01
CL2656,C071,voice,19.12,2024-10-29
CL2657,C041,data,7.61,2025-09-05
CL2658,C004,voice,5.1,2025-04-28
CL2659,C048,SMS,18.85,2025-06-07
CL2660,C047,voice,11.19,2024-09-19
CL2661,C048,SMS,14.49,2025-01-29
CL2662,C087,data,41.99,2025-08-09
CL2663,C035,data,49.25,2025-01-29
CL2664,C091,voice,9.23,2024-09-25
CL2665,C001,data,13.75,2025-05-15
CL2666,C067,SMS,51.17,2025-05-25
CL2667,C098,voice,26.79,2025-01-12
CL2668,C067,data,51.52,2025-07-02
CL2669,C092,voice,28.98,2025-07-21
CL2670,C093,voice,47.94,2025-06-25
CL2671,C085,voice,22.7,2025-02-08
CL2672,C008,data,42.43,2025-01-15
CL2673,C048,data,49.44,2025-08-23
CL2674,C058,voice,9.95,2025-06-02
CL2675,C019,voice,14.93,2025-04-02
CL2676,C018,SMS,53.11,2025-03-09
CL2677,C012,SMS,54.16,2024-12-18
CL2678,C037,voice,23.9,2025-08-12
CL2679,C094,data,32.09,2025-08-14
CL2680,C100,voice,10.44,2024-10-13
CL2681,C079,data,49.61,2025-05-13
CL2682,C011,voice,16.72,2025-01-06
CL2683,C027,SMS,33.36,2025-03-17
CL2684,C084,data,39.07,2024-10-23
CL2685,C005,data,25.38,2025-07-05
CL2686,C091,data,16.61,2025-07-04
CL2687,C043,SMS,41.87,2024-10-21
CL2688,C062,voice,26.59,2024-10-09
CL2689,C045,SMS,12.22,2025-01-26
CL2690,C018,data,56.23,2024-11-07
CL2691,C027,data,44.81,2025-07-02
CL2692,C038,data,17.83,2025-06-24
CL2693,C090,SMS,5.23,2025-07-25
CL2694,C051,SMS,14.41,2024-09-15
CL2695,C083,data,43.71,2024-09-16
CL2696,C007,data,9.66,2025-07-04
CL2697,C032,data,26.83,2025-07-27
CL2698,C015,data,13.14,2025-04-25
CL2699,C021,SMS,16.1,2024-11-08
CL2700,C025,voice,26.5,2025-04-29
CL2701,C037,data,51.87,2025-07-27
CL2702,C062,SMS,14.89,2025-02-27
CL2703,C011,data,32.08,2025-07-28
CL2704,C098,SMS,52.17,2025-06-26
CL2705,C058,data,26.01,2024-10-20
CL2706,C087,SMS,58.51,2024-10-26
CL2707,C048,voice,8.96,2025-05-27
CL2708,C066,SMS,56.76,2024-11-24
CL2709,C044,data,33.83,2025-06-12
CL2710,C012,data,18.52,2024-10-11
CL2711,C047,voice,28.78,2024-10-15
CL2712,C098,voice,30.94,2025-08-26
CL2713,C012,data,39.42,2024-09-13
CL2714,C004,data,21.33,2025-06-28
CL2715,C002,data,47.83,2024-12-06
CL2716,C008,voice,9.04,2024-09-30
CL2717,C046,voice,22.52,2024-10-11
CL2718,C043,data,36.42,2025-01-07
CL2719,C047,voice,36.05,2025-03-24
CL2720,C024,voice,46.27,2025-03-05
CL2721,C091,data,19.81,2024-11-23
CL2722,C053,voice,0.68,2025-09-08
CL2723,C054,data,45.27,2025-04-21
CL2724,C038,voice,0.63,2024-11-19
CL2725,C023,voice,50.95,2024-12-26
CL2726,C073,SMS,48.63,2025-05-17
CL2727,C080,SMS,28.1,2025-07-25
CL2728,C007,SMS,48.29,2024-10-04
CL2729,C012,voice,23.65,2024-11-18
CL2730,C003,voice,44.72,2024-09-14
CL2731,C011,data,14.34,2024-11-15
CL2732,C001,voice,8.58,2024-11-23
CL2733,C028,data,9.99,2024-11-03
CL2734,C046,data,18.63,2025-03-29
CL2735,C026,data,29.89,2025-09-03
CL2736,C034,SMS,12.86,2025-05-26
CL2737,C056,data,50.87,2025-05-27
CL2738,C052,voice,47.55,2024-10-09
CL2739,C050,SMS,42.43,2024-11-19
CL2740,C013,voice,5.31,2025-01-07
CL2741,C051,voice,57.93,2025-09-10
CL2742,C022,SMS,19.2,2024-11-10
CL2743,C049,voice,10.48,2025-05-02
CL2744,C030,data,38.36,2025-04-16
CL2745,C019,SMS,41.56,2025-04-20
CL2746,C069,SMS,13.46,2025-03-16
CL2747,C055,data,44.32,2024-12-25
CL2748,C093,voice,36.04,2025-02-15
CL2749,C076,SMS,42.02,2025-07-10
CL2750,C059,data,11.82,2025-06-08
CL2751,C011,voice,21.32,2025-03-25
CL2752,C013,SMS,37.98,2025-05-09
CL2753,C095,SMS,4.65,2025-09-01
CL2754,C008,data,49.75,2024-12-13
CL2755,C053,SMS,12.4,2025-06-15
CL2756,C044,data,42.49,2024-10-05
CL2757,C069,SMS,43.99,2024-10-04
CL2758,C009,SMS,38.78,2025-01-15
CL2759,C026,data,51.24,2025-06-07
CL2760,C008,data,37.21,2025-04-26
CL2761,C072,voice,39.42,2025-07-08
CL2762,C031,SMS,9.47,2024-10-11
CL2763,C036,data,36.41,2025-06-18
CL2764,C002,data,5.26,2025-06-01
CL2765,C022,data,43.84,2024-09-16
CL2766,C069,voice,3.64,2025-06-11
CL2767,C054,SMS,50.28,2024-10-14
CL2768,C053,voice,57.11,2025-04-15
CL2769,C041,SMS,39.65,2025-08-13
CL2770,C076,data,13.09,2025-01-22
CL2771,C087,voice,16.45,2025-05-19
CL2772,C091,data,39.3,2025-05-18
CL2773,C089,SMS,36.5,2024-10-06
CL2774,C022,data,55.22,2024-12-17
CL2775,C056,voice,46.18,2025-07-16
CL2776,C080,data,33.97,2025-02-23
CL2777,C053,data,1.15,2025-06-10
CL2778,C024,data,25.57,2025-03-06
CL2779,C073,data,36.97,2025-03-13
CL2780,C007,voice,19.55,2025-06-18
CL2781,C058,SMS,17.14,2025-01-04
CL2782,C022,data,17.63,2025-09-12
CL2783,C035,SMS,8.95,2024-11-20
CL2784,C072,voice,50.5,2025-04-14
CL2785,C012,data,53.53,2024-09-27
CL2786,C020,SMS,22.13,2025-01-19
CL2787,C021,SMS,24.02,2025-03-01
CL2788,C094,data,4.4,2025-02-27
CL2789,C083,data,11.33,2025-08-15
CL2790,C057,voice,36.54,2025-07-18
CL2791,C024,voice,14.73,2025-09-02
CL2792,C079,data,1.82,2025-02-28
CL2793,C051,SMS,1.65,2025-08-07
CL2794,C017,data,24.44,2025-02-24
CL2795,C010,SMS,21.66,2024-11-03
CL2796,C007,voice,42.86,2025-06-13
CL2797,C036,voice,18.1,2025-02-12
CL2798,C086,voice,45.1,2024-09-20
CL2799,C027,SMS,58.87,2024-11-02
CL2800,C013,SMS,25.35,2025-01-05
CL2801,C086,data,37.21,2025-09-09
CL2802,C015,voice,55.08,2025-05-01
CL2803,C062,SMS,50.65,2025-02-05
CL2804,C028,data,23.03,2024-09-17
CL2805,C003,SMS,28.21,2025-06-28
CL2806,C004,SMS,49.54,2025-05-12
CL2807,C020,voice,39.79,2024-11-14
CL2808,C055,SMS,43.4,2025-04-17
CL2809,C064,data,32.1,2024-11-18
CL2810,C025,SMS,42.08,2024-10-16
CL2811,C088,SMS,15.33,2025-02-02
CL2812,C090,data,5.02,2024-11-05
CL2813,C020,voice,23.56,2025-01-13
CL2814,C039,voice,19.8,2024-09-19
CL2815,C085,SMS,15.46,2025-02-02
CL2816,C026,voice,30.51,2025-01-01
CL2817,C002,data,57.45,2025-08-27
CL2818,C045,voice,37.44,2025-04-01
CL2819,C021,voice,4.38,2024-12-04
CL2820,C053,voice,43.54,2025-03-09
CL2821,C080,voice,10.83,2025-06-03
CL2822,C024,SMS,1.02,2025-02-17
CL2823,C100,data,50.44,2025-08-24
CL2824,C038,data,1.48,2024-11-09
CL2825,C084,SMS,18.03,2025-09-01
CL2826,C026,data,14.96,2024-10-03
CL2827,C011,SMS,8.83,2025-08-29
CL2828,C032,voice,19.56,2024-10-06
CL2829,C097,voice,30.84,2025-01-08
CL2830,C036,SMS,56.35,2025-03-05
CL2831,C004,voice,34.38,2024-12-26
CL2832,C026,voice,8.59,2024-12-07
CL2833,C062,SMS,51.49,2025-08-23
CL2834,C027,data,57.45,2025-07-03
CL2835,C016,data,6.66,2025-02-11
CL2836,C053,SMS,30.28,2024-09-16
CL2837,C005,SMS,15.85,2025-01-02
CL2838,C028,data,30.96,2024-11-09
CL2839,C043,data,4.25,2025-04-30
CL2840,C079,data,30.67,2025-05-20
CL2841,C052,data,14.54,2025-02-16
CL2842,C015,data,41.12,2024-10-26
CL2843,C042,data,58.62,2024-10-29
CL2844,C002,data,27.36,2024-12-24
CL2845,C075,voice,47.24,2025-06-04
CL2846,C038,SMS,12.41,2025-07-04
CL2847,C041,voice,30.13,2025-07-25
CL2848,C030,data,7.0,2025-01-25
CL2849,C069,SMS,53.36,2025-09-02
CL2850,C031,SMS,27.84,2024-10-05
CL2851,C031,voice,21.41,2025-02-22
CL2852,C086,data,15.84,2025-02-11
CL2853,C006,data,58.84,2024-11-27
CL2854,C041,data,54.29,2025-01-09
CL2855,C032,voice,54.65,2024-12-06
CL2856,C083,SMS,40.92,2025-07-28
CL2857,C095,voice,59.12,2025-01-04
CL2858,C026,data,19.98,2025-08-13
CL2859,C003,SMS,34.76,2025-09-02
CL2860,C068,SMS,51.9,2025-06-26
CL2861,C032,voice,44.01,2025-04-03
CL2862,C080,voice,10.06,2025-04-11
CL2863,C035,SMS,44.99,2025-01-11
CL2864,C085,voice,28.66,2024-11-22
CL2865,C070,voice,49.73,2024-10-28
CL2866,C051,SMS,15.44,2025-01-07
CL2867,C040,data,22.21,2025-05-01
CL2868,C083,SMS,48.73,2025-09-02
CL2869,C071,data,55.03,2024-12-04
CL2870,C066,data,10.65,2025-04-16
CL2871,C096,data,21.72,2024-12-07
CL2872,C041,voice,9.27,2025-07-08
CL2873,C099,voice,44.53,2025-03-09
CL2874,C014,data,43.08,2025-03-02
CL2875,C054,voice,24.03,2024-09-19
CL2876,C029,data,30.06,2025-03-18
CL2877,C090,data,55.58,2024-10-16
CL2878,C042,SMS,18.81,2025-06-13
CL2879,C053,data,20.54,2025-04-28
CL2880,C043,SMS,37.69,2024-10-11
CL2881,C036,voice,55.34,2025-03-10
CL2882,C090,data,25.37,2025-04-20
CL2883,C040,SMS,1.78,2025-08-04
CL2884,C040,voice,13.87,2025-08-28
CL2885,C084,data,10.62,2024-12-18
CL2886,C046,data,4.33,2025-02-23
CL2887,C092,voice,5.54,2025-06-23
CL2888,C002,voice,40.44,2025-06-28
CL2889,C074,voice,20.99,2024-12-22
CL2890,C085,SMS,43.77,2024-11-03
CL2891,C094,voice,40.27,2025-07-19
CL2892,C014,SMS,18.65,2024-10-03
CL2893,C041,data,41.44,2024-12-11
CL2894,C005,data,44.98,2025-05-01
CL2895,C014,voice,38.16,2025-01-09
CL2896,C051,data,13.98,2025-07-10
CL2897,C043,SMS,6.51,2025-03-07
CL2898,C063,voice,24.23,2024-11-04
CL2899,C038,data,16.73,2024-12-20
CL2900,C041,SMS,22.63,2025-01-07
CL2901,C071,voice,17.78,2025-09-07
CL2902,C054,data,8.6,2025-04-21
CL2903,C093,SMS,56.13,2025-03-27
CL2904,C033,SMS,35.56,2025-07-10
CL2905,C018,voice,3.35,2025-05-06
CL2906,C006,voice,41.38,2025-08-28
CL2907,C050,voice,1.83,2025-04-18
CL2908,C018,SMS,31.34,2024-10-26
CL2909,C087,data,26.46,2025-06-07
CL2910,C059,SMS,26.26,2025-06-08
CL2911,C016,data,11.02,2024-11-22
CL2912,C017,data,49.08,2025-07-01
CL2913,C052,voice,26.65,2024-12-24
CL2914,C044,SMS,50.06,2025-06-28
CL2915,C085,SMS,37.56,2025-02-13
CL2916,C039,data,14.32,2025-07-08
CL2917,C088,data,35.99,2024-09-15
CL2918,C050,SMS,26.95,2024-12-16
CL2919,C012,voice,24.32,2024-11-03
CL2920,C046,voice,20.45,2024-09-21
CL2921,C018,data,49.35,2025-05-08
CL2922,C098,data,24.17,2025-06-18
CL2923,C074,data,5.34,2024-10-10
CL2924,C061,data,35.3,2025-03-01
CL2925,C085,data,38.67,2025-08-10
CL2926,C060,SMS,36.58,2024-11-05
CL2927,C032,data,27.52,2025-04-29
CL2928,C017,SMS,21.58,2025-04-03
CL2929,C013,voice,5.13,2025-04-17
CL2930,C100,SMS,31.45,2025-06-16
CL2931,C049,voice,51.84,2024-10-21
CL2932,C061,voice,58.52,2024-12-21
CL2933,C068,data,54.77,2024-12-21
CL2934,C061,data,28.22,2025-05-28
CL2935,C086,data,20.5,2025-02-24
CL2936,C082,data,3.58,2024-11-10
CL2937,C075,SMS,54.58,2024-10-29
CL2938,C032,data,13.12,2025-08-27
CL2939,C011,voice,11.49,2024-10-27
CL2940,C028,SMS,18.34,2025-07-26
CL2941,C053,data,11.27,2025-04-02
CL2942,C070,SMS,3.42,2025-01-24
CL2943,C074,SMS,27.65,2025-01-05
CL2944,C020,data,51.97,2025-06-02
CL2945,C051,SMS,27.9,2025-04-01
CL2946,C001,data,20.76,2025-04-30
CL2947,C091,voice,13.81,2025-05-06
CL2948,C041,voice,7.88,2025-02-03
CL2949,C095,SMS,0.5,2025-01-09
CL2950,C047,SMS,44.9,2025-07-15
CL2951,C036,SMS,30.75,2024-09-24
CL2952,C058,data,4.25,2024-12-24
CL2953,C017,voice,29.04,2025-04-07
CL2954,C096,voice,33.58,2025-04-08
CL2955,C091,voice,22.02,2025-08-01
CL2956,C052,data,21.79,2024-10-02
CL2957,C033,voice,37.61,2025-06-01
CL2958,C045,voice,45.56,2024-10-30
CL2959,C080,data,39.46,2024-10-05
CL2960,C008,data,19.11,2024-10-06
CL2961,C061,voice,30.05,2024-11-06
CL2962,C057,SMS,52.8,2025-03-22
CL2963,C013,SMS,31.81,2025-08-22
CL2964,C063,SMS,41.49,2024-12-07
CL2965,C068,data,37.36,2025-06-15
CL2966,C016,data,55.82,2025-09-02
CL2967,C044,voice,39.61,2025-01-13
CL2968,C056,voice,1.53,2025-02-10
CL2969,C002,SMS,17.41,2025-06-13
CL2970,C027,SMS,44.32,2025-03-11
CL2971,C030,SMS,43.35,2025-03-30
CL2972,C098,voice,0.61,2025-03-23
CL2973,C054,data,50.45,2025-05-04
CL2974,C005,data,27.07,2025-02-03
CL2975,C056,voice,15.16,2024-11-07
CL2976,C092,data,16.29,2025-07-10
CL2977,C047,voice,1.66,2025-07-07
CL2978,C084,data,27.76,2025-02-23
CL2979,C025,SMS,5.72,2024-10-24
CL2980,C020,SMS,16.94,2025-08-11
CL2981,C085,voice,44.55,2024-12-16
CL2982,C019,data,7.73,2024-12-08
CL2983,C026,voice,36.74,2025-05-05
CL2984,C038,voice,47.49,2025-04-04
CL2985,C068,voice,7.63,2024-10-01
CL2986,C071,voice,32.64,2025-07-17
CL2987,C063,data,21.43,2024-12-03
CL2988,C025,SMS,58.39,2024-09-27
CL2989,C014,voice,43.64,2024-12-01
CL2990,C003,voice,55.74,2024-12-06
CL2991,C055,data,52.49,2024-11-06
CL2992,C057,SMS,20.88,2025-07-27
CL2993,C097,data,23.46,2025-03-14
CL2994,C067,data,38.3,2025-01-08
CL2995,C033,voice,45.51,2025-06-15
CL2996,C050,voice,51.9,2025-05-15
CL2997,C038,data,32.32,2024-09-19
CL2998,C065,voice,53.31,2025-06-19
CL2999,C004,voice,45.15,2025-03-11
CL3000,C019,SMS,58.55,2025-05-15
CL3001,C100,SMS,21.19,2025-05-25
CL3002,C041,voice,9.72,2025-04-01
CL3003,C041,voice,48.72,2024-09-26
CL3004,C037,data,4.2,2025-04-15
CL3005,C002,voice,57.25,2024-11-27
CL3006,C014,SMS,28.23,2025-04-13
CL3007,C015,SMS,49.78,2024-09-14
CL3008,C009,data,20.68,2025-05-26
CL3009,C039,SMS,27.7,2025-04-12
CL3010,C025,data,1.4,2025-01-24
CL3011,C085,SMS,57.45,2025-08-06
CL3012,C014,data,22.34,2024-11-11
CL3013,C005,SMS,4.67,2024-11-28
CL3014,C097,voice,12.84,2025-03-27
CL3015,C026,data,40.36,2025-08-12
CL3016,C009,SMS,26.45,2025-06-11
CL3017,C047,SMS,59.87,2024-12-23
CL3018,C052,SMS,32.38,2025-04-03
CL3019,C069,data,43.64,2025-03-17
CL3020,C071,SMS,53.26,2024-11-09
CL3021,C099,data,43.77,2024-11-24
CL3022,C053,voice,0.61,2025-04-22
CL3023,C073,voice,42.57,2025-01-12
CL3024,C037,data,52.69,2025-01-09
CL3025,C063,voice,27.61,2024-12-16
CL3026,C087,voice,6.96,2024-10-25
CL3027,C077,SMS,23.83,2024-12-25
CL3028,C016,SMS,49.71,2024-09-22
CL3029,C026,voice,47.68,2025-04-20
CL3030,C039,data,55.1,2025-05-08
CL3031,C062,voice,48.11,2025-03-18
CL3032,C024,SMS,22.07,2025-02-07
CL3033,C038,SMS,33.43,2024-11-18
CL3034,C066,SMS,1.83,2024-09-27
CL3035,C070,voice,35.32,2025-07-03
CL3036,C073,voice,36.89,2025-06-10
CL3037,C002,voice,3.84,2025-07-28
CL3038,C049,voice,52.23,2024-11-24
CL3039,C075,data,2.85,2025-04-08
CL3040,C086,voice,36.31,2025-06-12
CL3041,C004,SMS,43.28,2025-07-13
CL3042,C073,SMS,33.88,2025-05-16
CL3043,C072,voice,18.66,2025-08-02
CL3044,C028,data,2.67,2025-07-08
CL3045,C087,voice,27.43,2025-01-22
CL3046,C061,voice,54.32,2024-10-01
CL3047,C060,voice,48.77,2025-04-29
CL3048,C077,SMS,3.34,2025-04-07
CL3049,C034,SMS,3.77,2025-08-01
CL3050,C048,data,56.78,2024-12-13
CL3051,C098,data,30.48,2025-03-18
CL3052,C022,data,3.08,2025-01-03
CL3053,C033,SMS,54.45,2024-11-30
CL3054,C086,data,17.41,2024-11-17
CL3055,C027,data,38.06,2025-01-12
CL3056,C098,SMS,17.79,2025-03-13
CL3057,C020,SMS,29.68,2025-06-02
CL3058,C076,data,30.88,2025-06-02
CL3059,C002,SMS,51.47,2025-02-26
CL3060,C017,voice,16.83,2025-02-02
CL3061,C027,data,10.03,2025-06-14
CL3062,C026,voice,10.53,2025-08-15
CL3063,C028,data,53.11,2025-03-06
CL3064,C009,data,13.49,2025-04-18
CL3065,C100,SMS,53.55,2025-06-29
CL3066,C082,data,46.61,2025-05-14
CL3067,C018,SMS,28.24,2025-08-21
CL3068,C023,voice,20.94,2024-10-10
CL3069,C013,voice,36.04,2024-10-21
CL3070,C037,voice,24.93,2024-09-12
CL3071,C037,SMS,48.91,2024-09-23
CL3072,C050,voice,35.4,2024-09-30
CL3073,C072,data,9.41,2024-09-16
CL3074,C046,SMS,56.71,2024-12-21
CL3075,C027,voice,55.58,2024-09-12
CL3076,C083,data,38.23,2025-02-21
CL3077,C038,SMS,42.52,2025-06-05
CL3078,C050,data,3.02,2025-08-29
CL3079,C066,data,12.45,2024-10-17
CL3080,C051,voice,56.93,2025-01-24
CL3081,C063,voice,48.91,2025-05-06
CL3082,C056,data,38.82,2025-09-02
CL3083,C008,voice,51.58,2025-06-10
CL3084,C061,SMS,5.62,2025-01-26
CL3085,C070,data,26.2,2024-12-23
CL3086,C077,SMS,22.32,2025-05-09
CL3087,C006,SMS,22.05,2024-12-29
CL3088,C004,voice,9.16,2024-09-24
CL3089,C048,SMS,43.57,2024-10-25
CL3090,C100,voice,18.28,2024-11-02
CL3091,C005,SMS,27.48,2025-02-26
CL3092,C033,voice,5.34,2025-08-19
CL3093,C003,SMS,18.79,2025-09-06
CL3094,C043,data,47.66,2025-08-12
CL3095,C011,voice,26.82,2024-10-26
CL3096,C065,voice,42.72,2025-05-03
CL3097,C076,data,29.71,2025-08-26
CL3098,C075,data,9.38,2025-06-29
CL3099,C020,data,6.57,2025-07-31
CL3100,C092,data,52.46,2025-08-19
CL3101,C057,SMS,32.74,2024-11-14
CL3102,C048,data,30.68,2024-10-23
CL3103,C100,SMS,36.77,2025-06-04
