ticket_id,employee_id,issue_type,priority,date_opened,status
IT1103,E015,Software Bug,High,2025-09-12,Open
IT1104,E010,Email Issue,High,2025-09-12,Resolved
IT1105,E011,Software Bug,High,2025-09-12,Pending
IT1106,E002,VPN Setup,High,2025-09-12,Open
IT1107,E018,VPN Setup,High,2025-09-12,Open
IT1108,E020,VPN Setup,Low,2025-09-12,Open
IT1109,E015,VPN Setup,High,2025-09-12,Pending
IT1110,E009,Software Bug,High,2025-09-12,Pending
IT1111,E010,Software Bug,Low,2025-09-12,Pending
IT1112,E010,Software Bug,Low,2025-09-12,Resolved
IT1113,E018,VPN Setup,High,2025-09-12,Pending
IT1114,E005,Laptop Issue,Medium,2025-09-12,Pending
IT1115,E010,Software Bug,Medium,2025-09-12,Resolved
IT1116,E001,Email Issue,Low,2025-09-12,Resolved
IT1117,E013,Laptop Issue,High,2025-09-12,Pending
IT1118,E011,Laptop Issue,High,2025-09-12,Pending
IT1119,E006,Email Issue,Medium,2025-09-12,Pending
IT1120,E018,VPN Setup,High,2025-09-12,Open
IT1121,E003,Software Bug,Medium,2025-09-12,Pending
IT1122,E001,Laptop Issue,Low,2025-09-12,Open
IT1123,E002,VPN Setup,High,2025-09-12,Pending
IT1124,E015,Laptop Issue,High,2025-09-12,Pending
IT1125,E007,Email Issue,High,2025-09-12,Pending
IT1126,E014,VPN Setup,Medium,2025-09-12,Resolved
IT1127,E005,Software Bug,Medium,2025-09-12,Resolved
IT1128,E002,Laptop Issue,Low,2025-09-12,Resolved
IT1129,E008,VPN Setup,High,2025-09-12,Open
IT1130,E006,Software Bug,Medium,2025-09-12,Open
IT1131,E014,Laptop Issue,Medium,2025-09-12,Resolved
IT1132,E019,VPN Setup,Medium,2025-09-12,Resolved
IT1133,E005,VPN Setup,Medium,2025-09-12,Pending
IT1134,E012,Laptop Issue,Medium,2025-09-12,Pending
IT1135,E016,VPN Setup,High,2025-09-12,Resolved
IT1136,E005,Email Issue,High,2025-09-12,Pending
IT1137,E017,Email Issue,High,2025-09-12,Resolved
IT1138,E020,VPN Setup,Medium,2025-09-12,Open
IT1139,E012,Laptop Issue,Low,2025-09-12,Open
IT1140,E016,Laptop Issue,Low,2025-09-12,Open
IT1141,E007,Software Bug,High,2025-09-12,Open
IT1142,E007,Software Bug,Low,2025-09-12,Pending
IT1143,E008,VPN Setup,High,2025-09-12,Pending
IT1144,E011,VPN Setup,High,2025-09-12,Open
IT1145,E016,Software Bug,High,2025-09-12,Open
IT1146,E014,Laptop Issue,Medium,2025-09-12,Open
IT1147,E007,Laptop Issue,Medium,2025-09-12,Pending
IT1148,E003,Software Bug,High,2025-09-12,Open
IT1149,E006,Laptop Issue,High,2025-09-12,Open
IT1150,E020,Email Issue,Medium,2025-09-12,Resolved
IT1151,E008,VPN Setup,Medium,2025-09-12,Pending
IT1152,E006,Laptop Issue,Medium,2025-09-12,Open
IT1153,E019,Laptop Issue,Low,2025-09-12,Pending
IT1154,E015,Email Issue,Low,2025-09-12,Resolved
IT1155,E003,VPN Setup,High,2025-09-12,Open
IT1156,E013,Email Issue,Medium,2025-09-12,Pending
IT1157,E016,Email Issue,High,2025-09-12,Resolved
IT1158,E012,Software Bug,High,2025-09-12,Resolved
IT1159,E002,Email Issue,Medium,2025-09-12,Resolved
IT1160,E001,Laptop Issue,High,2025-09-12,Open
IT1161,E012,Software Bug,Low,2025-09-12,Pending
IT1162,E017,VPN Setup,Medium,2025-09-12,Pending
IT1163,E008,Laptop Issue,Low,2025-09-12,Open
IT1164,E009,Laptop Issue,Low,2025-09-12,Open
IT1165,E008,Email Issue,Low,2025-09-12,Pending
IT1166,E016,Laptop Issue,High,2025-09-12,Resolved
IT1167,E001,Email Issue,High,2025-09-12,Open
IT1168,E007,Software Bug,Medium,2025-09-12,Open
IT1169,E005,Laptop Issue,Medium,2025-09-12,Resolved
IT1170,E009,Email Issue,Low,2025-09-12,Pending
IT1171,E009,VPN Setup,Medium,2025-09-12,Open
IT1172,E011,VPN Setup,Low,2025-09-12,Open
IT1173,E003,Software Bug,High,2025-09-12,Pending
IT1174,E014,Software Bug,Low,2025-09-12,Resolved
IT1175,E006,Laptop Issue,Low,2025-09-12,Resolved
IT1176,E005,Laptop Issue,Medium,2025-09-12,Resolved
IT1177,E008,Software Bug,High,2025-09-12,Resolved
IT1178,E020,Software Bug,Medium,2025-09-12,Open
IT1179,E014,Email Issue,Low,2025-09-12,Resolved
IT1180,E009,Software Bug,Medium,2025-09-12,Resolved
IT1181,E011,Email Issue,Medium,2025-09-12,Resolved
IT1182,E004,Laptop Issue,Medium,2025-09-12,Resolved
IT1183,E017,Laptop Issue,High,2025-09-12,Open
IT1184,E004,Email Issue,High,2025-09-12,Resolved
IT1185,E009,Laptop Issue,High,2025-09-12,Pending
IT1186,E015,Email Issue,High,2025-09-12,Resolved
IT1187,E002,VPN Setup,Low,2025-09-12,Open
IT1188,E017,VPN Setup,High,2025-09-12,Open
IT1189,E011,Email Issue,Low,2025-09-12,Pending
IT1190,E005,Software Bug,Medium,2025-09-12,Pending
IT1191,E011,Email Issue,Medium,2025-09-12,Resolved
IT1192,E012,VPN Setup,High,2025-09-12,Open
IT1193,E014,Software Bug,Low,2025-09-12,Pending
IT1194,E009,Software Bug,Low,2025-09-12,Pending
IT1195,E013,VPN Setup,High,2025-09-12,Resolved
IT1196,E019,Laptop Issue,Low,2025-09-12,Pending
IT1197,E016,Laptop Issue,Medium,2025-09-12,Resolved
IT1198,E020,Software Bug,Low,2025-09-12,Open
IT1199,E017,VPN Setup,High,2025-09-12,Pending
IT1200,E001,Laptop Issue,Medium,2025-09-12,Resolved
IT1201,E019,Email Issue,Low,2025-09-12,Resolved
IT1202,E015,VPN Setup,Low,2025-09-12,Open
IT1203,E013,Email Issue,Medium,2025-09-12,Open
IT1204,E009,Software Bug,High,2025-09-12,Pending
IT1205,E011,VPN Setup,High,2025-09-12,Pending
IT1206,E012,Software Bug,Medium,2025-09-12,Open
IT1207,E003,Email Issue,High,2025-09-12,Resolved
IT1208,E008,Email Issue,High,2025-09-12,Resolved
IT1209,E004,VPN Setup,Medium,2025-09-12,Resolved
IT1210,E016,Laptop Issue,Low,2025-09-12,Open
IT1211,E015,VPN Setup,Low,2025-09-12,Open
IT1212,E006,VPN Setup,Medium,2025-09-12,Open
IT1213,E001,Email Issue,High,2025-09-12,Pending
IT1214,E012,Laptop Issue,High,2025-09-12,Pending
IT1215,E007,Laptop Issue,High,2025-09-12,Open
IT1216,E016,Software Bug,High,2025-09-12,Resolved
IT1217,E014,Email Issue,Medium,2025-09-12,Open
IT1218,E017,Email Issue,Low,2025-09-12,Pending
IT1219,E011,Software Bug,Low,2025-09-12,Resolved
IT1220,E018,Laptop Issue,High,2025-09-12,Pending
IT1221,E019,Software Bug,Low,2025-09-12,Open
IT1222,E003,Laptop Issue,High,2025-09-12,Open
IT1223,E004,VPN Setup,Low,2025-09-12,Open
IT1224,E014,Email Issue,Medium,2025-09-12,Open
IT1225,E016,Email Issue,Low,2025-09-12,Open
IT1226,E020,Email Issue,Low,2025-09-12,Pending
IT1227,E005,VPN Setup,Medium,2025-09-12,Resolved
IT1228,E018,Laptop Issue,Medium,2025-09-12,Pending
IT1229,E013,Email Issue,High,2025-09-12,Open
IT1230,E012,Laptop Issue,High,2025-09-12,Open
IT1231,E008,VPN Setup,High,2025-09-12,Pending
IT1232,E008,Software Bug,Low,2025-09-12,Pending
IT1233,E007,Laptop Issue,Medium,2025-09-12,Pending
IT1234,E002,Laptop Issue,High,2025-09-12,Resolved
IT1235,E015,VPN Setup,High,2025-09-12,Pending
IT1236,E004,Software Bug,Medium,2025-09-12,Resolved
IT1237,E015,Software Bug,Low,2025-09-12,Open
IT1238,E014,Email Issue,Low,2025-09-12,Pending
IT1239,E019,VPN Setup,High,2025-09-12,Open
IT1240,E007,Laptop Issue,Low,2025-09-12,Resolved
IT1241,E019,Software Bug,High,2025-09-12,Open
IT1242,E020,Laptop Issue,Low,2025-09-12,Resolved
IT1243,E004,Software Bug,Medium,2025-09-12,Open
IT1244,E014,Laptop Issue,Medium,2025-09-12,Pending
IT1245,E011,Software Bug,High,2025-09-12,Pending
IT1246,E007,Software Bug,High,2025-09-12,Pending
IT1247,E001,Software Bug,Medium,2025-09-12,Resolved
IT1248,E011,Email Issue,Low,2025-09-12,Pending
IT1249,E014,VPN Setup,High,2025-09-12,Resolved
IT1250,E016,Laptop Issue,Low,2025-09-12,Open
IT1251,E002,VPN Setup,High,2025-09-12,Open
IT1252,E018,Software Bug,Medium,2025-09-12,Resolved
IT1253,E003,Laptop Issue,High,2025-09-12,Pending
IT1254,E004,Laptop Issue,Low,2025-09-12,Resolved
IT1255,E010,VPN Setup,Low,2025-09-12,Pending
IT1256,E015,Laptop Issue,Medium,2025-09-12,Pending
IT1257,E005,Laptop Issue,Medium,2025-09-12,Resolved
IT1258,E019,Laptop Issue,Low,2025-09-12,Pending
IT1259,E019,Software Bug,Medium,2025-09-12,Open
IT1260,E014,VPN Setup,Low,2025-09-12,Pending
IT1261,E002,VPN Setup,Low,2025-09-12,Open
IT1262,E008,Software Bug,Medium,2025-09-12,Pending
IT1263,E006,Laptop Issue,Medium,2025-09-12,Open
IT1264,E006,Laptop Issue,Medium,2025-09-12,Resolved
IT1265,E003,Laptop Issue,Medium,2025-09-12,Resolved
IT1266,E002,Email Issue,Low,2025-09-12,Resolved
IT1267,E008,Email Issue,Medium,2025-09-12,Resolved
IT1268,E004,Laptop Issue,Low,2025-09-12,Open
IT1269,E004,Laptop Issue,Medium,2025-09-12,Resolved
IT1270,E014,Email Issue,Medium,2025-09-12,Pending
IT1271,E010,Laptop Issue,Low,2025-09-12,Pending
IT1272,E012,Software Bug,Low,2025-09-12,Resolved
IT1273,E014,Laptop Issue,Medium,2025-09-12,Open
IT1274,E006,VPN Setup,Medium,2025-09-12,Resolved
IT1275,E009,Software Bug,High,2025-09-12,Open
IT1276,E020,VPN Setup,Low,2025-09-12,Pending
IT1277,E015,Software Bug,High,2025-09-12,Open
IT1278,E011,Laptop Issue,High,2025-09-12,Resolved
IT1279,E012,VPN Setup,Medium,2025-09-12,Pending
IT1280,E016,Software Bug,High,2025-09-12,Resolved
IT1281,E015,VPN Setup,Low,2025-09-12,Resolved
IT1282,E010,Email Issue,High,2025-09-12,Open
IT1283,E016,Email Issue,Medium,2025-09-12,Open
IT1284,E006,Laptop Issue,Medium,2025-09-12,Resolved
IT1285,E012,Email Issue,Medium,2025-09-12,Pending
IT1286,E019,Email Issue,Low,2025-09-12,Resolved
IT1287,E020,Laptop Issue,High,2025-09-12,Open
IT1288,E008,Email Issue,Low,2025-09-12,Pending
IT1289,E016,Email Issue,Low,2025-09-12,Open
IT1290,E012,Email Issue,High,2025-09-12,Open
IT1291,E019,Email Issue,Medium,2025-09-12,Open
IT1292,E004,Laptop Issue,Medium,2025-09-12,Pending
IT1293,E013,Email Issue,High,2025-09-12,Open
IT1294,E009,VPN Setup,Low,2025-09-12,Pending
IT1295,E004,Email Issue,Medium,2025-09-12,Open
IT1296,E020,Laptop Issue,Medium,2025-09-12,Pending
IT1297,E001,Laptop Issue,Low,2025-09-12,Open
IT1298,E015,VPN Setup,High,2025-09-12,Open
IT1299,E020,Email Issue,Medium,2025-09-12,Pending
IT1300,E001,Email Issue,Medium,2025-09-12,Pending
IT1301,E017,Software Bug,High,2025-09-12,Pending
IT1302,E019,Laptop Issue,High,2025-09-12,Resolved
IT1303,E004,Email Issue,Medium,2025-09-12,Pending
IT1304,E012,Laptop Issue,High,2025-09-12,Resolved
IT1305,E001,VPN Setup,Medium,2025-09-12,Resolved
IT1306,E006,Software Bug,Medium,2025-09-12,Resolved
IT1307,E012,Software Bug,Low,2025-09-12,Resolved
IT1308,E002,VPN Setup,Low,2025-09-12,Open
IT1309,E002,Laptop Issue,Low,2025-09-12,Open
IT1310,E001,Email Issue,High,2025-09-12,Open
IT1311,E010,Email Issue,Low,2025-09-12,Resolved
IT1312,E010,Email Issue,Medium,2025-09-12,Pending
IT1313,E011,Email Issue,Medium,2025-09-12,Open
IT1314,E019,Software Bug,Medium,2025-09-12,Resolved
IT1315,E003,Software Bug,High,2025-09-12,Resolved
IT1316,E011,Software Bug,Medium,2025-09-12,Resolved
IT1317,E001,Email Issue,Low,2025-09-12,Open
IT1318,E018,VPN Setup,Medium,2025-09-12,Resolved
IT1319,E018,Email Issue,Medium,2025-09-12,Pending
IT1320,E002,Email Issue,High,2025-09-12,Pending
IT1321,E003,VPN Setup,Medium,2025-09-12,Resolved
IT1322,E001,Software Bug,High,2025-09-12,Open
IT1323,E010,VPN Setup,High,2025-09-12,Open
IT1324,E019,Email Issue,Low,2025-09-12,Pending
IT1325,E012,Email Issue,Medium,2025-09-12,Pending
IT1326,E008,Software Bug,High,2025-09-12,Pending
IT1327,E008,Software Bug,High,2025-09-12,Open
IT1328,E013,Laptop Issue,High,2025-09-12,Pending
IT1329,E005,Email Issue,Low,2025-09-12,Resolved
IT1330,E017,Laptop Issue,Medium,2025-09-12,Resolved
IT1331,E019,VPN Setup,High,2025-09-12,Open
IT1332,E017,Laptop Issue,High,2025-09-12,Pending
IT1333,E005,VPN Setup,Low,2025-09-12,Pending
IT1334,E008,Laptop Issue,High,2025-09-12,Pending
IT1335,E001,Software Bug,Medium,2025-09-12,Pending
IT1336,E005,Laptop Issue,Medium,2025-09-12,Open
IT1337,E012,Software Bug,Low,2025-09-12,Resolved
IT1338,E001,Email Issue,Low,2025-09-12,Pending
IT1339,E007,Email Issue,Low,2025-09-12,Pending
IT1340,E020,Laptop Issue,Low,2025-09-12,Pending
IT1341,E007,Laptop Issue,Low,2025-09-12,Pending
IT1342,E018,Email Issue,Medium,2025-09-12,Pending
IT1343,E005,Laptop Issue,Medium,2025-09-12,Resolved
IT1344,E012,Laptop Issue,Medium,2025-09-12,Open
IT1345,E005,Laptop Issue,Medium,2025-09-12,Resolved
IT1346,E002,Laptop Issue,Low,2025-09-12,Pending
IT1347,E018,VPN Setup,Low,2025-09-12,Pending
IT1348,E010,Software Bug,High,2025-09-12,Resolved
IT1349,E006,Email Issue,Low,2025-09-12,Resolved
IT1350,E007,Laptop Issue,High,2025-09-12,Open
IT1351,E001,Email Issue,High,2025-09-12,Open
IT1352,E014,Email Issue,High,2025-09-12,Pending
IT1353,E013,Laptop Issue,Low,2025-09-12,Pending
IT1354,E010,Software Bug,Low,2025-09-12,Open
IT1355,E017,Software Bug,Low,2025-09-12,Pending
IT1356,E017,Laptop Issue,Low,2025-09-12,Resolved
IT1357,E020,VPN Setup,High,2025-09-12,Open
IT1358,E007,VPN Setup,Medium,2025-09-12,Open
IT1359,E012,VPN Setup,High,2025-09-12,Pending
IT1360,E010,Laptop Issue,High,2025-09-12,Resolved
IT1361,E003,VPN Setup,Medium,2025-09-12,Pending
IT1362,E009,Software Bug,High,2025-09-12,Pending
IT1363,E008,Software Bug,High,2025-09-12,Resolved
IT1364,E006,Email Issue,High,2025-09-12,Pending
IT1365,E018,VPN Setup,Medium,2025-09-12,Resolved
IT1366,E015,Laptop Issue,Medium,2025-09-12,Resolved
IT1367,E004,Laptop Issue,Medium,2025-09-12,Resolved
IT1368,E008,VPN Setup,Low,2025-09-12,Open
IT1369,E013,Email Issue,Medium,2025-09-12,Open
IT1370,E007,Laptop Issue,Low,2025-09-12,Resolved
IT1371,E012,Email Issue,High,2025-09-12,Open
IT1372,E013,Email Issue,Low,2025-09-12,Pending
IT1373,E008,Email Issue,Medium,2025-09-12,Open
IT1374,E020,Laptop Issue,Low,2025-09-12,Open
IT1375,E019,Laptop Issue,Medium,2025-09-12,Pending
IT1376,E003,Email Issue,Low,2025-09-12,Pending
IT1377,E005,Laptop Issue,Medium,2025-09-12,Resolved
IT1378,E003,Software Bug,High,2025-09-12,Resolved
IT1379,E017,Software Bug,High,2025-09-12,Resolved
IT1380,E003,VPN Setup,High,2025-09-12,Open
IT1381,E004,Laptop Issue,Medium,2025-09-12,Open
IT1382,E014,Laptop Issue,High,2025-09-12,Open
IT1383,E011,Software Bug,Medium,2025-09-12,Pending
IT1384,E014,VPN Setup,Medium,2025-09-12,Open
IT1385,E017,Email Issue,Low,2025-09-12,Pending
IT1386,E014,Email Issue,High,2025-09-12,Pending
IT1387,E016,Software Bug,Medium,2025-09-12,Pending
IT1388,E011,Laptop Issue,Low,2025-09-12,Open
IT1389,E018,Laptop Issue,Low,2025-09-12,Pending
IT1390,E020,Software Bug,Medium,2025-09-12,Open
IT1391,E012,Email Issue,Low,2025-09-12,Open
IT1392,E006,Laptop Issue,Medium,2025-09-12,Open
IT1393,E006,Email Issue,High,2025-09-12,Open
IT1394,E006,Email Issue,Medium,2025-09-12,Pending
IT1395,E002,VPN Setup,High,2025-09-12,Pending
IT1396,E019,VPN Setup,Medium,2025-09-12,Open
IT1397,E001,Software Bug,Medium,2025-09-12,Pending
IT1398,E012,Email Issue,Low,2025-09-12,Pending
IT1399,E001,Software Bug,High,2025-09-12,Pending
IT1400,E001,Email Issue,Medium,2025-09-12,Resolved
IT1401,E011,Laptop Issue,High,2025-09-12,Resolved
IT1402,E001,Laptop Issue,High,2025-09-12,Open
IT1403,E001,Laptop Issue,Low,2025-09-12,Open
IT1404,E014,Software Bug,Low,2025-09-12,Pending
IT1405,E002,Laptop Issue,High,2025-09-12,Pending
IT1406,E019,Laptop Issue,Medium,2025-09-12,Open
IT1407,E013,Email Issue,Medium,2025-09-12,Open
IT1408,E009,VPN Setup,Low,2025-09-12,Resolved
IT1409,E006,Email Issue,High,2025-09-12,Open
IT1410,E015,Laptop Issue,Medium,2025-09-12,Pending
IT1411,E003,Laptop Issue,Medium,2025-09-12,Pending
IT1412,E015,VPN Setup,High,2025-09-12,Open
IT1413,E011,Email Issue,Medium,2025-09-12,Pending
IT1414,E011,Email Issue,Low,2025-09-12,Resolved
IT1415,E015,Software Bug,Low,2025-09-12,Pending
IT1416,E009,Software Bug,High,2025-09-12,Resolved
IT1417,E020,VPN Setup,Medium,2025-09-12,Resolved
IT1418,E002,Software Bug,High,2025-09-12,Pending
IT1419,E005,Email Issue,High,2025-09-12,Resolved
IT1420,E012,Software Bug,High,2025-09-12,Open
IT1421,E015,Email Issue,High,2025-09-12,Pending
IT1422,E005,VPN Setup,High,2025-09-12,Resolved
IT1423,E012,Email Issue,Low,2025-09-12,Resolved
IT1424,E013,Software Bug,Low,2025-09-12,Open
IT1425,E016,Software Bug,Low,2025-09-12,Pending
IT1426,E020,Email Issue,Low,2025-09-12,Pending
IT1427,E020,Laptop Issue,Low,2025-09-12,Open
IT1428,E018,Software Bug,Medium,2025-09-12,Resolved
IT1429,E005,Laptop Issue,Low,2025-09-12,Open
IT1430,E004,Email Issue,Medium,2025-09-12,Resolved
IT1431,E015,Laptop Issue,High,2025-09-12,Open
IT1432,E001,Email Issue,Low,2025-09-12,Resolved
IT1433,E016,VPN Setup,Low,2025-09-12,Open
IT1434,E001,Software Bug,Medium,2025-09-12,Pending
IT1435,E016,Laptop Issue,High,2025-09-12,Resolved
IT1436,E010,Software Bug,Medium,2025-09-12,Resolved
IT1437,E012,VPN Setup,Medium,2025-09-12,Open
IT1438,E015,Laptop Issue,Medium,2025-09-12,Open
IT1439,E014,Laptop Issue,High,2025-09-12,Pending
IT1440,E012,VPN Setup,High,2025-09-12,Pending
IT1441,E006,Software Bug,High,2025-09-12,Pending
IT1442,E005,Laptop Issue,Low,2025-09-12,Pending
IT1443,E003,VPN Setup,Medium,2025-09-12,Open
IT1444,E006,Laptop Issue,Medium,2025-09-12,Resolved
IT1445,E015,Laptop Issue,Low,2025-09-12,Resolved
IT1446,E017,Laptop Issue,High,2025-09-12,Resolved
IT1447,E020,Email Issue,Low,2025-09-12,Open
IT1448,E018,Laptop Issue,Medium,2025-09-12,Pending
IT1449,E006,Email Issue,High,2025-09-12,Resolved
IT1450,E001,Software Bug,Low,2025-09-12,Pending
IT1451,E007,VPN Setup,Low,2025-09-12,Open
IT1452,E006,VPN Setup,High,2025-09-12,Open
IT1453,E003,Laptop Issue,Low,2025-09-12,Pending
IT1454,E010,Software Bug,Medium,2025-09-12,Pending
IT1455,E019,VPN Setup,High,2025-09-12,Resolved
IT1456,E016,Software Bug,Low,2025-09-12,Open
IT1457,E010,Email Issue,Low,2025-09-12,Pending
IT1458,E003,Laptop Issue,Medium,2025-09-12,Pending
IT1459,E005,Laptop Issue,Medium,2025-09-12,Pending
IT1460,E015,VPN Setup,Low,2025-09-12,Open
IT1461,E002,VPN Setup,Low,2025-09-12,Open
IT1462,E018,Email Issue,High,2025-09-12,Open
IT1463,E009,VPN Setup,Low,2025-09-12,Resolved
IT1464,E005,VPN Setup,High,2025-09-12,Open
IT1465,E018,Laptop Issue,Low,2025-09-12,Open
IT1466,E005,Software Bug,High,2025-09-12,Open
IT1467,E008,Software Bug,Medium,2025-09-12,Resolved
IT1468,E017,Email Issue,Low,2025-09-12,Open
IT1469,E003,Email Issue,High,2025-09-12,Resolved
IT1470,E018,Laptop Issue,Medium,2025-09-12,Open
IT1471,E020,Laptop Issue,Medium,2025-09-12,Open
IT1472,E005,Laptop Issue,Low,2025-09-12,Open
IT1473,E007,Laptop Issue,Medium,2025-09-12,Open
IT1474,E008,Laptop Issue,Medium,2025-09-12,Resolved
IT1475,E011,Laptop Issue,High,2025-09-12,Pending
IT1476,E007,Email Issue,Medium,2025-09-12,Resolved
IT1477,E013,Email Issue,Low,2025-09-12,Pending
IT1478,E005,VPN Setup,Medium,2025-09-12,Resolved
IT1479,E012,Email Issue,Medium,2025-09-12,Open
IT1480,E018,Laptop Issue,Low,2025-09-12,Pending
IT1481,E016,Email Issue,Low,2025-09-12,Pending
IT1482,E014,Email Issue,Medium,2025-09-12,Resolved
IT1483,E014,Email Issue,Low,2025-09-12,Resolved
IT1484,E006,VPN Setup,High,2025-09-12,Pending
IT1485,E013,VPN Setup,Medium,2025-09-12,Resolved
IT1486,E012,Email Issue,Low,2025-09-12,Resolved
IT1487,E013,VPN Setup,Medium,2025-09-12,Open
IT1488,E015,Laptop Issue,High,2025-09-12,Pending
IT1489,E008,Email Issue,High,2025-09-12,Pending
IT1490,E008,VPN Setup,Low,2025-09-12,Open
IT1491,E010,VPN Setup,Low,2025-09-12,Pending
IT1492,E012,Laptop Issue,Medium,2025-09-12,Pending
IT1493,E011,Email Issue,Low,2025-09-12,Open
IT1494,E005,Software Bug,High,2025-09-12,Resolved
IT1495,E016,Software Bug,High,2025-09-12,Open
IT1496,E003,Email Issue,Medium,2025-09-12,Open
IT1497,E008,Laptop Issue,High,2025-09-12,Pending
IT1498,E007,Email Issue,High,2025-09-12,Pending
IT1499,E013,Software Bug,High,2025-09-12,Pending
IT1500,E005,Software Bug,Low,2025-09-12,Pending
IT1501,E004,Laptop Issue,High,2025-09-12,Pending
IT1502,E004,Software Bug,High,2025-09-12,Open
IT1503,E006,Laptop Issue,Medium,2025-09-12,Resolved
IT1504,E010,Email Issue,Low,2025-09-12,Pending
IT1505,E005,Laptop Issue,Medium,2025-09-12,Open
IT1506,E008,Laptop Issue,Medium,2025-09-12,Open
IT1507,E004,Laptop Issue,Low,2025-09-12,Pending
IT1508,E012,Software Bug,Low,2025-09-12,Pending
IT1509,E004,Email Issue,High,2025-09-12,Resolved
IT1510,E013,Software Bug,High,2025-09-12,Pending
IT1511,E017,Software Bug,Medium,2025-09-12,Open
IT1512,E003,Email Issue,Low,2025-09-12,Pending
IT1513,E019,VPN Setup,Medium,2025-09-12,Open
IT1514,E018,VPN Setup,Medium,2025-09-12,Resolved
IT1515,E017,Laptop Issue,High,2025-09-12,Resolved
IT1516,E002,VPN Setup,High,2025-09-12,Pending
IT1517,E004,Laptop Issue,High,2025-09-12,Open
IT1518,E005,VPN Setup,Low,2025-09-12,Open
IT1519,E008,Laptop Issue,Low,2025-09-12,Pending
IT1520,E018,Laptop Issue,Low,2025-09-12,Pending
IT1521,E009,Laptop Issue,Medium,2025-09-12,Open
IT1522,E002,Software Bug,Medium,2025-09-12,Open
IT1523,E002,VPN Setup,Medium,2025-09-12,Open
IT1524,E015,VPN Setup,Low,2025-09-12,Pending
IT1525,E007,VPN Setup,Medium,2025-09-12,Pending
IT1526,E018,Laptop Issue,Low,2025-09-12,Pending
IT1527,E013,VPN Setup,Medium,2025-09-12,Open
IT1528,E003,Software Bug,High,2025-09-12,Open
IT1529,E015,Software Bug,Medium,2025-09-12,Open
IT1530,E014,VPN Setup,Low,2025-09-12,Pending
IT1531,E017,Software Bug,High,2025-09-12,Pending
IT1532,E006,Software Bug,Medium,2025-09-12,Pending
IT1533,E016,Email Issue,High,2025-09-12,Open
IT1534,E014,Laptop Issue,High,2025-09-12,Pending
IT1535,E020,Laptop Issue,Medium,2025-09-12,Pending
IT1536,E015,Software Bug,High,2025-09-12,Resolved
IT1537,E016,Laptop Issue,Medium,2025-09-12,Pending
IT1538,E007,Email Issue,Low,2025-09-12,Resolved
IT1539,E006,Laptop Issue,Low,2025-09-12,Open
IT1540,E002,Email Issue,High,2025-09-12,Resolved
IT1541,E013,VPN Setup,High,2025-09-12,Resolved
IT1542,E005,Software Bug,Low,2025-09-12,Pending
IT1543,E010,Email Issue,Low,2025-09-12,Resolved
IT1544,E018,Email Issue,Low,2025-09-12,Resolved
IT1545,E012,VPN Setup,High,2025-09-12,Resolved
IT1546,E008,Software Bug,High,2025-09-12,Open
IT1547,E007,Laptop Issue,High,2025-09-12,Open
IT1548,E004,Laptop Issue,Low,2025-09-12,Open
IT1549,E009,Email Issue,Low,2025-09-12,Pending
IT1550,E006,Software Bug,High,2025-09-12,Pending
IT1551,E002,Software Bug,Medium,2025-09-12,Pending
IT1552,E002,Software Bug,Medium,2025-09-12,Open
IT1553,E004,Laptop Issue,Low,2025-09-12,Pending
IT1554,E006,VPN Setup,Medium,2025-09-12,Pending
IT1555,E017,Software Bug,High,2025-09-12,Pending
IT1556,E016,Laptop Issue,Low,2025-09-12,Resolved
IT1557,E017,Laptop Issue,Low,2025-09-12,Pending
IT1558,E004,VPN Setup,Medium,2025-09-12,Resolved
IT1559,E020,VPN Setup,Medium,2025-09-12,Resolved
IT1560,E009,Email Issue,Medium,2025-09-12,Pending
IT1561,E005,Software Bug,Low,2025-09-12,Resolved
IT1562,E017,VPN Setup,Medium,2025-09-12,Open
IT1563,E020,Email Issue,High,2025-09-12,Open
IT1564,E013,Laptop Issue,Low,2025-09-12,Open
IT1565,E011,Software Bug,Low,2025-09-12,Pending
IT1566,E009,VPN Setup,High,2025-09-12,Resolved
IT1567,E017,VPN Setup,High,2025-09-12,Resolved
IT1568,E002,Laptop Issue,Low,2025-09-12,Pending
IT1569,E009,Laptop Issue,High,2025-09-12,Pending
IT1570,E014,VPN Setup,Low,2025-09-12,Pending
IT1571,E012,Laptop Issue,Medium,2025-09-12,Open
IT1572,E020,VPN Setup,Medium,2025-09-12,Resolved
IT1573,E011,Software Bug,Medium,2025-09-12,Open
IT1574,E009,Laptop Issue,Low,2025-09-12,Resolved
IT1575,E016,VPN Setup,High,2025-09-12,Open
IT1576,E001,VPN Setup,High,2025-09-12,Pending
IT1577,E016,Laptop Issue,Medium,2025-09-12,Open
IT1578,E006,VPN Setup,Medium,2025-09-12,Pending
IT1579,E008,VPN Setup,Low,2025-09-12,Pending
IT1580,E017,Laptop Issue,Medium,2025-09-12,Resolved
IT1581,E005,VPN Setup,Medium,2025-09-12,Resolved
IT1582,E001,Laptop Issue,Medium,2025-09-12,Pending
IT1583,E006,Laptop Issue,Medium,2025-09-12,Open
IT1584,E016,Software Bug,High,2025-09-12,Open
IT1585,E020,Laptop Issue,High,2025-09-12,Pending
IT1586,E020,VPN Setup,Low,2025-09-12,Open
IT1587,E019,VPN Setup,Low,2025-09-12,Resolved
