request_id,department,vendor,amount_bhd,status,date
PR2902,Finance,VendorA,3176.19,Approved,2020-12-13
PR2903,Marketing,VendorC,4127.8,Pending,2024-03-15
PR2904,Marketing,VendorB,1026.07,Approved,2022-03-12
PR2905,Marketing,VendorC,572.53,Approved,2025-03-18
PR2906,Finance,VendorB,2200.85,Pending,2022-12-10
PR2907,Finance,VendorA,362.95,Rejected,2023-11-20
PR2908,Finance,VendorB,3395.84,Rejected,2024-11-21
PR2909,Finance,VendorC,4134.55,Rejected,2020-03-03
PR2910,Finance,VendorC,178.17,Pending,2020-10-31
PR2911,IT,VendorB,3695.1,Rejected,2025-01-05
PR2912,HR,VendorC,621.75,Approved,2023-01-15
PR2913,HR,VendorA,3245.68,Pending,2024-03-07
PR2914,Finance,VendorA,4651.03,Pending,2024-08-12
PR2915,Marketing,VendorA,801.81,Pending,2025-09-23
PR2916,Finance,VendorC,4668.57,Pending,2024-12-16
PR2917,HR,VendorB,1344.49,Pending,2021-06-07
PR2918,HR,VendorA,1132.04,Approved,2020-03-30
PR2919,Finance,VendorC,240.98,Rejected,2023-07-20
PR2920,IT,VendorC,892.31,Pending,2023-06-04
PR2921,IT,VendorC,4040.08,Approved,2022-11-27
PR2922,Finance,VendorB,2868.15,Rejected,2021-08-28
PR2923,IT,VendorA,4490.28,Approved,2021-11-09
PR2924,IT,VendorC,2974.54,Rejected,2024-07-02
PR2925,Finance,VendorC,2028.25,Rejected,2022-01-25
PR2926,Marketing,VendorB,2296.05,Pending,2023-11-19
PR2927,HR,VendorC,982.85,Approved,2021-11-20
PR2928,HR,VendorA,3615.92,Rejected,2023-01-02
PR2929,IT,VendorB,1104.26,Rejected,2022-10-12
PR2930,Marketing,VendorB,2397.0,Rejected,2022-09-11
PR2931,IT,VendorC,1199.8,Rejected,2025-08-07
PR2932,Marketing,VendorA,4808.98,Pending,2025-01-28
PR2933,Finance,VendorA,3128.63,Approved,2024-11-19
PR2934,HR,VendorB,123.19,Pending,2021-01-29
PR2935,Finance,VendorB,601.68,Approved,2022-11-10
PR2936,HR,VendorC,1774.06,Rejected,2025-03-05
PR2937,HR,VendorB,3179.24,Rejected,2023-06-02
PR2938,Marketing,VendorA,3225.37,Pending,2023-05-23
PR2939,Finance,VendorB,1195.04,Rejected,2023-10-08
PR2940,Finance,VendorA,4338.64,Pending,2023-05-16
PR2941,HR,VendorB,3505.1,Pending,2023-08-21
PR2942,IT,VendorB,3379.6,Rejected,2021-02-03
PR2943,Finance,VendorC,4252.11,Pending,2023-11-14
PR2944,Finance,VendorB,3642.18,Pending,2025-02-07
PR2945,HR,VendorC,683.17,Rejected,2023-06-19
PR2946,HR,VendorC,1493.75,Approved,2024-02-20
PR2947,IT,VendorC,2672.77,Pending,2024-10-02
PR2948,HR,VendorB,4942.99,Rejected,2020-01-13
PR2949,Marketing,VendorA,3475.52,Approved,2024-09-22
PR2950,Finance,VendorC,3534.09,Approved,2020-12-25
PR2951,Marketing,VendorB,811.57,Rejected,2024-01-15
PR2952,Marketing,VendorA,303.84,Rejected,2024-04-27
PR2953,Marketing,VendorC,3509.42,Pending,2024-02-09
PR2954,Marketing,VendorA,1846.86,Rejected,2023-05-13
PR2955,Marketing,VendorB,180.87,Pending,2023-08-01
PR2956,Marketing,VendorC,540.97,Rejected,2022-08-20
PR2957,HR,VendorB,4348.07,Pending,2021-10-09
PR2958,HR,VendorC,2358.47,Approved,2020-06-03
PR2959,HR,VendorA,1097.06,Pending,2025-05-29
PR2960,HR,VendorC,4682.14,Approved,2023-09-05
PR2961,HR,VendorC,915.33,Approved,2024-04-28
PR2962,IT,VendorA,1513.18,Pending,2020-06-23
PR2963,Marketing,VendorB,4039.52,Approved,2021-10-31
PR2964,Marketing,VendorC,504.01,Approved,2025-03-08
PR2965,IT,VendorB,808.31,Pending,2022-03-14
PR2966,Marketing,VendorB,123.33,Rejected,2022-04-04
PR2967,Marketing,VendorA,140.09,Approved,2021-07-27
PR2968,HR,VendorB,1777.78,Rejected,2020-07-14
PR2969,IT,VendorA,934.08,Rejected,2022-01-25
PR2970,IT,VendorC,1897.31,Approved,2024-06-15
PR2971,Finance,VendorA,3680.49,Pending,2020-05-19
PR2972,Finance,VendorA,1639.96,Approved,2023-02-06
PR2973,IT,VendorA,984.05,Approved,2023-03-23
PR2974,IT,VendorB,4493.78,Approved,2021-01-26
PR2975,HR,VendorB,3291.12,Pending,2025-06-27
PR2976,HR,VendorA,910.49,Approved,2023-05-21
PR2977,IT,VendorC,902.28,Approved,2020-06-02
PR2978,Finance,VendorC,2619.47,Approved,2020-02-16
PR2979,Finance,VendorC,3172.26,Rejected,2021-07-15
PR2980,IT,VendorA,1760.34,Approved,2020-07-04
PR2981,Marketing,VendorA,2039.47,Pending,2025-07-03
PR2982,Marketing,VendorC,4436.56,Pending,2025-01-06
PR2983,HR,VendorB,4187.43,Rejected,2020-01-16
PR2984,Finance,VendorB,140.19,Pending,2024-05-19
PR2985,Marketing,VendorB,1269.01,Rejected,2022-05-13
PR2986,Marketing,VendorB,4622.82,Rejected,2020-05-29
PR2987,IT,VendorA,4461.77,Approved,2020-01-23
PR2988,Finance,VendorC,1652.93,Pending,2023-07-11
PR2989,HR,VendorC,512.49,Rejected,2021-07-31
PR2990,IT,VendorC,3950.37,Pending,2022-01-24
PR2991,HR,VendorA,3575.08,Rejected,2022-01-21
PR2992,Marketing,VendorC,2002.29,Approved,2024-04-15
PR2993,HR,VendorC,4372.7,Approved,2020-01-19
PR2994,HR,VendorC,1666.69,Pending,2020-11-24
PR2995,IT,VendorC,1957.8,Rejected,2024-08-15
PR2996,Marketing,VendorA,1544.61,Pending,2023-02-07
PR2997,HR,VendorC,2018.98,Approved,2020-06-04
PR2998,Marketing,VendorC,3085.7,Pending,2022-10-07
PR2999,Finance,VendorC,4630.05,Approved,2025-07-27
PR3000,HR,VendorA,3109.29,Rejected,2021-06-27
PR3001,IT,VendorA,1483.2,Pending,2025-02-01
PR3002,Finance,VendorC,2831.37,Approved,2020-11-16
PR3003,Marketing,VendorC,1931.87,Pending,2020-10-29
PR3004,HR,VendorA,1211.73,Rejected,2023-10-12
PR3005,Marketing,VendorC,665.93,Rejected,2020-01-12
PR3006,Marketing,VendorA,3594.77,Approved,2021-04-06
PR3007,Marketing,VendorB,2752.61,Pending,2025-01-17
PR3008,Finance,VendorA,4334.56,Approved,2023-10-13
PR3009,IT,VendorC,3199.18,Rejected,2022-06-02
PR3010,IT,VendorA,3576.18,Approved,2021-02-19
PR3011,HR,VendorA,3276.69,Approved,2022-06-13
PR3012,Finance,VendorA,3896.81,Rejected,2024-03-26
PR3013,Finance,VendorA,3250.23,Rejected,2025-09-26
PR3014,Finance,VendorB,4285.91,Rejected,2021-06-01
PR3015,Marketing,VendorB,300.27,Rejected,2024-12-12
PR3016,Finance,VendorC,447.47,Pending,2021-06-14
PR3017,HR,VendorC,878.16,Rejected,2025-03-19
PR3018,HR,VendorA,543.76,Pending,2024-11-23
PR3019,HR,VendorA,3856.05,Rejected,2020-02-26
PR3020,Finance,VendorA,4352.24,Approved,2024-03-15
PR3021,Finance,VendorB,721.95,Pending,2020-09-17
PR3022,Marketing,VendorA,560.9,Rejected,2022-02-23
PR3023,Marketing,VendorA,4182.92,Rejected,2022-09-23
PR3024,Finance,VendorB,2492.46,Approved,2024-09-11
PR3025,IT,VendorA,2552.64,Approved,2024-09-22
PR3026,Marketing,VendorA,4533.25,Approved,2023-02-04
PR3027,Finance,VendorA,2421.97,Rejected,2022-03-18
PR3028,HR,VendorC,2389.55,Approved,2023-09-12
PR3029,IT,VendorA,4165.49,Approved,2023-05-09
PR3030,HR,VendorA,2723.18,Pending,2024-11-28
PR3031,HR,VendorA,1525.99,Approved,2021-08-06
PR3032,IT,VendorB,3549.84,Approved,2021-10-18
PR3033,HR,VendorC,2367.17,Pending,2024-01-11
PR3034,IT,VendorC,1126.03,Pending,2021-07-04
PR3035,Finance,VendorA,815.8,Pending,2021-03-10
PR3036,Marketing,VendorA,2273.19,Pending,2024-05-09
PR3037,HR,VendorB,4466.27,Approved,2020-10-27
PR3038,Marketing,VendorB,3474.24,Approved,2023-05-21
PR3039,Marketing,VendorC,470.75,Rejected,2025-01-03
PR3040,Finance,VendorA,2614.96,Rejected,2024-10-22
PR3041,Finance,VendorA,2279.75,Pending,2023-12-26
PR3042,IT,VendorA,4396.63,Rejected,2024-08-02
PR3043,IT,VendorB,1050.15,Approved,2021-01-03
PR3044,IT,VendorB,1455.65,Pending,2020-02-24
PR3045,Marketing,VendorC,3087.38,Approved,2023-11-07
PR3046,IT,VendorB,2107.71,Rejected,2025-06-28
PR3047,Marketing,VendorC,3032.64,Rejected,2021-09-21
PR3048,Marketing,VendorB,1260.01,Pending,2022-05-09
PR3049,IT,VendorA,3695.38,Approved,2024-10-08
PR3050,HR,VendorC,2998.93,Pending,2024-09-26
PR3051,IT,VendorA,3384.63,Pending,2023-08-01
PR3052,Marketing,VendorA,4555.42,Pending,2023-10-27
PR3053,Marketing,VendorC,3013.24,Approved,2022-02-27
PR3054,Marketing,VendorB,989.7,Rejected,2024-05-09
PR3055,HR,VendorA,4282.39,Pending,2022-02-21
PR3056,Finance,VendorA,1072.91,Rejected,2022-11-01
PR3057,Marketing,VendorA,3542.41,Rejected,2024-10-18
PR3058,Finance,VendorC,4713.97,Approved,2023-09-28
PR3059,Finance,VendorA,4067.79,Rejected,2025-07-23
PR3060,Marketing,VendorC,1766.0,Rejected,2021-05-02
PR3061,HR,VendorB,2528.63,Pending,2023-11-20
PR3062,Marketing,VendorA,4513.08,Rejected,2025-05-19
PR3063,IT,VendorB,304.25,Approved,2025-02-24
PR3064,Marketing,VendorB,4245.12,Approved,2024-03-13
PR3065,IT,VendorB,1906.4,Approved,2023-06-23
PR3066,Marketing,VendorB,4963.44,Rejected,2022-01-07
PR3067,Finance,VendorC,4092.19,Pending,2021-11-08
PR3068,IT,VendorB,1989.4,Rejected,2022-08-28
PR3069,IT,VendorA,1033.61,Approved,2022-11-05
PR3070,HR,VendorC,3447.82,Pending,2021-12-24
PR3071,Finance,VendorC,3257.18,Approved,2025-08-20
PR3072,Marketing,VendorC,3858.58,Rejected,2024-05-26
PR3073,IT,VendorC,4659.98,Pending,2022-12-01
PR3074,IT,VendorC,4605.15,Rejected,2025-01-10
PR3075,Finance,VendorC,1345.65,Rejected,2025-07-15
PR3076,HR,VendorA,3502.72,Rejected,2020-05-16
PR3077,HR,VendorC,2258.34,Pending,2025-04-25
PR3078,Finance,VendorB,1156.91,Pending,2020-06-07
PR3079,HR,VendorC,2203.26,Approved,2022-07-30
PR3080,Marketing,VendorA,964.04,Approved,2021-04-24
PR3081,IT,VendorC,3362.73,Rejected,2021-02-15
PR3082,Finance,VendorC,4533.47,Pending,2021-01-11
PR3083,Finance,VendorA,3337.76,Pending,2024-11-08
PR3084,IT,VendorC,1093.09,Approved,2021-11-01
PR3085,Marketing,VendorB,4248.52,Approved,2024-03-07
PR3086,IT,VendorC,583.72,Approved,2024-09-04
PR3087,Finance,VendorA,3625.53,Pending,2020-04-27
PR3088,IT,VendorA,978.6,Rejected,2024-03-13
PR3089,Finance,VendorC,4987.46,Approved,2024-03-07
PR3090,Finance,VendorB,2573.34,Approved,2022-04-07
PR3091,HR,VendorA,672.85,Rejected,2023-06-03
PR3092,HR,VendorB,1116.8,Approved,2025-06-05
PR3093,IT,VendorB,564.68,Approved,2025-01-16
PR3094,Marketing,VendorA,4644.43,Pending,2023-08-18
PR3095,IT,VendorB,196.87,Pending,2021-01-09
PR3096,Marketing,VendorC,4715.05,Pending,2024-03-29
PR3097,Finance,VendorC,2763.59,Approved,2023-11-29
PR3098,Marketing,VendorB,3906.19,Approved,2025-06-22
PR3099,HR,VendorB,463.71,Pending,2023-01-07
PR3100,Marketing,VendorA,1720.35,Pending,2021-05-26
PR3101,Marketing,VendorA,2041.93,Pending,2021-10-24
PR3102,Marketing,VendorA,3856.16,Pending,2024-02-08
PR3103,IT,VendorB,3580.01,Rejected,2023-12-29
PR3104,IT,VendorC,274.13,Approved,2024-04-23
PR3105,Finance,VendorB,687.39,Approved,2023-08-03
PR3106,Marketing,VendorA,1868.81,Pending,2024-10-04
PR3107,Finance,VendorA,4342.9,Rejected,2023-05-10
PR3108,HR,VendorB,2626.57,Pending,2020-10-30
PR3109,Marketing,VendorB,3147.57,Rejected,2021-01-18
PR3110,IT,VendorC,640.82,Rejected,2021-10-14
PR3111,Finance,VendorA,1145.81,Approved,2021-07-17
PR3112,HR,VendorB,246.04,Rejected,2021-10-17
PR3113,Finance,VendorC,4693.29,Pending,2021-02-19
PR3114,IT,VendorA,4809.42,Pending,2024-11-10
PR3115,Marketing,VendorB,2070.07,Approved,2021-07-15
PR3116,Finance,VendorC,946.49,Pending,2023-08-15
PR3117,HR,VendorC,1952.47,Approved,2024-05-29
PR3118,HR,VendorC,857.72,Rejected,2022-10-24
PR3119,IT,VendorB,3905.35,Rejected,2020-07-27
PR3120,Finance,VendorB,4996.26,Rejected,2022-03-27
PR3121,HR,VendorA,2170.79,Rejected,2020-02-28
PR3122,Marketing,VendorA,2909.17,Pending,2024-01-10
PR3123,Finance,VendorB,1169.59,Pending,2024-08-18
PR3124,HR,VendorA,4638.22,Rejected,2021-06-10
PR3125,IT,VendorC,182.82,Rejected,2020-10-30
PR3126,Marketing,VendorA,3214.2,Approved,2025-04-01
PR3127,Marketing,VendorB,3707.17,Rejected,2024-01-20
PR3128,HR,VendorA,4041.35,Approved,2025-07-19
PR3129,HR,VendorB,512.66,Rejected,2025-01-23
PR3130,Finance,VendorB,4647.38,Pending,2024-04-18
PR3131,Marketing,VendorC,2001.13,Pending,2023-01-22
PR3132,Finance,VendorC,1774.66,Approved,2025-06-26
PR3133,HR,VendorA,3583.67,Rejected,2021-07-12
PR3134,Finance,VendorC,3615.36,Pending,2023-05-18
PR3135,IT,VendorB,2026.9,Rejected,2025-01-13
PR3136,Marketing,VendorB,3686.57,Rejected,2020-08-24
PR3137,IT,VendorA,3125.01,Rejected,2020-02-07
PR3138,HR,VendorC,2982.71,Approved,2020-07-21
PR3139,Marketing,VendorB,1458.04,Approved,2025-04-11
PR3140,Finance,VendorA,3490.38,Approved,2021-01-06
PR3141,Finance,VendorA,3790.58,Rejected,2022-02-09
PR3142,HR,VendorB,3178.58,Rejected,2025-03-31
PR3143,Marketing,VendorB,349.44,Pending,2024-08-23
PR3144,HR,VendorB,4471.64,Pending,2022-08-20
PR3145,IT,VendorB,3077.13,Approved,2020-04-09
PR3146,IT,VendorC,4512.59,Rejected,2023-01-17
PR3147,HR,VendorA,4496.81,Rejected,2025-03-23
PR3148,HR,VendorC,1631.49,Rejected,2025-04-02
PR3149,Finance,VendorA,1293.52,Approved,2024-11-18
PR3150,Marketing,VendorB,2114.89,Rejected,2020-10-31
PR3151,Marketing,VendorC,3096.85,Rejected,2021-12-30
PR3152,HR,VendorB,951.69,Pending,2021-12-30
PR3153,Finance,VendorB,4916.78,Rejected,2021-12-17
PR3154,Finance,VendorC,4297.46,Pending,2020-10-13
PR3155,Marketing,VendorC,4246.16,Pending,2021-09-08
PR3156,Marketing,VendorC,1862.78,Pending,2025-07-12
PR3157,IT,VendorB,187.61,Pending,2023-04-29
PR3158,Finance,VendorC,212.27,Pending,2023-10-14
PR3159,Finance,VendorB,2307.28,Pending,2021-12-01
PR3160,Finance,VendorB,4821.51,Approved,2021-04-20
PR3161,Finance,VendorA,2024.07,Rejected,2020-06-09
PR3162,HR,VendorA,1603.52,Pending,2025-03-12
PR3163,Finance,VendorC,1495.66,Rejected,2022-05-25
PR3164,HR,VendorA,2742.41,Approved,2025-08-07
PR3165,Marketing,VendorC,1029.53,Rejected,2024-10-10
PR3166,IT,VendorB,1317.05,Approved,2022-11-18
PR3167,Marketing,VendorB,4717.76,Pending,2020-02-11
PR3168,Finance,VendorC,4293.39,Approved,2021-01-15
PR3169,IT,VendorB,3945.02,Rejected,2022-10-30
PR3170,IT,VendorA,2527.53,Rejected,2020-04-05
PR3171,Finance,VendorB,2625.21,Pending,2025-05-09
PR3172,Marketing,VendorA,2852.76,Approved,2025-09-11
PR3173,HR,VendorB,3532.87,Rejected,2021-05-05
PR3174,HR,VendorC,2958.29,Pending,2022-06-14
PR3175,IT,VendorA,3280.56,Pending,2022-09-16
PR3176,HR,VendorC,1330.34,Approved,2024-12-26
PR3177,Finance,VendorC,3055.03,Approved,2020-04-01
PR3178,IT,VendorA,4130.8,Rejected,2022-12-30
PR3179,Finance,VendorA,2639.02,Rejected,2021-08-25
PR3180,IT,VendorB,930.88,Rejected,2024-12-11
PR3181,HR,VendorA,2535.41,Pending,2022-11-14
PR3182,Marketing,VendorB,4686.32,Rejected,2024-06-13
PR3183,IT,VendorA,1003.81,Pending,2022-12-26
PR3184,HR,VendorA,4172.21,Pending,2025-07-11
PR3185,IT,VendorC,4862.73,Approved,2025-02-05
PR3186,Finance,VendorC,1432.71,Approved,2020-12-27
PR3187,HR,VendorC,4345.51,Approved,2021-09-22
PR3188,Finance,VendorB,3350.08,Rejected,2022-06-11
PR3189,HR,VendorC,4024.73,Rejected,2023-10-18
PR3190,IT,VendorC,3776.06,Approved,2020-11-04
PR3191,HR,VendorA,1243.71,Rejected,2025-05-06
PR3192,Finance,VendorA,1406.51,Approved,2021-01-20
PR3193,Finance,VendorC,1510.85,Pending,2024-12-10
PR3194,IT,VendorA,4885.82,Approved,2020-02-19
PR3195,HR,VendorB,4861.85,Pending,2020-05-08
PR3196,Finance,VendorA,2859.39,Approved,2021-02-02
PR3197,IT,VendorA,2091.56,Rejected,2024-07-21
PR3198,Finance,VendorA,3470.5,Pending,2022-03-06
PR3199,Marketing,VendorB,3853.43,Pending,2020-07-29
PR3200,Marketing,VendorA,4304.65,Rejected,2025-01-16
PR3201,Marketing,VendorA,2915.3,Rejected,2020-04-27
PR3202,Finance,VendorB,680.5,Approved,2020-10-01
PR3203,HR,VendorB,4889.05,Rejected,2024-01-26
PR3204,Marketing,VendorC,4562.54,Pending,2020-01-18
PR3205,IT,VendorA,1713.63,Pending,2024-08-16
PR3206,Finance,VendorC,2047.66,Pending,2020-05-09
PR3207,Marketing,VendorC,4437.02,Rejected,2020-05-30
PR3208,IT,VendorC,2625.54,Pending,2024-08-24
PR3209,Finance,VendorC,319.92,Approved,2024-05-23
PR3210,HR,VendorA,3118.27,Pending,2022-02-28
PR3211,HR,VendorB,4023.46,Rejected,2022-03-08
PR3212,Marketing,VendorC,2460.77,Pending,2025-04-26
PR3213,Marketing,VendorA,4736.0,Approved,2020-04-21
PR3214,IT,VendorA,4417.74,Pending,2020-04-10
PR3215,Finance,VendorA,3230.15,Pending,2023-04-30
PR3216,Finance,VendorB,3580.93,Approved,2021-02-08
PR3217,Marketing,VendorA,4707.72,Rejected,2022-08-11
PR3218,Finance,VendorA,1169.78,Pending,2025-01-31
PR3219,Finance,VendorC,2012.03,Pending,2024-06-18
PR3220,Finance,VendorC,714.25,Approved,2023-10-01
PR3221,Finance,VendorB,3677.08,Rejected,2024-08-20
PR3222,Finance,VendorB,3655.25,Rejected,2020-07-22
PR3223,IT,VendorA,464.61,Rejected,2024-10-18
PR3224,Finance,VendorA,1674.04,Pending,2025-08-03
PR3225,Marketing,VendorA,2859.51,Approved,2020-03-20
PR3226,Finance,VendorC,4806.65,Approved,2020-04-10
PR3227,Finance,VendorB,1308.52,Pending,2020-02-27
PR3228,Marketing,VendorB,1815.23,Pending,2024-07-25
PR3229,HR,VendorC,246.33,Approved,2024-10-02
PR3230,Finance,VendorB,2746.78,Rejected,2025-07-30
PR3231,IT,VendorA,3952.0,Pending,2021-07-03
PR3232,HR,VendorA,1788.72,Rejected,2023-02-11
PR3233,Marketing,VendorC,1060.92,Pending,2022-06-06
PR3234,Marketing,VendorA,1153.73,Approved,2021-08-22
PR3235,HR,VendorB,1039.65,Approved,2020-09-20
PR3236,Marketing,VendorB,2548.62,Rejected,2024-10-25
PR3237,Finance,VendorA,281.19,Approved,2023-01-22
PR3238,IT,VendorC,2326.69,Pending,2023-06-18
PR3239,Finance,VendorA,1342.28,Pending,2021-06-22
PR3240,Finance,VendorA,1999.5,Pending,2024-09-10
PR3241,Marketing,VendorB,1106.05,Approved,2021-06-08
PR3242,Marketing,VendorA,726.94,Rejected,2025-04-21
PR3243,Finance,VendorC,3649.68,Pending,2023-12-11
PR3244,Finance,VendorB,4059.08,Rejected,2024-01-19
PR3245,HR,VendorA,759.29,Approved,2020-01-29
PR3246,HR,VendorC,898.44,Pending,2020-03-11
PR3247,Marketing,VendorB,4989.26,Pending,2024-08-05
PR3248,Marketing,VendorA,4557.78,Rejected,2023-03-26
PR3249,IT,VendorB,3988.95,Pending,2024-06-29
PR3250,HR,VendorB,1853.91,Rejected,2024-12-27
PR3251,Finance,VendorB,941.81,Rejected,2025-02-19
PR3252,Marketing,VendorB,2326.58,Approved,2020-02-28
PR3253,HR,VendorC,265.48,Approved,2021-04-28
PR3254,HR,VendorC,430.89,Rejected,2024-03-31
PR3255,Finance,VendorB,165.7,Pending,2022-08-05
PR3256,Finance,VendorA,2778.91,Approved,2023-07-16
PR3257,IT,VendorA,4749.1,Approved,2022-12-08
PR3258,Finance,VendorB,3800.03,Pending,2025-07-02
PR3259,Marketing,VendorC,4639.37,Approved,2022-11-01
PR3260,Marketing,VendorC,4205.75,Pending,2023-11-07
PR3261,IT,VendorA,4182.09,Approved,2025-05-21
PR3262,Marketing,VendorA,3456.05,Pending,2020-11-05
PR3263,HR,VendorC,919.24,Approved,2024-07-09
PR3264,IT,VendorC,4964.79,Rejected,2024-08-22
PR3265,Finance,VendorB,3937.69,Pending,2020-02-15
PR3266,HR,VendorC,342.48,Rejected,2022-12-30
PR3267,Finance,VendorC,1760.83,Rejected,2021-03-24
PR3268,IT,VendorC,767.3,Pending,2024-07-30
PR3269,Marketing,VendorB,4478.23,Rejected,2023-08-27
PR3270,Marketing,VendorB,105.52,Approved,2024-03-17
PR3271,Finance,VendorB,2276.72,Rejected,2022-01-15
PR3272,Finance,VendorC,2194.73,Pending,2022-11-06
PR3273,IT,VendorC,4492.77,Rejected,2024-05-15
PR3274,IT,VendorB,625.27,Pending,2023-10-17
PR3275,HR,VendorB,3002.7,Approved,2024-06-26
PR3276,IT,VendorB,720.51,Rejected,2022-01-02
PR3277,Marketing,VendorC,1291.4,Approved,2024-04-23
PR3278,Finance,VendorB,3094.29,Pending,2020-05-17
PR3279,IT,VendorB,3567.5,Approved,2022-12-23
PR3280,Finance,VendorA,1207.93,Pending,2020-05-06
PR3281,IT,VendorC,3561.15,Pending,2025-02-21
PR3282,IT,VendorB,3950.98,Pending,2020-12-18
PR3283,HR,VendorA,942.97,Approved,2023-10-16
PR3284,HR,VendorA,2761.92,Approved,2020-04-28
PR3285,Finance,VendorC,2938.04,Pending,2022-12-28
PR3286,IT,VendorA,3687.7,Pending,2022-07-22
PR3287,IT,VendorB,3540.99,Approved,2022-07-31
PR3288,Marketing,VendorC,4061.35,Rejected,2020-07-02
PR3289,Marketing,VendorB,1555.54,Pending,2025-09-09
PR3290,Marketing,VendorB,1389.86,Pending,2021-12-19
PR3291,HR,VendorB,3214.47,Approved,2023-08-18
PR3292,Finance,VendorC,1336.79,Pending,2024-10-11
PR3293,Finance,VendorA,3136.39,Approved,2020-03-07
PR3294,IT,VendorB,2360.15,Rejected,2020-12-13
PR3295,IT,VendorB,1609.83,Pending,2024-03-30
PR3296,HR,VendorC,2304.2,Approved,2020-08-21
PR3297,IT,VendorB,1245.77,Rejected,2020-06-14
PR3298,Finance,VendorA,821.16,Approved,2022-02-10
PR3299,IT,VendorC,153.67,Approved,2023-08-09
PR3300,Finance,VendorB,2156.16,Pending,2020-04-10
PR3301,Finance,VendorC,1743.51,Approved,2024-03-13
PR3302,Marketing,VendorC,4282.68,Approved,2021-11-30
PR3303,IT,VendorA,2212.5,Rejected,2022-07-16
PR3304,IT,VendorC,3806.49,Rejected,2021-06-26
PR3305,IT,VendorB,433.28,Rejected,2025-04-03
PR3306,HR,VendorA,2120.52,Rejected,2020-01-23
PR3307,IT,VendorC,1136.37,Approved,2020-01-11
PR3308,Marketing,VendorC,1833.07,Rejected,2021-08-20
PR3309,Marketing,VendorA,1120.15,Pending,2023-09-08
PR3310,Finance,VendorB,389.1,Rejected,2025-04-04
PR3311,Finance,VendorC,3005.67,Approved,2023-07-11
PR3312,IT,VendorB,1796.14,Pending,2021-10-07
PR3313,IT,VendorB,639.14,Rejected,2021-12-03
PR3314,IT,VendorB,4658.76,Rejected,2020-06-17
PR3315,HR,VendorB,1767.97,Pending,2023-11-05
PR3316,HR,VendorB,3599.91,Rejected,2025-06-10
PR3317,IT,VendorB,1580.66,Approved,2024-12-18
PR3318,Marketing,VendorB,3525.11,Rejected,2020-11-24
PR3319,IT,VendorC,3615.69,Approved,2025-09-02
PR3320,IT,VendorA,1944.1,Pending,2022-02-23
PR3321,IT,VendorA,4001.85,Pending,2021-04-23
PR3322,Marketing,VendorA,1556.82,Rejected,2025-01-09
PR3323,IT,VendorA,4467.9,Approved,2020-11-24
PR3324,Marketing,VendorA,1271.11,Approved,2020-04-29
PR3325,Marketing,VendorC,4261.91,Approved,2023-07-23
PR3326,IT,VendorA,1642.72,Pending,2022-10-21
PR3327,HR,VendorC,369.74,Pending,2021-09-20
PR3328,IT,VendorC,4643.53,Approved,2024-04-04
PR3329,Finance,VendorA,2706.6,Approved,2023-03-20
PR3330,HR,VendorA,1421.87,Pending,2021-06-10
PR3331,Finance,VendorA,1499.91,Approved,2024-07-17
PR3332,Marketing,VendorA,132.75,Pending,2023-04-05
PR3333,HR,VendorA,1966.21,Pending,2022-07-27
PR3334,Marketing,VendorA,965.4,Rejected,2020-10-29
PR3335,Finance,VendorC,102.71,Approved,2022-10-15
PR3336,Marketing,VendorB,4750.62,Approved,2023-10-18
PR3337,IT,VendorB,522.5,Rejected,2023-02-13
PR3338,HR,VendorA,2845.54,Approved,2023-12-25
PR3339,Marketing,VendorC,4147.9,Pending,2021-07-22
PR3340,HR,VendorB,1060.03,Pending,2021-04-03
PR3341,Marketing,VendorC,2348.64,Approved,2023-05-19
PR3342,Finance,VendorB,425.15,Rejected,2025-01-22
PR3343,Finance,VendorA,1145.61,Pending,2022-04-26
PR3344,HR,VendorC,1925.64,Approved,2022-06-14
PR3345,HR,VendorC,2709.45,Pending,2020-02-06
PR3346,Finance,VendorC,2391.23,Pending,2023-10-25
PR3347,HR,VendorA,3999.21,Approved,2022-07-10
PR3348,HR,VendorA,3956.57,Rejected,2022-01-10
PR3349,Finance,VendorA,237.38,Rejected,2021-01-07
PR3350,IT,VendorC,958.94,Approved,2023-02-03
PR3351,IT,VendorB,1226.28,Rejected,2022-11-30
PR3352,IT,VendorC,317.0,Rejected,2023-06-04
PR3353,IT,VendorA,2529.96,Approved,2022-10-07
PR3354,Finance,VendorB,972.62,Pending,2021-09-13
PR3355,Finance,VendorC,2804.76,Approved,2025-01-22
PR3356,Finance,VendorC,3056.47,Pending,2023-12-29
PR3357,Finance,VendorA,3008.08,Pending,2021-07-06
PR3358,IT,VendorA,4371.7,Rejected,2022-03-27
PR3359,Marketing,VendorB,292.78,Rejected,2021-03-09
PR3360,Finance,VendorC,1493.94,Approved,2020-06-15
PR3361,IT,VendorC,4387.46,Pending,2021-02-28
PR3362,Marketing,VendorB,545.81,Approved,2020-08-08
PR3363,HR,VendorC,1485.47,Approved,2024-11-12
PR3364,Marketing,VendorA,4193.18,Approved,2021-04-07
PR3365,HR,VendorA,1813.68,Rejected,2025-01-09
PR3366,HR,VendorC,1325.32,Pending,2024-10-27
PR3367,HR,VendorC,3600.67,Rejected,2021-11-10
PR3368,HR,VendorC,4222.66,Pending,2024-02-12
