request_id,department,type,amount,status,date_submitted
F976,Marketing,Reimbursement,2289.12,Rejected,2025-09-12
F977,Operations,Reimbursement,3061.3,Rejected,2025-09-12
F978,Operations,Invoice,4840.86,Rejected,2025-09-12
F979,Finance,Software License,2334.09,Pending,2025-09-12
F980,HR,Software License,865.4,Approved,2025-09-12
F981,Operations,Invoice,3020.11,Pending,2025-09-12
F982,IT,Software License,3016.74,Pending,2025-09-12
F983,Operations,Software License,3359.23,Approved,2025-09-12
F984,Finance,Reimbursement,2156.12,Approved,2025-09-12
F985,Marketing,Purchase,4919.17,Pending,2025-09-12
F986,IT,Reimbursement,4484.45,Rejected,2025-09-12
F987,IT,Purchase,3463.59,Approved,2025-09-12
F988,IT,Purchase,3795.68,Pending,2025-09-12
F989,HR,Software License,3464.82,Approved,2025-09-12
F990,IT,Software License,2079.08,Pending,2025-09-12
F991,Finance,Software License,1922.32,Rejected,2025-09-12
F992,IT,Purchase,4620.85,Rejected,2025-09-12
F993,IT,Software License,4434.9,Approved,2025-09-12
F994,Operations,Software License,3442.52,Rejected,2025-09-12
F995,Operations,Software License,241.74,Rejected,2025-09-12
F996,IT,Purchase,3145.66,Rejected,2025-09-12
F997,IT,Invoice,854.83,Approved,2025-09-12
F998,Finance,Invoice,1353.87,Approved,2025-09-12
F999,IT,Reimbursement,1365.9,Pending,2025-09-12
F1000,Finance,Purchase,1635.65,Rejected,2025-09-12
F1001,Marketing,Invoice,2430.6,Approved,2025-09-12
F1002,Finance,Invoice,4179.38,Pending,2025-09-12
F1003,Marketing,Invoice,565.57,Rejected,2025-09-12
F1004,Marketing,Software License,2895.91,Approved,2025-09-12
F1005,Finance,Software License,214.56,Rejected,2025-09-12
F1006,HR,Reimbursement,1274.97,Rejected,2025-09-12
F1007,Finance,Reimbursement,3129.48,Approved,2025-09-12
F1008,Finance,Purchase,738.49,Rejected,2025-09-12
F1009,Operations,Software License,2286.01,Approved,2025-09-12
F1010,HR,Purchase,4194.81,Pending,2025-09-12
F1011,Marketing,Invoice,3453.05,Rejected,2025-09-12
F1012,Operations,Purchase,971.45,Pending,2025-09-12
F1013,Finance,Invoice,2430.18,Rejected,2025-09-12
F1014,HR,Purchase,3023.02,Approved,2025-09-12
F1015,HR,Purchase,3745.38,Approved,2025-09-12
F1016,HR,Purchase,977.03,Approved,2025-09-12
F1017,Operations,Reimbursement,4565.22,Pending,2025-09-12
F1018,HR,Software License,3827.84,Rejected,2025-09-12
F1019,HR,Purchase,4364.77,Approved,2025-09-12
F1020,Finance,Purchase,3538.96,Pending,2025-09-12
F1021,Finance,Reimbursement,2022.97,Rejected,2025-09-12
F1022,HR,Software License,2111.27,Pending,2025-09-12
F1023,Finance,Invoice,1804.73,Pending,2025-09-12
F1024,Finance,Invoice,4164.2,Rejected,2025-09-12
F1025,Marketing,Invoice,4043.58,Rejected,2025-09-12
F1026,Operations,Invoice,569.15,Rejected,2025-09-12
F1027,IT,Invoice,556.98,Rejected,2025-09-12
F1028,Operations,Reimbursement,4881.64,Pending,2025-09-12
F1029,IT,Software License,2915.37,Approved,2025-09-12
F1030,IT,Invoice,4901.75,Pending,2025-09-12
F1031,Finance,Invoice,2844.52,Pending,2025-09-12
F1032,IT,Software License,2343.13,Rejected,2025-09-12
F1033,Finance,Reimbursement,4570.2,Rejected,2025-09-12
F1034,Marketing,Software License,3295.51,Rejected,2025-09-12
F1035,Finance,Invoice,2081.97,Approved,2025-09-12
F1036,Marketing,Purchase,3879.53,Approved,2025-09-12
F1037,HR,Invoice,1213.34,Pending,2025-09-12
F1038,Finance,Invoice,521.07,Pending,2025-09-12
F1039,HR,Purchase,3721.95,Approved,2025-09-12
F1040,HR,Purchase,197.3,Rejected,2025-09-12
F1041,Marketing,Invoice,3937.15,Rejected,2025-09-12
F1042,HR,Invoice,3657.6,Pending,2025-09-12
F1043,Marketing,Reimbursement,2403.13,Pending,2025-09-12
F1044,IT,Software License,1525.51,Approved,2025-09-12
F1045,Marketing,Purchase,4411.38,Rejected,2025-09-12
F1046,Marketing,Invoice,646.04,Pending,2025-09-12
F1047,HR,Invoice,1752.05,Approved,2025-09-12
F1048,Finance,Invoice,3864.49,Pending,2025-09-12
F1049,IT,Invoice,225.37,Rejected,2025-09-12
F1050,IT,Purchase,2298.79,Pending,2025-09-12
F1051,HR,Reimbursement,289.33,Pending,2025-09-12
F1052,HR,Invoice,1870.71,Rejected,2025-09-12
F1053,HR,Invoice,3391.28,Rejected,2025-09-12
F1054,Operations,Software License,1335.43,Approved,2025-09-12
F1055,HR,Software License,395.65,Approved,2025-09-12
F1056,IT,Invoice,1160.48,Pending,2025-09-12
F1057,HR,Reimbursement,698.26,Approved,2025-09-12
F1058,HR,Reimbursement,1620.83,Rejected,2025-09-12
F1059,Operations,Software License,3963.47,Pending,2025-09-12
F1060,Marketing,Software License,2756.04,Rejected,2025-09-12
F1061,Finance,Software License,3782.89,Pending,2025-09-12
F1062,Finance,Reimbursement,2768.62,Approved,2025-09-12
F1063,HR,Reimbursement,175.97,Rejected,2025-09-12
F1064,Operations,Software License,4209.23,Pending,2025-09-12
F1065,IT,Purchase,3862.0,Rejected,2025-09-12
F1066,Operations,Reimbursement,988.45,Rejected,2025-09-12
F1067,Marketing,Invoice,722.47,Pending,2025-09-12
F1068,HR,Purchase,3800.49,Rejected,2025-09-12
F1069,Finance,Software License,1264.4,Approved,2025-09-12
F1070,HR,Reimbursement,786.22,Rejected,2025-09-12
F1071,Operations,Software License,3044.66,Pending,2025-09-12
F1072,Operations,Reimbursement,3678.78,Approved,2025-09-12
F1073,IT,Purchase,1831.29,Rejected,2025-09-12
F1074,IT,Purchase,65.12,Rejected,2025-09-12
F1075,Marketing,Reimbursement,1880.59,Rejected,2025-09-12
F1076,Finance,Purchase,3353.29,Pending,2025-09-12
F1077,Operations,Invoice,2847.56,Pending,2025-09-12
F1078,HR,Software License,380.8,Pending,2025-09-12
F1079,Operations,Invoice,307.71,Pending,2025-09-12
F1080,HR,Purchase,3066.44,Approved,2025-09-12
F1081,Finance,Purchase,628.25,Approved,2025-09-12
F1082,Operations,Invoice,1559.24,Pending,2025-09-12
F1083,HR,Purchase,1413.16,Approved,2025-09-12
F1084,Operations,Invoice,1078.11,Pending,2025-09-12
F1085,Marketing,Purchase,3715.98,Pending,2025-09-12
F1086,HR,Reimbursement,1418.95,Pending,2025-09-12
F1087,Marketing,Software License,2112.89,Approved,2025-09-12
F1088,Marketing,Invoice,1066.43,Pending,2025-09-12
F1089,IT,Invoice,1780.96,Rejected,2025-09-12
F1090,Marketing,Purchase,1253.1,Rejected,2025-09-12
F1091,IT,Reimbursement,4777.58,Approved,2025-09-12
F1092,Operations,Invoice,1382.82,Approved,2025-09-12
F1093,HR,Software License,274.43,Rejected,2025-09-12
F1094,Marketing,Invoice,1726.91,Approved,2025-09-12
F1095,Finance,Invoice,2518.94,Approved,2025-09-12
F1096,Marketing,Reimbursement,3947.11,Rejected,2025-09-12
F1097,Marketing,Software License,3862.12,Approved,2025-09-12
F1098,IT,Software License,3341.52,Rejected,2025-09-12
F1099,HR,Invoice,1296.26,Pending,2025-09-12
F1100,HR,Software License,4132.1,Approved,2025-09-12
F1101,Finance,Reimbursement,4032.82,Approved,2025-09-12
F1102,Operations,Software License,4993.14,Approved,2025-09-12
F1103,Finance,Software License,1564.17,Rejected,2025-09-12
F1104,Marketing,Purchase,4819.64,Pending,2025-09-12
F1105,IT,Invoice,4054.59,Rejected,2025-09-12
F1106,Finance,Purchase,1078.57,Approved,2025-09-12
F1107,Operations,Purchase,257.08,Pending,2025-09-12
F1108,IT,Reimbursement,474.85,Pending,2025-09-12
F1109,IT,Reimbursement,366.28,Approved,2025-09-12
F1110,Marketing,Software License,755.67,Approved,2025-09-12
F1111,IT,Invoice,1662.4,Pending,2025-09-12
F1112,Operations,Software License,4308.39,Pending,2025-09-12
F1113,Operations,Invoice,467.42,Approved,2025-09-12
F1114,Marketing,Software License,1270.02,Rejected,2025-09-12
F1115,Operations,Software License,65.82,Pending,2025-09-12
F1116,Finance,Reimbursement,647.74,Approved,2025-09-12
F1117,HR,Software License,1111.86,Approved,2025-09-12
F1118,HR,Invoice,3200.92,Approved,2025-09-12
F1119,IT,Invoice,3499.42,Rejected,2025-09-12
F1120,IT,Purchase,4304.66,Pending,2025-09-12
F1121,IT,Reimbursement,3010.41,Approved,2025-09-12
F1122,IT,Purchase,4487.24,Pending,2025-09-12
F1123,HR,Invoice,3211.63,Rejected,2025-09-12
F1124,Operations,Reimbursement,463.05,Pending,2025-09-12
F1125,Marketing,Reimbursement,1969.59,Pending,2025-09-12
F1126,Operations,Purchase,360.98,Pending,2025-09-12
F1127,IT,Invoice,2572.49,Approved,2025-09-12
F1128,Marketing,Reimbursement,581.68,Rejected,2025-09-12
F1129,IT,Purchase,2255.73,Pending,2025-09-12
F1130,HR,Software License,3380.33,Approved,2025-09-12
F1131,IT,Software License,2050.75,Pending,2025-09-12
F1132,HR,Purchase,3800.68,Approved,2025-09-12
F1133,Marketing,Reimbursement,3267.9,Approved,2025-09-12
F1134,IT,Reimbursement,4505.25,Approved,2025-09-12
F1135,Operations,Purchase,4152.38,Pending,2025-09-12
F1136,Operations,Invoice,1794.76,Approved,2025-09-12
F1137,Finance,Invoice,4286.73,Approved,2025-09-12
F1138,Finance,Reimbursement,1580.34,Pending,2025-09-12
F1139,Operations,Software License,953.3,Approved,2025-09-12
F1140,IT,Reimbursement,3104.62,Pending,2025-09-12
F1141,Finance,Reimbursement,1426.24,Rejected,2025-09-12
F1142,Operations,Invoice,4588.6,Rejected,2025-09-12
F1143,Operations,Invoice,3403.18,Rejected,2025-09-12
F1144,Operations,Reimbursement,2204.74,Approved,2025-09-12
F1145,Finance,Reimbursement,2805.69,Pending,2025-09-12
F1146,Operations,Reimbursement,2696.74,Pending,2025-09-12
F1147,Operations,Reimbursement,4892.72,Approved,2025-09-12
F1148,Finance,Purchase,53.11,Pending,2025-09-12
F1149,Marketing,Purchase,349.41,Approved,2025-09-12
F1150,Operations,Purchase,3241.08,Rejected,2025-09-12
F1151,Finance,Purchase,847.54,Rejected,2025-09-12
F1152,IT,Software License,3611.66,Approved,2025-09-12
F1153,Marketing,Purchase,978.7,Approved,2025-09-12
F1154,Finance,Purchase,140.48,Pending,2025-09-12
F1155,Finance,Purchase,4170.42,Rejected,2025-09-12
F1156,Finance,Reimbursement,266.42,Rejected,2025-09-12
F1157,Operations,Software License,1640.77,Pending,2025-09-12
F1158,Finance,Reimbursement,1947.97,Rejected,2025-09-12
F1159,Finance,Software License,609.26,Pending,2025-09-12
F1160,HR,Reimbursement,3311.52,Pending,2025-09-12
F1161,HR,Invoice,4341.1,Approved,2025-09-12
F1162,IT,Reimbursement,3215.4,Pending,2025-09-12
F1163,Marketing,Software License,750.22,Pending,2025-09-12
F1164,HR,Purchase,4072.58,Pending,2025-09-12
F1165,Operations,Reimbursement,2586.28,Approved,2025-09-12
F1166,Operations,Reimbursement,3761.97,Pending,2025-09-12
F1167,IT,Purchase,4971.48,Approved,2025-09-12
F1168,IT,Invoice,2558.13,Approved,2025-09-12
F1169,IT,Software License,4522.14,Rejected,2025-09-12
F1170,Marketing,Reimbursement,1961.26,Approved,2025-09-12
F1171,HR,Software License,2769.21,Rejected,2025-09-12
F1172,IT,Invoice,973.96,Approved,2025-09-12
F1173,Marketing,Invoice,1547.04,Rejected,2025-09-12
F1174,Finance,Software License,692.04,Approved,2025-09-12
F1175,Marketing,Software License,2133.22,Pending,2025-09-12
F1176,Finance,Invoice,3938.0,Pending,2025-09-12
F1177,IT,Reimbursement,3910.2,Approved,2025-09-12
F1178,Operations,Software License,3955.76,Approved,2025-09-12
F1179,Marketing,Purchase,569.8,Rejected,2025-09-12
F1180,HR,Software License,807.85,Approved,2025-09-12
F1181,Finance,Reimbursement,4144.84,Pending,2025-09-12
F1182,Finance,Purchase,3035.33,Pending,2025-09-12
F1183,Finance,Invoice,488.01,Approved,2025-09-12
F1184,Finance,Reimbursement,2713.43,Rejected,2025-09-12
F1185,Marketing,Invoice,2026.7,Approved,2025-09-12
F1186,Finance,Reimbursement,4987.91,Rejected,2025-09-12
F1187,Operations,Reimbursement,3920.62,Pending,2025-09-12
F1188,IT,Invoice,511.84,Rejected,2025-09-12
F1189,Finance,Reimbursement,1357.25,Approved,2025-09-12
F1190,Marketing,Reimbursement,2625.0,Approved,2025-09-12
F1191,Finance,Purchase,4350.95,Pending,2025-09-12
F1192,IT,Purchase,2594.86,Approved,2025-09-12
F1193,Finance,Invoice,4864.71,Pending,2025-09-12
F1194,Operations,Invoice,1126.81,Approved,2025-09-12
F1195,Marketing,Purchase,2081.82,Rejected,2025-09-12
F1196,Operations,Invoice,4146.75,Pending,2025-09-12
F1197,Marketing,Reimbursement,2286.46,Approved,2025-09-12
F1198,Marketing,Reimbursement,358.59,Pending,2025-09-12
F1199,Finance,Reimbursement,3926.39,Rejected,2025-09-12
F1200,Finance,Purchase,90.28,Pending,2025-09-12
F1201,Finance,Reimbursement,4698.33,Approved,2025-09-12
F1202,Finance,Reimbursement,425.35,Rejected,2025-09-12
F1203,HR,Invoice,1035.79,Approved,2025-09-12
F1204,Marketing,Purchase,322.62,Approved,2025-09-12
F1205,Marketing,Purchase,3519.39,Rejected,2025-09-12
F1206,Finance,Reimbursement,276.82,Pending,2025-09-12
F1207,HR,Software License,3352.89,Pending,2025-09-12
F1208,IT,Purchase,4394.27,Rejected,2025-09-12
F1209,HR,Purchase,4701.01,Approved,2025-09-12
F1210,HR,Invoice,72.94,Approved,2025-09-12
F1211,Operations,Reimbursement,2112.4,Approved,2025-09-12
F1212,Finance,Purchase,4195.2,Approved,2025-09-12
F1213,Finance,Software License,2532.09,Rejected,2025-09-12
F1214,IT,Purchase,2164.26,Approved,2025-09-12
F1215,Marketing,Invoice,3528.95,Pending,2025-09-12
F1216,Marketing,Reimbursement,421.88,Approved,2025-09-12
F1217,IT,Software License,3957.24,Pending,2025-09-12
F1218,IT,Reimbursement,3444.58,Rejected,2025-09-12
F1219,HR,Invoice,2957.24,Approved,2025-09-12
F1220,Finance,Purchase,3762.65,Approved,2025-09-12
F1221,Finance,Reimbursement,1404.57,Approved,2025-09-12
F1222,Finance,Reimbursement,1773.82,Rejected,2025-09-12
F1223,IT,Purchase,946.84,Pending,2025-09-12
F1224,Marketing,Reimbursement,1593.38,Pending,2025-09-12
F1225,IT,Software License,1173.93,Approved,2025-09-12
F1226,Finance,Software License,1267.07,Rejected,2025-09-12
F1227,Finance,Reimbursement,2833.92,Rejected,2025-09-12
F1228,Finance,Invoice,1532.77,Rejected,2025-09-12
F1229,IT,Invoice,1860.16,Pending,2025-09-12
F1230,Finance,Reimbursement,2226.03,Approved,2025-09-12
F1231,Finance,Purchase,1733.08,Rejected,2025-09-12
F1232,Marketing,Reimbursement,1948.19,Approved,2025-09-12
F1233,Finance,Invoice,2998.11,Rejected,2025-09-12
F1234,IT,Purchase,2829.62,Rejected,2025-09-12
F1235,Finance,Invoice,1835.62,Rejected,2025-09-12
F1236,Operations,Purchase,3746.39,Approved,2025-09-12
F1237,Finance,Software License,2397.53,Rejected,2025-09-12
F1238,IT,Invoice,3376.5,Approved,2025-09-12
F1239,Finance,Reimbursement,3335.44,Pending,2025-09-12
F1240,Finance,Purchase,3349.41,Approved,2025-09-12
F1241,Marketing,Invoice,4412.4,Pending,2025-09-12
F1242,HR,Reimbursement,1436.47,Rejected,2025-09-12
F1243,Marketing,Purchase,91.25,Pending,2025-09-12
F1244,HR,Invoice,4451.19,Rejected,2025-09-12
F1245,IT,Purchase,2597.53,Approved,2025-09-12
F1246,Marketing,Reimbursement,585.04,Approved,2025-09-12
F1247,Marketing,Reimbursement,996.58,Approved,2025-09-12
F1248,Operations,Software License,3002.38,Pending,2025-09-12
F1249,Finance,Reimbursement,4710.65,Rejected,2025-09-12
F1250,Finance,Invoice,3827.02,Rejected,2025-09-12
F1251,Finance,Reimbursement,135.03,Approved,2025-09-12
F1252,Marketing,Purchase,3320.91,Approved,2025-09-12
F1253,IT,Purchase,894.65,Approved,2025-09-12
F1254,HR,Reimbursement,3128.64,Rejected,2025-09-12
F1255,Finance,Purchase,496.03,Approved,2025-09-12
F1256,Finance,Purchase,1910.0,Approved,2025-09-12
F1257,IT,Reimbursement,2861.77,Approved,2025-09-12
F1258,Operations,Reimbursement,1240.83,Approved,2025-09-12
F1259,HR,Software License,1384.46,Pending,2025-09-12
F1260,Marketing,Reimbursement,3217.69,Pending,2025-09-12
F1261,Finance,Reimbursement,3011.69,Pending,2025-09-12
F1262,Marketing,Purchase,328.98,Rejected,2025-09-12
F1263,Operations,Invoice,2723.72,Rejected,2025-09-12
F1264,IT,Purchase,174.67,Pending,2025-09-12
F1265,Finance,Reimbursement,2870.92,Approved,2025-09-12
F1266,Marketing,Purchase,177.76,Rejected,2025-09-12
F1267,IT,Invoice,3464.91,Rejected,2025-09-12
F1268,HR,Software License,1459.8,Approved,2025-09-12
F1269,Marketing,Reimbursement,61.85,Pending,2025-09-12
F1270,HR,Invoice,4598.48,Approved,2025-09-12
F1271,HR,Purchase,2812.54,Approved,2025-09-12
F1272,Finance,Invoice,2013.12,Approved,2025-09-12
F1273,IT,Software License,306.49,Pending,2025-09-12
F1274,IT,Purchase,2471.45,Pending,2025-09-12
F1275,Marketing,Software License,1975.98,Approved,2025-09-12
F1276,Operations,Software License,287.23,Approved,2025-09-12
F1277,IT,Purchase,174.67,Rejected,2025-09-12
F1278,IT,Reimbursement,3839.31,Rejected,2025-09-12
F1279,Marketing,Invoice,4551.02,Pending,2025-09-12
F1280,Operations,Software License,3679.67,Approved,2025-09-12
F1281,Marketing,Purchase,4444.21,Approved,2025-09-12
F1282,Marketing,Reimbursement,4301.1,Approved,2025-09-12
F1283,Finance,Software License,925.41,Pending,2025-09-12
F1284,Marketing,Reimbursement,4842.29,Approved,2025-09-12
F1285,Finance,Software License,4180.91,Rejected,2025-09-12
F1286,Operations,Invoice,4455.37,Approved,2025-09-12
F1287,Marketing,Purchase,1945.22,Rejected,2025-09-12
F1288,Marketing,Software License,3758.16,Pending,2025-09-12
F1289,Finance,Purchase,158.92,Rejected,2025-09-12
F1290,HR,Invoice,644.91,Approved,2025-09-12
F1291,IT,Invoice,866.97,Rejected,2025-09-12
F1292,IT,Purchase,3578.69,Rejected,2025-09-12
F1293,Operations,Software License,4474.78,Approved,2025-09-12
F1294,Finance,Invoice,4741.67,Approved,2025-09-12
F1295,IT,Reimbursement,4747.48,Approved,2025-09-12
F1296,Operations,Purchase,2666.5,Approved,2025-09-12
F1297,Finance,Purchase,3596.39,Rejected,2025-09-12
F1298,Finance,Purchase,2389.74,Rejected,2025-09-12
F1299,HR,Invoice,1131.17,Rejected,2025-09-12
F1300,Operations,Purchase,1511.91,Rejected,2025-09-12
F1301,HR,Purchase,1148.17,Rejected,2025-09-12
F1302,Marketing,Software License,985.97,Rejected,2025-09-12
F1303,HR,Purchase,2221.43,Pending,2025-09-12
F1304,Finance,Purchase,231.69,Approved,2025-09-12
F1305,HR,Invoice,2005.62,Rejected,2025-09-12
F1306,HR,Reimbursement,2971.63,Rejected,2025-09-12
F1307,Operations,Invoice,4408.65,Pending,2025-09-12
F1308,HR,Software License,4919.48,Approved,2025-09-12
F1309,Marketing,Invoice,1506.24,Pending,2025-09-12
F1310,HR,Purchase,1837.11,Rejected,2025-09-12
F1311,HR,Purchase,343.37,Rejected,2025-09-12
F1312,Marketing,Reimbursement,2431.78,Rejected,2025-09-12
F1313,Finance,Purchase,4935.78,Pending,2025-09-12
F1314,Operations,Invoice,3251.59,Pending,2025-09-12
F1315,HR,Software License,1834.78,Approved,2025-09-12
F1316,Marketing,Software License,2302.37,Rejected,2025-09-12
F1317,IT,Invoice,1616.1,Approved,2025-09-12
F1318,Marketing,Purchase,754.06,Rejected,2025-09-12
F1319,Finance,Invoice,3278.16,Pending,2025-09-12
F1320,Marketing,Software License,1462.57,Rejected,2025-09-12
F1321,HR,Purchase,1164.49,Approved,2025-09-12
F1322,HR,Reimbursement,2035.0,Approved,2025-09-12
F1323,IT,Purchase,3841.49,Pending,2025-09-12
F1324,HR,Invoice,3935.4,Pending,2025-09-12
F1325,IT,Software License,4789.94,Rejected,2025-09-12
F1326,Finance,Purchase,4257.53,Approved,2025-09-12
F1327,HR,Purchase,54.74,Rejected,2025-09-12
F1328,Finance,Reimbursement,1127.42,Rejected,2025-09-12
F1329,Finance,Software License,3309.39,Approved,2025-09-12
F1330,Marketing,Software License,4798.42,Pending,2025-09-12
F1331,IT,Software License,1923.33,Approved,2025-09-12
F1332,Operations,Reimbursement,3281.33,Approved,2025-09-12
F1333,Marketing,Software License,2660.9,Rejected,2025-09-12
F1334,HR,Reimbursement,2259.05,Rejected,2025-09-12
F1335,Marketing,Invoice,4284.09,Pending,2025-09-12
F1336,IT,Reimbursement,4365.23,Pending,2025-09-12
F1337,Marketing,Software License,807.73,Rejected,2025-09-12
F1338,Marketing,Invoice,144.56,Pending,2025-09-12
F1339,Finance,Invoice,621.88,Pending,2025-09-12
F1340,Finance,Reimbursement,1721.99,Rejected,2025-09-12
F1341,Finance,Purchase,4359.72,Pending,2025-09-12
F1342,HR,Invoice,3448.34,Pending,2025-09-12
F1343,HR,Software License,3906.63,Approved,2025-09-12
F1344,Marketing,Reimbursement,584.03,Pending,2025-09-12
F1345,Marketing,Purchase,2540.23,Rejected,2025-09-12
F1346,Finance,Software License,292.05,Approved,2025-09-12
F1347,IT,Reimbursement,3978.07,Pending,2025-09-12
F1348,Finance,Reimbursement,4168.82,Approved,2025-09-12
F1349,Operations,Reimbursement,4272.24,Approved,2025-09-12
F1350,IT,Purchase,2151.64,Rejected,2025-09-12
F1351,HR,Software License,3996.46,Pending,2025-09-12
F1352,Operations,Reimbursement,3136.1,Approved,2025-09-12
F1353,Finance,Reimbursement,1905.3,Pending,2025-09-12
F1354,Marketing,Invoice,595.53,Approved,2025-09-12
F1355,Finance,Invoice,2633.02,Pending,2025-09-12
F1356,Operations,Invoice,4631.92,Rejected,2025-09-12
F1357,Finance,Software License,3451.36,Pending,2025-09-12
F1358,Finance,Purchase,3015.5,Approved,2025-09-12
F1359,IT,Software License,3146.69,Pending,2025-09-12
F1360,Finance,Invoice,4887.47,Rejected,2025-09-12
F1361,Finance,Invoice,2442.61,Approved,2025-09-12
F1362,Finance,Invoice,687.26,Rejected,2025-09-12
F1363,Operations,Invoice,1880.77,Pending,2025-09-12
F1364,Marketing,Purchase,866.37,Approved,2025-09-12
F1365,IT,Reimbursement,4404.06,Rejected,2025-09-12
F1366,IT,Software License,4342.4,Approved,2025-09-12
F1367,Operations,Invoice,3100.88,Approved,2025-09-12
F1368,HR,Invoice,2803.19,Approved,2025-09-12
F1369,Marketing,Invoice,4254.39,Rejected,2025-09-12
F1370,IT,Purchase,3279.3,Rejected,2025-09-12
F1371,Marketing,Purchase,2600.74,Rejected,2025-09-12
F1372,IT,Purchase,4863.77,Pending,2025-09-12
F1373,HR,Invoice,1570.6,Rejected,2025-09-12
F1374,Marketing,Purchase,2324.78,Approved,2025-09-12
F1375,Marketing,Invoice,4017.09,Pending,2025-09-12
F1376,Operations,Purchase,4098.89,Approved,2025-09-12
F1377,IT,Purchase,1507.64,Approved,2025-09-12
F1378,IT,Reimbursement,3720.3,Pending,2025-09-12
F1379,Marketing,Purchase,59.0,Pending,2025-09-12
F1380,HR,Invoice,584.81,Approved,2025-09-12
F1381,Marketing,Software License,4394.01,Pending,2025-09-12
F1382,HR,Invoice,2526.9,Approved,2025-09-12
F1383,Marketing,Invoice,1049.48,Approved,2025-09-12
F1384,Marketing,Purchase,2450.62,Pending,2025-09-12
F1385,Finance,Reimbursement,3404.32,Pending,2025-09-12
F1386,Finance,Invoice,4467.38,Pending,2025-09-12
F1387,Operations,Reimbursement,3418.52,Pending,2025-09-12
F1388,HR,Invoice,2209.08,Pending,2025-09-12
F1389,Operations,Invoice,2571.69,Approved,2025-09-12
F1390,Marketing,Reimbursement,55.27,Rejected,2025-09-12
F1391,Finance,Software License,1746.7,Approved,2025-09-12
F1392,HR,Reimbursement,2077.07,Rejected,2025-09-12
F1393,Operations,Reimbursement,2754.25,Rejected,2025-09-12
F1394,HR,Invoice,1146.93,Pending,2025-09-12
F1395,IT,Purchase,3743.85,Pending,2025-09-12
F1396,HR,Invoice,3498.87,Rejected,2025-09-12
F1397,IT,Software License,3453.23,Pending,2025-09-12
F1398,Finance,Invoice,1062.09,Pending,2025-09-12
F1399,Finance,Software License,4258.21,Approved,2025-09-12
F1400,Marketing,Reimbursement,4296.79,Rejected,2025-09-12
F1401,Finance,Reimbursement,4673.82,Approved,2025-09-12
F1402,IT,Reimbursement,1905.71,Pending,2025-09-12
F1403,Finance,Software License,3935.95,Rejected,2025-09-12
F1404,Marketing,Invoice,85.37,Approved,2025-09-12
F1405,Operations,Invoice,717.21,Approved,2025-09-12
F1406,Marketing,Reimbursement,4130.69,Rejected,2025-09-12
F1407,HR,Software License,3547.54,Approved,2025-09-12
F1408,IT,Purchase,4225.52,Pending,2025-09-12
F1409,Marketing,Invoice,4222.43,Approved,2025-09-12
F1410,Marketing,Purchase,4829.42,Rejected,2025-09-12
F1411,HR,Purchase,3967.03,Rejected,2025-09-12
F1412,Finance,Purchase,1807.18,Pending,2025-09-12
F1413,Marketing,Invoice,4792.95,Approved,2025-09-12
F1414,Marketing,Purchase,3070.87,Rejected,2025-09-12
F1415,IT,Software License,4487.76,Approved,2025-09-12
F1416,IT,Reimbursement,2093.3,Rejected,2025-09-12
F1417,Finance,Purchase,3695.61,Rejected,2025-09-12
F1418,HR,Software License,1246.85,Approved,2025-09-12
F1419,Operations,Software License,4862.4,Rejected,2025-09-12
F1420,Finance,Reimbursement,4971.96,Rejected,2025-09-12
F1421,IT,Reimbursement,3702.13,Approved,2025-09-12
F1422,Marketing,Reimbursement,2855.68,Pending,2025-09-12
F1423,Marketing,Purchase,2593.35,Rejected,2025-09-12
F1424,HR,Purchase,598.73,Approved,2025-09-12
F1425,Marketing,Invoice,3149.95,Rejected,2025-09-12
F1426,Finance,Invoice,4568.67,Rejected,2025-09-12
F1427,Finance,Purchase,404.38,Approved,2025-09-12
F1428,HR,Reimbursement,4885.55,Pending,2025-09-12
F1429,Marketing,Purchase,4660.52,Rejected,2025-09-12
F1430,Marketing,Invoice,2170.85,Approved,2025-09-12
F1431,HR,Reimbursement,881.53,Approved,2025-09-12
F1432,Operations,Reimbursement,3240.31,Rejected,2025-09-12
F1433,Marketing,Purchase,4836.0,Rejected,2025-09-12
F1434,Operations,Reimbursement,3635.04,Pending,2025-09-12
F1435,HR,Invoice,2645.77,Pending,2025-09-12
F1436,HR,Purchase,3006.61,Pending,2025-09-12
F1437,Marketing,Purchase,289.32,Rejected,2025-09-12
F1438,HR,Software License,1764.09,Rejected,2025-09-12
F1439,Marketing,Reimbursement,774.62,Approved,2025-09-12
F1440,Marketing,Purchase,799.5,Rejected,2025-09-12
F1441,HR,Software License,3205.45,Approved,2025-09-12
F1442,Operations,Software License,1707.75,Pending,2025-09-12
F1443,Finance,Reimbursement,2871.83,Pending,2025-09-12
F1444,HR,Reimbursement,4292.27,Pending,2025-09-12
F1445,Operations,Software License,510.34,Pending,2025-09-12
F1446,HR,Invoice,1008.12,Rejected,2025-09-12
F1447,IT,Invoice,2581.34,Pending,2025-09-12
F1448,Finance,Reimbursement,2095.65,Pending,2025-09-12
F1449,Operations,Software License,1596.95,Approved,2025-09-12
F1450,IT,Software License,1617.87,Approved,2025-09-12
F1451,Finance,Invoice,3614.47,Pending,2025-09-12
F1452,HR,Purchase,3141.16,Rejected,2025-09-12
F1453,Operations,Reimbursement,3275.24,Pending,2025-09-12
